|0|1|2
2856|Excretion|rotatable_bond_count|0.20
2857|Excretion|semi-empirical_quantum_chemistry_method|0.25
2858|Excretion|split_validation|0.25
2859|Excretion|Machine_learning_algorithm|0.25
2860|Excretion|Supervised_Learning|0.20
2861|Excretion|three_dimensional_QSAR|0.17
2862|Excretion|Trial_and_Error|0.25
2863|Excretion|tumor_size|0.25
2864|Excretion|two_dimensional_QSAR|0.17
2865|Excretion|valence_electron_computational_method|0.25
2866|Excretion|y_scrambling|0.25
2867|Excretion|zagreb_index|0.25
2868|Excretion|Abs.máx(eV)|0.25
2869|Excretion|Abs.máx(nM)|0.25
2870|Excretion|hydrogen_bond_acceptors_count(using_Lipinski’s_definition)|0.20
2871|Excretion|hydrogen_bond_donnors_count(using_Lipinski’s_definition)|0.20
2872|Excretion|Atom-type_H_E-State|0.25
2873|Excretion|Minimum_E-States_for_(strong)_Hydrogen_Bond_acceptors|0.20
2874|Excretion|Minimum_E-States_for_(strong)_Hydrogen_Bond_donors|0.20
2875|Excretion|Moreau-Broto_autocorrelation(first_ionization_potential)_descriptors|0.25
2876|Excretion|Moreau-Broto_autocorrelation(mass)_descriptors|0.25
2877|Excretion|Moreau-Broto_autocorrelation(polarizability)_descriptors|0.25
2878|Excretion|Moreau-Broto_autocorrelation(van_der_Waals_volumes)_descriptors|0.25
2879|Excretion|Sum_of_atom-type_H_E-State(NH)|0.20
2880|Excretion|Sum_of_atom-type_H_E-State(NH2)|0.20
2881|Excretion|Sum_of_atom-type_H_E-State(OH)|0.20
2882|Excretion|Sum_of_atom-type_H_E-State(SH2)|0.20
2883|Excretion|Semi_Supervised_Learning|0.20
2884|Excretion|Unsupervised_Learning|0.20
2885|Excretion|root|0.33
2886|Finger_Prints|Thing|0.50
2887|Finger_Prints|Algorithm|0.33
2888|Finger_Prints|in_silico|0.25
2889|Finger_Prints|QSAR_descriptor|0.20
2890|Finger_Prints|Inhibitor|0.33
2891|Finger_Prints|Pharmacophoric_Group|0.33
2892|Finger_Prints|Chemical_Descriptor|1.00
2893|Finger_Prints|Pharmacokinetics|0.33
2894|Finger_Prints|Assay_method|0.33
2895|Finger_Prints|Biological_Activity|0.33
2896|Finger_Prints|Diagnosis|0.33
2897|Finger_Prints|Biological_Target|0.33
2898|Finger_Prints|Quantum_Chemistry_Computational_Method|0.33
2899|Finger_Prints|Functional_Group_Descriptor|0.33
2900|Finger_Prints|Publication|0.33
2901|Finger_Prints|Validation|0.33
2902|Finger_Prints|Absorption|0.25
2903|Finger_Prints|AlogP_descriptor|0.50
2904|Finger_Prints|BBB|0.50
2905|Finger_Prints|Charges|0.25
2906|Finger_Prints|Contribution|0.25
2907|Finger_Prints|Dipole|0.25
2908|Finger_Prints|Drug|0.25
2909|Finger_Prints|EC50|0.25
2910|Finger_Prints|Esolv.Water|0.25
2911|Finger_Prints|Excretion|0.25
2912|Finger_Prints|Finger_Prints|1.00
2913|Finger_Prints|FreeE|0.25
2914|Finger_Prints|hydrogen_bond_acceptors_count|0.50
2915|Finger_Prints|hydrogen_bond_donors_count|0.50
2916|Finger_Prints|Highest_Occupied_Molecular_Orbital_Energy|0.50
2917|Finger_Prints|IC50|0.25
2918|Finger_Prints|Lowest_Unoccupied_Molecular_Orbital_Energy|0.50
2919|Finger_Prints|Metabolism|0.25
2920|Finger_Prints|Molecular_mass|0.50
2921|Finger_Prints|Osc.Force|0.25
2922|Finger_Prints|Tissue_Distribution|0.25
2923|Finger_Prints|Toxicity|0.25
2924|Finger_Prints|Transition|0.25
2925|Finger_Prints|ZeroE|0.25
2926|Finger_Prints|ab_initio_quantum_chemistry_computational_method|0.25
2927|Finger_Prints|acidic_group_count|0.50
2928|Finger_Prints|alcohol|0.25
2929|Finger_Prints|aldehyde|0.25
2930|Finger_Prints|amide|0.25
2931|Finger_Prints|amine|0.25
2932|Finger_Prints|aromatic_atom_count|0.50
2933|Finger_Prints|atom_count|0.50
2934|Finger_Prints|atomic_QSAR_descriptor|0.50
2935|Finger_Prints|basic_group_count|0.50
2936|Finger_Prints|benzene|0.25
2937|Finger_Prints|bioassay|0.25
2938|Finger_Prints|bond_count|0.50
2939|Finger_Prints|carboxylic_acid|0.25
2940|Finger_Prints|cross-validation_information|0.25
2941|Finger_Prints|cycle_count|0.50
2942|Finger_Prints|cycle_count_containing_heteroatoms|0.33
2943|Finger_Prints|ester|0.25
2944|Finger_Prints|ether|0.25
2945|Finger_Prints|external_validation|0.25
2946|Finger_Prints|Genetic_Algorithm|0.25
2947|Finger_Prints|hartree-fock_method|0.25
2948|Finger_Prints|heavy_atom_count|0.50
2949|Finger_Prints|hydrocarbon|0.25
2950|Finger_Prints|in_vitro|0.25
2951|Finger_Prints|in_vivo|0.25
2952|Finger_Prints|internal_validation|0.25
2953|Finger_Prints|ketone|0.25
2954|Finger_Prints|linear_QSAR|0.17
2955|Finger_Prints|lipinski|0.50
2956|Finger_Prints|molar_refractivity|0.50
2957|Finger_Prints|Monte_Carlo|0.25
2958|Finger_Prints|non-linear_dimensional_QSAR|0.17
2959|Finger_Prints|pIC50|0.25
2960|Finger_Prints|pKi|0.25
2961|Finger_Prints|partition_coefficient|0.50
2962|Finger_Prints|phenols|0.25
2963|Finger_Prints|pi-electron_computational_method|0.25
2964|Finger_Prints|plane_polarized_light_method|0.50
2965|Finger_Prints|polar_surface_area_descriptor|0.50
2966|Finger_Prints|regression_statistics|0.25
2967|Finger_Prints|rotatable_bond_count|0.33
2968|Finger_Prints|semi-empirical_quantum_chemistry_method|0.25
2969|Finger_Prints|split_validation|0.25
2970|Finger_Prints|Machine_learning_algorithm|0.25
2971|Finger_Prints|Supervised_Learning|0.20
2972|Finger_Prints|three_dimensional_QSAR|0.17
2973|Finger_Prints|Trial_and_Error|0.25
2974|Finger_Prints|tumor_size|0.25
2975|Finger_Prints|two_dimensional_QSAR|0.17
2976|Finger_Prints|valence_electron_computational_method|0.25
2977|Finger_Prints|y_scrambling|0.25
2978|Finger_Prints|zagreb_index|0.50
2979|Finger_Prints|Abs.máx(eV)|0.25
2980|Finger_Prints|Abs.máx(nM)|0.25
2981|Finger_Prints|hydrogen_bond_acceptors_count(using_Lipinski’s_definition)|0.33
2982|Finger_Prints|hydrogen_bond_donnors_count(using_Lipinski’s_definition)|0.33
2983|Finger_Prints|Atom-type_H_E-State|0.50
2984|Finger_Prints|Minimum_E-States_for_(strong)_Hydrogen_Bond_acceptors|0.33
2985|Finger_Prints|Minimum_E-States_for_(strong)_Hydrogen_Bond_donors|0.33
2986|Finger_Prints|Moreau-Broto_autocorrelation(first_ionization_potential)_descriptors|0.50
2987|Finger_Prints|Moreau-Broto_autocorrelation(mass)_descriptors|0.50
2988|Finger_Prints|Moreau-Broto_autocorrelation(polarizability)_descriptors|0.50
2989|Finger_Prints|Moreau-Broto_autocorrelation(van_der_Waals_volumes)_descriptors|0.50
2990|Finger_Prints|Sum_of_atom-type_H_E-State(NH)|0.33
2991|Finger_Prints|Sum_of_atom-type_H_E-State(NH2)|0.33
2992|Finger_Prints|Sum_of_atom-type_H_E-State(OH)|0.33
2993|Finger_Prints|Sum_of_atom-type_H_E-State(SH2)|0.33
2994|Finger_Prints|Semi_Supervised_Learning|0.20
2995|Finger_Prints|Unsupervised_Learning|0.20
2996|Finger_Prints|root|0.33
2997|FreeE|Thing|0.50
2998|FreeE|Algorithm|0.33
2999|FreeE|in_silico|0.25
3000|FreeE|QSAR_descriptor|0.20
3001|FreeE|Inhibitor|0.33
3002|FreeE|Pharmacophoric_Group|0.33
3003|FreeE|Chemical_Descriptor|0.33
3004|FreeE|Pharmacokinetics|0.33
3005|FreeE|Assay_method|0.33
3006|FreeE|Biological_Activity|0.33
3007|FreeE|Diagnosis|0.33
3008|FreeE|Biological_Target|0.33
3009|FreeE|Quantum_Chemistry_Computational_Method|1.00
3010|FreeE|Functional_Group_Descriptor|0.33
3011|FreeE|Publication|0.33
3012|FreeE|Validation|0.33
3013|FreeE|Absorption|0.25
3014|FreeE|AlogP_descriptor|0.25
3015|FreeE|BBB|0.25
3016|FreeE|Charges|0.50
3017|FreeE|Contribution|0.50
3018|FreeE|Dipole|0.50
3019|FreeE|Drug|0.25
3020|FreeE|EC50|0.25
3021|FreeE|Esolv.Water|0.50
3022|FreeE|Excretion|0.25
3023|FreeE|Finger_Prints|0.25
3024|FreeE|FreeE|1.00
3025|FreeE|hydrogen_bond_acceptors_count|0.25
3026|FreeE|hydrogen_bond_donors_count|0.25
3027|FreeE|Highest_Occupied_Molecular_Orbital_Energy|0.25
3028|FreeE|IC50|0.25
3029|FreeE|Lowest_Unoccupied_Molecular_Orbital_Energy|0.25
3030|FreeE|Metabolism|0.25
3031|FreeE|Molecular_mass|0.25
3032|FreeE|Osc.Force|0.50
3033|FreeE|Tissue_Distribution|0.25
3034|FreeE|Toxicity|0.25
3035|FreeE|Transition|0.50
3036|FreeE|ZeroE|0.50
3037|FreeE|ab_initio_quantum_chemistry_computational_method|0.50
3038|FreeE|acidic_group_count|0.25
3039|FreeE|alcohol|0.25
3040|FreeE|aldehyde|0.25
3041|FreeE|amide|0.25
3042|FreeE|amine|0.25
3043|FreeE|aromatic_atom_count|0.25
3044|FreeE|atom_count|0.25
3045|FreeE|atomic_QSAR_descriptor|0.25
3046|FreeE|basic_group_count|0.25
3047|FreeE|benzene|0.25
3048|FreeE|bioassay|0.25
3049|FreeE|bond_count|0.25
3050|FreeE|carboxylic_acid|0.25
3051|FreeE|cross-validation_information|0.25
3052|FreeE|cycle_count|0.25
3053|FreeE|cycle_count_containing_heteroatoms|0.20
3054|FreeE|ester|0.25
3055|FreeE|ether|0.25
3056|FreeE|external_validation|0.25
3057|FreeE|Genetic_Algorithm|0.25
3058|FreeE|hartree-fock_method|0.50
3059|FreeE|heavy_atom_count|0.25
3060|FreeE|hydrocarbon|0.25
3061|FreeE|in_vitro|0.25
3062|FreeE|in_vivo|0.25
3063|FreeE|internal_validation|0.25
3064|FreeE|ketone|0.25
3065|FreeE|linear_QSAR|0.17
3066|FreeE|lipinski|0.25
3067|FreeE|molar_refractivity|0.25
3068|FreeE|Monte_Carlo|0.25
3069|FreeE|non-linear_dimensional_QSAR|0.17
3070|FreeE|pIC50|0.25
3071|FreeE|pKi|0.25
3072|FreeE|partition_coefficient|0.25
3073|FreeE|phenols|0.25
3074|FreeE|pi-electron_computational_method|0.50
3075|FreeE|plane_polarized_light_method|0.25
3076|FreeE|polar_surface_area_descriptor|0.25
3077|FreeE|regression_statistics|0.25
3078|FreeE|rotatable_bond_count|0.20
3079|FreeE|semi-empirical_quantum_chemistry_method|0.50
3080|FreeE|split_validation|0.25
3081|FreeE|Machine_learning_algorithm|0.25
3082|FreeE|Supervised_Learning|0.20
3083|FreeE|three_dimensional_QSAR|0.17
3084|FreeE|Trial_and_Error|0.25
3085|FreeE|tumor_size|0.25
3086|FreeE|two_dimensional_QSAR|0.17
3087|FreeE|valence_electron_computational_method|0.50
3088|FreeE|y_scrambling|0.25
3089|FreeE|zagreb_index|0.25
3090|FreeE|Abs.máx(eV)|0.50
3091|FreeE|Abs.máx(nM)|0.50
3092|FreeE|hydrogen_bond_acceptors_count(using_Lipinski’s_definition)|0.20
3093|FreeE|hydrogen_bond_donnors_count(using_Lipinski’s_definition)|0.20
3094|FreeE|Atom-type_H_E-State|0.25
3095|FreeE|Minimum_E-States_for_(strong)_Hydrogen_Bond_acceptors|0.20
3096|FreeE|Minimum_E-States_for_(strong)_Hydrogen_Bond_donors|0.20
3097|FreeE|Moreau-Broto_autocorrelation(first_ionization_potential)_descriptors|0.25
3098|FreeE|Moreau-Broto_autocorrelation(mass)_descriptors|0.25
3099|FreeE|Moreau-Broto_autocorrelation(polarizability)_descriptors|0.25
3100|FreeE|Moreau-Broto_autocorrelation(van_der_Waals_volumes)_descriptors|0.25
3101|FreeE|Sum_of_atom-type_H_E-State(NH)|0.20
3102|FreeE|Sum_of_atom-type_H_E-State(NH2)|0.20
3103|FreeE|Sum_of_atom-type_H_E-State(OH)|0.20
3104|FreeE|Sum_of_atom-type_H_E-State(SH2)|0.20
3105|FreeE|Semi_Supervised_Learning|0.20
3106|FreeE|Unsupervised_Learning|0.20
3107|FreeE|root|0.33
3108|hydrogen_bond_acceptors_count|Thing|0.50
3109|hydrogen_bond_acceptors_count|Algorithm|0.33
3110|hydrogen_bond_acceptors_count|in_silico|0.25
3111|hydrogen_bond_acceptors_count|QSAR_descriptor|0.20
3112|hydrogen_bond_acceptors_count|Inhibitor|0.33
3113|hydrogen_bond_acceptors_count|Pharmacophoric_Group|0.33
3114|hydrogen_bond_acceptors_count|Chemical_Descriptor|1.00
3115|hydrogen_bond_acceptors_count|Pharmacokinetics|0.33
3116|hydrogen_bond_acceptors_count|Assay_method|0.33
3117|hydrogen_bond_acceptors_count|Biological_Activity|0.33
3118|hydrogen_bond_acceptors_count|Diagnosis|0.33
3119|hydrogen_bond_acceptors_count|Biological_Target|0.33
3120|hydrogen_bond_acceptors_count|Quantum_Chemistry_Computational_Method|0.33
3121|hydrogen_bond_acceptors_count|Functional_Group_Descriptor|0.33
3122|hydrogen_bond_acceptors_count|Publication|0.33
3123|hydrogen_bond_acceptors_count|Validation|0.33
3124|hydrogen_bond_acceptors_count|Absorption|0.25
3125|hydrogen_bond_acceptors_count|AlogP_descriptor|0.50
3126|hydrogen_bond_acceptors_count|BBB|0.50
3127|hydrogen_bond_acceptors_count|Charges|0.25
3128|hydrogen_bond_acceptors_count|Contribution|0.25
3129|hydrogen_bond_acceptors_count|Dipole|0.25
3130|hydrogen_bond_acceptors_count|Drug|0.25
3131|hydrogen_bond_acceptors_count|EC50|0.25
3132|hydrogen_bond_acceptors_count|Esolv.Water|0.25
3133|hydrogen_bond_acceptors_count|Excretion|0.25
3134|hydrogen_bond_acceptors_count|Finger_Prints|0.50
3135|hydrogen_bond_acceptors_count|FreeE|0.25
3136|hydrogen_bond_acceptors_count|hydrogen_bond_acceptors_count|1.00
3137|hydrogen_bond_acceptors_count|hydrogen_bond_donors_count|0.50
3138|hydrogen_bond_acceptors_count|Highest_Occupied_Molecular_Orbital_Energy|0.50
3139|hydrogen_bond_acceptors_count|IC50|0.25
3140|hydrogen_bond_acceptors_count|Lowest_Unoccupied_Molecular_Orbital_Energy|0.50
3141|hydrogen_bond_acceptors_count|Metabolism|0.25
3142|hydrogen_bond_acceptors_count|Molecular_mass|0.50
3143|hydrogen_bond_acceptors_count|Osc.Force|0.25
3144|hydrogen_bond_acceptors_count|Tissue_Distribution|0.25
3145|hydrogen_bond_acceptors_count|Toxicity|0.25
3146|hydrogen_bond_acceptors_count|Transition|0.25
3147|hydrogen_bond_acceptors_count|ZeroE|0.25
3148|hydrogen_bond_acceptors_count|ab_initio_quantum_chemistry_computational_method|0.25
3149|hydrogen_bond_acceptors_count|acidic_group_count|0.50
3150|hydrogen_bond_acceptors_count|alcohol|0.25
3151|hydrogen_bond_acceptors_count|aldehyde|0.25
3152|hydrogen_bond_acceptors_count|amide|0.25
3153|hydrogen_bond_acceptors_count|amine|0.25
3154|hydrogen_bond_acceptors_count|aromatic_atom_count|0.50
3155|hydrogen_bond_acceptors_count|atom_count|0.50
3156|hydrogen_bond_acceptors_count|atomic_QSAR_descriptor|0.50
3157|hydrogen_bond_acceptors_count|basic_group_count|0.50
3158|hydrogen_bond_acceptors_count|benzene|0.25
3159|hydrogen_bond_acceptors_count|bioassay|0.25
3160|hydrogen_bond_acceptors_count|bond_count|0.50
3161|hydrogen_bond_acceptors_count|carboxylic_acid|0.25
3162|hydrogen_bond_acceptors_count|cross-validation_information|0.25
3163|hydrogen_bond_acceptors_count|cycle_count|0.50
3164|hydrogen_bond_acceptors_count|cycle_count_containing_heteroatoms|0.33
3165|hydrogen_bond_acceptors_count|ester|0.25
3166|hydrogen_bond_acceptors_count|ether|0.25
3167|hydrogen_bond_acceptors_count|external_validation|0.25
3168|hydrogen_bond_acceptors_count|Genetic_Algorithm|0.25
3169|hydrogen_bond_acceptors_count|hartree-fock_method|0.25
3170|hydrogen_bond_acceptors_count|heavy_atom_count|0.50
3171|hydrogen_bond_acceptors_count|hydrocarbon|0.25
3172|hydrogen_bond_acceptors_count|in_vitro|0.25
3173|hydrogen_bond_acceptors_count|in_vivo|0.25
3174|hydrogen_bond_acceptors_count|internal_validation|0.25
3175|hydrogen_bond_acceptors_count|ketone|0.25
3176|hydrogen_bond_acceptors_count|linear_QSAR|0.17
3177|hydrogen_bond_acceptors_count|lipinski|0.50
3178|hydrogen_bond_acceptors_count|molar_refractivity|0.50
3179|hydrogen_bond_acceptors_count|Monte_Carlo|0.25
3180|hydrogen_bond_acceptors_count|non-linear_dimensional_QSAR|0.17
3181|hydrogen_bond_acceptors_count|pIC50|0.25
3182|hydrogen_bond_acceptors_count|pKi|0.25
3183|hydrogen_bond_acceptors_count|partition_coefficient|0.50
3184|hydrogen_bond_acceptors_count|phenols|0.25
3185|hydrogen_bond_acceptors_count|pi-electron_computational_method|0.25
3186|hydrogen_bond_acceptors_count|plane_polarized_light_method|0.50
3187|hydrogen_bond_acceptors_count|polar_surface_area_descriptor|0.50
3188|hydrogen_bond_acceptors_count|regression_statistics|0.25
3189|hydrogen_bond_acceptors_count|rotatable_bond_count|0.33
3190|hydrogen_bond_acceptors_count|semi-empirical_quantum_chemistry_method|0.25
3191|hydrogen_bond_acceptors_count|split_validation|0.25
3192|hydrogen_bond_acceptors_count|Machine_learning_algorithm|0.25
3193|hydrogen_bond_acceptors_count|Supervised_Learning|0.20
3194|hydrogen_bond_acceptors_count|three_dimensional_QSAR|0.17
3195|hydrogen_bond_acceptors_count|Trial_and_Error|0.25
3196|hydrogen_bond_acceptors_count|tumor_size|0.25
3197|hydrogen_bond_acceptors_count|two_dimensional_QSAR|0.17
3198|hydrogen_bond_acceptors_count|valence_electron_computational_method|0.25
3199|hydrogen_bond_acceptors_count|y_scrambling|0.25
3200|hydrogen_bond_acceptors_count|zagreb_index|0.50
3201|hydrogen_bond_acceptors_count|Abs.máx(eV)|0.25
3202|hydrogen_bond_acceptors_count|Abs.máx(nM)|0.25
3203|hydrogen_bond_acceptors_count|hydrogen_bond_acceptors_count(using_Lipinski’s_definition)|1.00
3204|hydrogen_bond_acceptors_count|hydrogen_bond_donnors_count(using_Lipinski’s_definition)|0.33
3205|hydrogen_bond_acceptors_count|Atom-type_H_E-State|0.50
3206|hydrogen_bond_acceptors_count|Minimum_E-States_for_(strong)_Hydrogen_Bond_acceptors|0.33
3207|hydrogen_bond_acceptors_count|Minimum_E-States_for_(strong)_Hydrogen_Bond_donors|0.33
3208|hydrogen_bond_acceptors_count|Moreau-Broto_autocorrelation(first_ionization_potential)_descriptors|0.50
3209|hydrogen_bond_acceptors_count|Moreau-Broto_autocorrelation(mass)_descriptors|0.50
3210|hydrogen_bond_acceptors_count|Moreau-Broto_autocorrelation(polarizability)_descriptors|0.50
3211|hydrogen_bond_acceptors_count|Moreau-Broto_autocorrelation(van_der_Waals_volumes)_descriptors|0.50
3212|hydrogen_bond_acceptors_count|Sum_of_atom-type_H_E-State(NH)|0.33
3213|hydrogen_bond_acceptors_count|Sum_of_atom-type_H_E-State(NH2)|0.33
3214|hydrogen_bond_acceptors_count|Sum_of_atom-type_H_E-State(OH)|0.33
3215|hydrogen_bond_acceptors_count|Sum_of_atom-type_H_E-State(SH2)|0.33
3216|hydrogen_bond_acceptors_count|Semi_Supervised_Learning|0.20
3217|hydrogen_bond_acceptors_count|Unsupervised_Learning|0.20
3218|hydrogen_bond_acceptors_count|root|0.33
3219|hydrogen_bond_donors_count|Thing|0.50
3220|hydrogen_bond_donors_count|Algorithm|0.33
3221|hydrogen_bond_donors_count|in_silico|0.25
3222|hydrogen_bond_donors_count|QSAR_descriptor|0.20
3223|hydrogen_bond_donors_count|Inhibitor|0.33
3224|hydrogen_bond_donors_count|Pharmacophoric_Group|0.33
3225|hydrogen_bond_donors_count|Chemical_Descriptor|1.00
3226|hydrogen_bond_donors_count|Pharmacokinetics|0.33
3227|hydrogen_bond_donors_count|Assay_method|0.33
3228|hydrogen_bond_donors_count|Biological_Activity|0.33
3229|hydrogen_bond_donors_count|Diagnosis|0.33
3230|hydrogen_bond_donors_count|Biological_Target|0.33
3231|hydrogen_bond_donors_count|Quantum_Chemistry_Computational_Method|0.33
3232|hydrogen_bond_donors_count|Functional_Group_Descriptor|0.33
3233|hydrogen_bond_donors_count|Publication|0.33
3234|hydrogen_bond_donors_count|Validation|0.33
3235|hydrogen_bond_donors_count|Absorption|0.25
3236|hydrogen_bond_donors_count|AlogP_descriptor|0.50
3237|hydrogen_bond_donors_count|BBB|0.50
3238|hydrogen_bond_donors_count|Charges|0.25
3239|hydrogen_bond_donors_count|Contribution|0.25
3240|hydrogen_bond_donors_count|Dipole|0.25
3241|hydrogen_bond_donors_count|Drug|0.25
3242|hydrogen_bond_donors_count|EC50|0.25
3243|hydrogen_bond_donors_count|Esolv.Water|0.25
3244|hydrogen_bond_donors_count|Excretion|0.25
3245|hydrogen_bond_donors_count|Finger_Prints|0.50
3246|hydrogen_bond_donors_count|FreeE|0.25
3247|hydrogen_bond_donors_count|hydrogen_bond_acceptors_count|0.50
3248|hydrogen_bond_donors_count|hydrogen_bond_donors_count|1.00
3249|hydrogen_bond_donors_count|Highest_Occupied_Molecular_Orbital_Energy|0.50
3250|hydrogen_bond_donors_count|IC50|0.25
3251|hydrogen_bond_donors_count|Lowest_Unoccupied_Molecular_Orbital_Energy|0.50
3252|hydrogen_bond_donors_count|Metabolism|0.25
3253|hydrogen_bond_donors_count|Molecular_mass|0.50
3254|hydrogen_bond_donors_count|Osc.Force|0.25
3255|hydrogen_bond_donors_count|Tissue_Distribution|0.25
3256|hydrogen_bond_donors_count|Toxicity|0.25
3257|hydrogen_bond_donors_count|Transition|0.25
3258|hydrogen_bond_donors_count|ZeroE|0.25
3259|hydrogen_bond_donors_count|ab_initio_quantum_chemistry_computational_method|0.25
3260|hydrogen_bond_donors_count|acidic_group_count|0.50
3261|hydrogen_bond_donors_count|alcohol|0.25
3262|hydrogen_bond_donors_count|aldehyde|0.25
3263|hydrogen_bond_donors_count|amide|0.25
3264|hydrogen_bond_donors_count|amine|0.25
3265|hydrogen_bond_donors_count|aromatic_atom_count|0.50
3266|hydrogen_bond_donors_count|atom_count|0.50
3267|hydrogen_bond_donors_count|atomic_QSAR_descriptor|0.50
3268|hydrogen_bond_donors_count|basic_group_count|0.50
3269|hydrogen_bond_donors_count|benzene|0.25
3270|hydrogen_bond_donors_count|bioassay|0.25
3271|hydrogen_bond_donors_count|bond_count|0.50
3272|hydrogen_bond_donors_count|carboxylic_acid|0.25
3273|hydrogen_bond_donors_count|cross-validation_information|0.25
3274|hydrogen_bond_donors_count|cycle_count|0.50
3275|hydrogen_bond_donors_count|cycle_count_containing_heteroatoms|0.33
3276|hydrogen_bond_donors_count|ester|0.25
3277|hydrogen_bond_donors_count|ether|0.25
3278|hydrogen_bond_donors_count|external_validation|0.25
3279|hydrogen_bond_donors_count|Genetic_Algorithm|0.25
3280|hydrogen_bond_donors_count|hartree-fock_method|0.25
3281|hydrogen_bond_donors_count|heavy_atom_count|0.50
3282|hydrogen_bond_donors_count|hydrocarbon|0.25
3283|hydrogen_bond_donors_count|in_vitro|0.25
3284|hydrogen_bond_donors_count|in_vivo|0.25
3285|hydrogen_bond_donors_count|internal_validation|0.25
3286|hydrogen_bond_donors_count|ketone|0.25
3287|hydrogen_bond_donors_count|linear_QSAR|0.17
3288|hydrogen_bond_donors_count|lipinski|0.50
3289|hydrogen_bond_donors_count|molar_refractivity|0.50
3290|hydrogen_bond_donors_count|Monte_Carlo|0.25
3291|hydrogen_bond_donors_count|non-linear_dimensional_QSAR|0.17
3292|hydrogen_bond_donors_count|pIC50|0.25
3293|hydrogen_bond_donors_count|pKi|0.25
3294|hydrogen_bond_donors_count|partition_coefficient|0.50
3295|hydrogen_bond_donors_count|phenols|0.25
3296|hydrogen_bond_donors_count|pi-electron_computational_method|0.25
3297|hydrogen_bond_donors_count|plane_polarized_light_method|0.50
3298|hydrogen_bond_donors_count|polar_surface_area_descriptor|0.50
3299|hydrogen_bond_donors_count|regression_statistics|0.25
3300|hydrogen_bond_donors_count|rotatable_bond_count|0.33
3301|hydrogen_bond_donors_count|semi-empirical_quantum_chemistry_method|0.25
3302|hydrogen_bond_donors_count|split_validation|0.25
3303|hydrogen_bond_donors_count|Machine_learning_algorithm|0.25
3304|hydrogen_bond_donors_count|Supervised_Learning|0.20
3305|hydrogen_bond_donors_count|three_dimensional_QSAR|0.17
3306|hydrogen_bond_donors_count|Trial_and_Error|0.25
3307|hydrogen_bond_donors_count|tumor_size|0.25
3308|hydrogen_bond_donors_count|two_dimensional_QSAR|0.17
3309|hydrogen_bond_donors_count|valence_electron_computational_method|0.25
3310|hydrogen_bond_donors_count|y_scrambling|0.25
3311|hydrogen_bond_donors_count|zagreb_index|0.50
3312|hydrogen_bond_donors_count|Abs.máx(eV)|0.25
3313|hydrogen_bond_donors_count|Abs.máx(nM)|0.25
3314|hydrogen_bond_donors_count|hydrogen_bond_acceptors_count(using_Lipinski’s_definition)|0.33
3315|hydrogen_bond_donors_count|hydrogen_bond_donnors_count(using_Lipinski’s_definition)|1.00
3316|hydrogen_bond_donors_count|Atom-type_H_E-State|0.50
3317|hydrogen_bond_donors_count|Minimum_E-States_for_(strong)_Hydrogen_Bond_acceptors|0.33
3318|hydrogen_bond_donors_count|Minimum_E-States_for_(strong)_Hydrogen_Bond_donors|0.33
3319|hydrogen_bond_donors_count|Moreau-Broto_autocorrelation(first_ionization_potential)_descriptors|0.50
3320|hydrogen_bond_donors_count|Moreau-Broto_autocorrelation(mass)_descriptors|0.50
3321|hydrogen_bond_donors_count|Moreau-Broto_autocorrelation(polarizability)_descriptors|0.50
3322|hydrogen_bond_donors_count|Moreau-Broto_autocorrelation(van_der_Waals_volumes)_descriptors|0.50
3323|hydrogen_bond_donors_count|Sum_of_atom-type_H_E-State(NH)|0.33
3324|hydrogen_bond_donors_count|Sum_of_atom-type_H_E-State(NH2)|0.33
3325|hydrogen_bond_donors_count|Sum_of_atom-type_H_E-State(OH)|0.33
3326|hydrogen_bond_donors_count|Sum_of_atom-type_H_E-State(SH2)|0.33
3327|hydrogen_bond_donors_count|Semi_Supervised_Learning|0.20
3328|hydrogen_bond_donors_count|Unsupervised_Learning|0.20
3329|hydrogen_bond_donors_count|root|0.33
3330|Highest_Occupied_Molecular_Orbital_Energy|Thing|0.50
3331|Highest_Occupied_Molecular_Orbital_Energy|Algorithm|0.33
3332|Highest_Occupied_Molecular_Orbital_Energy|in_silico|0.25
3333|Highest_Occupied_Molecular_Orbital_Energy|QSAR_descriptor|0.20
3334|Highest_Occupied_Molecular_Orbital_Energy|Inhibitor|0.33
3335|Highest_Occupied_Molecular_Orbital_Energy|Pharmacophoric_Group|0.33
3336|Highest_Occupied_Molecular_Orbital_Energy|Chemical_Descriptor|1.00
3337|Highest_Occupied_Molecular_Orbital_Energy|Pharmacokinetics|0.33
3338|Highest_Occupied_Molecular_Orbital_Energy|Assay_method|0.33
3339|Highest_Occupied_Molecular_Orbital_Energy|Biological_Activity|0.33
3340|Highest_Occupied_Molecular_Orbital_Energy|Diagnosis|0.33
3341|Highest_Occupied_Molecular_Orbital_Energy|Biological_Target|0.33
3342|Highest_Occupied_Molecular_Orbital_Energy|Quantum_Chemistry_Computational_Method|0.33
3343|Highest_Occupied_Molecular_Orbital_Energy|Functional_Group_Descriptor|0.33
3344|Highest_Occupied_Molecular_Orbital_Energy|Publication|0.33
3345|Highest_Occupied_Molecular_Orbital_Energy|Validation|0.33
3346|Highest_Occupied_Molecular_Orbital_Energy|Absorption|0.25
