molecula|NaaNH|n9FaHRing|n9FaRing|SssssC|NaasN|SRW09|nAHRing|BCUTs-1|SaasN|SRW07|AATSC1s|MATS7i|SaaaC|MATS8i|AATSC8d|AATSC1pe|MATS1c|GATS1are|BIC2|MATS8d|SIC2|GATS1pe|FNSA3|FNSA5|PBF|PNSA5|RNCS|RPSA|TPSA_x|FNSA4|WNSA5|RPCS|FNSA2|WNSA3|DPSA3|GRAVp|TASA|WNSA4|GRAV|DPSA4|FPSA5|DPSA1|Mor01p|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50
12_a15|0|0|0|0.0|0|0.0|0|1.435689014|0.0|0.0|-0.0455566929999999|-0.035728911|0.0|-0.106061273|-0.01062828|0.0034254209999999|-0.380490701|0.8310685940000001|0.723852961|-0.019064393|0.769289315|0.7933685340000001|-0.061084417|-0.094209248|0.738437971|-60.15445365|72.18361893|0.10362709|66.16793071|-0.031995594|-38.40979933|4.192089814|-1.695766456|-24.90456371|48.59303169|2613.57759|572.3516967|-13.04483751|5897.820841|27.36785616|0.016453962|-314.7766363|673.7288405|1.0|0.0|1.0|1.0|1.0|3.56|3.73|24.0|-9.82|5.32|6.3|56.27|0.0|119.95|0.0|1.0|6.0|30.0|4.0|-4.97|397.47|1.0|1.0|4.7|5.99e-07|0.0002379999999999|1.47e-06|0.0|1.51e-10|-0.03196|4.4819|-1281.060163|688.91|321.72|0.1374|276.63|585.26|0.70444|-1280.810963|-0.15858|0.02694613|6.0547|4.0|8.3979
12w_a30|0|0|0|0.0|0|7.412764017000001|2|0.604983445|0.0|5.351858133|-0.0316452179999999|-0.0999572419999999|0.0|0.028815747|-0.04950715|0.001805829|-0.477636454|0.8149999040000001|0.83236194|-0.080971844|0.889479916|0.711738503|-0.076611264|-0.096032733|0.4274948739999999|-65.85056003|82.06520565|0.147783603|101.3366249|-0.037237182|-45.15435649|0.0|-1.824621925|-36.02242934|63.12469722|2999.810425|584.3729039|-17.50883211|6888.291006999999|31.60926388|0.014471302|-422.1196298|685.6665849999999|0.0|1.0|1.0|0.0|1.0|4.63|0.0|17.0|-7.8|5.11|3.92|81.65|0.0|137.3|0.0|1.0|5.0|31.0|4.0|-5.52|467.37|0.0|1.0|3.59|2.64e-07|0.000123|9.14e-07|0.0|1.58e-08|-0.05682|5.0632|-2494.932002|716.83|348.42|0.2639|244.87|577.06|0.68423|-2494.743475|-0.15073|0.0345723|3.0068|15.0|7821.0
12bh_a36|1|0|0|0.0|0|7.412764017000001|2|1.297043258|0.0|5.351858133|-0.047482048|0.001012669|0.0|0.075747971|-0.035747988|0.0045625|-0.43574839|0.902377067|0.78699829|-0.0591586759999999|0.833398429|0.857993338|-0.070687668|-0.09959401|0.317612728|-66.28126709|83.08294358|0.166508047|110.81353529999998|-0.035569289|-44.11115058|0.0|-1.991880197|-31.30825225|58.77476595|2773.193279|554.7010591|-15.75398235|5957.443236|30.2209316|0.015307571|-377.0728785|729.1873176|0.0|0.0|1.0|0.0|2.0|4.95|0.0|17.0|-7.34|3.76|2.5|69.2|0.0|133.68|0.0|1.0|5.0|31.0|4.0|-6.38|409.49|0.0|1.0|2.42|2.8600000000000004e-05|0.0117|2.5e-05|0.0|4.55e-08|-0.0525299999999999|3.8811|-1311.558898|715.94|341.97|0.4386|319.46|575.23|0.7039|-1311.293683|-0.14915|0.03071385|7.7975|14.0|7.8539
16g_a32|1|1|1|0.0|0|7.765993078999999|0|0.609420729|0.0|5.733341277|-0.0429252429999999|-0.049658216|2.084553994|-0.029193403|0.004735761|-0.00030659|-0.696926204|0.79965447|0.83902731|0.008494733|0.8821580379999999|0.762429418|-0.078387439|-0.105500574|0.542303725|-77.75914881|90.88837862|0.1793577589999999|132.1955522|-0.033839807|-57.31234426|43.37912747|-1.79350976|-42.58335004|75.43482709|2833.521937|604.8539801|-18.38320476|6372.261243999999|36.34043182|0.02276861|-274.67233460000006|701.9321161|1.0|1.0|1.0|1.0|2.0|3.87|3.42|19.0|-8.16|6.81|5.38|149.27|0.0|121.56|1.0|1.0|10.0|30.0|5.0|-5.69|441.57|1.0|1.0|4.37|3.08e-08|1.36e-05|4.83e-06|0.0|6.890000000000001e-09|-0.05|3.6161|-2034.593036|752.29|342.86|0.2879|342.86|639.49|0.70222|-2034.342619|-0.14968|0.02895494|4.3204|11.0|7.9586
2_a4|0|0|0|0.0|0|6.605297921|1|1.189716144|0.0|4.59511985|-0.103346554|0.08246129|0.0|0.090707854|0.076479666|-0.0016168089999999|-0.3881618|0.930871261|0.802438682|0.1355918559999999|0.847373823|0.912872667|-0.117395215|-0.105102755|0.442778552|-44.27948986|166.102249|0.257481153|108.4760726|-0.0379537729999999|-18.65482233|0.0|-1.366335816|-20.83662681|52.12536246|1623.668791|312.82106489999995|-6.736463618999999|3396.86527|18.96532986|0.011054731|-289.1005902|284.26458360000004|1.0|0.0|1.0|0.0|2.0|3.33|0.0|12.0|-4.83|2.12|0.83|45.15|0.0|79.59|0.0|2.0|2.0|19.0|4.0|-6.69|253.3|0.0|0.0|1.24|0.0066|1.67|0.00171|0.0|1.4800000000000002e-05|-0.01612|5.8961|-819.8996124|458.73|384.69|0.1315|210.28|333.36|0.6885600000000001|-819.771754|-0.14614|0.033037353|3.0946|31.0|7.5086
AKLKII_a46|1|0|0|0.0|0|6.605297921|0|1.4316666480000002|0.0|4.59511985|-0.030657|-0.008897473|1.744747103|0.156485495|0.036226415|0.006731579|-0.270506095|0.718266758|0.758995484|0.064690027|0.8264237520000001|0.687139108|-0.071827497|-0.089369278|0.271156366|-42.37969553|160.85204040000002|0.162358606|76.99187522|-0.033194303|-20.09682339|0.0|-1.161800612|-16.15213359|38.98582025|2000.353437|397.2168972|-7.464534402999999|4110.764451|20.38625028|0.015584114|-258.10190780000005|314.0966684|1.0|0.0|1.0|1.0|1.0|2.81|1.6|21.0|-7.21|3.9|3.39|67.35|0.0|85.32|0.0|1.0|2.0|22.0|4.0|-6.5|287.32|0.0|1.0|2.45|0.000578|166.0|0.000266|0.0|6.18e-08||||||||||||||181.0|6.7423
14a_a23|0|1|1|0.0|2|7.423568444|0|1.197964042|3.39397765|5.351858133|-0.0246126279999999|0.0446402609999999|0.757767133|-0.0518554529999999|-0.071842463|0.011363191|-0.446724057|0.72792508|0.7556436440000001|-0.123790952|0.816237166|0.6888154959999999|-0.055677662|-0.08032517|0.225448915|-50.79675604|38.57988954|0.081322962|51.42774883|-0.0341809229999999|-32.12331106|80.54176247|-1.606503401|-22.26638099|47.54437201|2816.527785|580.9612768999999|-13.66949407|6269.28943|27.68542751|0.016707951|-355.0975547|601.8533922|0.0|1.0|1.0|1.0|1.0|3.41|2.86|26.0|-7.41|3.36|4.02|105.02|1.0|120.28|0.0|1.0|5.0|30.0|4.0|-6.27|411.48|0.0|0.0|3.37|3.38e-06|0.00139|1.1e-05|0.0|3.92e-08|-0.07379|3.7119|-1629.90669|665.5|334.02|0.3764|334.02|516.58|0.6289100000000001|-1629.690316|-0.15002|0.0216412|8.3962|3.0|8.5498
17_a20|1|0|0|0.0|0|6.842683282|0|1.4012598180000002|0.0|4.727387819|0.00038506|0.065447136|1.652760156|0.038629586|-0.072863159|0.000922796|-0.456415963|0.760575852|0.7494736590000001|-0.127696675|0.812578598|0.71987165|-0.063665681|-0.081404237|0.3874475579999999|-53.38406095|66.47074027|0.0879464559999999|57.67438055|-0.0315649079999999|-35.00871763|10.50834496|-1.5466805119999998|-27.38007162|51.60929807|2761.976599|598.1153253|-13.57480888|6012.640572|27.44244402|0.016793117|-333.5397332|637.7803874|1.0|1.0|1.0|1.0|1.0|3.5|2.83|27.0|-10.14|5.8|4.85|91.14|0.0|119.48|0.0|0.0|4.0|31.0|5.0|-6.09|402.45|0.0|1.0|3.74|4.4e-06|0.0017699999999999|8.35e-06|0.0|7.19e-11|-0.0706799999999999|3.3926|-1291.918735|673.68|365.45|0.2977|365.45|543.09|0.69839|-1291.692325|-0.14021|0.03030655|5.3075|2.25|5.6478
16a_a32|1|1|1|0.0|0|7.765993078999999|0|0.6094207620000001|0.0|5.733341277|-0.0848387459999999|-0.053745649|2.095743605|-0.062610718|-0.058518519|-0.005552127|-0.707456102|0.859696525|0.8567078770000001|-0.098258706|0.909908319|0.81143469|-0.090389538|-0.119471489|0.283324612|-74.35152328|92.00611646|0.2434571689999999|151.5123947|-0.037168908|-46.27170107|66.13699638|-1.6726008419999998|-35.00816569|69.11326055|2615.514164|470.82456669999993|-14.39564033|5746.082161|33.19592405|0.023475264|-244.9767673|532.685565|0.0|1.0|1.0|1.0|3.0|3.53|2.66|19.0|-7.3|5.32|3.79|152.07|0.0|108.86|1.0|1.0|7.0|27.0|4.0|-6.85|398.51|1.0|1.0|3.06|3.2e-06|0.00128|9.14e-05|0.0|5.04e-08|-0.0567299999999999|3.6314|-1896.770883|664.67|341.42|0.2859|341.42|535.63|0.70245|-1896.589348|-0.15045|0.04088655|1.8274|11.0|7.9586
2_a33|1|1|1|0.0|0|7.765993078999999|0|0.609420748|0.0|5.733341277|-0.064926835|-0.049900189|2.112255684|0.070526947|-0.05997501|-0.000810928|-0.593915758|0.787714775|0.833090592|-0.096644295|0.8799816220000001|0.753434785|-0.0804186|-0.104047115|0.411881091|-63.57699532|103.5201191|0.1804845889999999|110.28338390000002|-0.031851158|-38.84811555|44.34034244|-1.56070672|-30.02592687|60.41371259|2632.195388|500.7570617|-11.89228027|6067.635829|27.70055258|0.019430318|-247.5908207|618.9134881|0.0|1.0|1.0|1.0|2.0|3.57|3.51|19.0|-7.67|6.7|4.63|140.04|0.0|115.28|1.0|1.0|7.0|28.0|4.0|-6.17|411.54|1.0|1.0|3.98|4.44e-07|0.000183|1.6800000000000002e-05|0.0|2.13e-08|-0.04967|3.6281|-1920.049452|655.74|341.74|0.2911|341.74|525.38|0.70205|-1919.830424|-0.15012|0.02972182|5539.0|6.0|8.2596
12a_a5|1|0|0|0.0|0|7.139660336|1|1.338814635|0.0|5.209486153|0.043132749|-0.0036987359999999|0.0|-0.114419442|-0.032601907|0.008649556|-0.175245466|0.762866363|0.779533861|-0.063558439|0.829536345|0.741588813|-0.058605038|-0.067680123|0.337539208|-41.59124655|13.74268646|0.105409104|64.77671525|-0.026030816|-25.55893402|0.0|-1.353602454|-22.13179066|41.04680832|2524.410428|549.7500455|-9.830359239|5294.775577|21.42066499|0.014342828|-303.31208710000004|650.3600841|1.0|1.0|1.0|1.0|1.0|3.06|2.96|23.0|-8.83|5.12|4.26|57.7|0.0|119.38|0.0|1.0|5.0|29.0|4.0|-6.23|381.47|0.0|0.0|3.58|5.37e-05|0.0205|2.56e-05|0.0|1.4800000000000003e-09|-0.04076|4.6865|-1201.990542|667.31|297.97|0.4794|264.55|508.81|0.67169|-1201.750315|-0.17152|0.03567816|3.9457|19.0|7.7212
12ay_a36|1|0|0|0.0|0|7.412764017000001|2|1.2970434|0.0|5.351858133|-0.043778345|0.1012005419999999|0.0|0.012286423|-0.06756661|0.0045625|-0.438622276|0.902377067|0.78699829|-0.111814717|0.833398429|0.857993338|-0.074251203|-0.098945129|0.419950383|-64.13591431|126.7858133|0.170593592|110.578217|-0.035337546|-41.57269314|8.677627506|-1.978902589|-31.1973159|59.80790901|2766.899844|537.618563|-14.84739041|6204.216872999999|29.43551742|0.015670425|-360.6110621|729.1873176|0.0|0.0|1.0|0.0|2.0|4.96|0.0|17.0|-7.34|3.76|2.5|69.2|0.0|133.68|0.0|1.0|5.0|31.0|4.0|-6.38|409.49|0.0|1.0|2.42|2.8600000000000004e-05|0.0117|2.5e-05|0.0|4.55e-08|-0.0526|3.9348|-1311.547668|674.33|339.12|0.2939|315.09|532.22|0.6914|-1311.282556|-0.15056|0.02880431|9.1844|18.0|7.7447
12p_a30|0|0|0|0.0|0|7.412764017000001|2|0.604984421|0.0|5.351858133|-0.031328052|-0.062956958|0.0|0.000321545|-0.128484994|0.005965451|-0.456474815|0.8414737059999999|0.7867133140000001|-0.2210072669999999|0.8371763179999999|0.7991060659999999|-0.074356395|-0.094870978|0.371591982|-60.65858419|75.21136863|0.156618406|100.1386407|-0.0364888379999999|-38.78387161|0.0|-1.897419563|-30.39737673|57.20168999|2783.628159|539.2411292|-14.91687369|6166.812731|28.4530386|0.0130197619999999|-409.146112|686.039456|0.0|1.0|1.0|0.0|1.0|4.76|0.0|17.0|-7.01|4.35|2.93|81.65|0.0|132.24|0.0|1.0|5.0|30.0|4.0|-5.81|412.51|0.0|1.0|2.91|2.21e-06|0.0009119999999999|7.05e-06|0.0|9.75e-08|-0.05169|5.1922|-1615.0623480000002|685.08|354.69|0.1768|238.79|526.91|0.68561|-1614.830085|-0.14823|0.03198743|4.6103|17.0|7.7721
9r_a24|1|0|0|0.0|0|6.605297921|0|1.353642494|0.0|4.59511985|0.013567512|-0.17821765|0.0|0.064425793|-0.043274854|0.008722018|-0.3018627239999999|0.786430472|0.7958149290000001|-0.083458647|0.841805128|0.7526889940000001|-0.0618978309999999|-0.082022572|0.32720212|-54.99020696|71.31566881|0.158284162|106.1180928|-0.025821921|-36.86695997|89.36724924|-1.394383716|-27.82142546|51.92828155|2644.462265|564.3096436000001|-11.60626518|5501.824326|28.13932796|0.02357068|-154.486433|670.2247423|1.0|1.0|1.0|1.0|1.0|3.53|3.04|23.0|-8.66|4.23|3.93|79.82|0.0|116.9|0.0|1.0|8.0|30.0|6.0|-6.83|400.48|0.0|0.0|2.98|9.58e-05|0.0383|8.77e-05|0.0|2.21e-09|-0.04313|4.4722|-1294.451958|713.25|289.16|0.3398|277.23|616.11|0.6204|-1294.201456|-0.1676099999999999|0.03426339|3.0322|11.0|7.9586
2_a27|0|0|0|0.0|2|6.605297921|0|1.402655014|3.250529415|4.59511985|-0.0609613559999999|-0.196529806|1.267636369|0.11675125|0.017751479|0.00988756|-0.475677812|0.639024713|0.796022385|0.027777778|0.8585302370000001|0.60904903|-0.058444848|-0.081513931|0.408120957|-41.03489597|9.194894069|0.153130039|77.08713259|-0.029261411|-20.65736087|53.58106492|-1.141195033|-14.81116546|39.39404027|2210.487938|426.3224749|-7.415462877|4774.521748|22.03636323|0.022639983|-169.6109632|373.9912084|0.0|1.0|0.0|1.0|0.0|2.9|3.06|21.0|-5.84|2.43|2.49|65.6|0.0|92.58|0.0|2.0|2.0|24.0|4.0|-6.69|317.34|0.0|1.0|2.52|0.000644|204.0|0.0002009999999999|0.0|1.45e-06|-0.04933|4.1624|-1043.7984|538.57|297.87|0.3217|297.87|420.7|0.55857|-1043.665151|-0.16769|0.02268519|6.8854|13.0|7.8861
27c_a34|0|0|0|0.0|1|7.412764017000001|1|1.4335249819999998|1.996958431|5.351858133|-0.1450543259999999|-0.08157574|0.0|-0.028344637|-0.014364543|-0.004694534|-0.543350914|0.850511415|0.783333463|-0.0239323839999999|0.8353837409999999|0.804740647|-0.114233896|-0.12597014|0.32643486|-84.73908278|176.7076265|0.368934647|248.17931940000005|-0.042782312|-57.00328784|119.8660257|-2.26746252|-51.69246989|97.35782216|2921.328444|424.51250080000005|-19.35960719|6308.331369|38.98592708|0.022975949|-320.4669239|673.8038326000001|1.0|1.0|1.0|1.0|2.0|3.55|3.11|23.0|-7.67|3.11|3.34|104.29|0.0|119.71|0.0|1.0|6.0|32.0|5.0|-6.85|427.46|0.0|1.0|2.83|1.7800000000000002e-05|0.00759|3.52e-05|0.0|2.13e-08|-0.03792|4277.0|-1426.482676|709.72|316.4|0.2385|289.89|558.04|0.70336|-1426.246896|-0.1589|0.03913684|9.6148|0.8|6.0969
15c_a22|0|0|0|0.0|1|6.842683282|0|1.42291727|1.596256692|4.727387819|-0.018518519|-0.026986769|1.568396937|-0.023927419|0.006275578|0.004362505|-0.364626967|0.667111824|0.773044788|0.010828071|0.8353837409999999|0.639264982|-0.067475429|-0.080088202|0.615901609|-57.66130245|36.22825261|0.133414786|96.05497587|-0.0302219629999999|-41.51455167|78.22334636|-1.60176404|-34.97658951|66.26407672|3079.491787|623.9175171|-15.66586856|6882.442370999999|32.87972244|0.0248073129999999|-232.9472639|731.8178649|1.0|1.0|1.0|1.0|1.0|3.49|2.85|27.0|-9.28|3.9|4.18|109.38|0.0|128.77|0.0|1.0|6.0|34.0|6.0|-6.96|445.48|0.0|0.0|2.98|1.39e-05|0.00618|2.4e-05|0.0|5.269999999999997e-10|-0.07399|5.7361|-1460.571156|715.42|337.46|0.5082|216.15|575.8|0.69113|-1460.324493|-0.15408|0.03150096|9.0393|737.0|6.1325
7g_a8|1|0|0|0.0|1|7.535296702|1|1.39137419|1.336155045|5.4161004020000005|-0.067360394|-0.030968098|0.0|-0.027838247|-0.027717137|0.0002620309999999|-0.418049442|0.627990269|0.7363841520000001|-0.044866536|0.79995525|0.606087461|-0.107714754|-0.1122315669999999|0.306360885|-67.26263865|144.290464|0.300623857|180.1699331|-0.045912914|-40.31185423|56.75323443|-2.020168201|-38.68948451|83.63914665|2802.2242920000003|419.1502102|-16.4912131|6293.364606|34.10836993|0.018613449|-367.6690814|509.2753308|0.0|1.0|1.0|0.0|1.0|3.29|3.32|23.0|-7.91|4.94|4.66|80.04|0.0|108.0|0.0|1.0|3.0|30.0|5.0|-5.63|399.37|0.0|1.0|4.14|1.67e-06|0.000667|3.59e-06|0.0|1.23e-08|-0.06621|3.7874|-1374.4533210000002|620.67|327.36|0.5165|327.36|507.78|0.62073|-1374.291597|-0.15508|0.03974865|12.9547|21.03|4.6772
18_a4|0|0|0|0.0|1|7.535296702|1|1.3998285519999998|1.904090136|5.4161004020000005|-0.164169913|0.049240675|0.0|-0.200683549|-0.063708832|0.00042|-0.319213511|0.624748358|0.793041267|-0.105846349|0.8547339420000001|0.615655659|-0.094231531|-0.085817825|0.269470313|-42.33787448|203.5264327|0.224403961|110.7087804|-0.03479101|-20.88721799|0.0|-1.287267373|-22.93503169|55.21809494|2069.649003|382.6371479|-8.467791078|4381.693113|22.30718562|0.0175331289999999|-265.85258480000005|337.0066459|1.0|0.0|1.0|0.0|1.0|3.32|2.56|17.0|-5.53|3.46|3.43|50.94|0.0|86.22|0.0|2.0|3.0|23.0|4.0|-6.58|307.32|0.0|1.0|2.78|0.00113|349.0|0.000312|0.0|2.96e-06|-0.03538|4.5152|-1033.454769|523.81|294.88|0.2083|274.59|404.27|0.57777|-1033.349218|-0.17345|0.02525528|3498.0|2.62|5.5817
12j_a30|0|0|0|0.0|0|7.412764017000001|2|0.604984421|0.0|5.351858133|-0.033312179|-0.02473642|0.0|0.0074730759999999|-0.075816941|0.005965451|-0.456342646|0.8414737059999999|0.795446883|-0.130412856|0.846470093|0.7991060659999999|-0.073909106|-0.094132698|0.328405591|-60.832977500000005|88.51817261|0.157800959|101.9784021|-0.036204884|-39.31313154|0.0|-1.882653966|-30.8670468|57.85371764|2784.7999170000003|544.2686362000001|-15.12043521|6105.3402670000005|28.76265258|0.01349128|-405.1466163|686.039456|0.0|1.0|1.0|0.0|1.0|4.76|0.0|17.0|-7.01|4.35|2.93|81.65|0.0|132.24|0.0|1.0|5.0|30.0|4.0|-5.81|412.51|0.0|1.0|2.91|2.21e-06|0.0009119999999999|7.05e-06|0.0|9.75e-08|-0.05106|5.1971|-1615.064152|695.8|356.4|0.2163|238.56|549.64|0.68625|-1614.831741|-0.14772|0.03201935|5.1081|9.0|8058.0
17f_a50|0|1|1|0.0|2|7.934155233999999|1|1.349854916|4.305828452|5.82008293|0.022892513|-0.167275895|2.187498662|-0.028989535|-0.132773563|0.0129274519999999|-0.204651539|0.758335704|0.7851209440000001|-0.2257632789999999|0.8314734309999999|0.7241275009999999|-0.047333916|-0.074859564|0.333180181|-46.03121141|6.382846132999999|0.088541266|54.44410182|-0.026836447|-28.30463221|82.90209608|-1.422331714|-17.89709978|39.19906437|2582.272632|560.4567739|-10.14694362|5579.97966|22.88344084|0.01617809|-271.9363523|652.6793116|1.0|1.0|1.0|1.0|0.0|3.81|2.97|20.0|-6.38|2.87|3.83|51.77|0.0|116.81|0.0|1.0|6.0|29.0|4.0|-6.64|384.48|0.0|1.0|2.92|0.000266|102.0|7.57e-05|0.0|4.15e-07|-0.0336399999999999|4.0664|-1219.220465|653.63|304.9|0.1708|304.9|564.52|0.6573899999999999|-1218.966516|-0.16784|0.0276719|8.312999999999999|398.0|6.4001
24_a20|0|0|0|0.0|1|6.842683282|0|1.40648755|1.959359883|4.727387819|0.029711934|0.087887688|2.041494094|-0.060940703|-0.04104|0.008780074|-0.188335708|0.616352201|0.74131936|-0.07179846|0.802353442|0.607038752|-0.061437722|-0.067869875|0.531656762|-42.82548904|12.83518119|0.047972705|30.27049276|-0.02714795|-27.02262995|406.1522673|-1.357397496|-24.46164548|46.85253003|2736.601949|600.7235847000001|-10.80905198|6109.1040920000005|22.21722343|0.013436544|-342.0394805|664.4562602999999|1.0|1.0|1.0|1.0|0.0|3.4|3.21|27.0|-9.32|4.76|4.78|80.28|0.0|119.42|0.0|1.0|4.0|31.0|5.0|-6.26|402.45|0.0|1.0|3.63|1.29e-05|0.00519|1.17e-05|0.0|4.82e-10|-0.06748|5.3396|-1291.867578|685.66|345.59|0.2495|232.2|551.25|0.44916|-1291.647083|-0.15687|0.02922392|4.3906|318.0|6.4976
8f_a8|1|0|0|0.0|1|7.05012252|0|1.394802091|1.241306689|4.844187086|-0.249095464|0.0587545909999999|0.0|-0.08540947|0.007079485|-0.007036544|-0.5373378529999999|0.578166105|0.6971223040000001|0.010682683|0.751162751|0.56916135|-0.122135295|-0.1064257719999999|0.308621017|-62.06002501|317.0847898|0.403186031|235.1097364|-0.048375351|-36.18904175|67.99102163|-2.128515439|-41.53091131|79.13157981|2622.044457|348.0199311|-16.44956443|5948.547713|31.14376424|0.009226445|-473.23361|485.8626377000001|0.0|0.0|0.0|0.0|2.0|3.14|2.85|23.0|-7.95|4.69|4.72|80.88|0.0|105.27|0.0|1.0|4.0|29.0|4.0|-5.98|391.37|0.0|0.0|4.04|6.11e-06|0.0023899999999999|1.01e-05|0.0|1.13e-08|-0.0675299999999999|4.7027|-1361.626748|602.63|355.5|0.3188|263.65|477.92|0.69925|-1361.455053|-0.14532|0.03173623|7.8014|22.76|4.6428
4o_a46|0|0|0|0.160026534|1|7.825245291|1|1.13463699|2.138144369|5.587248657999999|0.042766097|-0.2363624889999999|0.0|-0.203025042|-0.06855792|0.010144781|-0.096073163|0.626333846|0.7699448320000001|-0.09492635|0.8176134690000001|0.6418406720000001|-0.0648126359999999|-0.06570509|0.372146122|-36.03345669|5.821925821000001|0.049267382|27.01882145|-0.021901697|-19.76117845|31.19780621|-1.051281434|-19.49276784|40.87645867|2195.436986|521.3931342|-6.587059484|4966.476822|15.99310518|0.0108913189999999|-275.3254498|544.7877262000001|0.0|1.0|1.0|1.0|0.0|3.73|3.12|17.0|-7.26|4.77|4.94|54.5|0.0|103.66|0.0|1.0|2.0|26.0|3.0|-5.51|342.44|0.0|1.0|3.92|1.23e-05|0.00422|1.34e-05|0.0|5.5e-08|-0.04627|4.3255|-1070.428722|581.59|286.64|0.1598|286.64|501.08|0.6843|-1070.223416|-0.18282|0.02815574|4.8244|162.0|6.7905
14p_a23|0|1|1|0.0|2|7.423568444|0|1.197963748|3.3252287430000003|5.351858133|0.006191846|0.041987653|0.733042138|-0.060144819|-0.053921569|0.009266617|-0.4510651779999999|0.708395022|0.799506006|-0.090287278|0.8683808959999999|0.669357479|-0.063033628|-0.080784473|0.223758613|-54.50240143|40.58186569|0.076544251|51.64167457|-0.033660197|-36.77082544|84.65359899|-1.615689464|-28.69113861|57.44364296|3010.721939|623.0226425|-15.32117727|6696.264498|30.21311441|0.0190667019999999|-339.5427625|646.2584547|0.0|1.0|1.0|1.0|1.0|3.48|3.28|26.0|-7.47|3.4|3.89|128.81|1.0|125.0|0.0|1.0|5.0|32.0|5.0|-6.62|436.49|0.0|0.0|3.25|2.09e-06|0.0009109999999999|1.27e-05|0.0|3.39e-08|-0.09046|3.5752|-1722.152257|699.61|346.79|0.3802|346.79|573.24|0.6816|-1721.933314|-0.14774|0.02935511|9986.0|3.0|8.5302
14_a47|1|1|1|0.0|0|6.605297921|0|1.417758105|0.0|4.59511985|-0.136491228|0.017068634|1.484493371|-0.01670074|0.0295267039999999|-0.006335783|-0.33240126|0.5975877820000001|0.777675668|0.050943962|0.8467634620000001|0.579833096|-0.093553938|-0.094132436|0.2662137639999999|-47.47362906|64.60629385|0.318401536|160.57883|-0.034963476|-23.9422834|0.0|-1.223721666|-23.79514424|57.32194098|2254.664317|343.7492333|-8.892848121|4695.98899|26.52746264|0.028057496|-166.1354667|310.8026328|1.0|0.0|1.0|1.0|2.0|2.78|1.53|21.0|-7.79|3.97|4.88|66.49|0.0|86.58|0.0|1.0|3.0|24.0|5.0|-6.21|323.3|0.0|1.0|3.16|0.000108|0.0349|7.46e-05|0.0|1.63e-08|-0.06057|3.9671|-1127.700693|519.55|312.53|0.2452|312.53|375.43|0.68345|-1127.610422|-0.16377|0.03679054|3665.0|8.0|8.1
15_a47|1|1|1|0.0|0|6.605297921|0|1.304329657|0.0|4.59511985|-0.072588375|-0.130885389|1.56205245|0.086682657|0.0506476009999999|-0.002377481|-0.332654104|0.644280611|0.830688568|0.081171071|0.897881853|0.614613723|-0.084413593|-0.0904066519999999|0.429825305|-48.36220049|61.0548099|0.208246323|111.3994409|-0.033307714|-25.87091101|0.0|-1.265693121|-24.15592798|54.07328082|2327.320914|423.5412927|-9.531388265|5075.773767000001|25.03780079|0.021370407|-226.4191275|383.4213189|1.0|0.0|1.0|1.0|2.0|2.89|2.1|21.0|-8.49|4.69|5.28|66.49|0.0|96.6|0.0|1.0|3.0|25.0|4.0|-5.76|353.78|0.0|1.0|3.74|1.29e-05|0.00455|1.41e-05|0.0|3.22e-09|-0.0591799999999999|4.3312|-1527.376145|552.16|305.43|0.2828|286.26|419.75|0.68008|-1527.265523|-0.16762|0.03425526|3.7709|16.0|7.8
