molecula|SddssS|n9FaHRing|SssssC|NaasN|SRW09|nAHRing|BCUTs-1|MATS2c|AATSC1c|AATSC1s|n6HRing|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aHRing|AATSC1pe|MATS1i|MATS1c|n6aHRing|BIC2|MATS8s|GATS1pe|FNSA3|FNSA5|PBF|PNSA3|PPSA3|RNCS|FNSA4|WPSA3|RPCS|FNSA1|FNSA2|DPSA5|DPSA3|GRAVp|TASA|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomDiameter|GeomShapeIndex|WNSA2|DPSA4|Mor01p|PPSA5|CYP2D6 inhibitor|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Heavy atom count|Molecular Mass|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|pIC50
8d_a8|0.0|0|0.0|1|7.05012252|0|1.395657339|-0.12349902|-0.0111144189999999|-0.155313194|1|0.071729931|0.0|-0.633521883|-0.00267541|-0.077977198|10.94649761|-0.117111249|1|-0.001038264|0.016471091|-0.4385133129999999|1|0.757805416|0.0780635059999999|0.734212688|-0.1072746469999999|-0.103150936|0.377028311|-69.95878302|18.28507531|57.93693239|-0.03820405|11.92454747|92.49576602|0.675359878|-2.063018716|86.29065071|88.24385833|2863.968296|452.1282556|-1345.390391|2093.380666|-16.2479927|0.324640122|14.52777156|0.935013517|-877.3916055999999|36.89090464|682.0472537|19.02113117|0.0|2.92|0.12|23.0|-7.62|3.32|112.23|1.92|0.0|121.1|0.0|6.0|32.0|430.46|0.0|0.0|3.0|-4.47|0.00533|0.0147|2.89|0.0|0.0|2.38e-08|1.03e-05|-0.0600299999999999|6.22|3.2963|-1447.595474|-1447.559429|690.78|1185.65|376.13|265.12|572.21|0.62361|0.70165|-1447.2928029999998|-0.13754|-0.19757|0.03604461|7.5674|4.7303
13f_a6|0.0|0|0.0|0|6.842683282|0|1.429020649|-0.088329567|-0.006930367|-0.008507023|2|0.04505613|1.651047524|-0.381170169|-0.003356527|-0.071478789|10.95053349|-0.049928822|1|-0.001446486|-0.126749697|-0.466314952|2|0.77199166|-0.028317736|0.790249345|-0.073352505|-0.092939631|0.176745407|-49.2635105|12.46087045|62.42897239999999|-0.032802223|8.368715213|0.0|0.720711855|-1.672913351|75.61173794|61.72438096|2869.925064|579.7398537|-1123.527884|3253.287533|-14.79531062|0.279288145|15.13042752|0.6717890999999999|-754.5608419|30.56694343|676.2770877|13.19352214|1.0|2.21|0.08|27.0|-10.18|4.53|103.17|0.92|0.0|123.82|0.0|5.0|32.0|417.47|0.0|1.0|3.19|-4.78|0.00323|0.00688|3.27|0.0|0.0|6.59e-11|2.75e-08|-0.07786|3.36|3139.0|-1347.301285|-1347.266914|711.29|1202.78|394.98|256.1|568.41|0.49643|0.70541|-1347.018087|-0.12805|-0.2059099999999999|0.03437105|13.9612|7.3768
13e_a6|0.0|0|0.0|0|6.842683282|0|1.429020445|-0.089778965|-0.006882528|-0.008507023|2|0.018376555|1.643912856|-0.378539035|-0.003356527|0.0266218529999999|10.95053349|-0.037793156|1|-0.001446486|-0.126749697|-0.462344944|2|0.765593573|0.102257199|0.790249345|-0.074242826|-0.093298845|0.175643236|-49.62570093|12.28502792|66.59852278|-0.032929004|8.211609879|0.0|0.722530518|-1.679379203|75.42629799|61.91072885|2868.489025|575.965487|-1122.537689|3457.565879|-14.71237941|0.277469482|14.346067199999998|0.799234143|-750.3313497|30.46313253|676.2770877|13.06309302|1.0|2.79|0.08|27.0|-10.18|4.53|103.17|0.92|0.0|123.82|0.0|5.0|32.0|417.47|0.0|1.0|3.31|-4.78|0.00323|0.00688|3.27|0.0|0.0|6.59e-11|2.75e-08|-0.07534|3.36|3.2475|-1347.297639|-1347.25954|713.3|1202.5|381.78|207.04|567.24|0.38609|0.7034199999999999|-1347.014564|-0.1327|-0.20804|0.03809808|13.2999|7.9208
6_a3|0.0|0|0.0|0|6.823286122000001|0|0.605016564|0.155665791|-0.008934536|-0.106234254|2|-0.025021661|2.000787282|-0.330577816|-0.007540435|0.05584062|10.3116226|0.032782484|1|-0.006696449|0.020589494|-0.594308852|2|0.790667152|-0.155862559|0.773152968|-0.1042506469999999|-0.098669224|0.556539611|-52.01903278|5.449560482000001|236.2008316|-0.037726468|2.7192240510000003|77.06094911|0.80281499|-1.282699916|56.71997588|57.46859326|2196.107822|390.8623623|-640.0421597|1899.385061|-9.393191593|0.19718501|8.982311462|0.633675574|-319.3685142|23.4484528|353.7528308|7.485963593999999|1.0|2.65|0.0|21.0|-7.48|4.66|92.93|2.11|0.0|95.5|0.0|2.0|23.0|338.81|0.0|1.0|3.63|-4.87|0.00124|0.00455|3.79|0.0|0.0|3.28e-08|1.11e-05|-0.06529|3.09|3.3963|-1731.735113|-1731.7043199999998|524.88|884.88|365.05|212.74|366.93|0.3369|0.69323|-1731.602363|-0.1465|-0.21179|0.03079258|3.7185|5.7501
12x_a30|0.0|0|0.0|0|7.412764017000001|2|0.604984021|0.044575215|-0.006008579|-0.0335688279999999|2|-0.0606216429999999|0.0|-0.3545061539999999|0.00604028|0.027312213|10.31162819|-0.1066694919999999|1|0.006346396|-0.053700437|-0.458718546|1|0.782514704|-0.062251445|0.803183654|-0.071909912|-0.091725339|0.398925866|-47.48669555|9.745611551|74.51844582|-0.035022402|6.435648079|0.0|0.824674971|-1.926232129|68.52587215|57.2323071|2845.417984|560.5459455|-1272.013771|2374.777496|-15.27257668|0.175325029|14.14885734|0.815160907|-839.9917174000001|28.04441012|754.3941655|7.953787804|0.0|0.0|0.21|17.0|-7.38|3.23|81.65|3.25|0.0|137.21|0.0|5.0|31.0|426.54|0.0|0.0|3.19|-5.46|0.00039|0.00148|4.6|0.0|0.0|4.12e-08|1.76e-05|-0.05093|4.45|3.4831|-1654.40976|-1654.3784|703.75|1211.79|355.95|355.95|558.65|0.68589|0.68589|-1654.1207|-0.14783|-0.19876|0.03136007|4.8197|7.6556
5b_a40|0.0|0|0.0|1|8.149890544|0|0.604912077|-0.067567502|-0.0049439079999999|0.064329005|0|-0.096549823|0.7222376540000001|-0.163148971|0.008515162|0.179058252|10.31198309|0.020344828|2|0.006372485|0.007986879|-0.389789991|0|0.817071232|-0.400500595|0.503365018|-0.077031845|-0.091267779|0.313503463|-38.64461938|9.59023102|169.18694230000003|-0.036507111|4.811137897|49.25022097|0.829018186|-1.095213344|52.08187888|48.2348504|2126.9310920000003|442.1045286|-549.4364437|764.9528181|-9.187872156|0.1709818139999999|12.47657231|0.913161214|-275.6361647|22.09185326|285.9136384|6.2955085660000005|0.0|2.82|0.21|14.0|-5.25|4.39|75.5|2.89|1.0|84.17|0.0|3.0|21.0|338.21|0.0|1.0|3.83|-4.84|0.00125|0.00488|4.14|0.0|0.0|5.65e-06|0.00191|-0.07069|5.62|3.9759|-2096.782087|-2096.767375|515.23|847.01|311.84|311.84|411.1|0.59928|0.59928|-2096.707754|-0.15999|-0.23068|0.01471235|9.3069|7.1938
12i_a36|0.0|0|-4.787087299|0|7.412764017000001|2|1.2401347459999998|0.043792895|-0.016027043|-0.29543904|2|0.048138468|0.0|-0.929568494|-0.011700732|0.128325344|10.96020192|-0.009876543|1|-0.007897954|-0.1187503719999999|-0.608318386|1|0.820041835|0.141564781|0.624142499|-0.0850745409999999|-0.117424873|0.332782117|-54.81607619|12.71877085|108.3973956|-0.045665229|8.195085212|0.52902639|0.7691298590000001|-2.46592234|90.11282843|67.53484704|3231.030388|535.4151566|-1588.867662|2351.232652|-18.95842684|0.230870141|13.98728916|0.8526986440000001|-1023.755049|38.2555363|672.4630346|14.45246358|0.0|0.0|0.17|17.0|-7.14|4.04|78.43|2.04|0.0|130.43|0.0|7.0|34.0|465.43|0.0|0.0|2.65|-5.07|0.00291|4.0|3.86|0.0|0.0|7.24e-08|3.37e-05|-0.05065|4.86|3.7496|-1645.2030949999998|-1645.171438|666.79|1172.5|330.66|237.08|504.47|0.34255|0.70134|-1644.954647|-0.1541|-0.20475|0.03165678|6.6124|7.9208
7h_a8|0.0|0|0.0|1|7.05012252|0|1.391840221|-0.118981425|-0.00534208|-0.073219554|0|-0.016074683|0.0|-0.23505152|0.00112124|-0.0873792009999999|10.94341365|0.0260356679999999|1|0.00084936|0.052081992|-0.382578949|0|0.7051689170000001|0.095758228|0.507325475|-0.093181899|-0.0934764819999999|0.314190914|-53.71230941|6.71377223|70.28953528|-0.041038456|3.86998135|47.81104825|0.892830345|-1.6825766830000002|58.94376531|60.42608164|2534.324886|444.4294792|-969.8780597|1919.19991|-13.63564064|0.107169655|13.42380338|0.768693264|-559.0612661|26.49502512|446.5544107|5.061650885|0.0|3.2|0.0|23.0|-8.46|5.49|61.58|4.27|0.0|101.89|0.0|3.0|28.0|373.35|0.0|1.0|4.63|-5.5|0.00078|0.00118|4.66|0.0|1.0|3.5e-09|1.31e-06|-0.06799|6.81|3.9282|-1285.182226|-1285.151298|593.53|999.62|315.62|315.62|500.94|0.6963199999999999|0.6963199999999999|-1285.017252|-0.16076|-0.22875|0.03092828|9.1188|4.9788
12q_a30|0.0|0|-4.76444841|0|7.412764017000001|2|0.60498366|0.144208934|-0.015322396|-0.27228842|2|-0.016509571|0.0|-0.873376576|-0.00695299|0.004165554|10.31162828|-0.021542639|1|-0.004395528|-0.077457998|-0.636798458|1|0.816138015|0.01661722|0.593245722|-0.087348134|-0.115589613|0.596557166|-59.52322773|10.07866809|82.72757145|-0.045799658|6.868090132000001|0.732186841|0.820640722|-2.427381881|90.06607753|69.60189582|3305.289025|576.3319634|-1654.134991|2844.418547|-21.2680622|0.179359278|13.96052394|0.900207238|-1127.2072970000002|38.03137394|696.6414817000001|11.29774462|0.0|0.0|0.17|17.0|-7.18|4.78|90.88|2.82|0.0|133.96|0.0|7.0|34.0|482.48|0.0|0.0|3.42|-5.92|9.63e-05|0.000579|5.05|0.0|0.0|6.61e-08|3.19e-05|-0.05105|5.52|3.4834|-1988.033527|-1987.999444|713.16|1214.92|355.93|245.16|537.96|0.34138|0.68516|-1987.781386|-0.14792|-0.19897|0.03408298|6.821000000000001|7.4449
17b_a6|0.0|0|0.0|0|7.412764017000001|1|1.425925343|0.1012747369999999|-0.01272079|-0.0265090529999999|1|0.139594234|0.0|-0.6869226490000001|-0.00460563|-0.0385646|10.949638|-0.0791229359999999|1|-0.00194781|-0.10896749|-0.563310199|1|0.7788169070000001|0.002947625|0.8013954109999999|-0.095450984|-0.109195656|0.318652397|-62.63196368|20.48861696|155.8689396|-0.041494349|13.44399246|557.7093661|0.7706671740000001|-2.074717455|84.71888279|83.12058064|2816.0632920000003|494.7179214|-1361.36499|2207.972178|-17.86570631|0.229332826|16.46390151|0.834464855|-893.2853154999999|35.32951798|627.4287311|13.06809384|1.0|2.89|0.12|23.0|-9.01|4.32|95.85|1.7|0.0|116.79|0.0|5.0|31.0|409.44|0.0|1.0|3.6|-5.17|0.000637|0.00274|4.09|0.0|0.0|9.77e-10|4e-07|-0.05736|4.04|2.9964|-1350.102764|-1350.078181|690.98|1168.62|413.78|349.8|575.2|0.69615|0.7016100000000001|-1349.830814|-0.12545|-0.18281|0.02458322|7.3188|6.8153
25c_a34|0.0|0|0.0|1|7.412764017000001|2|1.377881974|0.024837617|-0.014384932|-0.047513652|2|-0.16034464|0.0|-0.834326082|-0.002827527|-0.056443595|10.95957635|-0.041629027|1|0.001433865|-0.3609280379999999|-0.5404076879999999|1|0.80135608|0.118901861|0.760055383|-0.088513496|-0.113392997|0.478421157|-59.0359041|29.22363765|183.6812574|-0.031498055|19.49130854|93.28638171|0.537428437|-1.7008949569999998|100.6665476|88.25954175|2884.104654|455.6954382|-1134.447012|2439.174137|-14.01190479|0.4625715629999999|13.26192888|0.77182656|-756.6428589|39.09037289|648.0187526000001|25.03674677|1.0|3.17|0.32|17.0|-5.71|1.98|90.74|1.0|0.0|116.0|0.0|6.0|31.0|421.45|0.0|0.0|1.93|-3.28|659.0|0.22|1.3|0.0|0.0|1.97e-06|0.0008289999999999|-0.03272|4.32|4.2095|-1426.704645|-1426.666471|704.43|1180.85|294.54|294.54|561.29|0.69247|0.69247|-1426.421463|-0.17424|-0.2069599999999999|0.03817361|9.8087|5.7496
3b_a12|0.0|0|0.0|0|0.0|1|1.283824445|0.156777705|-0.007916598|-0.043495794|2|-0.1215705419999999|0.0|-0.332497127|-0.004028952|-0.065558712|10.9540388|-0.003968827|0|-0.003019113|-0.071149325|-0.547002361|1|0.768772928|-0.008328578|0.802482465|-0.064393592|-0.088443201|0.073824142|-33.57216667|5.401901357000001|41.13468455|-0.034016616|2.816328871|0.0|0.7688221909999999|-1.326648015|54.77629766|38.97406803|2186.64676|470.8937285|-691.6596323|1935.211747|-9.246226764|0.2311778089999999|10.88757628|0.64134753|-360.6028438|23.06757345|406.0361621|8.665655511|1.0|2.98|0.05|18.0|-8.1|3.14|37.28|3.99|0.0|102.53|0.0|3.0|24.0|332.79|0.0|1.0|3.59|-4.64|0.0184|0.00759|3.78|0.0|0.0|7.91e-09|2.63e-06|-0.07091|3.96|3.7741|-1410.971864|-1410.947421|548.05|915.37|328.51|294.55|426.66|0.53738|0.6654800000000001|-1410.826913|-0.15229|-0.2232|0.02444371|8.5678|7.3098
15a_a22|0.0|0|0.0|1|6.842683282|0|1.4229176680000002|-0.136588366|-0.0050042229999999|-0.052476637|2|0.021482585|1.614660505|-0.280236463|0.005288335|-0.057308195|10.9464374|-0.015194063|1|0.005757758|-0.097476465|-0.360663314|2|0.7392451729999999|-0.09744639|0.655865336|-0.061755825|-0.081705465|0.410151945|-41.92018177|14.43653926|96.58317516|-0.031425179|9.799599501|65.53409434|0.702735071|-1.634109304|70.12529157|56.35672103|2884.815511|588.2800507999999|-1109.242072|2169.226845|-14.47998862|0.297264929|14.6895113|0.800725296|-752.9594081|30.3550786|684.5377542|14.66318798|1.0|2.86|0.08|27.0|-9.21|4.31|85.59|1.73|0.0|124.05|0.0|6.0|32.0|420.47|0.0|1.0|3.19|-4.68|0.00945|0.00881|3.18|0.0|0.0|6.1e-10|2.56e-07|-0.0600399999999999|4.98|3.6496|-1368.35331|-1368.321775|696.57|1189.31|339.72|245.14|541.27|0.41078|0.69076|-1368.0755869999998|-0.15281|-0.21285|0.03153544|6.8666|6.8447
4m_a46|0.0|0|0.16407746|1|7.825245291|1|1.134637002|-0.245599013|-0.000686578|0.051308728|1|-0.302054595|0.0|-0.0329557579999999|0.011122528|-0.142061192|10.94319657|0.007901235|1|0.010359417|-0.017992096|-0.098201489|1|0.747676221|-0.099662698|0.626578283|-0.067320375|-0.0672468|0.373463876|-35.4774406|5.74716122|6.161736337000001|-0.0224155999999999|3.028720082|35.77391986|0.733236381|-1.008702005|41.88525631|41.22460182|2133.331634|500.1036387|-531.5800101|1639.260563|-6.225322922999999|0.266763619|9.923886653|0.8622201970000001|-280.1395315|16.11061509|486.9589609|6.446588969|0.0|2.9|0.29|17.0|-6.88|4.63|54.5|2.5|0.0|98.69|0.0|2.0|25.0|328.41|0.0|1.0|3.59|-4.57|0.00981|0.0088|3.69|0.0|0.0|1.31e-07|4.31e-05|-0.04808|3.45|4.3476|-1031.138426|-1031.109224|558.63|975.72|285.18|205.21|468.63|0.38389|0.68505|-1030.929791|-0.18308|-0.23116|0.02920209|5.2326|5.8901
12g_a31|0.0|0|0.0|0|7.765993078999999|1|0.6101363000000001|0.0716209459999999|-0.01500347|-0.1044685569999999|0|0.045747231|0.0|-0.7501734859999999|-0.008464411|-0.0733026079999999|10.31169877|-0.082116813|2|-0.0054114869999999|-0.0497478109999999|-0.57758443|0|0.819234772|-0.076150332|0.7983388929999999|-0.1284353869999999|-0.131126805|0.325789284|-78.87508829|19.01411466|152.7424573|-0.039059048|11.67699967|548.1594997999999|0.6886488690000001|-1.835775276|95.97385383|97.88920296|2514.363249|357.8560168|-1127.391291|1859.940155|-14.73099143|0.311351131|15.28679013|0.887664343|-692.3565973|34.8320455|524.0230338|15.44590447|1.0|2.51|0.32|16.0|-6.45|3.44|131.36|0.86|0.0|103.26|0.0|7.0|27.0|384.45|0.0|1.0|2.9|-3.79|0.00457|0.0627|2.52|0.0|0.0|3.55e-07|0.000136|-0.03324|4.17|3.8349|-1578.846191|-1578.800869|664.44|1090.41|323.3|323.3|542.78|0.70068|0.70068|-1578.605452|-0.15917|-0.19241|0.04532186|2.4038|6.9586
8c_a32|0.0|1|0.0|0|7.765993078999999|0|0.609420757|0.080016722|-0.0093793719999999|-0.04699673|0|-0.026467635|2.143746338|-0.459589251|-0.003484915|-0.026048985|10.31100269|-0.0682721729999999|3|-0.001662219|-0.0852122769999999|-0.578242111|0|0.845443342|-0.024032462|0.7507116140000001|-0.076876481|-0.097480366|0.263222951|-46.47597924|9.818219446|126.6561213|-0.027548799|5.935643221|78.19443734|0.600684883|-1.267244762|74.36515033|56.29419869|2571.62241|484.6996147|-766.1178102000001|3038.837633|-10.06868562|0.399315117|12.81496717|0.8100952690000001|-463.1595384|27.72624296|557.1050635|15.43301109|1.0|2.82|0.26|19.0|-7.65|4.19|140.04|1.1|0.0|110.47|1.0|7.0|27.0|397.52|1.0|1.0|3.56|-4.39|0.000597|0.0164|3.21|0.0|0.0|2.23e-08|8.86e-06|-0.04161|4.28|3.5673|-1880.764533|-1880.733377|646.97|1090.0|347.56|347.56|516.78|0.70135|0.70135|-1880.537558|-0.14712|-0.18873|0.03115673|10.2656|7.4318
12af_a36|0.0|0|0.0|0|7.412764017000001|2|1.29704271|0.04293386|-0.00989889|-0.081537769|2|0.091263447|0.0|-0.6038322939999999|-0.00233752|-0.074383486|10.96037047|0.00146554|1|-0.000472698|-0.126068378|-0.505160213|1|0.813346624|-0.062279009|0.817582774|-0.082549457|-0.1054605669999999|0.154396546|-57.32748365|15.22358698|89.56100543|-0.035153522|10.57220682|127.6527374|0.6702409189999999|-2.003750775|91.25505794|72.55107063|3013.98446|524.5103537|-1391.529319|3082.869129|-16.95376516|0.329759081|15.59375751|0.8141152220000001|-966.3646141|36.42391023|757.7532208|18.01667275|0.0|0.0|0.17|17.0|-6.93|1.65|98.3|1.49|0.0|138.06|0.0|7.0|33.0|438.48|0.0|0.0|1.47|-3.64|128.0|0.0997|1.85|0.0|0.0|1.1800000000000001e-07|5.18e-05|-0.05882|4.5|3.2299|-1440.982935|-1440.954069|737.4|1246.55|383.86|236.83|589.48|0.50179|0.70508|-1440.675702|-0.13364|-0.19246|0.02886569|9.4631|7.8239
4S4l_a46|0.0|0|0.171853072|1|7.825245291|1|1.134637095|-0.058870177|-0.004736212|-0.075241716|1|-0.067419714|0.0|-0.255755434|0.0066560469999999|-0.060895366|10.94631401|-0.161358058|1|0.006162668|0.0071939419999999|-0.3888343979999999|1|0.726535412|-0.001318857|0.7936534740000001|-0.090807851|-0.084663086|0.213675946|-49.45536962|3.888872426|178.19783940000002|-0.029881089|2.117940478|0.0|0.877939134|-1.523935543|49.6055056|53.34424204|2166.052483|487.3122681|-829.959026|1744.8220399999998|-8.862913904|0.1220608659999999|10.68377935|0.884798257|-452.0086091|18.5362581|579.2365607|3.496670823|1.0|3.19|0.36|17.0|-7.0|5.02|50.94|3.06|0.0|105.77|0.0|3.0|26.0|347.45|0.0|1.0|4.08|-5.11|0.00182|0.0027|4.49|0.0|0.0|9.980000000000001e-08|3.47e-05|-0.02015|4.99|4.1414|-1092.753999|-1092.727031|583.76|1040.96|299.38|234.25|500.66|0.57885|0.6763600000000001|-1092.489558|-0.17632|-0.19647|0.02696794|2.8473|6.5834
12_a1|0.0|0|0.0|0|7.423568444|1|1.430936075|-0.0455890429999999|-0.011221829|-0.02164054|1|0.076867966|0.0|-0.516204114|-0.0038943009999999|-0.0811332759999999|10.94945122|-0.051772288|1|-0.001416381|-0.104622651|-0.487073772|1|0.749817035|-0.045776997|0.7534284040000001|-0.0964711209999999|-0.104724018|0.210514881|-55.99493147|19.60151089|133.6600817|-0.039894864|11.37734536|477.1158679|0.724666653|-1.675584287|74.99749378|75.59644237|2592.245875|444.1009824|-972.562841|1825.150911|-13.44063462|0.275333347|14.34104294|0.867391557|-564.5066541|31.95435864|473.040639|14.21231622|1.0|2.72|0.05|23.0|-8.2|4.41|83.82|1.67|0.0|103.47|0.0|3.0|28.0|366.37|0.0|1.0|3.44|-4.75|0.00379|0.00649|3.54|0.0|0.0|6.28e-09|2.3e-06|-0.07042|3.67|3.1744|-1216.12881|-1216.099134|607.42|1018.84|390.57|332.04|482.51|0.69114|0.69763|-1215.922313|-0.12874|-0.19916|0.0296752|10.1801|5.5302
17a_a25|0.0|0|0.0|1|6.842683282|0|1.373200859|0.0055894319999999|-0.004137083|-0.036457743|2|-0.017081614|2.008884939|-0.248224991|0.0063846319999999|-0.0688716509999999|10.93106298|0.006360768|1|0.006423059|-0.047099434|-0.362222339|2|0.748718056|0.168247187|0.659740852|-0.06234901|-0.079378741|0.348821736|-44.46905084|9.033070252|93.75234138|-0.0297670279999999|6.442637379|80.30332825|0.755980502|-1.666953566|67.57985355|53.50212109|2907.309477|623.7797651000001|-1188.917727|2432.071525|-15.142307999999998|0.244019498|16.93624014|0.882500365|-847.969248|28.08362601|781.7487682|10.96472369|1.0|3.47|0.11|27.0|-9.98|5.31|72.7|2.67|0.0|131.06|0.0|7.0|33.0|433.5|0.0|1.0|4.04|-5.13|0.00325|0.00323|3.9|0.0|0.0|1.05e-10|4.54e-08|-0.05255|6.04|3.9347|-1391.625102|-1391.588873|747.06|1271.9|315.11|235.34|598.67|0.35172|0.6722|-1391.321455|-0.16304|-0.21559|0.0362293|5.1401|7.6021
7_a15|0.0|0|0.0|0|0.0|0|1.419941457|-0.2269896539999999|-0.010310394|-0.038088878|1|0.145944639|0.0|-0.494898891|-0.0013239329999999|0.038636783|10.95880715|0.0019353679999999|0|0.002150323|-0.211522056|-0.335491052|1|0.70084115|0.154068618|0.8115121240000001|-0.074406877|-0.110819329|0.403524276|-41.29775265|20.31436245|103.8062879|-0.026500274|11.27499976|56.30310755|0.448664402|-1.2190126140000002|85.26222186|61.6121151|2330.667514|466.9990754|-676.5837204|1624.468817|-8.163512395|0.551335598|9.971755103|0.657158418|-375.5215702|32.78250222|474.9756287|23.75461091|1.0|3.14|0.15|18.0|-7.19|4.64|61.84|1.74|0.0|99.77|0.0|7.0|26.0|352.38|0.0|1.0|3.35|-4.49|0.00516|0.0113|3.84|0.0|0.0|6.41e-08|2.26e-05|-0.0284899999999999|2.78|3.7495|-1184.385377|-1184.367098|580.73|1000.95|330.67|279.33|499.86|0.64652|0.70497|-1184.168094|-0.15605|-0.18454|0.01827873|1631.0|6644.0
12a_a50|0.0|1|0.0|2|7.927685046000001|1|1.397770359|-0.199881787|-0.002936355|-0.0016330379999999|1|-0.111689174|2.112397566|-0.126263256|0.01164808|0.014596049|10.94501645|-0.122912558|2|0.011790103|-0.168032508|-0.247407423|1|0.795582575|-0.030758487|0.660148928|-0.05075501|-0.0663902|0.29507467|-25.57033815|10.58650394|7.457998037999999|-0.02383238|5.333473207|69.83817338|0.575218972|-0.929462803|47.2792242|36.15684209|2223.666558|455.4948605000001|-468.2627037|1462.827156|-6.048985111|0.4247810279999999|9.648744341|0.885635975|-235.9104193|20.873331|388.171611|13.83188822|1.0|2.21|0.11|20.0|-5.49|3.42|48.53|2.02|0.0|94.69|0.0|2.0|24.0|313.36|0.0|1.0|2.55|-3.84|215.0|45.0|2.5|0.0|0.0|3.22e-06|0.00101|-0.03366|2.47|4.0783|-1006.659456|-1006.632973|545.54|908.22|304.01|304.01|394.52|0.65267|0.65267|-1006.498352|-0.16806|-0.20172|0.02648238|7.9123|7.1249
9r_a24|0.0|0|0.0|0|6.605297921|0|1.353642494|-0.134192489|-0.004640179|0.013567512|3|-0.17821765|0.0|-0.264490176|0.007861194|0.064425793|10.96129392|-0.043274854|1|0.008722018|-0.179075526|-0.3018627239999999|3|0.7958149290000001|-0.120617935|0.7526889940000001|-0.0618978309999999|-0.082022572|0.32720212|-41.49802275|10.4302588|71.31566881|-0.025821921|6.992734796000001|89.36724924|0.6152148279999999|-1.394383716|70.79264457|51.92828155|2644.462265|564.3096436000001|-934.8335183|958.7578093|-11.60626518|0.384785172|18.36822555|0.898988412|-626.7383196000001|28.13932796|670.2247423|15.80243761|1.0|3.04|0.22|23.0|-8.66|3.93|79.82|1.02|0.0|116.9|0.0|8.0|30.0|400.48|0.0|0.0|2.98|-4.06|0.0383|0.0351|2.69|0.0|0.0|2.21e-09|8.84e-07|-0.04313|1.82|4.2877|-1294.486221|-1294.451958|713.25|1199.71|289.16|277.23|616.11|0.3398|0.6204|-1294.201456|-0.1676099999999999|-0.21074|0.03426339|3.0322|7.9586
4b_a49|0.0|0|0.0|1|7.535296702|1|1.343847828|-0.109946885|-0.0074627159999999|-0.077626337|2|-0.064060521|1.645329244|-0.402986655|0.001769804|-0.033486358|10.92776533|0.02907541|1|0.002557204|-0.0563571629999999|-0.390006034|2|0.798826417|0.005818676|0.6967593559999999|-0.091725536|-0.090284437|0.438784865|-56.45224362|14.84890147|41.97072627|-0.030696709|9.138717999|64.87087098|0.645330839|-1.534835437|71.2971749|71.30114509|2708.998101|466.6010051|-944.6104994|1701.832352|-11.62716177|0.354669161|14.53457293|0.915225186|-581.3580885|29.27523192|600.3287567000001|15.73185141|1.0|3.1|0.22|21.0|-7.05|3.26|90.13|1.66|0.0|112.36|0.0|6.0|30.0|400.43|0.0|1.0|2.8|-3.88|62.0|0.0527|2.28|0.0|0.0|8.91e-08|3.570000000000001e-05|-0.06731|3.56|3.7413|-1333.063439|-1333.026419|664.86|1121.45|331.39|267.08|509.78|0.4151899999999999|0.68242|-1332.800229|-0.15635|-0.22366|0.03702033|2.2306|7.1024
11c_a31|0.0|0|0.0|0|7.765993078999999|1|0.6101368770000001|0.069254998|-0.0184155389999999|-0.141329185|0|-0.031640011|0.0|-0.847114804|-0.011679927|-0.137912959|10.31169916|-0.085216451|2|-0.008375297|-0.0992097109999999|-0.572548808|0|0.839810365|0.013528742|0.787929678|-0.138002689|-0.14043574|0.3608415239999999|-80.82023592|20.06220362|264.7428792|-0.042457317|11.74927853|70.98337779|0.676089232|-1.825664624|99.31985763|100.8824395|2470.585429|330.3862551|-1069.186744|1770.045716|-14.56188764|0.323910768|13.95917988|0.922968238|-626.1611682999999|36.77740577|449.7512005|17.07472346|0.0|2.66|0.28|16.0|-5.84|3.64|125.57|1.03|0.0|97.32|0.0|6.0|26.0|371.41|0.0|1.0|3.04|-3.98|0.00285|39.0|2.82|0.0|0.0|1.45e-06|0.000537|-0.03532|4.47|3.8551|-1559.3980869999998|-1559.353434|622.22|1022.77|321.61|321.61|512.9|0.7005899999999999|0.7005899999999999|-1559.194237|-0.15994|-0.19526|0.04465349|7.5091|6.8861
