molecula|n9FaHRing|n9FaRing|SRW09|nAHRing|BCUTs-1|SaasN|AATSC1c|SRW07|AATSC1s|JGI4|MATS7i|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|BIC2|nFaHRing|RASA|PBF|FPSA3|PNSA5|RNCS|FNSA4|WPSA3|RPCS|FNSA2|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomShapeIndex|GRAV|PPSA1|DPSA4|FPSA5|DPSA1|Mor01p|CYP2C19 inhibitor|P-gp substrate|CYP3A4 inhibitor|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|pIC50
19g_a38|0|0|7.412764017000001|2|1.297044182|0.0|-0.008497058|5.351858133|-0.117921811|0.042419753|-0.037579797|-0.458841138|-0.006877664|-0.009881824|10.96052467|-0.046735135|1|1|-0.004358975|-0.096139701|-0.098027247|-0.250781298|-0.438254637|1|0.836170906|0|0.7200062690000001|0.5322242429999999|0.022953686|-72.29378538|137.56612280000002|-0.038842708|9.191644336|18.41027014|-1.942135378|-34.56416368|86.78105144|69.14572278|0.455443492|455.6240763999999|-1228.994351|2506.378649|-15.5542928|0.280058007|0.836356715|6631.17356|177.2223055|34.14148263|0.0228937029999999|-278.3610963|593.6088758|1.0|1.0|1.0|2.52|0.14|-7.12|3.55|3.11|81.23|2.78|0.0|125.65|1.0|-4.25|31.0|5.0|419.43|0.0|0.0|1.0|-4.33|5.68e-05|0.0238|4.67e-05|0.0196|0.0|3.19e-05|3.66|3.6887|-1431.419426|336.12|0.2285|0.3937|0.69982|-1431.186566|0.0962|-0.15269|-0.20748|0.03244515|6.1765|7.3778
1c_a5|0|0|6.605297921|0|1.424607938|0.0|-0.001983746|4.59511985|-0.006491037|0.0248765429999999|-0.080321049|-0.085301064|0.008031558|-0.228971551|10.9433337|-0.058823529|1|1|0.007357977|-0.133677441|0.034752304|0.0578378779999999|-0.20172074|2|0.7595197290000001|0|0.88631419|0.436308619|0.008349498|-35.99212225|160.5407184|-0.0281385329999999|2.185709046|0.0|-1.12554131|-17.81716094|43.86175561|39.09545876|0.476413155|453.4753671|-575.8739559999999|873.709445|-7.366029352999999|0.246972732|0.909902834|4387.398857|126.3615674|19.11862892|0.0153811389999999|-258.918642|409.0289917|1.0|1.0|1.0|2.09|0.05|-8.41|4.99|4.51|54.46|2.13|0.0|95.45|1.0|-4.25|24.0|3.0|312.37|0.0|1.0|1.0|-4.45|5.5700000000000005e-05|0.0174|3.5600000000000005e-05|0.0111|0.0|1.21e-06|3.17|4.5088|-990.6223073|274.99|271.0|0.4444899999999999|0.53838|-990.467026|0.1076|-0.18719|-0.22684|0.029157178|2.6801|5.4
11_a27|0|0|7.535296702|1|1.1606177359999998|0.0|-0.0067474069999999|5.4161004020000005|-0.003527607|0.042533875|-0.080272515|-0.344117757|0.004538653|-0.0864111069999999|10.93910312|-0.027287578|0|0|0.005111147|-0.1299181459999999|-0.041662169|-0.067428705|-0.488734846|2|0.814843016|1|0.7645505|0.349764196|0.016171515|-50.15555389|143.3238715|-0.034296948|4.524597532|72.60399149|-1.611956546|-22.36099135|56.8702158|50.82822357|0.4528656239999999|404.4089873|-852.6444161000001|1646.903525|-9.595877966|0.1911041289999999|0.82770457|5186.240841|101.0845293|22.42732497|0.012694323|-326.780942|504.209846|1.0|1.0|0.0|0.0|0.35|-6.09|2.72|1.67|61.88|3.06|0.0|106.33|1.0|-3.68|26.0|4.0|345.4|0.0|1.0|0.0|-4.02|0.000207|0.0716|9.45e-05|0.0326|0.0|0.000283|4.54|2.4836|-1122.456105|499.21|0.3492|0.6125|0.59222|-1122.190727|0.0793|-0.1022|-0.16205|0.0226944|4.2894|8301.0
14w_a23|1|1|7.423568444|0|1.197963556|3.132012648|-0.006481882|5.351858133|-0.109136569|0.046678487|0.045196333|-0.330575965|0.003379755|-0.042151195|10.31321817|-0.031435038|2|2|0.003906274|0.126238077|-0.073958723|-0.206574435|-0.427696371|2|0.802520527|1|0.7880718659999999|0.228641034|0.022440155|-58.53311596|43.30287556|-0.035779855|9.814393755|90.15900589|-1.681653166|-30.92760432|72.23920014|61.60607046|0.4972095239999999|521.1762769999999|-1112.129203|2283.383402|-15.648625699999998|0.256548212|0.988900044|6998.078982999999|169.6632599|31.82765022|0.020725002|-322.004381|597.2903597999999|0.0|1.0|0.0|3.35|0.05|-7.93|4.2|5.14|105.02|3.78|1.0|120.2|1.0|-5.68|32.0|6.0|447.46|0.0|0.0|0.0|-5.27|2.09e-06|0.0009369999999999|5.41e-06|0.00242|0.0|5.23e-06|3.97|3.6632|-1828.385903|338.46|0.3855|0.6219399999999999|0.6219399999999999|-1828.161957|0.3855|-0.14844|-0.22824|0.02204118|9.8981|8.6737
14s_a23|1|1|7.423568444|0|1.197958333|3.336763335|-0.005854379|5.351858133|-0.022580082|0.045277778|0.049317519|-0.298573309|0.010682694|-0.044305947|10.31321812|-0.064006338|2|2|0.009263715|0.0909774219999999|-0.071484865|-0.13187015|-0.457212212|2|0.7837821840000001|1|0.92763624|0.2387634619999999|0.019970955|-51.64162341|30.34480575|-0.034255504|8.218681552|82.55990607|-1.610008704|-22.64965286|62.75905983|48.11843993|0.470919749|595.0854952000001|-1032.832468|2316.634024|-14.09722664|0.2251838339999999|0.890072438|6938.271179|144.457092|28.36177131|0.017330177|-352.5931977|633.3278634|0.0|0.0|1.0|3.66|0.05|-7.99|4.0|4.67|105.02|3.51|1.0|125.29|1.0|-6.13|31.0|4.0|445.93|0.0|0.0|0.0|-5.55|7.49e-07|0.000334|2.83e-06|0.00126|0.0|4.55e-06|4.1|3.6828|-2089.521231|336.66|0.3669|0.60323|0.60323|-2089.2914530000003|0.3669|-0.1515|-0.22933|0.02112956|6.4428|8.5482
5a_a40|0|0|8.149890544|0|0.604913477|1.688148148|-0.004609716|6.167516491000001|0.059258947|0.0388888889999999|-0.108428634|-0.152120625|0.011345707|0.180125135|10.31198338|-0.02394636|2|2|0.010425818|-0.191663433|0.004130836|0.007301856|-0.363338726|0|0.756882266|1|0.8531783270000001|0.04987082|0.020641204|-40.27003217|174.99981530000002|-0.036396585|4.042943749|52.43850484|-1.091897544|-15.30358975|46.06507254|43.71412865|0.4889874279999999|377.5905776|-483.24038600000006|508.8362301|-7.128912782|0.177534728|0.956899016|3736.248815|78.57142892|19.58503709|0.0130940839999999|-285.426492|244.8873477|1.0|0.0|1.0|2.49|0.21|-4.05|3.68|3.08|75.5|1.85|1.0|74.15|2.0|-4.13|19.0|3.0|269.32|0.0|1.0|1.0|-3.67|7.49e-05|0.0202|0.000213|0.0574|0.0|0.0241|4.36|3.7921|-1177.598691|326.96|0.4461|0.69499|0.69499|-1177.51016|0.4461|-0.15066|-0.21644|0.01514427|7.6003|7.0915
11c_a5|0|0|6.605297921|0|1.427567332|0.0|-0.004590583|4.59511985|-0.050049777|0.027388889|-0.0859098|-0.224938556|0.005090155|-0.059682527|10.94877953|-0.023856811|1|1|0.005383056|-0.138950411|-0.011677718|-0.018887528|-0.269653478|2|0.8020105409999999|0|0.80472351|0.389427402|0.01785211|-53.12487972|31.61751609|-0.0322785379999999|6.604499968|4.089828494|-1.484812761|-29.19305715|66.02857181|58.854300300000006|0.448016491|489.4652669|-903.1229552|926.234805|-11.94164728|0.292960365|0.811648325|5202.741647999999|178.1902995|27.76804404|0.021214793|-251.8596984|523.8031619|1.0|1.0|1.0|2.14|0.09|-8.47|4.79|4.17|80.76|1.13|0.0|106.79|1.0|-4.13|28.0|5.0|370.4|0.0|0.0|1.0|-4.1|7.38e-05|0.0273|7.950000000000001e-05|0.0294|0.0|1.26e-06|4.53|4.2087|-1218.492067|294.59|0.5327|0.60118|0.6267699999999999|-1218.278135|0.2186|-0.1713299999999999|-0.21448|0.03798847|3.3827|7.6021
4g_a49|0|0|8.228176896|2|1.343847279|4.107873566|-0.003686314|6.107022888|-0.008414823|0.036761229|-0.085731041|-0.328081947|0.007953069|0.003456679|10.92777048|0.08591712|2|2|0.007845545|-0.146265064|-0.038698906|-0.066023903|-0.311927917|4|0.7559263270000001|2|0.8601878270000001|0.736530693|0.018944337|-66.44036383|151.0705543|-0.0250032489999999|18.81105094|74.95505057|-2.000259924|-61.03291321|90.11923831|80.12633309|0.48934952|857.1564845|-1993.210915|4747.967275999999|-24.82733433|0.372642776|0.958286615|11516.07629|371.3295653|39.71443299|0.023762615|-253.8168226|1714.878736|0.0|1.0|0.0|4.36|0.1|-13.67|6.09|7.56|116.3|2.87|0.0|198.32|0.0|-7.47|51.0|7.0|663.73|1.0|0.0|0.0|-7.43|3.3700000000000004e-08|2.24e-05|3.72e-08|2.47e-05|0.0|1.4199999999999998e-11|6.35|3.6269|-2147.721319|341.84|0.1389|0.33449|0.69238|-2147.217543|0.0265|-0.15087|-0.21545|0.05838924|4.5147|6.9747
3c_a32|1|1|7.765993078999999|0|0.6094207970000001|0.0|-0.006923974|5.733341277|-0.048337951|0.043817204|-0.0522536959999999|-0.270034997|-0.00017094|-0.113334836|10.31100278|-0.01180891|3|3|0.00124359|-0.097512832|-0.0779821129999999|-0.145525719|-0.5427297289999999|0|0.839409251|1|0.888766719|0.216289509|0.015118975|-48.52416391|59.72163595|-0.0288417079999999|3.995552912|0.0|-1.038301506|-17.94949454|57.94025396|42.68833949|0.423167668|456.8935699|-533.7658031000001|1393.156794|-7.622115192000001|0.306047878|0.733606015|4598.027604999999|157.331845|21.36577928|0.018316536|-199.4122311|370.5811396|1.0|1.0|1.0|2.95|0.19|-6.89|6.61|4.68|110.94|1.7|0.0|93.05|1.0|-6.18|22.0|3.0|326.44|0.0|0.0|1.0|-4.91|6.65e-07|0.000217|1.22e-05|0.00399|0.0|4.18e-05|3.02|3.5169|-1633.443791|352.54|0.5017|0.7034600000000001|0.7034600000000001|-1633.297494|0.5017|-0.14219|-0.1970599999999999|0.02415856|5.0659|8.0458
12c_a31|0|0|7.765993078999999|1|0.6101358029999999|0.0|-0.013026643|5.733341277|-0.055520387|0.040982906|-0.030192572|-0.690412101|-0.003618466|-0.094991098|10.311698300000002|-0.056866055|2|2|-0.000813398|-0.048694677|-0.138799714|-0.223856622|-0.54466023|0|0.842823186|0|0.665463503|0.343619017|0.030543026|-82.33748068|153.400467|-0.036326291|12.30215386|553.8695417|-1.816314565|-42.14855504|97.28775086|85.79638585|0.448512808|422.3366652|-1152.7247289999998|1894.297124|-14.63154376|0.3182913|0.813278739|5676.394271|202.0036947|33.81868912|0.023556702|-230.6429907|583.9691392000001|1.0|1.0|1.0|3.1|0.35|-7.24|5.64|3.7|117.37|1.08|0.0|108.16|1.0|-5.23|28.0|5.0|398.48|0.0|0.0|1.0|-4.16|5.85e-06|0.00233|6.94e-05|0.0277|0.0|2.31e-05|4.6|3.8328|-1618.1530810000002|323.48|0.2625|0.7007399999999999|0.7007399999999999|-1617.888981|0.2625|-0.15904|-0.19288|0.04023903|2.2908|6.4202
4_a47|0|0|0.0|0|1.304464196|0.0|-0.008204735|0.0|-0.121159855|0.038479532|-0.158636969|-0.3692130839999999|-0.007295208|0.0687047279999999|10.93671044|0.011775922|0|0|-0.006506051|-0.247195952|-0.017555555|-0.027355932|-0.462831711|2|0.783871003|1|0.874200878|0.444849947|0.007772995|-50.35610033|96.20929041|-0.03525955|2.300808176|0.0|-1.48090111|-23.10213311|57.78603076|46.69151766|0.402148382|475.6168721|-805.6976052|1528.797085|-10.43683449|0.193395607|0.67265584|5254.939281|105.2186243|23.78275706|0.013656479|-333.62177030000004|471.7712484|1.0|1.0|1.0|3.01|0.05|-8.79|4.83|5.71|58.04|3.1|0.0|106.52|1.0|-5.92|26.0|3.0|361.82|0.0|0.0|1.0|-5.64|1.21e-06|0.0004379999999999|2.31e-06|0.0008359999999999|0.0|5.81e-07|4.44|3.73|-1509.453558|332.4|0.2304|0.45947|0.69157|-1509.262887|0.2221|-0.1547|-0.21076|0.03342033|5.4892|7.5
12m_a36|0|0|7.412764017000001|2|1.297043522|0.0|-0.011502861|5.351858133|-0.133854569|0.03912037|0.14264424|-0.667165917|-0.006653538|-0.025127218|10.95440733|-0.038386106|1|1|-0.004569485|0.245908938|-0.052743904|-0.090926893|-0.52644768|1|0.825587924|0|0.711961428|0.4493096629999999|0.022725561|-81.19927925|42.78660249|-0.04260035|10.22144534|107.233999|-2.300418875|-45.120107|96.11918789|82.51872026|0.465323422|477.48014630000006|-1542.786306|2637.948424|-19.16067782|0.252881876|0.8702895190000001|6434.374756|169.596372|38.24042793|0.0222467879999999|-331.4617713|689.2886595|0.0|1.0|0.0|0.0|0.13|-6.14|1.92|0.98|112.29|1.28|0.0|131.85|1.0|-4.1|32.0|5.0|424.46|0.0|0.0|0.0|-3.8|7.96e-05|0.0338|0.000159|0.0676|0.0|0.000305|3.88|3.8658|-1401.654499|320.72|0.4718|0.69382|0.69382|-1401.385923|0.4718|-0.15879|-0.20993|0.03861003|9.1003|7.5229
17_a47|1|1|6.605297921|0|1.4168589319999998|0.0|-0.003764469|4.59511985|-0.019259259|0.031802469|-0.105849578|-0.2032813319999999|0.0042378929999999|0.075303828|10.9385382|-0.006331624|1|1|0.004477366|-0.180898239|-0.0184347939999999|-0.031505291|-0.3004189439999999|3|0.75807704|1|0.852282407|0.522140199|0.01291694|-50.62550618|68.64478326|-0.02987808|4.806157636|0.0|-1.493904005|-26.73455447|60.33408274|51.70735256|0.46147021|519.8795281|-911.2591113|1573.836082|-11.11708872|0.2542482339999999|0.8569074879999999|5854.9736840000005|155.087622|24.43867122|0.0159160889999999|-299.80980739999995|630.8611986000001|1.0|1.0|1.0|2.39|0.08|-10.1|5.12|5.44|79.38|2.26|0.0|119.83|0.0|-5.4|30.0|4.0|392.46|0.0|0.0|1.0|-5.21|3.98e-06|0.00156|6.11e-06|0.0024|0.0|3.12e-08|3.07|4.2784|-1254.985125|289.79|0.4308|0.6844100000000001|0.6844100000000001|-1254.737546|0.4308|-0.17606|-0.22479|0.04130125|5.6949|8.3
12l_a30|0|0|7.412764017000001|2|0.60498366|0.0|-0.015371073|5.351858133|-0.274237737|0.044036281|-0.102468864|-0.876151158|-0.00695299|0.154540315|10.31162828|-0.02588969|1|1|-0.004395528|-0.300262845|-0.077457998|-0.226973911|-0.640870513|1|0.830875659|0|0.834279405|0.37422435|0.0154211289999999|-76.82494797|103.5499036|-0.045581702|7.548024079|1.697908189|-2.415830189|-44.29742723|88.64610824|74.10578426|0.462727396|583.6736326|-1690.148855|2394.793539|-22.31041443|0.178184921|0.861252543|7576.362669|124.6606826|38.8038646|0.016896687|-450.2927313999999|696.6414817000001|1.0|1.0|0.0|0.0|0.17|-7.18|4.43|4.78|90.88|2.82|0.0|133.96|1.0|-6.7|34.0|8.0|482.48|0.0|0.0|0.0|-5.92|1.99e-07|9.63e-05|1.2e-06|0.000579|0.0|3.19e-05|5.52|3.5245|-1988.033039|351.78|0.2294|0.39486|0.68488|-1987.782294|0.1574|-0.14944|-0.20397|0.03406276|2.9851|7.2154
16_a15|0|0|0.0|0|0.300207157|0.0|-0.008593957|0.0|-0.463771194|0.035555556|-0.003882928|-0.4898555739999999|-0.009769916|-0.109386268|10.31928197|-0.011969556|0|0|-0.00379317|-0.006331105|-0.046871961|-0.0764246109999999|-0.528097878|2|0.729432583|0|0.723597405|0.7427725270000001|0.0070920509999999|-69.38556779999999|53.93878231|-0.039472502|3.31414791|17.68542055|-2.131515106|-41.45211893|76.07332645|65.48636021|0.419910645|494.6488764|-1457.096924|3014.308422|-18.44568161|0.131539493|0.7238723509999999|6931.531554000001|89.91997762|31.07023998|0.009783192|-503.7568532|728.353441|1.0|0.0|1.0|2.93|0.08|-9.21|3.37|6.02|115.58|1.72|0.0|124.45|1.0|-6.0|32.0|6.0|446.52|1.0|0.0|1.0|-5.21|9.89e-07|0.000442|6.14e-06|0.00274|0.0|2.72e-07|8.26|4.1295|-1770.509465|300.24|0.3809|0.6541100000000001|0.66615|-1770.217907|0.1409|-0.16871|-0.20953|0.06079704|11.7447|7.6778
EW7203_a60|0|0|7.412764017000001|2|0.604984431|0.0|-0.00698487|5.351858133|0.0075638519999999|0.041767677|-0.092774356|-0.377182982|0.003099827|0.03824498|10.31162855|-0.051413084|1|1|0.0036417359999999|-0.1696249719999999|-0.049287858|-0.090115975|-0.458129101|1|0.822401103|0|0.8860751579999999|0.345488097|0.020156795|-62.23028092|80.48638339|-0.036566012|8.430183|0.0|-1.828300603|-31.81402579|73.82739839|62.22940284|0.497298165|573.0312689|-1182.375337|1660.077477|-15.29301513|0.233162923|0.989250745|6403.777228|150.7881632|30.83771958|0.01793256|-345.1309687|666.0036144999999|1.0|1.0|1.0|3.21|0.13|-6.7|3.87|2.6|117.47|2.17|0.0|133.97|1.0|-5.74|31.0|4.0|425.51|0.0|0.0|0.0|-4.82|1.81e-06|0.000768|1.53e-05|0.0065|0.0|8.51e-05|3.64|3.5192|-1668.025575|352.3|0.2385|0.40883|0.69857|-1667.78681|0.0448|-0.1446599999999999|-0.20654|0.03203878|2.5159|8.0334
9_a47|0|0|0.0|0|1.3818994059999998|0.0|-0.008501246|0.0|-0.1789147139999999|0.037492877|-0.043270202|-0.382556052|-0.009607222|0.022031244|10.93671087|0.045804989|0|0|-0.007880155|-0.091848897|-0.021556658|-0.045757939|-0.4477815529999999|2|0.792070785|1|0.805149969|0.492394184|0.009540986|-50.70744657|107.3271659|-0.036925422|2.611122094|0.0|-1.550867715|-23.08946904|58.96976407|49.12766732|0.482896681|421.2052248|-811.319145|1333.091472|-10.10553715|0.209348023|0.93384951|5212.504394|109.5180831|24.43189048|0.015793737|-304.1026787|442.7664664|1.0|1.0|1.0|2.78|0.05|-8.47|4.61|5.61|58.04|2.99|0.0|101.46|1.0|-5.37|26.0|4.0|345.37|0.0|0.0|1.0|-5.2|4.29e-06|0.00148|6.3e-06|0.00218|0.0|1.17e-06|4.06|3.7183|-1149.090086|333.44|0.2294|0.3885099999999999|0.69084|-1148.896866|0.2208|-0.1545099999999999|-0.20488|0.03463008|3.4815|7.6
2_a27|0|0|6.605297921|0|1.402655014|3.250529415|-0.0065894809999999|4.59511985|-0.0609613559999999|0.0427777779999999|-0.196529806|-0.276758209|0.009338889|0.11675125|10.93783218|0.017751479|1|1|0.00988756|-0.337316432|-0.21066171|-0.361571905|-0.475677812|2|0.796022385|1|0.8468699609999999|0.408120957|0.019809599|-41.03489597|9.194894069|-0.029261411|5.020172886|53.58106492|-1.141195033|-14.81116546|52.43208086|39.39404027|0.4424192289999999|426.3224749|-574.4885436000001|1270.627585|-7.415462877|0.331537817|0.7934621359999999|4774.521748|166.89932209999998|22.03636323|0.022639983|-169.6109632|373.9912084|0.0|0.0|1.0|3.06|0.11|-5.84|2.43|2.49|65.6|2.42|0.0|92.58|2.0|-3.19|24.0|4.0|317.34|0.0|1.0|1.0|-3.7|0.000644|204.0|0.0002009999999999|0.0638|0.0|0.0004599999999999|4.32|4.1624|-1043.821085|297.87|0.3217|0.55857|0.55857|-1043.665151|0.3217|-0.16769|-0.21702|0.02268519|6.8854|7.8861
13g_a6|0|0|6.842683282|0|1.424099171|0.0|-0.006574579|4.727387819|0.004767264|0.043020833|0.03536788|-0.381325604|-0.002407131|0.073394284|10.95053423|-0.080022038|1|1|-0.000644109|0.061423911|-0.12414699|-0.215607882|-0.46487852|2|0.774238891|1|0.871972049|0.2141642839999999|0.017637229|-64.02222283|68.57626488|-0.0323525729999999|8.550546653|0.0|-1.747038966|-35.98038956|76.50577593|63.95581946|0.444443571|607.1336751|-1216.422234|3916.754765|-15.68456028|0.264266646|0.7999971709999999|6332.20768|184.0026638|30.61752948|0.017929016|-328.2712049|744.1359788|1.0|1.0|1.0|2.34|0.12|-10.57|5.41|4.79|103.17|1.13|0.0|128.63|0.0|-5.56|33.0|5.0|431.49|0.0|0.0|1.0|-5.06|2.77e-06|0.0012|8.8e-06|0.0038|0.0|1.15e-08|3.83|3.2472|-1386.611265|381.82|0.8442|0.38325|0.7034100000000001|-1386.3020800000002|0.0105|-0.1327|-0.20806|0.03802398|13.3225|6.9245
12g_a36|0|0|7.412764017000001|2|1.2678464|0.0|-0.006495469|5.351858133|-0.039008054|0.03912037|0.078990142|-0.409214521|0.0042553209999999|0.078155467|10.95259306|-0.0521750109999999|1|1|0.005035022|0.130052038|-0.099596099|-0.163978382|-0.44093902|1|0.8026482070000001|0|0.854238488|0.374686587|0.017738779|-66.72829531|24.29006276|-0.034549379|8.382969151000001|5.097410387|-2.038413337|-32.74608471|77.14470618|59.82898654|0.473274545|587.240781|-1401.294202|2476.712654|-16.3273005|0.2202546819999999|0.898522257|6223.658545|151.41267150000002|30.45962398|0.015152386|-384.6182564|799.5563855|1.0|1.0|1.0|0.0|0.24|-7.38|3.85|3.01|69.2|2.66|0.0|138.33|1.0|-4.95|32.0|4.0|423.51|0.0|1.0|1.0|-4.86|1.13e-05|0.0047799999999999|1.39e-05|0.00589|0.0|1.7800000000000002e-05|4.21|3714.0|-1350.887005|333.83|0.4393|0.38165|0.70097|-1350.571683|45.0|-0.15236|-0.20288|0.0255597|7.8537|7.8539
8b_a31|0|0|7.765993078999999|1|0.610137861|0.0|-0.013629145|5.733341277|-0.12841288|0.041161616|-0.130371116|-0.57242407|-0.010300564|-0.211457443|10.31170011|-0.069423138|2|2|-0.006785954|-0.222667869|-0.05421947|-0.092604362|-0.510259793|0|0.843119174|0|0.6076192260000001|0.281200674|0.03234629|-69.24221375|129.8921115|-0.040792077|8.823644775|472.8995873|-1.590890986|-32.92631065|82.21438954|79.93633765|0.479278|317.3534883|-830.906565|1587.743824|-11.12754483|0.296530645|0.920410507|4696.728592|154.8750114|30.28603362|0.02483711|-212.5400476|372.3224834|0.0|1.0|1.0|2.71|0.25|-5.73|4.52|2.74|114.29|0.61|0.0|88.64|2.0|-4.05|23.0|5.0|328.39|0.0|0.0|1.0|-3.4|8.97e-05|0.0294|0.000399|131.0|0.0|0.00061|1.77|3.8582|-1386.852117|321.36|0.2643|0.70036|0.70036|-1386.681003|0.2643|-0.16015|-0.19265|0.03659821|5.6001|5.6576
12h_a36|0|0|7.412764017000001|2|1.297043828|0.0|-0.0086750619999999|5.351858133|-0.041228471|0.039061728|0.059920602|-0.503153567|0.00127667|-0.003014954|10.96020037|-0.051080247|1|1|0.003077071|0.100530266|-0.1430106119999999|-0.239932418|-0.410826531|1|0.820041835|0|0.819614525|0.3726296|0.027905055|-70.19826261|82.11195464|-0.035734517|11.96512593|1.413982241|-1.929663894|-31.5465515|87.85958486|66.44902736|0.464544951|536.6941285|-1263.568727|2391.856014|-15.32224162|0.3347454589999999|0.8675704009999999|6159.17335|219.1956304|35.1736357|0.026971557|-216.42159590000003|679.7230552999999|1.0|1.0|0.0|0.0|0.17|-6.69|2.77|1.89|78.43|1.72|0.0|130.24|1.0|-3.95|31.0|5.0|411.46|0.0|0.0|0.0|-4.07|0.000113|0.0464|8.499999999999999e-05|35.0|1.0|8.340000000000001e-05|2.92|3.4554|-1347.481013|358.81|0.5756|0.34589|0.7014600000000001|-1347.199963|0.0056|-0.14247|-0.1926|0.02925492|8.7377|7.8539
41_a47|1|1|6.842683282|0|1.420292383|1.840145925|-0.004083905|4.727387819|-0.072088843|0.042537538|-0.080388467|-0.187859623|0.003530307|0.024881402|10.98214139|0.075316535|1|1|0.0047106|-0.178132441|-0.1430639269999999|-0.317014709|-0.276217719|3|0.8417952740000001|1|0.823168463|0.245948366|0.018348892|-50.81597048|54.15850042|-0.02929561|5.852270304|0.0|-1.259711209|-19.48810377|63.84353454|44.86996758|0.447046066|464.8854878|-711.4235867000001|1073.170368|-9.34366093|0.346852185|0.8084689140000001|5042.636398|195.8852341|25.33076615|0.023067788|-172.98086630000003|439.9906467|1.0|1.0|1.0|3.18|0.16|-7.47|3.34|4.52|68.52|1.75|0.0|99.09|1.0|-3.57|26.0|5.0|348.38|0.0|1.0|1.0|-3.9|0.000267|0.0929|0.000125|0.0436|0.0|1.17e-05|2.41|3.7144|-1162.492089|333.8|0.2849|0.6779|0.68638|-1162.288187|0.2504|-0.15208|-0.2026099999999999|0.02982752|6.8546|8.0
8_a1 (SB-202620)|0|0|6.86171134|0|1.4323973840000002|0.0|-0.013785521|4.727387819|-0.226277123|0.037578348|-0.0443137679999999|-0.606562911|-0.012672753|-0.1402198369999999|10.94957568|0.037553634|1|1|-0.0106277489999999|-0.095271547|-0.019835038|-0.042643966|-0.612004804|1|0.743088715|0|0.648967503|0.174628594|0.015526845|-59.72618401|208.2071465|-0.041081545|4.997944864|64.70432539|-1.684343335|-37.88089785|70.8721358|75.57687443|0.4564697679999999|368.1943149|-955.6189441|1736.664204|-13.22376193|0.225760413|0.839824062|5170.286136|128.0860757|30.104091200000003|0.019645498|-311.18185800000003|433.2550452|1.0|1.0|0.0|2.21|0.0|-8.02|4.86|5.06|78.87|2.78|0.0|99.61|1.0|-4.94|27.0|5.0|359.35|0.0|0.0|1.0|-4.7|1.14e-05|0.0041|1.98e-05|0.00713|0.0|3.42e-06|5.32|3.4052|-1223.279021|364.11|0.5339|0.7026600000000001|0.7026600000000001|-1222.9606720000002|0.5339|-0.13683|-0.2105199999999999|0.16177304|5.5005|6.3979
21b_a23|1|1|7.525639975|0|1.197963051|3.351726269|-0.005936474|5.4161004020000005|-0.008526338|0.042455556|0.057405955|-0.326506055|0.01055698|-0.103470358|10.31321725|-0.0490623259999999|2|2|0.009872313|0.107996329|-0.069382957|-0.130528352|-0.481470603|2|0.7717839409999999|1|0.930728719|0.224930782|0.014481931|-58.25915868|41.6766724|-0.034219814|7.117014296|86.65837165|-1.745210489|-29.31080756|67.68046598|51.9633947|0.458461834|652.4673795|-1223.442332|2531.041828|-16.81701905|0.187665282|0.846591917|6919.229053|131.5587155|29.53101081|0.013439264|-437.9110924|712.6737861|0.0|1.0|1.0|3.42|0.08|-7.84|3.92|4.2|128.81|2.6|1.0|129.97|1.0|-6.1|33.0|5.0|450.52|0.0|0.0|0.0|-5.22|8.02e-07|0.000361|6.06e-06|0.00273|0.0|6.45e-06|3.57|3.6237|-1761.498874|342.15|0.2607|0.57848|0.70139|-1761.230923|0.2333|-0.15033|-0.23434|0.02657688|13.2567|7.0691
