molecula|NaaNH|n9FaHRing|SaaNH|NaasN|SRW09|nARing|AATSC1c|n6HRing|JGI4|SaaaC|AATSC1are|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|GATS1are|BIC2|MATS8s|GATS1pe|nFaHRing|RASA|FNSA3|PNSA3|PNSA5|PPSA3|RNCS|RPSA|WPSA3|RPCS|FNSA1|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|PNSA2|WNSA4|FPSA1|GeomRadius|GeomDiameter|GRAV|WNSA2|FPSA5|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Molecular Mass|Egan filter|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Gibbs Free Energy|pIC50
25b_a34|0|0|0.0|1|7.412764017000001|1|-0.015658012|1|0.04037037|0.0|-0.00378755|1|-0.000223677|-0.2360985169999999|-0.278635968|-0.435821207|-0.623853334|0.832166825|0.7969500890000001|0.08214612|0.787858064|0|0.656573108|-0.1030760719999999|-64.37123451|-86.13394472|18.82143547|165.2408865|0.343426892|11.75402804|49.2835599|0.76274549|-40.19997818|98.0416108|-26.50275222|83.19266998|0.419904835|2611.55928|-1378.143115|-16.55102732|0.23725451|6.383564979|11.00434095|5786.015654|-860.6534206|0.019067452|-328.1702779|1806.819095|595.8522372|0.0|1.0|1.0|1.0|3.53|17.0|2.63|3.03|1.56|108.21|0.0|1.0|7.0|29.0|393.44|0.0|2.58|0.00015|59.0|0.000202|0.0796|0.0|3.8100000000000004e-07|0.00015|5.06|-1313.388114|-1313.361559|1136.16|0.2259|293.43|562.84|0.6925600000000001|-1313.132261|0.2259|-0.17564|7.0586|-1313.194808|5.6819
17_a47|1|1|3.011740664|0|6.605297921|0|-0.003764469|3|0.031802469|1.699575434|0.0042378929999999|1|0.004477366|-0.180898239|-0.0184347939999999|-0.031505291|-0.3004189439999999|0.8007970640000001|0.75807704|-0.034891905|0.7666613659999999|1|0.852282407|-0.07185129|-43.82821253|-50.62550618|7.87914003|68.64478326|0.147717593|4.806157636|0.0|0.7457517659999999|-26.73455447|60.33408274|-18.22518223|51.70735256|0.46147021|2672.497352|-911.2591113|-11.11708872|0.2542482339999999|7.055517075|13.10144249|5854.9736840000005|-555.8544359|0.0159160889999999|-299.80980739999995|1221.9335609999998|630.8611986000001|1.0|1.0|1.0|1.0|3.44|27.0|5.12|5.44|2.26|119.83|0.0|0.0|4.0|30.0|392.46|0.0|3.85|3.98e-06|0.00156|6.11e-06|0.0024|0.0|7.96e-11|3.12e-08|3.07|-1254.985125|-1254.943823|1127.7|0.4308|289.79|477.67|0.6844100000000001|-1254.737546|0.4308|-0.17606|3.4454|-1254.795084|8.3
4f_a49|0|0|0.0|1|7.535296702|1|-0.008903208|2|0.038839506|1.5830545580000002|0.001532832|1|0.001714014|-0.14414265|-0.015845165|-0.025995042|-0.46436755|0.69044503|0.7927086309999999|-0.00953448|0.670594896|1|0.7370618040000001|-0.102926696|-55.88123394|-48.83888562|9.007637695|193.615884|0.262938196|4.89045046|59.72286429999999|0.718306291|-30.33918719|60.18871783|-18.1726086|64.88887164|0.437355335|2458.261097|-781.4221699|-9.866320682|0.2816937089999999|6.302023735|11.20071713|5422.650822|-424.2517893|0.020905063|-237.0468572|1087.86764|467.1194103|0.0|1.0|1.0|0.0|3.07|21.0|3.42|3.8|2.03|102.08|0.0|1.0|3.0|27.0|356.38|0.0|2.85|0.000102|0.0365|8.120000000000001e-05|0.0289|0.0|2.92e-07|0.000104|4.07|-1179.23587|-1179.201105|982.46|0.2368|268.08|411.94|0.68474|-1179.029099|0.0579999999999999|-0.15517|1.7833|-1179.080799|7.3979
12v_a36|1|0|3.468871488|0|7.412764017000001|2|-0.008411281|2|0.041767677|0.0|0.00127667|1|0.003077071|0.123026459|-0.1430106119999999|-0.239932418|-0.401336708|0.8913597320000001|0.828393514|0.024751559|0.84179881|0|0.802291339|-0.078158778|-51.4172081|-69.20675352|17.85767346|113.7463918|0.197708661|11.74777471|0.462992841|0.6276553979999999|-33.82511043|88.07013157|-21.78731129|69.27488156|0.461799225|2846.057239|-1176.51481|-14.33290989|0.372344602|8.456596706000001|15.71271745|6065.593390999999|-773.9771341000001|0.02867403|-167.9576969|1874.459798|679.7230552999999|1.0|0.0|1.0|0.0|4.82|17.0|2.77|1.89|1.72|130.24|0.0|1.0|6.0|31.0|411.46|0.0|1.81|0.000113|0.0464|8.499999999999999e-05|35.0|0.0|2.03e-07|8.340000000000001e-05|2.65|-1347.475543|-1347.442792|1150.38|0.4247|319.16|502.83|0.7016100000000001|-1347.2000369999998|0.0223|-0.15185|6.1869|-1347.260743|7.8539
28_a47|0|1|0.0|1|6.842683282|0|-0.009689834|2|0.038387534|1.121067445|-0.013020816|1|-0.010153352|0.06536499|-0.046265509|-0.126992366|-0.435485503|0.635684951|0.832144916|-0.175007067|0.614975047|1|0.605349345|-0.1132830309999999|-67.33744077|-63.47150284|15.50250691|365.2310214|0.394650655|9.214964819|83.61576722|0.65225927|-40.02656804|82.27079846|-22.66839387|82.83994768|0.472690874|2616.1598940000003|-952.0725426|-13.47449501|0.34774073|7.864990866|14.91533234|5633.990508|-565.9287905|0.031626405|-181.0112167|1459.653524|428.5826478|0.0|1.0|1.0|1.0|3.08|21.0|2.49|3.84|1.67|99.2|0.0|1.0|5.0|28.0|380.35|0.0|2.4|0.000214|0.0816|0.000217|0.0824|0.0|1.2099999999999998e-07|4.59e-05|3.51|-1335.759232|-1335.722248|995.5|0.2996|337.37|461.73|0.69002|-1335.571655|0.2996|-0.15049|6.0847|-1335.6279869999998|7.6
14f_a23|0|1|0.0|2|7.423568444|0|-0.006791105|2|0.04255787|0.745818086|0.010561248|2|0.010508236|0.101910723|-0.110069159|-0.199540201|-0.399688849|0.756252127|0.796412133|0.070514687|0.71381683|1|0.894162392|-0.059927056|-40.51498423|-57.07376861|18.34483401|96.47955427|0.105837608|12.40242234|96.60179161|0.665778294|-27.39103254|74.08536976|-21.26277654|58.85981824|0.478733036|3014.916135|-1084.401604|-14.37516058|0.334221706|8.124287407|15.58565565|6768.918745|-733.1331894|0.025162423|-224.1560124|1628.77284|683.7405759|0.0|0.0|1.0|1.0|3.57|26.0|3.42|4.03|2.72|126.78|0.0|1.0|6.0|32.0|441.51|0.0|3.46|2.32e-06|0.0010199999999999|9.57e-06|0.0042299999999999|0.0|3.11e-08|1.3699999999999998e-05|3.23|-1744.452086|-1744.429532|1210.19|0.2462|213.09|572.35|0.6733399999999999|-1744.182678|0.1699|-0.1458|6.3534|-1744.2443850000002|8.6459
IN1233_a59|1|0|3.463603867|0|6.842683282|0|-0.008841844|2|0.0396875|1.983673343|-0.005614194|1|-0.004071701|0.268927191|0.001996439|0.003282792|-0.597167441|0.809917509|0.74801464|-0.107446431|0.778639593|1|0.7613246490000001|-0.092761756|-61.73167061|-63.36348363|7.208329477|318.5587088|0.238675351|4.79704394|83.1557517|0.810795898|-41.08157616|72.32484741|-23.91074854|68.94000009|0.483639625|2809.840422|-1267.269673|-15.91227368|0.1892041019999999|8.011984402000001|15.51626497|6206.818668|-843.3505049|0.0134658889999999|-413.6607749|1562.994677|712.1606951|1.0|1.0|1.0|1.0|3.48|27.0|5.54|4.69|2.06|125.07|0.0|0.0|5.0|32.0|419.48|0.0|3.78|2.54e-06|0.00107|6.91e-06|0.0029|0.0|9.93e-11|4.17e-08|5.35|-1352.351584|-1352.326849|1204.16|0.2623|237.54|531.14|0.6953699999999999|-1352.073755|0.2011|-0.14684|5.4004|-1352.135303|7.4685
IN1166_a11|1|0|3.433539068|0|6.842683282|0|-0.006882528|2|0.044021739|1.643912856|-0.003356527|1|-0.001446486|0.032420935|-0.126749697|-0.223618825|-0.462344944|0.841211811|0.765593573|0.102257199|0.790249345|1|0.863273559|-0.073965061|-51.07061499|-61.90325275|13.82641888|112.0066065|0.136726441|9.546719887|20.83871871|0.694302821|-35.26269962|76.76995134|-21.84820685|64.89703387|0.463497159|2865.055175|-1114.258549|-15.08551944|0.305697179|6.777827685|12.63334911|6310.825439|-769.3614916|0.021531291|-268.3203251|1604.859603|676.2770877|1.0|1.0|1.0|1.0|3.51|27.0|5.01|4.53|0.92|123.82|0.0|0.0|5.0|32.0|417.47|0.0|3.31|7.74e-06|0.00323|1.65e-05|0.00688|0.0|6.59e-11|2.75e-08|3.36|-1347.298558|-1347.256659|1198.36|0.3425|248.68|554.63|0.6998300000000001|-1347.012407|0.1239|-0.13823|3365.0|-1347.073528|7.9318
11b_a50|0|1|0.0|2|7.927685046000001|1|-0.002908227|1|0.038040936|2.114272566|0.011959339|2|0.012037198|-0.013155246|-0.162848233|-0.277408878|-0.266743077|0.701976536|0.800774662|-0.146696566|0.667956827|1|0.931316325|-0.0445367309999999|-23.23499995|-36.43643854|10.1501574|7.949039772000001|0.068683675|5.295379767|86.04123302|0.642051995|-12.12179711|47.72173991|-13.01301376|33.38515735|0.42907551|2286.724895|-546.5465781|-6.788943965|0.357948005|5.697537591000001|9.979494111|4884.730303|-285.1356465|0.021631609|-148.2182458|851.2497152000001|439.9973344|0.0|0.0|1.0|1.0|3.44|20.0|3.09|3.73|2.25|99.65|0.0|2.0|2.0|25.0|327.38|0.0|2.96|0.000263|0.0862|6.97e-05|0.0228|0.0|1.35e-06|0.000441|3.05|-1045.98235|-1045.961211|955.4|195.0|266.8|431.63|0.64477|-1045.798634|0.0711|-0.16684|2.7805|-1045.849774|5.7696
16a_a10|0|0|0.0|1|7.535296702|1|-0.00230615|2|0.0334858389999999|2.009832665|0.011207938|1|0.011558506|-0.133979603|-0.162508526|-0.254024476|-0.1948324069999999|0.748039584|0.772481675|-0.068377262|0.72613292|1|0.916148686|-0.052574986|-36.408063|-53.28817038|9.606840334|77.68598956|0.083851314|6.652715932|99.81657855|0.7270593190000001|-25.21250404|63.53441386|-18.049219|46.01490333|0.4629532229999999|2862.681038|-1119.0515779999998|-12.4990447|0.272940681|8.531706024|15.88633689|6366.0631060000005|-774.9407716|0.014796066|-314.4761648|1539.147561|879.8636987|1.0|1.0|1.0|1.0|4.11|21.0|4.73|5.19|2.47|133.66|0.0|1.0|9.0|33.0|439.55|0.0|4.24|6e-06|0.00264|6.76e-06|0.00297|0.0|3.18e-09|1.4e-06|3.46|-1395.158387|-1395.13019|1310.44|0.3843|221.33|629.65|0.6852199999999999|-1394.797092|0.0841|-0.1605|3.8323|-1394.861824|7.3279
A8301_a51|0|0|0.0|1|6.86171134|0|-0.00449765|2|0.039058957|1.987294898|0.00740124|1|0.007083041|0.135886548|-0.0357324579999999|-0.0618359079999999|-0.4354420879999999|0.7595189840000001|0.6959300979999999|-0.013846396|0.7234449559999999|1|0.934739895|-0.055295165|-35.90764428|-50.67621589|5.293803823|36.55933899|0.065260105|3.437697042|78.46116212|0.854959635|-23.3177516|56.90163721|-21.28401067|41.20144811|0.4799553379999999|2799.106729|-1064.200534|-13.82143785|0.145040365|6.890532887999999|13.24988678|6401.6494600000005|-691.0718926|0.009586697|-461.0082758|1244.737752|690.8826121000001|1.0|1.0|1.0|1.0|3.49|27.0|5.5|5.52|3.35|129.04|0.0|1.0|5.0|31.0|421.52|0.0|4.58|2.5e-07|0.000105|1.17e-06|0.000495|0.0|4.12e-10|1.74e-07||||||||||||||7.9208
15a_a50|0|1|0.0|2|7.934155233999999|1|-0.004429392|1|0.035694444|2.020652006|0.005366038|2|0.005828749|-0.072976638|-0.128070491|-0.209259615|-0.325638639|0.797917311|0.821868651|-0.051676609|0.76745052|1|0.837789896|-0.0783960279999999|-46.91098865|-50.56454577|10.77967103|275.287923|0.162210104|6.450390922|0.0|0.705410595|-28.07082095|61.78266878|-17.54280159|57.69065967|0.4476230879999999|2503.770258|-859.5972780999999|-10.49734522|0.294589405|8.095541483|14.65582885|5401.219537|-514.369916|0.018747341|-245.8291419|1218.577214|569.5267957000001|0.0|1.0|1.0|1.0|3.7|20.0|3.23|3.57|1.87|110.43|0.0|1.0|5.0|28.0|371.44|0.0|2.76|0.000251|0.0933|0.0001189999999999|0.0444|0.0|8.070000000000001e-07|0.0003|2.66|-1199.818129|-1199.784983|1091.64|0.1767|306.83|519.38|0.66132|-1199.572081|0.1767|-0.16693|6.6307|-1199.629702|7.3872
12j_a30|0|0|0.0|0|7.412764017000001|2|-0.006336585|2|0.043848238|0.0|0.005613018|1|0.005965451|-0.0431311459999999|-0.053644471|-0.09353607|-0.456342646|0.8414737059999999|0.795446883|0.0060012969999999|0.7991060659999999|0|0.842199041|-0.073909106|-47.76354083|-60.832977500000005|10.09017681|88.51817261|0.157800959|6.520746879|0.0|0.8134611009999999|-30.8670468|69.55167701|-23.39729904|57.85371764|0.476658597|2784.7999170000003|-1216.65955|-15.12043521|0.1865388989999999|8.067697897|15.41574553|6105.3402670000005|-786.2626307999999|0.01349128|-405.1466163|1495.657934|686.039456|1.0|0.0|1.0|0.0|4.76|17.0|4.35|2.93|3.04|132.24|0.0|1.0|5.0|30.0|412.51|0.0|2.91|2.21e-06|0.0009119999999999|7.05e-06|0.00291|0.0|9.75e-08|4.02e-05|4.14|-1615.096172|-1615.064152|1175.75|0.2163|238.56|549.64|0.68625|-1614.831741|0.1516|-0.14772|4.6727|-1614.894278|8058.0
12ah_a36|1|0|3.456839001|0|7.412764017000001|2|-0.007648622|2|0.043848238|0.0|0.0005016269999999|1|0.0010871589999999|0.133939811|-0.103922055|-0.177407665|-0.444563583|0.8941919290000001|0.835013502|0.011674455|0.8065052890000001|0|0.828405275|-0.0758457179999999|-49.0084977|-68.45222166|11.93961081|82.70705743|0.171594725|7.714903458999999|0.0|0.768906425|-31.66734951|80.02464883|-24.6427998|60.9481085|0.468162246|2786.56479|-1232.13999|-15.92320089|0.231093575|8.26712637|15.54445187|6015.129321|-796.1600443|0.017909528|-347.5133554|1602.457659|629.5017194000001|1.0|0.0|1.0|0.0|4.73|17.0|3.35|2.54|2.51|128.76|0.0|1.0|5.0|30.0|415.88|0.0|2.34|3.64e-05|0.0151|2.55e-05|0.0106|0.0|6.65e-08|2.77e-05|3.79|-1692.545871|-1692.512868|1148.39|0.6729|237.25|532.36|0.6970000000000001|-1692.3109559999998|0.0485|-0.15434|5.4979|-1692.369929|7.9586
47g_a18|0|0|0.0|0|7.03438793|1|-0.005817448|0|0.031179487|0.0|0.0036509859999999|0|0.00531392|-0.071877686|-0.264839041|-0.3927204379999999|-0.4138670829999999|0.765824398|0.750610215|-0.009917608|0.745431271|0|0.834424154|-0.065225536|-55.35188184|-72.53379954|11.37505183|111.5517627|0.165575846|9.653129118|47.07867403|0.731870777|-46.97287277|86.33162323|-24.79003275|66.72693367|0.4913566339999999|3367.0578530000003|-1958.412588|-21.03738872|0.268129223|10.33698377|20.32265524|7870.887027|-1661.953709|0.016259076|-393.5416883|2675.8994190000003|1347.416568|1.0|1.0|1.0|1.0|4.87|18.0|3.22|3.6|2.79|164.47|1.0|1.0|13.0|40.0|541.68|0.0|2.83|7.76e-07|0.000421|3.01e-06|0.00163|1.0|6.04e-10|3.27e-07|8.13|-1743.375845|-1743.346243|1604.37|0.5955|400.4|874.26|0.69828|-1742.7686640000002|0.5955|-0.12789|4966.0|-1742.847918|8.0458
25d_a34|0|0|0.0|1|7.412764017000001|1|-0.015046463|1|0.041037037|0.0|-0.005017781|1|-0.001685762|-0.263924686|-0.211368416|-0.342090037|-0.605891389|0.8265507809999999|0.7498681140000001|0.14554928|0.778903495|0|0.674282353|-0.100582621|-66.52770588|-82.09024497|19.36462983|174.9700398|0.325717647|12.8082206|69.64131956|0.7772035959999999|-44.00298587|95.24066462|-29.42857839|85.89233572|0.478308897|2939.671168|-1559.714654|-19.46475234|0.2227964039999999|6.933980884|13.29135354|6513.063805|-1031.631874|0.019881997|-366.6979266|2006.828923|673.8038326000001|1.0|1.0|1.0|1.0|3.58|23.0|3.05|3.95|2.26|119.81|0.0|1.0|7.0|32.0|427.46|0.0|3.21|2.44e-05|0.0104|3.3e-05|0.0141|0.0|8.26e-09|3.53e-06|6.05|-1426.496796|-1426.468726|1198.19|0.2106|290.15|554.05|0.6764600000000001|-1426.243341|0.2106|-0.1771299999999999|6.1995|-1426.307095|6.0223
3a_a32|1|1|3.226454082|0|7.678326357|0|-0.007588088|0|0.03382716|2.211368234|-0.002794182|3|-0.001223394|-0.028290955|-0.079652285|-0.1568626659999999|-0.491457345|0.84134255|0.844272053|-0.045516432|0.7757299320000001|1|0.817070968|-0.080607266|-37.30101542|-44.92473442|10.39727075|87.55216606|0.182929032|4.811337463|0.0|0.6723099029999999|-17.261046399999998|55.87310101|-14.97491147|47.69828617|0.461044711|2028.93875|-449.2473442|-6.929640892|0.327690097|5.755284924|10.67859439|4249.04624|-207.8892268|0.0236593529999999|-159.4728294|668.2146761|278.73805810000005|0.0|1.0|1.0|1.0|2.96|19.0|5.77|4.12|1.19|83.28|0.0|1.0|2.0|20.0|298.39|0.0|3.32|4.83e-06|0.00144|4.51e-05|0.0134|0.0|7.66e-07|0.0002279999999999|2.17|-1554.796165|-1554.768725|801.12|0.2719|341.48|355.48|0.70229|-1554.7020630000002|0.2719|-0.15058|3.6178|-1554.748543|8.5686
4g_a46|0|0|0.0|1|7.825245291|1|-0.001702489|2|0.046415344|0.0|0.011488768|1|0.010608122|-0.144064904|-0.078780402|-0.121452903|-0.2455749539999999|0.662386484|0.74106323|-0.200628401|0.635494818|0|0.946829733|-0.056893316|-32.64186634|-40.24987057|4.598866947|7.38470955|0.053170267|2.638545451|72.82863401|0.826861093|-18.72788427|44.72726697|-13.96424081|37.24073329|0.448462961|2242.010126|-684.2477996|-8.0118178|0.1731389069999999|5.8466355000000005|10.60062169|5176.321714|-392.5790722|0.007803902|-375.0653627|827.5244845|568.1534007|1.0|0.0|1.0|1.0|3.9|17.0|5.19|5.37|3.06|106.55|0.0|1.0|3.0|26.0|366.89|0.0|4.39|4.22e-06|0.00155|4.16e-06|0.00153|0.0|1.57e-08|5.75e-06|4.65|-1493.154666|-1493.132001|1064.92|0.1294|280.74|530.39|0.6983199999999999|-1492.923098|0.1294|-0.18602|3.5526|-1492.979142|5.5615
17a_a6|1|0|3.3685510360000004|0|7.412764017000001|1|-0.012704951|1|0.041767677|0.0|-0.00460563|1|-0.00194781|0.068338372|-0.10896749|-0.180339002|-0.5624663560000001|0.850080948|0.7722228729999999|0.08716369|0.8013954109999999|0|0.753082653|-0.096082495|-63.02857512|-71.75703418|20.43213226|157.13173490000003|0.2469173469999999|13.40315088|554.1936506|0.77193498|-41.34573382|84.75077935|-27.26767299|83.46070738|0.483320982|2816.084228|-1363.383649|-17.887155899999996|0.22806502|8.337470517|16.13665395|5996.580489|-894.3577948999999|0.019808023|-356.769966|1766.18975|627.4287311|1.0|1.0|1.0|1.0|3.52|23.0|4.98|4.32|1.7|116.79|0.0|1.0|5.0|31.0|409.44|0.0|3.59|1.56e-06|0.000637|6.69e-06|0.00274|0.0|9.77e-10|4e-07|4.04|-1350.102634|-1350.078838|1167.16|0.3933|350.03|574.02|0.7024|-1349.830672|0.0101|-0.12425|4.1627|-1349.892285|7.6198
16b_a32|1|1|3.2902303|0|7.765993078999999|0|-0.008469352|0|0.041958333|2.033356859|-0.008277865|3|-0.00180101|-0.023602065|-0.1202046419999999|-0.222700615|-0.586122949|0.745820612|0.852956281|0.056127969|0.6762731040000001|1|0.7465375040000001|-0.088716278|-56.84546999|-69.39772428|10.12961779|53.96132589|0.253462496|6.490611388|9.827907321|0.7476362679999999|-36.42406481|80.37824892|-22.14820988|66.97508778|0.414997448|3037.795494|-1040.965864|-14.19159402|0.252363732|6.466656381|11.05406524|6612.089615999999|-667.0049190000001|0.017136832|-317.3487516|1392.342653|597.8890744|1.0|0.0|1.0|1.0|3.71|19.0|5.4|4.88|0.41|114.43|1.0|1.0|7.0|28.0|433.57|1.0|3.26|5.19e-07|0.000225|2.84e-05|0.0123|0.0|2.54e-08|1.1e-05|6.37|-2315.990437|-2315.951437|1137.73|0.2849|342.39|567.01|0.70233|-2315.757928|0.2849|-0.14995|4.4055|-2315.819979|7.7696
4h_a46|0|0|0.0|1|7.825245291|1|-0.005778576|2|0.040890805|0.0|-0.0008161889999999|1|0.003087227|-0.0932537609999999|-0.030014575|-0.0488847059999999|-0.516344924|0.739180305|0.7543177040000001|0.075704004|0.6947264059999999|0|0.767244275|-0.083155747|-65.24476749|-65.90523417|7.900037181|105.2773797|0.232755725|6.198442205|19.09455432|0.805506105|-51.19164773|74.99848132|-23.9655397|73.14480467|0.4866209529999999|3472.1185880000003|-1581.72562|-18.803584|0.194493895|8.138240742999999|15.85230406|7808.347937|-1241.036544|0.011589523|-479.405829|1963642.0|1021.999374|1.0|0.0|1.0|1.0|4.63|23.0|3.46|6.18|2.27|142.08|0.0|1.0|6.0|36.0|502.63|1.0|3.82|2.97e-07|0.000149|2.06e-06|0.00104|0.0|6.38e-10|3.210000000000001e-07|8.5|-1923.926093|-1923.878801|1397.46|0.5451|292.11|682.14|0.54445|-1923.543349|291.0|-0.1711599999999999|1.7601|-1923.611784|6.6402
15_a47|1|1|2.9226792460000004|0|6.605297921|0|-0.00516949|2|0.042285714|1.56205245|-0.0026314909999999|1|-0.002377481|-0.299654464|-0.007670908|-0.017562097|-0.332654104|0.644280611|0.830688568|-0.131424138|0.614613723|1|0.791753677|-0.084413593|-45.1562696|-48.36220049|8.917011222000001|61.0548099|0.208246323|4.770072524|0.0|0.711630105|-24.15592798|59.79410145|-17.81765281|54.07328082|0.477646539|2327.320914|-677.0708068|-9.531388265|0.288369895|6.984778596|13.37174753|5075.773767000001|-362.1927541|0.021370407|-226.4191275|951.4364299|383.4213189|1.0|1.0|1.0|1.0|2.89|21.0|4.69|5.28|2.83|96.6|0.0|1.0|3.0|25.0|353.78|0.0|3.74|1.29e-05|0.00455|1.41e-05|0.00499|0.0|3.22e-09|1.14e-06|3.33|-1527.4104|-1527.376145|930.51|0.2828|286.26|419.75|0.68008|-1527.265523|0.0759|-0.16762|2.2271|-1527.316555|7.8
4r_a46|0|0|0.0|1|7.832410927000001|1|-0.002826188|2|0.044728682|0.0|0.006236535|1|0.0061041|-0.237647432|-0.055572881|-0.086905208|-0.246070691|0.7794598220000001|0.810646641|-0.077483502|0.76719475|0|0.8478197820000001|-0.079297367|-42.06465252|-43.14814202|6.071841742999999|176.18445569999997|0.152180218|3.220912917|0.0|0.7146312779999999|-22.31391864|51.22472631|-13.77068362|48.13649426|0.456487948|2137.47734|-647.2221302999999|-7.304896049|0.285368722|5.81085807|10.69131411|4775.760774|-343.3301143|0.015225417|-227.7097083|905.6728276|496.0386301|0.0|1.0|1.0|1.0|3.82|17.0|3.56|3.43|1.52|97.9|0.0|1.0|3.0|25.0|334.41|0.0|2.7|0.00081|271.0|0.000279|0.0933|0.0|5.64e-07|0.000188|2.3|-1069.447946|-1069.419677|986.04|0.1404|274.25|467.85|0.69085|-1069.231407|0.1404|-0.18999|2.6630000000000003|-1069.284137|5.8499
12h_a36|1|0|3.468184524|0|7.412764017000001|2|-0.0086750619999999|2|0.039061728|0.0|0.00127667|1|0.003077071|0.100530266|-0.1430106119999999|-0.239932418|-0.410826531|0.8913597320000001|0.820041835|-0.10861416|0.84179881|0|0.819614525|-0.073572836|-48.17643878|-70.19826261|18.27258858|82.11195464|0.180385475|11.96512593|1.413982241|0.665254541|-31.5465515|87.85958486|-23.39942087|66.44902736|0.464544951|2845.467486|-1263.568727|-15.32224162|0.3347454589999999|7.428908584|13.87400978|6159.17335|-827.4010477|0.026971557|-216.42159590000003|1899.376328|679.7230552999999|1.0|0.0|1.0|0.0|4.8|17.0|2.77|1.89|1.72|130.24|0.0|1.0|6.0|31.0|411.46|0.0|1.81|0.000113|0.0464|8.499999999999999e-05|35.0|1.0|2.03e-07|8.340000000000001e-05|2.92|-1347.481013|-1347.451759|1177.89|0.5756|238.44|535.67|0.7014600000000001|-1347.199963|0.0056|-0.14247|6754.0|-1347.260478|7.8539
9n_a24|1|0|2.961528903|0|6.605297921|0|-0.003323852|2|0.024179894|0.0|0.008307337|1|0.008809179|-0.22754075|-0.12451554|-0.200646773|-0.225226606|0.786587307|0.7584388259999999|0.048359202|0.755793189|0|0.904556598|-0.052106597|-35.21502941|-52.53031811|11.90027964|48.691073|0.095443402|8.042526681|24.72120326|0.652126509|-23.79925701|67.36550766|-18.18357165|47.11530904|0.4331595789999999|2542.730334|-945.545726|-12.28894317|0.347873491|8.232847909|14.52410167|5356.5828|-639.0250449|0.021951174|-205.6223122|1449.942171|631.9206508|1.0|1.0|1.0|1.0|3.17|23.0|4.41|4.14|1.42|114.29|0.0|1.0|7.0|29.0|385.46|0.0|3.13|7.2e-05|0.0278|5.14e-05|0.0198|0.0|2.31e-09|8.909999999999999e-07|2.59|-1239.1274939999998|-1239.095611|1155.03|0.2522|252.31|587.05|0.63085|-1238.856882|0.0334|-0.1658099999999999|2.8552|-1238.917278|7.7212
9a_a31|1|0|3.348289714|0|7.765993078999999|1|-0.01391798|0|0.036891534|0.0|-0.006189303|2|-0.0033853629999999|-0.084652799|-0.093527289|-0.15653721|-0.542342338|0.8058046320000001|0.782715368|0.045292529|0.76226755|0|0.691768132|-0.100906991|-64.75697831|-78.6954713|21.33533299|163.6011874|0.308231868|13.69193237|95.14995868|0.737758755|-41.55773748|94.03540892|-27.87131275|86.0923113|0.484502446|2855.751316|-1337.8230119999998|-17.886392|0.262241245|7.812278516|15.15483138|6273.506211999999|-858.5468158|0.0239033229999999|-305.16297060000005|1813.361078|597.3075924999999|1.0|1.0|1.0|1.0|3.6|22.0|5.51|4.02|1.58|113.64|0.0|1.0|6.0|30.0|418.47|0.0|3.47|2.42e-06|0.00101|1.7100000000000002e-05|0.00715|0.0|7.35e-09|3.07e-06|5.27|-1691.9526239999998|-1691.9137670000002|1145.99|0.7028|327.21|540.01|0.7028|-1691.716118|0.7028|-0.15757|5.0244|-1691.7777600000002|6.8239
9_a27|1|0|2.627701427|1|6.842683282|0|-0.0073742819999999|2|0.042847222|1.233610009|0.00611794|1|0.00651856|-0.2559122789999999|-0.101933162|-0.171520296|-0.541535578|0.677253824|0.8214321609999999|0.017503266|0.654138816|1|0.7988644709999999|-0.078270599|-40.3551562|-45.58003501|10.10030794|128.27738490000002|0.2011355289999999|5.20756849|65.12542467|0.7892801540000001|-20.80651808|53.0685473|-17.36382286|50.45546414|0.466349763|2256.4955670000004|-729.2805601|-8.952528705|0.210719846|5.03925321|9.442988795|4962.727436|-376.0062056|0.014524299|-298.297086|923.9818797|424.8821143|1.0|0.0|0.0|1.0|3.12|21.0|3.85|3.04|2.66|97.46|0.0|1.0|3.0|25.0|331.37|0.0|2.99|8.66e-05|0.0287|8.28e-05|0.0274|0.0|8.69e-08|2.88e-05|4.67|-1083.143348|-1083.118736|945.35|0.1982|223.71|425.08|0.59444|-1082.965434|134.0|-0.1716|2.7456|-1083.017359|8699.0
