molecula|SMR_VSA3|MID_N|BIC1|AMID_N|SssNH|PEOE_VSA3|Xch-6dv|AXp-6dv|AXp-5d|EState_VSA4|PEOE_VSA10|AATS3p|SpMax_A|SaasN|SpMAD_Dt|AXp-4d|AXp-6d|Xch-5dv|JGI4|BalabanJ|FilterItLogS|MINaaCH|JGI3|VSA_EState4|NssNH|JGI5|AATS3v|MATS3v|SlogP_VSA8|SpDiam_A|SlogP_VSA10|SaaN|SMR_VSA9|AETA_beta_ns_d|AXp-3d|VSA_EState2|AATS1i|VSA_EState1|Xch-7dv|GATS2i|MOMI-Z|FNSA3|FNSA4|RNCS|FPSA3|FNSA5|PBF|PPSA3|RPCS|DPSA4|DPSA5|GeomRadius|PNSA5|MOMI-Y|GeomShapeIndex|TPSA_x|GRAV|TASA|PNSA4|Mor01se|WPSA3|DPSA3|FNSA2|GeomDiameter|GeomPetitjeanIndex|MOMI-X|RASA|WPSA1|PNSA1|Mor01p|Mor01v|GRAVp|RPSA|PNSA3|WNSA1|WNSA5|DPSA1|WNSA4|WNSA3|Mor01m|Num. of Rotatable bonds|CYP2D6 inhibitor|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|molar_refractivity|Log Po/w iLOGP|Molecular Mass|TPSA_y|Solubility [Log S (SILICOS-IT)] (mg/ml)|heavy_atom_count|Log Po/w MLOGP|Log Po/w WLOGP|Fraction Csp3|hydrogen_bond_don0rs_count (using_Lipinski’s_definition)|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|CYP3A4 inhibitor|Log S (SILICOS-IT)|Consensus Log P|Log Kp (cm/s)|Solubility [Log S (Ali)] (mol/l)|P-gp substrate|Log S (Ali)|Veber filter|hydrogen_bond_acceptors_count (using_Lipinski’s_definition)|Solubility [Log S (ESOL)] (mg/ml)|Log S (ESOL)|Log Po/w XLOGP3|Solubility [Log S (ESOL)] (mol/l)|CYP1A2 inhibitor|Leadlikeness|Bioavailability Score|CYP2C19 inhibitor|Egan filter|CYP2C9 inhibitor|Brenk|BBB|Ghose filter|PAINS|log P|Lowest_Unoccupied_Molecular_Orbital_Energy|Area (grid)|HOMO-LUMO Energy Difference (Hartree)|Total Energy (water) (Hartree)|Oscillator Force (max. Transition)|E solv. Water  (Hartree)|Total Energy (gas phase) (Hartree)|Absorption Energy (HOMO-LUMO transition) (eV)|Gibbs Free Energy|Volume|Contribuition (max. transition)|Highest_Occupied_Molecular_Orbital_Energy|Oscillator Force (HOMO-LUMO transition)|Approximated area|Dipole (water)|Dipole (gas phase)|Contribution (HOMO-LUMO transition)|Wavelength (HOMO-LUMO transition) (nm)|Absorption Energy (max. Transition) (eV)|Wavelength (max. Transition) (nm)|Zero Point Energy|IC50|pIC50
3e_a32|19.93591408|8.205732549|0.662358506|0.35677098|0.0|14.95193556|0.278017047|0.016389628|0.067165947|38.99396439|16.52595619|1.696379972|2.489068717|0.0|18.27768577|0.106212483|0.043228802|0.186064733|0.044949495|1.469572588|-6.159049836|1.88099936|0.042687908|7.05689345|0|0.023871528|223.2229543|-0.0544168779999999|32.17555181|4.837340183|0.0|13.78913855|21.95893118|0.0|0.1715230539999999|17.2910556|143.94033869999998|1.184690991|0.299649742|1.100846096|1732.3689949999998|-0.073411249|-0.030786645|47.09895162|0.0124235339999999|-0.100056595|0.290874543|6.69516884|0.0|21.40099522|60.86894767|5.863649531|-53.92151824|3128.269681|0.822602107|71.04473954|4827.877259000001|467.865447|-16.59123638|737.4602677999999|3.608094688|46.25723848|-1.200679139|10.68709999|0.4513338939999999|4527.640796|0.8681696109999999|65.27127808|417.7930139|421.3548777|345.8842039|2212.661182|0.131830389|-39.56206964|225.1529111|-29.05885545|-296.6758413|-8.941186293|-21.32040233|383.3449202|3.0|1.0|3.33|19.0|6.8|97.86|3.04|340.47|110.94|4.13e-05|23.0|1.94|5.24|0.24|1.0|1.2099999999999998e-07|0.000103|1.0|-6.92|4.3|-5.2|3.02e-07|1.0|-6.52|0.0|3.0|0.00225|-5.18|4.47|6.6e-06|1.0|1.0|0.55|1.0|0.0|1.0|0.0|0.0|0.0|0.0|3.52|-0.0534399999999999|578.77|-0.14754|-1672.748189|0.2914|0.02588637|-1672.722302|3.5589|-1672.62984|956.67|0.7025399999999999|-0.20098|0.2914|456.76|5.6928|3.4537|0.7025399999999999|348.38|3.5589|348.38|-1672.576776|0.008|8.0862
3f_a32|19.93591408|8.223674267|0.649859244|0.342653094|0.0|14.95193556|0.278017047|0.0162381739999999|0.066780387|45.41478601|16.52595619|1.63750956|2.491227759|0.0|18.33601845|0.106776769|0.0425353209999999|0.186064733|0.042380952|1.470292115|-6.554404001|1.88599936|0.040316358|7.096997879|0|0.024820261|214.491709|0.0271851039999999|32.17555181|4.839570886000001|0.0|13.8994821|21.95893118|0.0|0.174538485|17.45264914|143.967415|1.188388264|0.294923198|1.115686098|2130.756016|-0.073433055|-0.030139709|47.97543149|0.011897886|-0.097374443|0.3217719189999999|6.707989266|0.0|21.53155987|61.47296003|6.153728636|-54.8993954|3292.401424|0.770463268|71.02334697|4993.667711|492.7734095|-16.99267001|852.6018108999999|3.78194259|48.1093075|-1.265867765|10.89495051|0.435176082|5047.488326|0.874026684|67.00686461|444.9474303|475.3634141|387.7288053|2273.466801|0.125973316|-41.40131823|250.859918|-30.95210106|-326.0981041|-9.580412233|-23.34192893|416.6234977|4.0|1.0|3.9|19.0|7.18|102.66|3.31|354.49|110.94|1.73e-05|24.0|2.18|5.63|0.28|1.0|4.89e-08|4.53e-05|1.0|-7.31|4.63|-5.03|1.28e-07|1.0|-6.89|0.0|3.0|0.0014|-5.4|4.83|3.96e-06|1.0|2.0|0.55|1.0|0.0|1.0|0.0|0.0|1.0|0.0|3.92|-0.05315|604.9|-0.1474599999999999|-1712.0610190000002|293.0|0.02606687|-1712.034952|3.5569|-1711.9193289999998|1006.92|0.70255|-0.2006099999999999|293.0|488.74|5.7161|3.4678|0.70255|348.58|3.5569|348.58|-1711.863611|0.009|8.0458
3g_a32|19.93591408|8.207287492999999|0.63840787|0.341970312|0.0|14.95193556|0.275855041|0.015963305|0.065637956|38.99396439|16.52595619|1.7073364080000002|2.504538822|0.0|18.19499692|0.1049555869999999|0.042081279|0.186064733|0.05052381|1.4926192740000002|-6.536944001|1.882028166|0.041859568|6.9817003920000005|0|0.029003268|223.1513656|-0.286193361|32.17555181|4.853464981|0.0|13.8946496|21.95893118|0.0|0.169716137|17.4370759|143.967415|1.181183338|0.307139149|1.038112454|1886.244271|-0.070213101|-0.030429702|42.56199385|0.0119962889999999|-0.098311343|0.273439311|6.647498326|0.0|21.05801434|60.55421302|5.917878616|-54.47722347|3326.307499|0.809490137|62.23099889|5058.622432|491.89858160000006|-16.86199774|852.6018108999999|3.683575459|45.55465473|-1.278047464|10.70834299|0.447358137|4881.485789|0.887695945|61.18464561|443.7138082|475.3634141|387.7288053|2271.746759|0.112304055|-38.9071564|245.87494640000003|-30.18744099|-333.29803589999995|-9.343731735|-21.55960626|416.6234977|3.0|0.0|3.43|19.0|7.02|102.55|3.44|354.49|110.94|1.8e-05|24.0|2.18|5.42|0.28|1.0|5.08e-08|2.88e-05|1.0|-7.29|4.61|-4.9|8.12e-08|1.0|-7.09|0.0|3.0|0.000915|-5.59|5.02|2.58e-06|1.0|2.0|0.55|1.0|0.0|1.0|0.0|0.0|0.0|0.0|4.13|-0.0535|593.24|-0.14715|-1712.060085|0.2859|0.02384763|-1712.036238|3.5456|-1711.919273|998.86|0.70275|-0.20065|0.2859|495.4|5.5816|3.3082|0.70275|349.68|3.5456|349.68|-1711.865318|0.014|7.8539
3h_a32|19.93591408|8.246601021|0.605449169|0.317176962|0.0|14.95193556|0.281643851|0.017700193|0.070054903|45.41478601|16.52595619|1.4912855980000002|2.482787692|0.0|19.19224488|0.110309154|0.044119412|0.186064733|0.037731481|1.376086056|-7.716662038|1.89450478|0.040316358|7.172802699|0|0.017268519|190.5075866|0.108731655|32.17555181|4.830919077|0.0|13.96739425|21.95893118|0.0|0.1759904339999999|17.54679121|144.0120113|1.197097339|0.28497711|1.177651572|2911.160989|-0.07183387|-0.027590124|76.38838542|0.0111539339999999|-0.0882883959999999|0.30907784|6.98327435|0.0|22.33200639|62.63332945|8.107034244|-55.27575363|4855.11812|0.692036677|75.87946135|5187.525619|550.2022886|-17.27367301|1107.903702|4.372100625|51.95714963|-1.324325944|13.71739929|0.4089962629999999|7341.176022|0.87880263|88.7854488|484.2704788|593.0848817000001|478.5497071|2398.020434|0.12119737|-44.97387528|303.1929088|-34.60714056|-342.4592076|-10.81473143|-28.15732254|487.2722467|7.0|1.0|3.65|19.0|8.11|112.28|3.88|382.55|110.94|1.29e-06|26.0|2.64|6.24|0.35|1.0|3.37e-09|2.24e-06|1.0|-8.47|5.4|-4.29|5.8700000000000014e-09|1.0|-8.23|0.0|3.0|0.000273|-6.15|6.12|7.140000000000001e-07|1.0|2.0|0.55|1.0|1.0|1.0|0.0|0.0|1.0|0.0|4.61|-0.05318|676.22|-0.1474099999999999|-1790.6908030000002|0.2926|0.02690554|-1790.663897|3.5552|-1790.5004850000005|1127.45|0.70257|-0.20059|0.2926|578.86|5.8749|3.5952|0.70257|348.74|3.5552|348.74|-1790.440663|0.007|8.1549
3i_a32|19.93591408|8.207287492999999|0.7317656840000001|0.341970312|0.0|14.95193556|0.275855041|0.013624535|0.065637956|15.91054863|10.70155169|1.847442645|2.504538822|0.0|18.19499692|0.1049555869999999|0.042081279|0.186064733|0.05052381|1.4926192740000002|-6.204611241|1.7020281659999998|0.041859568|4.405953313|0|0.029003268|259.3842764|-0.101482196|32.17555181|4.853464981|13.17124514|12.22230266|21.95893118|0.0|0.169716137|14.63972896|147.4612651|40.20765254|0.281059517|0.749263771|2141.3084710000003|-0.093279684|-0.044627482|60.99385995|0.015296821|-0.1132851459999999|0.259644227|8.064907632|0.201037767|30.52825775|71.27609889|5.826629089|-59.72706743|3554.579435|0.732035793|55.97682661|5656.349227000001|471.2508776000001|-23.52884474|582.4995999|4.252042736|57.24454122|-1.472706897|10.09193014|0.422644726|5483.65443|0.893827987|63.73177975|406.3467656|318.0257595|296.1042403|2471.4299920000003|0.106172013|-49.17963359|214.2372724|-31.48976464|-285.465827|-12.4050588|-25.92886531|444.1092537|3.0|0.0|3.1|19.0|6.76|88.28|2.49|366.38|110.94|4.01e-05|24.0|2.09|6.29|0.13|1.0|1.0900000000000001e-07|0.000197|1.0|-6.96|4.37|-5.53|5.37e-07|1.0|-6.27|0.0|6.0|0.00251|-5.16|4.23|6.85e-06|1.0|2.0|0.55|1.0|1.0|1.0|0.0|0.0|1.0|0.0|3.38|-0.06518|530.5|-0.1476|-1891.833327|0.4765|0.02199999|-1891.811327|3642.0|-1891.790935|876.0|0.70322|-0.21278|0.4765|418.24|3.8572|2494.0|0.70322|340.43|3642.0|340.43|-1891.738614|0.006|8.2366
3j_a32|19.93591408|8.216242564|0.681753403|0.3572279379999999|0.0|14.95193556|0.378651161|0.015591907|0.065159356|38.99396439|16.52595619|1.72555769|2.512860265|0.0|18.58793459|0.104707465|0.040729101|0.322783239|0.037373737|1.308959389|-5.936757031|1.89099936|0.041053922|7.202641907|0|0.018871528|229.7582554|0.078722326|32.17555181|4.861005724|0.0|13.88204672|21.95893118|0.0|0.16622944|17.44646376|143.0742313|1.200315991|0.390830768|1.170770292|1778.1826620000002|-0.070289671|-0.030815085|47.55031019|0.013773753|-0.095013178|0.27811778|7.315176208|0.0|21.85672669|58.58770587|5.900829539|-50.46105839|3080.56968|0.812452828|71.64373163|4866.613493|459.4516326|-16.36574867|666.6794481000001|3.885056172|44.64569478|-1.140158136|10.69497519|0.4482615029999999|4577.356554|0.865101945|70.86137990000002|397.6704001|398.2788055|331.6155938|2282.569698|0.134898055|-37.33051857|211.200906|-26.79963418|-264.245436|-8.691773249|-19.82606536|378.6082939|3.0|1.0|3.27|19.0|6.68|95.74|3.0|338.45|110.94|6.86e-05|23.0|1.94|4.93|0.24|1.0|2.03e-07|0.0004089999999999|1.0|-6.69|4.09|-5.6|1.21e-06|1.0|-5.92|0.0|3.0|0.00533|-4.8|3.89|1.58e-05|1.0|1.0|0.55|1.0|0.0|1.0|0.0|0.0|0.0|0.0|3.02|-0.05361|564.55|-0.14498|-1671.507439|0.3005|0.02833407|-1671.479105|3.4982|-1671.402462|934.19|0.7028|-0.19859|0.3005|405.19|5.9266|3.6238|0.7028|354.42|3.4982|354.42|-1671.351322|0.008|8.0969
3k_a32|19.93591408|8.262185208|0.632306468|0.330487408|0.0|14.95193556|0.35018583|0.0164973889999999|0.06629523|38.99396439|16.52595619|1.53793892|2.499096166|0.0|19.46312528|0.1074445119999999|0.041581764|0.3304023|0.0381981979999999|1.309790822|-6.475381654|1.899263822|0.034143519|7.243676168999999|0|0.021219136|197.6771937|0.004625584|32.17555181|4.847466408|0.0|14.07371511|21.95893118|0.0|0.170218413|17.71813215|143.2366465|1.204431217|0.358555907|1.146751704|1970.06814|-0.0711378679999999|-0.029575784|80.0971996|0.0123637989999999|-0.090839907|0.31016741|6.970844822|0.0|21.36272325|58.16707081|6.153598893|-51.21653025|3932.179765|0.89626209|68.92687468|5259.698672|494.8840288|-16.67514938|894.3986062999999|3.930238317|47.07915023|-1.271758703|11.6688363|0.472646737|5550.195027000001|0.8777482409999999|69.75228688|440.0951568|506.658189|416.0112193|2392.3436100000004|0.122251759|-40.10830541|248.130448|-28.87643819|-316.3794102|-9.40163104|-22.61349991|446.1372768|3.0|1.0|3.47|19.0|7.12|105.36|3.48|366.5|110.94|2.15e-05|25.0|2.41|5.78|0.32|1.0|5.86e-08|3.3600000000000004e-05|1.0|-7.23|4.75|-5.01|9.16e-08|1.0|-7.04|0.0|3.0|0.000904|-5.61|4.97|2.47e-06|1.0|2.0|0.55|1.0|0.0|1.0|0.0|0.0|1.0|0.0|3.81|-0.05321|611.65|-0.14667|-1750.164914|0.3082|0.02654958|-1750.1383649999998|3.5363|-1750.0122420000002|1022.89|0.70268|-0.19988|0.3082|452.36|5689.0|3.2233|0.70268|350.6|3.5363|350.6|-1749.957584|0.009|8.0605
3l_a32|19.93591408|8.269842316|0.608800887|0.318070858|0.0|14.95193556|0.3800791189999999|0.017063514|0.068399162|33.4305129|16.52595619|1.517425653|2.497208695|0.0|20.04423413|0.10827984|0.0418660879999999|0.186064733|0.035643275|1.302755967|-6.743581197|1.902736045|0.035612536|7.259599356|0|0.0232163739999999|194.8398753|0.035254986|32.17555181|4.845890206|0.0|14.14431696|21.95893118|0.0|0.171548106|17.81651178|143.3032368|1.206097884|0.34122769|1.158600771|2415.340446|-0.069304303|-0.028831823|61.72183119|0.012244965|-0.088417589|0.270668623|7.120934925|0.0|21.27134288|58.10243176|6.414825717|-51.41835077|4107.088961|0.8302637909999999|66.55229892|5429.531532999999|514.9875423000001|-16.76685351|1020.767588|4.141107366|47.42414825|-1.326263838|11.74082324|0.453630671|6212.369446|0.8855584879999999|71.61592489|458.3910562|565.7000781|461.77488160000007|2453.759435|0.114441512|-40.30321333|266.57266200000004|-29.90181954|-335.2422712|-9.750593329|-23.43792428|481.9475651000001|3.0|0.0|3.58|19.0|7.34|110.16|3.54|380.53|110.94|1.2e-05|26.0|2.64|6.17|0.35|1.0|3.16e-08|9.59e-06|1.0|-7.5|5.04|-4.71|2.52e-08|1.0|-7.6|0.0|3.0|0.0003689999999999|-6.01|5.51|9.7e-07|1.0|2.0|0.55|1.0|1.0|1.0|0.0|0.0|1.0|0.0|4.21|-0.0529799999999999|629.26|-0.14664|-1789.475625|0.2876|0.02547484|-1789.4501510000002|3.5319|-1789.298086|1062.47|0.70282|-0.19962|0.2876|468.81|5.7721|3.3955|0.70282|351.04|3.5319|351.04|-1789.242839|0.012|7.9208
3m_a32|19.93591408|8.271003167|0.66384049|0.306333451|0.0|14.95193556|0.35018583|0.016392475|0.067931535|56.53552755|22.30920114|1.57267075|2.498578557|0.0|20.13218786|0.107516741|0.04254923|0.186064733|0.03962963|1.291344721|-6.621088531|1.871992838|0.035399729|6.902780725|0|0.025470085|207.8766637|-0.0279268679999999|32.17555181|4.847452889|0.0|13.99117102|21.95893118|0.0|0.172638225|29.17995203|143.1073484|1.160354082|0.355743828|1.154575111|2363.601309|-0.084626325|-0.027127559|92.61088121|0.013428623|-0.09390309|0.317009723|8.029854976000001|0.0|24.05057475|67.1606709|7.0752395770000005|-56.15082133|5206.143386|0.882303773|120.7751424|5724.714257|477.1904954|-16.22134838|995.4741672|4.801577352|58.63348955|-1.220740175|13.31775015|0.4687361229999999|7163.703901000001|0.798023273|116.3980879|403.3088205|554.9424306|466.9394758|2588.590536|0.201976727|-50.60363458|241.1648161|-33.57626169|-208.6520032|-9.699808932|-30.25923462|518.6283225|3.0|0.0|3.51|19.0|7.02|110.36|2.93|394.51|128.01|1.65e-05|27.0|1.74|5.35|0.3|1.0|4.190000000000001e-08|0.000449|1.0|-7.38|4.12|-6.17|1.14e-06|1.0|-5.94|0.0|4.0|0.00547|-4.86|3.57|1.39e-05|1.0|2.0|0.55|1.0|0.0|1.0|0.0|0.0|0.0|0.0|5.1|-0.05731|641.52|-0.14835|-1863.502681|0.2952|0.0339106999999999|-1863.46877|3.5749|-1863.337677|1073.31|0.7026600000000001|-0.2056599999999999|0.2952|484.34|8.0755|5082.0|0.7026600000000001|346.82|3.5749|346.82|-1863.279862|0.023|7.6383
3n_a32|19.93591408|8.269842316|0.657771004|0.318070858|0.0|14.95193556|0.336942612|0.015901383|0.068399162|65.04937156|16.52595619|1.5811223069999998|2.497208695|0.0|20.04423413|0.10827984|0.0418660879999999|0.186064733|0.035643275|1.302755967|-6.203605404|1.888847156|0.035612536|7.096298889|0|0.0232163739999999|208.4911895|0.0052850769999999|32.17555181|4.845890206|0.0|14.05018116|21.95893118|0.0|0.171548106|17.66682042|144.000306|6.698744471|0.319659436|1.10659026|2426.73803|-0.074507943|-0.027401986|121.6040686|0.01889769|-0.092745182|0.287402381|10.86481886|0.0|24.27704797|65.41881458|6.369579712999999|-53.32184118|4264.638497999999|0.840580248|91.96452611|5553.014016|482.963897|-15.75418035|951.346709|6.246493173999999|53.70155314|-1.205687365|11.72372261|0.456693072|6391.883821|0.840041782|116.0425933|373.0900922|522.1674161999999|436.9422626|2526.071154|0.159958218|-42.83673428|214.5000984|-30.65624207|-171.25176130000003|-9.057526067|-24.62805609|486.78251449999993|3.0|0.0|3.51|19.0|6.71|106.44|3.29|382.5|120.17|4.19e-05|26.0|1.58|5.01|0.32|1.0|1.1e-07|0.000424|1.0|-6.96|4.07|-5.98|1.11e-06|1.0|-5.96|0.0|4.0|0.0047|-4.91|3.74|1.23e-05|1.0|2.0|0.55|1.0|0.0|1.0|0.0|0.0|0.0|0.0|2.57|-0.05535|614.67|-0.1472099999999999|-1825.378576|0.2839|0.02901944|-1825.349557|3.5459|-1825.218291|1036.75|0.7028399999999999|-0.20256|0.2839|464.67|6.2667|3.5849|0.7028399999999999|349.65|3.5459|349.65|-1825.163542|0.021|7.6778
3o_a32|25.25270269|10.275982199999998|0.659076465|0.395230085|3.43223749|14.95193556|0.35018583|0.016258166|0.068399162|64.92512045|16.52595619|1.541975425|2.497208695|0.0|20.04423413|0.10827984|0.0418660879999999|0.186064733|0.035643275|1.302755967|-6.5156353|1.8957916|0.035612536|7.177949122|1|0.0232163739999999|200.4627048|0.032364235|32.17555181|4.845890206|0.0|14.09724906|21.95893118|0.0|0.171548106|17.741666100000003|145.516037|1.196097884|0.326281045|1.130712623|2469.87467|-0.073742105|-0.031819276|62.67187821|0.012519666|-0.095457829|0.252703854|7.218280399|0.0|23.36733582|62.56936516|6.392329273|-55.03672286|4117.766345|0.835165165|93.52833522|5488.777096|483.0270239|-18.34557429|985.6721435|4.161738248|49.73468603|-1.4318674340000002|11.73098001|0.455089918|6308.031461|0.8377808240000001|71.43793831|452.65062530000006|541.0877621000001|446.3445782|2488.133192|0.162219176|-42.51640563|260.9781438|-31.73171751|-328.7458915|-10.57723917|-24.51306152|484.3805457|3.0|1.0|3.47|19.0|6.39|112.07|3.06|381.52|122.97|2.04e-05|26.0|1.58|4.2|0.32|2.0|5.35e-08|0.00072|1.0|-7.27|3.74|-6.17|1.89e-06|1.0|-5.72|0.0|4.0|0.00714|-4.73|3.46|1.87e-05|1.0|1.0|0.55|1.0|0.0|1.0|0.0|0.0|0.0|0.0|2.35|-0.05413|620.56|-0.14652|-1805.504508|0.2851|0.03088166|-1805.473626|3.5333|-1805.333039|1049.14|0.70216|-0.20065|0.2851|464.85|5.8476|3.2729|0.70216|350.9|3.5333|350.9|-1805.277864|0.24|6.6198
3p_a32|24.83582381|10.45754797|0.6898257809999999|0.387316591|0.0|14.95193556|0.369820412|0.015646206|0.068993833|56.65946233|16.52595619|1.593223731|2.48920546|0.0|20.11456977|0.108945673|0.042507864|0.265121674|0.036666667|1.275224263|-6.034085771|1.858051021|0.048611111|6.688545023|0|0.015986111|212.7849929|-0.030895677|32.17555181|4.837448726|0.0|13.80497687|21.95893118|0.0|0.172786437|31.12689764|145.2026966|1.138555577|0.330613143|1.126875801|3037.061498|-0.070907174|-0.029183126|40.28175307|0.021264377|-0.098773656|0.366898545|12.5150622|57.82331968|27.70403125|73.07639870000001|6.243062200000001|-58.13283248|3548.088025|0.713035367|106.1908248|5960.446219|482.3550967|-17.1756096|960.8137487|7.365688817|54.24719019|-1.28405753|10.69458635|0.416240891|6130.63486|0.8195708759999999|131.6379197|364.8795688|530.5658569|451.4204467|2650.4178850000003|0.180429124|-41.73212799|214.7483821|-34.21384146|-141.21321609999998|-10.10863498|-24.56127372|521.1570664|4.0|0.0|3.38|19.0|6.06|112.37|2.6|395.5|131.25|6.4e-05|27.0|1.1|3.71|0.26|1.0|1.62e-07|0.00308|1.0|-6.79|3.23|-6.8|7.78e-06|1.0|-5.11|0.0|4.0|0.0222|-4.25|2.7|5.629999999999999e-05|1.0|1.0|0.55|1.0|0.0|1.0|0.0|0.0|0.0|0.0|4.26|-0.04963|626.32|-0.15055|-1879.554272|0.3083|0.02642856|-1879.527843|3.6436|-1879.406962|1057.58|0.7017100000000001|-0.20018|0.3083|471.04|5.4496|4.3094|0.7017100000000001|340.28|3.6436|340.28|-1879.350471|0.026|7.585
3q_a32|24.83582381|10.34903212|0.658616555|0.36960829|0.0|14.95193556|0.281643851|0.015522083|0.06935389|50.11470593|16.52595619|1.587563883|2.486288374|0.0|19.06700374|0.110858059|0.042458688|0.186064733|0.03898374|1.412500089|-6.555102753|1.853405147|0.0475948509999999|6.616243262|0|0.017113821|211.9325155|-0.004067833|32.17555181|4.834550001|0.0|13.78590978|21.95893118|0.0|0.177255888|31.10771788|145.8119159|1.129778666|0.27984052|1.079605332|3335.898591|-0.067604132|-0.027989085|41.73511731|0.018527744|-0.097961799|0.34156046|11.43581616|53.27315741|27.20679986|74.3682963|6.428518903|-60.46462749|3682.022137|0.856561949|92.62226328|6079.482066|524.6043311000001|-17.27560785|1181.720617|7.058489861|53.16288420000001|-1.371465184|11.93494358|0.46136998|6554.878449|0.84993799|139.06350680000003|391.9227787|618.9134881|516.4631734000001|2649.276311|0.15006201|-41.72706804|241.9051619|-37.3203761|-166.61896299999998|-10.6629646|-25.7550561|565.5167807|7.0|0.0|3.57|19.0|6.43|115.37|3.34|411.54|131.25|2.01e-05|28.0|1.33|4.72|0.3|1.0|4.88e-08|0.000508|1.0|-7.31|3.86|-6.35|1.24e-06|1.0|-5.91|0.0|4.0|0.00992|-4.62|3.47|2.4100000000000003e-05|1.0|1.0|0.55|1.0|0.0|1.0|0.0|0.0|0.0|0.0|5.15|-0.04968|666.16|-0.15001|-1920.066488|0.2897|0.02381444|-1920.042674|3.6236|-1919.883144|1136.46|0.70216|-0.19969|0.2897|549.78|5.2657|4.1362|0.70216|342.16|3.6236|342.16|-1919.821707|0.028|7.5528
3t_a32|19.93591408|8.245635102|0.643394411|0.305393893|0.0|14.95193556|0.281643851|0.016732873|0.069792494|50.11470593|22.30920114|1.548259707|2.483385735|0.0|19.18420663|0.111321643|0.043611818|0.186064733|0.03995614|1.385090455|-7.249183938|1.858405147|0.041483918|6.72188729|0|0.016359649|204.061474|0.056773659|32.17555181|4.831538567|0.0|13.7684744|21.95893118|0.0|0.17654904|29.12694979|143.8342162|1.141706392|0.28497711|1.172867144|2241.507646|-0.080203824|-0.026967947|97.01046154|0.014242899|-0.0974995|0.217914628|8.995863948|0.0|24.88485469|72.43498782|8.107111779|-61.58101978|6423.577552000001|0.929482453|108.2086749|5525.861115|523.3947687|-17.03304802|1081.5584279999998|5.681818647999999|59.65287508|-1.267493496|15.64252992|0.481726305|8402.503133|0.828676243|125.8703578|432.3164399|582.0730423|483.808022|2530.60497|0.171323757|-50.65701113|273.0525522|-38.89478416|-233.0294362|-10.75813179|-31.99514268|524.1484077|7.0|1.0|3.58|19.0|7.65|112.48|3.41|396.53|128.01|3.91e-06|27.0|1.74|5.42|0.3|1.0|9.86e-09|0.00013|1.0|-8.01|4.46|-5.81|3.28e-07|1.0|-6.48|0.0|4.0|0.00462|-4.93|4.09|1.16e-05|1.0|2.0|0.55|1.0|0.0|1.0|0.0|0.0|0.0|0.0|5.5|-0.05507|677.16|-0.14739|-1864.708995|0.2906|0.03020622|-1864.678788|3.5487|-1864.534478|1129.24|0.70286|-0.20246|0.2906|575.45|2.7003|1.2641|0.70286|349.38|3.5487|349.38|-1864.472646|0.009|8.0458
8a_a32|25.25270269|10.22619835|0.675202528|0.378748087|2.916417549|14.95193556|0.275855041|0.014805931|0.06837615|45.01719506|10.70155169|1.548291537|2.491958451|0.0|19.01544627|0.1092647519999999|0.0436006529999999|0.186064733|0.04008547|1.413614191|-6.895414627|1.832447167|0.0404202279999999|6.217499332|1|0.023062678|205.3733744|0.108004408|32.17555181|4.840336163|0.0|13.47764767|21.95893118|0.0|0.176213105|29.18891475|146.0578528|1.094737645|0.27790603|1.16212097|3312.822051|-0.083474428|-0.035678106|73.64907732|0.018321589|-0.109412858|0.221908108|11.48993376|66.81560596|29.86932167|79.73671389|7.420041446|-68.61558335|4448.86868|0.923166883|116.298071|5659.295213|510.8273411|-22.37464674|1045.424039|7.205629442999999|63.83886888|-1.641192863|14.26997798|0.480024324|7555.000298000001|0.814553726|98.68161299|469.7699436000001|557.1050635|468.0110622|2574.085885|0.185446274|-52.34893512|294.6046695|-43.03057598|-312.4144752|-14.03170956|-32.82934751|526.6909583|7.0|1.0|3.48|19.0|6.49|110.69|3.67|397.52|140.04|8.86e-06|27.0|1.37|4.65|0.26|2.0|2.23e-08|6.03e-05|1.0|-7.65|4.07|-5.76|1.5199999999999998e-07|1.0|-6.82|1.0|4.0|0.00406|-4.99|4.17|1.02e-05|1.0|2.0|0.55|1.0|1.0|1.0|0.0|0.0|0.0|0.0|4.98|-0.06166|667.29|-0.1445|-1880.767206|0.4315|0.03498398|-1880.732222|3562.0|-1880.595748|1110.23|0.70316|-0.2061599999999999|0.4315|566.07|7.6703|4.8933|0.70316|348.07|3562.0|348.07|-1880.536478|0.045|7.3468
