molecula|NaaNH|n9FaHRing|SaaNH|SRW09|BCUTs-1|SaasN|MATS2c|AATSC1c|AATSC1s|JGI4|SaaaC|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA5|PBF|FPSA3|PNSA5|PPSA3|TPSA_x|FNSA4|WPSA3|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomRadius|GRAV|WNSA2|FPSA5|DPSA1|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Veber filter|Num. of Rotatable bonds|Heavy atom count|Log Kp (cm/s)|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Lowest Unoccupied Molecular Orbital Energy|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|IC50|pIC50
12ay_a36|1|0|3.50559949|7.412764017000001|1.2970434|0.0|-0.05976542|-0.006733838|-0.043778345|0.043383838|0.0|0.003676818|0.012286423|10.9463292|-0.06756661|1|0.0045625|0.1689021819999999|-0.101854847|-0.169994208|-0.438622276|1|0.902377067|0.78699829|-0.111814717|0.833398429|0.857993338|0|0.829406408|-0.098945129|0.419950383|0.018016934|-64.13591431|11.67851857|110.578217|-0.035337546|7.569978132|-31.1973159|74.29343346|59.80790901|0.4530143439999999|2766.899844|537.618563|-1282.718286|3238.138932|-14.84739041|0.221835195|6.466730436000001|6204.216872999999|-831.4538627999999|0.015670425|-360.6110621|729.1873176|10.15751916|1.0|0.0|4.96|17.0|-7.34|2.5|69.2|2.45|1.0|0.0|0.0|5.0|31.0|-6.38|-4.6|0.0117|0.0102|3.41|0.0|-0.0526|-1311.576473|-1311.547668|674.33|339.12|0.6727|0.6914|-1311.282556|0.1464|6.2579|-0.2031599999999999|-1311.343228|18.0|7.7447
19l_a38|1|0|3.280796643|7.412764017000001|1.297043246|0.0|-0.086107169|-0.007360265|-0.10490608|0.04391253|0.0|-0.001197042|-0.02967593|10.94917392|-0.032264281|1|0.000347207|0.217841852|-0.091460175|-0.191751024|-0.4224000739999999|1|0.723755855|0.839953955|-0.053823023|0.89459881|0.700181525|0|0.799611189|-0.100870929|0.51306986|0.0219046379999999|-65.35669452|14.19254029|129.8367176|-0.037359603|9.195687319|-33.45088372|79.04689476|65.82033039|0.430111845|2921.048554|518.0872716|-1307.13389|2934.313773|-15.68376675|0.262589769|6.568874137999999|6705.993411|-846.9234048000001|0.021129331|-307.64756780000005|696.3887025|13.69020024|1.0|1.0|4.94|17.0|-7.28|3.09|81.23|2.75|2.0|0.0|0.0|6.0|32.0|-6.39|-4.72|0.0049|0.00807|3.55|0.0|-0.0603299999999999|-1409.5865199999998|-1409.557954|660.04|369.66|0.69413|0.7044|-1409.309206|0.0233|6.5627|-0.2001|-1409.37001|14.0|7.8633
AKLKII_a46|1|0|2.917217813|6.605297921|1.4316666480000002|0.0|-0.206312209|-0.003417504|-0.030657|0.0386379929999999|1.744747103|0.006821053|0.156485495|10.96959256|0.036226415|1|0.006731579|-0.015805561|-0.037291767|-0.066245471|-0.270506095|3|0.718266758|0.758995484|0.064690027|0.8264237520000001|0.687139108|1|0.837641394|-0.089369278|0.271156366|0.010384859|-42.37969553|4.924591245|76.99187522|-0.033194303|2.335284369|-16.15213359|49.76981906|38.98582025|0.47999819|2000.353437|397.2168972|-550.9360419|792.7439217|-7.464534402999999|0.2278604669999999|5.83938898|4110.764451|-261.2587041|0.015584114|-258.10190780000005|314.0966684|7.390123534|1.0|0.0|2.81|21.0|-7.21|3.39|67.35|1.18|0.0|0.0|0.0|2.0|22.0|-6.5|-3.58|166.0|0.0764|2.19|0.0|||||||||||||181.0|6.7423
8a_a31|1|0|3.28085223|7.765993078999999|0.610138387|0.0|-0.039027368|-0.015034136|-0.158899731|0.043817204|0.0|-0.013230176|-0.135144546|10.31170053|-0.01861065|2|-0.009293513|-0.258538098|-0.054025775|-0.094359203|-0.520051508|0|0.938325481|0.837862749|-0.030149254|0.895174844|0.883113019|0|0.594139864|-0.136459435|0.272259026|0.0375544779999999|-67.46619355|18.56711239|200.6591816|-0.0416959379999999|9.179668678|-29.89286568|82.32407724|79.02944672|0.4512945479999999|2128.209198|293.7455749|-742.1281291|1443.955093|-10.19199103|0.333562641|5.83708559|4538.505909|-366.9116769|0.030052065|-164.57484340000002|324.7430642|14.85788369|0.0|0.0|3.34|16.0|-5.33|2.54|114.29|0.36|0.0|0.0|0.0|3.0|22.0|-7.11|-3.11|0.0846|243.0|1.56|0.0|-0.02993|-1347.541429|-1347.507102|538.75|325.45|0.7027100000000001|0.7027100000000001|-1347.3959220000002|0.2604|3.7141|-0.18869|-1347.446223|0.79|6.1024
LY580276_a4|0|0|0.0|7.535296702|1.344599701|2.067497166|-0.156842923|-0.001543874|-0.020236527|0.044357639|0.0|0.010217376|-0.172607392|10.94681614|0.011772853|1|0.009622161|0.064209689|-0.019747846|-0.042912895|-0.191806286|1|0.5162208110000001|0.7921620090000001|0.019144144|0.847526918|0.518109998|0|0.8685269959999999|-0.071023484|0.243350596|0.008729943|-34.22831819|4.207217677|63.36073061|-0.028035586|2.027582675|-13.31233017|38.23432817|31.83019528|0.437093506|1948.220005|418.5688558|-513.4247728|1511.5340210000002|-6.511436537000001|0.152153004|5.456603642999999|4098.640927|-247.4345884|0.008312438|-335.2755182|345.4102548|4.0060099860000005|1.0|0.0|3.01|17.0|-6.56|4.43|30.71|3.13|0.0|0.0|0.0|2.0|22.0|-5.71|-4.21|0.0624|0.0181|3.35|0.0|-0.0225|-959.4958788|-959.4723321|519.23|276.03|0.36903|0.68002|-959.356125|0.1842|2.5355|-0.2099599999999999|-959.404416|175.0|6757.0
8_a1 (SB-202620)|1|0|3.296085365|6.86171134|1.4323973840000002|0.0|0.106916453|-0.013785521|-0.226277123|0.037578348|0.0|-0.012672753|-0.1402198369999999|10.94957568|0.037553634|1|-0.0106277489999999|-0.095271547|-0.019835038|-0.042643966|-0.612004804|1|0.674381582|0.743088715|0.063001656|0.805476065|0.658433571|0|0.648967503|-0.105271458|0.174628594|0.015526845|-59.72618401|8.809217494|199.1596945|-0.041081545|4.997944864|-37.88089785|70.8721358|75.57687443|0.4564697679999999|2431.842132|368.1943149|-955.6189441|1736.664204|-13.22376193|0.225760413|7.432247389|5170.286136|-542.1742393|0.019645498|-311.18185800000003|433.2550452|11.1459518|1.0|0.0|2.74|23.0|-8.02|5.06|78.87|2.78|2.0|0.0|0.0|4.0|27.0|-5.94|-4.7|0.0041|0.00713|3.6|0.0|-0.0736899999999999|-1223.279021|-1223.117248|586.27|364.11|0.7026600000000001|0.7026600000000001|-1222.9606720000002|0.5339|3.4563|-0.2105199999999999|-1223.014114|0.4|6.3979
12c_a5|1|0|2.977832018|6.605297921|1.236775191|0.0|-0.212798523|-0.002685954|0.020594766|0.0252713179999999|0.0|0.0054189009999999|-0.096073591|10.9455378|0.0072946769999999|1|0.00586291|-0.1386392109999999|-0.01261147|-0.020144382|-0.223631474|2|0.808899433|0.797601178|0.014673577|0.8446264459999999|0.782051277|0|0.841092921|-0.066083881|0.450827114|0.016374249|-43.47195613|10.77147171|104.5338363|-0.022421317|7.085796743|-30.6699685|59.40070647|57.39441476|0.4609383929999999|2697.345008|553.2961182|-825.9671665|2045.184304|-9.702606135|0.416414105|7.293547043999999|5877.765289|-543.3459436|0.024214085|-109.9706106|735.3048881|15.92875034|0.0|0.0|3.27|23.0|-9.31|4.32|75.72|1.57|1.0|0.0|0.0|6.0|31.0|-6.79|-4.33|0.0336|0.0191|2.84|0.0|-0.04565|-1316.542713|-1316.5202869999998|694.24|309.06|0.52074|0.6893600000000001|-1316.244961|105.0|3.0135|-0.21128|-1316.305277|47.0|7.3279
15_a15|0|0|0.0|0.0|1.435688991|0.0|-0.132759299|-0.006378587|-0.031457366|0.029814815|0.0|0.001806571|0.000676845|10.95980315|0.0020555079999999|0|0.003766915|-0.098862691|-0.173728081|-0.272482143|-0.3597407929999999|2|0.843715005|0.724319314|0.003774415|0.7725348679999999|0.796300317|0|0.8972060479999999|-0.091075463|0.7028760070000001|0.020649569|-60.51136736|13.71976186|68.29723829999999|-0.031405332|9.115534766|-27.31834743|73.99578515|54.83651811|0.435723718|3027.719888|596.1118717|-1210.227347|2868.890383|-13.86355301|0.297455822|6.673906339|7039.747576999999|-804.0860746000001|0.0202953539999999|-269.1443943|830.7967967000001|13.48441779|1.0|1.0|4.04|24.0|-8.9|6.69|59.51|2.52|2.0|0.0|0.0|6.0|34.0|-5.26|-6.1|0.000214|0.000357|5.32|0.0|-0.03786|-1450.7538470000002|-1450.725355|700.82|480.19|0.67524|0.70572|-1450.398033|0.0066|1.6365|-0.1475|-1450.462493|109.0|6.9626
1i_a5|1|0|2.843224727|6.605297921|1.219028472|0.0|-0.145964178|-0.006494891|-0.31059482|0.0253888889999999|0.0|-0.0012491689999999|-0.174016111|10.94550053|-0.003198529|1|-0.000700145|0.059972925|0.001493879|0.004923698|-0.403861432|2|0.525406088|0.780175595|-0.00496377|0.8436458929999999|0.513260607|0|0.8876055620000001|-0.084018635|0.4729402929999999|0.008291428|-46.82694838|4.621144795|62.64191946|-0.03570792|2.575548983|-28.32266298|57.78921354|55.43870932|0.4697279689999999|2482.831286|494.6981114|-796.0581225|942.1618767|-11.09187646|0.240540403|7.314842247|5432.586961|-443.6750585|0.0196689|-289.21443910000005|403.396385|10.96226516|1.0|0.0|2.83|23.0|-8.88|6.37|54.46|2.73|2.0|0.0|0.0|4.0|27.0|-5.73|-4.97|0.00589|0.00396|3.95|0.0|-0.05729|-1288.356212|-1288.322373|569.42|283.08|0.4571199999999999|0.50107|-1288.210207|0.0207|2.6336|-0.23674|-1288.264271|24.0|7.6198
47a_a18|0|0|0.0|7.03438793|0.403918489|0.0|0.018016478|-0.006027559|-0.18843247|0.033641026|0.0|-0.005483379|-0.025401815|10.35082811|0.052572636|0|-0.000633273|0.066507683|-0.232940071|-0.358939392|-0.369841706|0|0.842412605|0.766261502|0.089156939|0.7991211029999999|0.792293789|0|0.778790861|-0.099310031|0.371382587|0.014124484|-81.42570819|11.58086543|181.3725215|-0.036234741|9.49531639|-55.70051708|93.5899242|79.51543089|0.483193636|3612.105567|638.5417107999999|-2198.494121|2250.179086|-24.3591435|0.2063806289999999|10.20255289|8405.670404|-1802.576619|0.014835962|-481.4854016|1225.939287|12.16421601|1.0|1.0|4.97|18.0|-8.27|3.35|123.06|1.85|3.0|1.0|1.0|12.0|39.0|-6.49|-5.58|9.9e-05|0.00143|4.44|1.0|-0.05191|-2098.807018|-2098.773074|874.47|388.09|0.69508|0.69508|2098.280307|0.6094|2.6271|-0.18291|-2098.359766|1.0|9.0
8e_a8|1|0|3.01599663|7.05012252|1.394799502|1.311619189|-0.018155171|-0.010579355|-0.205927741|0.0427891159999999|0.0|-0.005310149|-0.102167262|10.94332438|-0.051339286|1|-0.004224671|-0.0015448089999999|0.090898585|0.183313231|-0.475941912|0|0.650073857|0.7233950809999999|-0.079493088|0.7742101929999999|0.636205913|0|0.661490276|-0.105450888|0.280304418|0.0211004739999999|-64.32539698|12.87136047|206.4920729|-0.04393787|7.851573274|-43.00500847|75.57562034|83.37098475|0.483244415|2692.975753|403.5112981|-1286.50794|2080.07805|-16.34946208|0.196692764|7.50719734|6095.6213210000005|-784.77418|0.0184428869999999|-370.0368722|561.882658|11.25022336|0.0|1.0|3.2|23.0|-7.78|4.17|90.11|3.4|2.0|0.0|0.0|5.0|30.0|-6.14|-4.9|0.00215|0.00504|3.69|0.0|-0.06253|-1376.957298|-1376.924308|639.38|378.73|0.50055|0.7013|-1376.708067|0.1671|6.1505|-0.19972|-1376.766245|19.89|4.7014
16_a31|1|0|3.096824452|7.758333467000001|0.61013894|0.0|0.152128735|-0.020181753|-0.186617888|0.042528736|0.0|-0.017017891|-0.00795845|10.31170095|0.06214876|2|-0.0125582419999999|-0.0897217219999999|-0.053194463|-0.09530799|-0.60894688|0|0.951830892|0.8318419909999999|0.0980869569999999|0.8948140790000001|0.8944757390000001|0|0.546450126|-0.150315165|0.29485045|0.0374314139999999|-70.82239128|17.63615984|213.694252|-0.050105055|8.309441139|-31.54036284|83.86629191|84.57819254|0.427771627|2071.962924|257.4650715|-779.0463041|1212.615438|-11.12287666|0.26919564|5.521618837|4387.049328|-367.0549296|0.027684692|-217.4912527|280.39844320000003|13.04390063|0.0|0.0|3.2|16.0|-4.94|2.83|114.29|0.78|0.0|0.0|0.0|2.0|21.0|-6.48|-3.6|0.0131|0.0762|2.32|0.0|-0.0318899999999999|-1308.242314|-1308.202828|503.18|338.79|0.70108|0.70108|-1308.113026|0.2534|3.7419|-0.1842|-1308.161433|0.09|7.0458
28_a47|0|1|0.0|6.842683282|1.4201653580000002|1.408016295|-0.053792245|-0.009689834|-0.23494583|0.038387534|1.121067445|-0.013020816|-0.00496711|10.95058275|0.0467853809999999|1|-0.010153352|0.06536499|-0.046265509|-0.126992366|-0.435485503|2|0.635684951|0.832144916|0.074217097|0.896193695|0.614975047|1|0.605349345|-0.106779291|0.310094808|0.026080156|-63.47150284|15.50250691|234.5873429|-0.038135461|9.214964819|-40.02656804|82.27079846|82.83994768|0.472690874|2616.1598940000003|359.8303775|-952.0725426|1337.037733|-13.47449501|0.34774073|7.864990866|5633.990508|-565.9287905|0.031626405|-181.0112167|428.5826478|18.79929562|0.0|1.0|3.08|21.0|-6.92|3.84|98.72|1.67|1.0|0.0|0.0|5.0|28.0|-7.22|-3.66|0.0816|0.0824|1.97|0.0|-0.05471|-1335.759232|-1335.722248|599.88|337.37|0.69002|0.69002|-1335.571655|0.2996|6.0847|-0.2052|-1335.6279869999998|25.0|7.6
14b_a50|0|1|0.0|7.934155233999999|1.267593742|4.240438135|-0.092558007|-0.003935732|0.0228205129999999|0.030219907|2.115127752|0.010215823|0.037777505|10.94501788|-0.041169251|2|0.011249462|-0.106938404|-0.1786649189999999|-0.280243276|-0.306633966|1|0.74726683|0.7887047979999999|-0.076752616|0.831689551|0.71456262|1|0.904076348|-0.076674952|0.7031402240000001|0.022423099|-50.27694576|14.70317076|62.89861413|-0.025558317|9.64109526|-21.65397937|64.58491917|47.72661339|0.445384689|2967.872393|592.81677|-1005.538915|2984.248708|-10.98912227|0.362718946|6.3538844910000005|6737.145102|-659.347336|0.021820402|-180.03459850000002|825.4425942|14.30797341|1.0|1.0|4.64|20.0|-6.86|4.81|66.99|2.32|2.0|0.0|0.0|7.0|33.0|-6.5|-4.78|0.0111|0.0074099999999999|3.51|0.0|-0.02486|-1431.068494|-1431.037684|718.64|304.07|0.55594|0.64303|-1430.72987|0.1373|5.3711|-0.1936|-1430.7933859999998|6.58|5.1818
9_a27|1|0|2.627701427|6.842683282|1.391067068|1.830911754|0.164227115|-0.0073742819999999|-0.050617284|0.042847222|1.233610009|0.00611794|-0.051160217|10.93740461|-0.0447599329999999|1|0.00651856|-0.2559122789999999|-0.101933162|-0.171520296|-0.541535578|2|0.677253824|0.8214321609999999|-0.071974951|0.8806964490000001|0.654138816|1|0.7988644709999999|-0.088404481|0.36853691|0.019589991|-45.58003501|10.10030794|103.702486|-0.033677898|5.20756849|-20.80651808|53.0685473|50.45546414|0.466349763|2256.4955670000004|411.8826346|-729.2805601|1463.168883|-8.952528705|0.210719846|5.03925321|4962.727436|-376.0062056|0.014524299|-298.297086|424.8821143|7.488512291|1.0|1.0|3.12|21.0|-7.06|3.04|76.46|2.66|0.0|0.0|0.0|3.0|25.0|-6.33|-4.08|0.0287|0.0274|2.8|0.0|-0.0471|-1083.143348|-1083.118736|549.64|297.52|0.35593|0.59444|-1082.965434|134.0|2.7456|-0.2187|-1083.017359|2.0|8699.0
17_a3|0|0|0.0|6.823286122000001|0.605019885|0.0|0.188373421|-0.009450704|-0.118246266|0.047430556|1.709081227|-0.007540435|-0.041723219|10.31163036|-0.0510707059999999|1|-0.006696449|-0.027542873|0.020589494|0.036673175|-0.633373061|2|0.881253042|0.767641592|-0.085686119|0.838125715|0.773152968|1|0.803075623|-0.096067661|0.225087454|0.010321361|-48.88298017|5.251911643|100.2028184|-0.039557272|2.672377884|-25.54439812|55.39769571|55.45324083|0.4383349039999999|2196.728425|408.6362608|-684.3617224|1667.279771|-10.24205849|0.159937821|6.2477303310000005|4839.543958|-348.2299886|0.012803096|-346.0738521|353.7528308|6.514715538|1.0|1.0|3.13|21.0|-7.48|4.66|92.93|2.37|1.0|0.0|0.0|2.0|23.0|-5.61|-4.93|1.0|0.00399|3.88|0.0|-0.0720399999999999|-1731.75233|-1731.72355|537.32|386.22|0.69481|0.69481|-1731.6147670000005|0.4062|3.8077|-0.20359|-1731.663157|23.0|7.6383
33_a47|0|1|0.0|6.823286122000001|1.409403453|1.758479676|-0.229935275|-0.004263267|-0.085712613|0.034691358|1.688794654|0.002212256|-0.033554816|10.98214099|0.0741098479999999|1|0.003634698|-0.26447859|-0.147591116|-0.338113214|-0.270498605|3|0.63155995|0.82821379|0.1186944519999999|0.8913954909999999|0.607650682|1|0.8197001309999999|-0.083739854|0.404334141|0.022346992|-44.81989209|11.96072985|96.50148984|-0.0272154529999999|6.401714296000001|-17.2112484|60.65229445|44.11759955|0.4607629339999999|2311.28828|438.726241|-582.6585971|787.797733|-7.79637597|0.42318652|6.979305126|4889.09585|-311.85503880000005|0.029580684|-82.22540944|388.178924|15.83240237|0.0|1.0|3.08|21.0|-7.08|4.04|68.52|1.52|0.0|0.0|0.0|3.0|25.0|-6.78|-3.72|183.0|0.0643|2.19|0.0|-0.05462|-1123.16428|-1123.135036|566.29|296.13|0.67508|0.67508|-1122.992964|0.2566|4.5647|-0.21447|-1123.04547|4.0|8.4
18c_a25|0|0|0.0|6.842683282|1.193723817|1.959418462|-0.087958541|-0.002704524|-0.008080236|0.043274232|2.069766482|0.007804726|-0.038865826|10.31285373|0.006360768|1|0.007488918|0.01222181|-0.038006869|-0.064145547|-0.282103688|2|0.7644072209999999|0.748718056|0.0114970419999999|0.8005589320000001|0.7357918440000001|1|0.94801724|-0.0719340379999999|0.385593349|0.009585904|-47.27625541|6.300016824|34.1639413|-0.026975264|4.140476673999999|-21.00757374|56.83666555|38.26446885|0.484730247|2917.369488|623.0528232|-992.8013635|2095.730631|-11.65153036|0.2520795489999999|7.553051762000001|6736.25597|-652.4856999|0.014546814|-325.8749539|831.3429628|9.560410146|1.0|1.0|3.58|27.0|-10.17|6.11|87.72|3.08|2.0|1.0|0.0|7.0|33.0|-5.85|-5.6|0.000398|0.00113|4.49|0.0|-0.0622|-1714.597797|-1714.5777670000002|698.86|371.26|0.31993|0.70516|-1714.280779|0.0041|6.1775|-0.19532|-1714.342386|88.0|7.0555
17a_a10|0|0|0.0|7.535296702|1.3438501040000002|2.118111229|-0.218519541|-0.004333189|0.021150127|0.036545455|1.863045777|0.009206558|-0.093735748|10.92970797|0.031632653|1|0.01029375|-0.132166258|-0.225935253|-0.360142554|-0.275154041|2|0.7019075779999999|0.76281504|0.054069767|0.8044827790000001|0.673253555|1|0.8538249840000001|-0.082689376|0.463842217|0.020088947|-58.46202420000001|14.20303963|103.34686|-0.023625536|10.04165819|-27.70403316|76.48633670000001|53.38795048|0.4918223679999999|3154.628148|603.6608262999999|-1052.3164359999998|1855.293376|-11.80945728|0.4352739579999999|8.621193279|7078.918870999999|-743.9958084|0.0254938|-91.52361858|911.2106544|18.02431251|0.0|1.0|3.8|21.0|-7.32|2.5|76.38|1.29|1.0|0.0|0.0|6.0|35.0|-7.43|-4.32|0.0986|0.0222|2.43|0.0|-0.04641|-1524.557372|-1524.52012|767.6|310.84|0.32889|0.67671|-1524.187115|0.0867|4.1012|-0.21203|-1524.252023|49.0|7.3098
12x_a30|0|0|0.0|7.412764017000001|0.604984021|0.0|0.044575215|-0.006008579|-0.0335688279999999|0.043383838|0.0|0.00604028|0.027312213|10.31162819|-0.1066694919999999|1|0.006346396|-0.104089964|-0.053700437|-0.0922059569999999|-0.458718546|1|0.842068099|0.782514704|-0.1759406839999999|0.829606585|0.803183654|0|0.848844277|-0.091725339|0.398925866|0.014757946|-60.57208434|9.745611551|99.81775209|-0.035022402|6.435648079|-31.35848986|68.52587215|57.2323071|0.4490846539999999|2845.417984|560.5459455|-1272.013771|2374.777496|-15.27257668|0.175325029|7.794822643|6359.545311|-839.9917174000001|0.012044556|-428.8071293|754.3941655|7.953787804|1.0|1.0|4.86|17.0|-7.38|3.23|81.65|3.25|2.0|0.0|0.0|5.0|31.0|-5.64|-5.46|0.00039|0.00148|4.6|0.0|-0.05093|-1654.40976|-1654.3784|703.75|355.95|0.68589|0.68589|-1654.1207|0.1517|4.3702|-0.19876|-1654.183467|22.0|7.6556
19a_a22|0|0|0.0|6.842683282|1.422917238|1.572240489|-0.000989685|-0.009145283|-0.144269652|0.0389622639999999|1.545757986|-0.002607064|-0.011513343|10.9464374|0.016501913|1|-0.001355145|-0.03516233|-0.035723406|-0.0611158559999999|-0.496053375|2|0.72808001|0.777600172|0.0271939039999999|0.834033833|0.699744887|1|0.744354735|-0.09370213|0.51561501|0.024839714|-69.91748544|18.53458775|190.7541925|-0.035138299|13.82990734|-50.18975739|89.23486638|85.79797858|0.4347718229999999|3167.140147|555.4133255|-1468.267194|2607.322873|-19.56380872|0.315293811|8.648671382|7095.27723|-1095.573288|0.025888799|-275.6435167|781.8210659|19.31738094|1.0|1.0|3.61|27.0|-8.76|3.41|128.68|0.98|1.0|0.0|0.0|7.0|35.0|-7.67|-4.11|0.0193|0.0356|2.05|0.0|-0.06398|-1537.071348|-1537.0241640000002|740.07|346.24|0.34556|0.66605|-1536.756515|0.0623|4.5288|-0.21478|-1536.823574|48.0|7.3188
1e_a5|1|0|2.953259375|6.605297921|1.427503886|0.0|-0.260066152|-0.001975193|-0.009075016|0.027873016|0.0|0.008031558|-0.1197834419999999|10.94440038|-0.040441176|1|0.007357977|-0.133677441|0.034752304|0.0578378779999999|-0.201027861|2|0.71274658|0.771487328|-0.075239398|0.834250802|0.6977404359999999|0|0.8805795|-0.069725333|0.373935381|0.008587563|-36.22202792|4.461204261000001|62.03846573|-0.0278901329999999|2.317577542|-18.33860051|44.38364879|39.76196174|0.482579989|2107.092939|457.4574833|-579.5524467|827.4861275000001|-7.526878708|0.2526063739999999|6.41473183|4342.827698|-301.0751483|0.0157106539999999|-257.0399733|409.0289917|8.161620868|1.0|0.0|2.83|23.0|-8.41|4.51|54.46|2.13|0.0|0.0|0.0|3.0|24.0|-5.77|-4.45|0.0174|0.0111|3.43|0.0|-0.04186|-990.6320386|-990.6006645|560.58|279.92|0.56258|0.51802|-990.471803|0.1355|1916.0|-0.22291|-990.522307|191.0|6719.0
4n_a46|0|0|0.0|7.825245291|1.13463699|2.093595994|-0.061148449|-0.004696854|-0.036492128|0.045335917|0.0|0.004988019|-0.144852516|10.94021058|-0.064683066|1|0.0042595609999999|-0.349865095|0.070558373|0.109017734|-0.369211845|0|0.741742667|0.722331115|-0.088858764|0.7681452190000001|0.7427183759999999|0|0.903145407|-0.085838139|0.371438024|0.008424451|-47.16810275|4.629240193|53.22165035|-0.031047837|2.543769935|-31.21601103|51.4039205|61.43721285|0.428896538|2195.786424|496.2788787|-801.8577467|2116.313581|-9.374920341|0.136796337|5.666371466|4955.374473|-440.621256|0.0077084869999999|-399.1612105|525.8291956999999|4.235817757|1.0|1.0|3.75|17.0|-6.67|4.94|61.84|2.99|1.0|0.0|0.0|2.0|26.0|-5.26|-5.1|0.00129|0.00273|4.41|0.0|-0.04044|-1090.343872|-1090.302556|578.83|313.65|0.41625|0.7025|-1090.098769|0.0711|6.2318|-0.20685|-1090.151267|5194.0|5.2845
19e_a38|1|0|3.376977671|7.412764017000001|1.297043576|0.0|-0.082311936|-0.007550899|-0.10490608|0.04508642|0.0|-0.001197042|-0.104569193|10.94917392|-0.038386106|1|0.000347207|0.045449529|-0.091460175|-0.191751024|-0.436305701|1|0.723755855|0.839953955|-0.064035403|0.89459881|0.700181525|0|0.776562593|-0.10214405|0.552393659|0.02118651|-68.82539051|14.27562164|150.553721|-0.03783113|9.619015829|-37.96637911|82.37885703|70.62168376|0.4655978389999999|2920.436229|523.2534216|-1376.50781|3426.997928|-17.17594064|0.250809026|6.596408983|6531.762734|-927.5007945|0.020114756|-335.8133169|696.3887025|13.55346651|1.0|1.0|4.96|17.0|-7.28|3.09|81.23|2.75|2.0|0.0|0.0|6.0|32.0|-6.39|-4.72|0.0049|0.00807|3.55|0.0|-0.05139|-1409.582478|-1409.547647|685.34|321.31|0.41961|0.58509|-1409.315831|0.3738|5.8426|-0.20723|-1409.37733|0.01|8.0083
3a_a32|1|1|3.226454082|7.678326357|0.6094208210000001|0.0|-0.0505635059999999|-0.007588088|-0.045659995|0.03382716|2.211368234|-0.002794182|0.102212031|10.31100283|0.125185185|3|-0.001223394|-0.028290955|-0.079652285|-0.1568626659999999|-0.491457345|0|0.84134255|0.844272053|0.215012723|0.921812162|0.7757299320000001|1|0.817070968|-0.0970820759999999|0.30031978|0.0224684379999999|-44.92473442|10.39727075|84.65041685|-0.032360692|4.811337463|-17.261046399999998|55.87310101|47.69828617|0.461044711|2028.93875|378.0996237|-449.2473442|812.930125|-6.929640892|0.327690097|5.755284924|4249.04624|-207.8892268|0.0236593529999999|-159.4728294|278.73805810000005|10.9483666|0.0|1.0|2.96|19.0|-6.12|4.12|110.94|1.19|0.0|0.0|0.0|2.0|20.0|-5.77|-4.35|0.00144|0.0134|3.31|0.0|-0.0558|-1554.796165|-1554.768725|492.91|341.48|0.70229|0.70229|-1554.7020630000002|0.2719|3.6178|-0.20638|-1554.748543|3.0|8.5686
1j_a5|1|0|2.9426852410000004|6.605297921|1.427567371|0.0|-0.2031633169999999|-0.003981454|-0.010620031|0.025987654|0.0|0.00683534|-0.07622096|10.9487794|-0.032333695|1|0.006957291|-0.190920568|-0.010807075|-0.0178558139999999|-0.2470489089999999|2|0.74740095|0.7862755770000001|-0.0614852279999999|0.848473695|0.717355058|0|0.847163872|-0.074505844|0.35883584|0.019690225|-40.01980349|10.57633738|82.09385267|-0.027258236|5.680936139|-21.29338752|54.3827755|50.21875634|0.469085779|2242.805131|455.0425806|-600.2970524|847.5275797|-7.86442482|0.383510433|7.328149934|4618.562904|-322.4414176|0.026739895|-125.1415813|422.96706330000006|14.36297201|1.0|1.0|2.76|23.0|-8.14|4.21|63.69|1.57|0.0|0.0|0.0|4.0|25.0|-6.15|-4.2|0.0304|0.0206|3.03|0.0|-0.03832|-1065.849941|-1065.817476|572.47|300.89|0.66182|0.6449|-1065.671975|0.1644|2.2503|-0.20645|-1065.723417|24.0|7.6198
