molecula|SddssS|NaaNH|n9FaRing|SaaNH|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|SRW07|AATSC1s|n6HRing|JGI4|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|nFaHRing|RASA|FNSA5|PBF|FPSA3|PNSA3|RNCS|TPSA_x|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|MOMI-Z|FPSA1|GeomRadius|GeomShapeIndex|PPSA1|WNSA2|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Brenk|Molar refractivity|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Egan filter|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Total Energy (water) (Hartree)|Volume|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|IC50|pIC50
3i_a32|0.0|1|1|2.417426304|7.78113851|0|0|0.6094207970000001|0.0|-0.157360524|5.733341277|-0.363243817|0|0.05052381|1.711001131|-0.4449120629999999|-0.0131506889999999|-0.26785886|10.3110028|0.022524712|-0.0106761939999999|-0.8373173840000001|-0.054335108|-0.212967423|-0.537667101|0|0.565740817|0.833699527|-0.337053202|0.030060554|1|0.893827987|-0.1132851459999999|0.259644227|0.015296821|-49.17963359|60.99385995|55.97682661|-0.044627482|-31.48976464|4.252042736|0.201037767|0.77072347|71.27609889|-23.52884474|57.24454122|0.422644726|471.2508776000001|2141.3084710000003|0.22927653|5.826629089|0.732035793|120.8809386|-409.3669403|1.0|0.0|1.0|1.0|1.0|3.1|-6.96|6.76|6.29|2.09|0.0|88.28|3.0|-6.27|24.0|-5.53|1.0|4.37|-5.16|5.37e-07|0.000197|6.85e-06|4.23|4.01e-05|-0.06518|3.38|-1891.833327|876.0|0.4765|418.24|0.70322|0.70322|0.4765|2494.0|-0.21278|-1891.790935|6.0|8.2366
24_a47|0.0|0|1|0.0|6.86171134|0|0|1.304328602|1.225600378|0.0453435129999999|4.727387819|-0.1160443999999999|2|0.039520202|1.081401467|-0.484848181|-0.0060410169999999|-0.063708635|10.95005721|0.071506228|-0.004514441|0.056234624|-0.111494046|-0.2494728939999999|-0.540463145|2|0.662080166|0.812650394|-0.005097239|0.113432542|1|0.7839491009999999|-0.090995097|0.214985826|0.021522987|-42.71324947|41.72753688|121.5922303|-0.032498249|-28.82156035|6.81713713|47.170683|0.611603578|69.27912772|-18.28983173|54.82626523|0.479188295|441.2021442|1239.381181|0.388396422|7.024694045|0.920079732|218.5873217|-432.3234052|0.0|1.0|1.0|1.0|2.0|3.14|-7.63|2.78|4.64|2.86|0.0|104.73|5.0|-4.61|28.0|-6.48|0.0|3.31|-4.52|2.46e-05|0.00975|3.05e-05|3.16|9.22e-06|-0.06517|4.46|-1696.105723|1002.04|0.2618|450.98|0.6835|0.6835|0.2618|2.6517|-0.2285|-1695.98597|3.0|8.5
19j_a38|0.0|1|0|3.235947106|7.412764017000001|2|2|1.29704352|0.0|-0.089207643|5.351858133|-0.04575843|2|0.04391253|0.0|-0.438688445|-0.004442319|0.003554228|10.95429182|-0.036248822|-0.002443797|0.23209815|-0.09493054|-0.20848518|-0.42133715|1|0.7163622890000001|0.846765471|-0.001131945|-0.060360554|0|0.8071763829999999|-0.108006563|0.625966089|0.0250587|-57.80349365|131.29876370000002|131.9851314|-0.038119963|-50.60340201|11.74054073|29.18585028|0.714369845|90.05233553|-26.09259418|74.95583121|0.408533267|552.5012068|3109.238056|0.285630155|7.506210369|0.6907121629999999|195.5099392|-910.8612362|1.0|0.0|1.0|1.0|3.0|4.81|-6.92|3.17|2.42|1.76|0.0|130.41|5.0|-4.35|32.0|-7.13|0.0|2.44|-4.12|4.46e-05|19.0|7.55e-05|2.5|5.14e-05|-0.06447|3.23|-1424.426858|1163.3|354.0|533.97|0.30419|0.69435|0.2625|10.8124|-0.21629|-1424.24494|8.0|8.1146
12i_a36|0.0|1|0|3.27619957|7.412764017000001|2|2|1.2401347459999998|0.0|0.043792895|5.351858133|-0.29543904|2|0.0438779959999999|0.0|-0.929568494|-0.011700732|0.128325344|10.96020192|-0.009876543|-0.007897954|0.135587069|-0.1187503719999999|-0.3344729369999999|-0.608318386|1|0.647732719|0.820041835|0.141564781|-0.01509434|0|0.830964232|-0.117424873|0.332782117|0.01973953|-54.81607619|108.3973956|108.9148111|-0.045665229|-48.75024044|8.195085212|0.52902639|0.7691298590000001|90.11282843|-29.42347522|67.53484704|0.460246812|535.4151566|2351.232652|0.230870141|7.549683919|0.8526986440000001|148.7565508|-1023.755049|1.0|0.0|1.0|0.0|2.0|4.8|-7.14|3.31|4.04|2.04|0.0|130.43|7.0|-5.2|34.0|-6.4|0.0|2.65|-5.07|6.26e-06|0.00291|8.6e-06|3.86|3.37e-05|-0.05065|4.86|-1645.2030949999998|1172.5|0.5402|504.47|0.34255|0.70134|0.1516|5.1836|-0.20475|-1645.017702|12.0|7.9208
5_a18 (BIBF0775)|0.0|0|0|0.0|7.03438793|2|2|1.251175715|0.0|0.0160123|4.844187086|-0.015946718|1|0.035478927|0.0|-0.391512249|0.002526619|0.0002403959999999|10.94702058|-0.022817602|0.0036739159999999|-0.054916741|-0.144352593|-0.216531385|-0.453086741|0|0.7140745620000001|0.7395978390000001|-0.001626287|-0.040022105|0|0.8432358679999999|-0.078246932|0.420002762|0.008501088|-52.09190866|10.36586529|118.3671077|-0.029755876|-44.61038661|4.846666751|50.25564119|0.8159410579999999|67.25977848|-22.46761997|58.5107823|0.483962172|636.6978809999999|1645.395714|0.184058942|9.798677372|0.937842434|138.97646310000002|-1204.480438|0.0|1.0|0.0|1.0|2.0|4.42|-9.21|4.09|3.69|3.52|1.0|155.95|8.0|-6.07|37.0|-5.96|0.0|3.2|-5.72|8.590000000000001e-07|0.000425|1.91e-06|4.73|3.06e-07|-0.04938|8.45|-1572.313227|1446.02|0.4825|691.68|0.69298|0.69298|0.4825|2.3389|-0.18092|-1571.914419|34.0|7.4685
7_a1|0.0|0|0|0.0|7.860570786|2|2|1.348826331|2.307091837|-0.055291895|5.777652323|0.001018628|1|0.035718954|0.0|-0.421687222|0.0021597079999999|-0.07233584|10.9513015|-0.024096172|0.004950534|-0.077833285|-0.245732751|-0.391298966|-0.441054548|1|0.7795049279999999|0.801577133|-0.048198584|-0.042175602|0|0.710959153|-0.098295453|0.289201649|0.035937867|-40.16416679|111.9204437|139.2595474|-0.031040669|-22.81733634|8.342261787|404.7836105|0.603382856|61.72628137|-14.95535873|57.47898976|0.452829665|342.53930230000003|1466.924404|0.396617144|5.07667644|0.827584457|191.0896839|-273.8080361|0.0|1.0|0.0|1.0|0.0|3.09|-5.64|3.43|3.29|1.6|0.0|85.88|2.0|-3.16|23.0|-6.4|0.0|2.72|-3.71|0.000696|213.0|0.000195|2.48|0.000698|-0.02433|2.76|-1009.509475|864.85|0.2961|365.53|0.69902|0.69902|0.2961|4575.0|-0.19167|-1009.398029|0.46|6.3372
14x_a23|0.0|0|1|0.0|7.423568444|0|0|1.197963189|3.101221922|0.0944818319999999|5.351858133|-0.111315218|2|0.04314059|0.6753138120000001|-0.335030301|0.003379755|-0.075184011|10.31321817|-0.0229244|0.003906274|0.160327487|-0.073958723|-0.206574435|-0.443633823|2|0.5788469970000001|0.802520527|-0.035031888|-0.035965909|1|0.7768288609999999|-0.084244058|0.229141189|0.022095943|-46.97594633|42.44114495|147.90081730000003|-0.034056109|-37.00022522|9.704599953|87.28077098|0.722211323|70.40248829|-22.56979253|61.61945314|0.468120981|514.8229467|2382.851643|0.277788677|7.777802167999999|0.880126802|184.0971574|-703.0042792|0.0|0.0|1.0|0.0|1.0|3.42|-7.93|4.2|5.14|3.78|1.0|120.2|5.0|-5.68|32.0|-6.35|0.0|4.06|-5.27|2.09e-06|0.0009369999999999|5.41e-06|3.78|5.23e-06|-0.08216|3.97|-1828.393372|1149.42|0.3184|537.48|0.6757|0.62836|0.3057|5.7933|-0.23475|-1828.228912|3.0|8.4949
7_a15|0.0|0|0|0.0|0.0|0|0|1.419941457|0.0|-0.2269896539999999|0.0|-0.038088878|1|0.035075075|0.0|-0.494898891|-0.0013239329999999|0.038636783|10.95880715|0.0019353679999999|0.002150323|0.213947987|-0.211522056|-0.310081401|-0.335491052|1|0.857287135|0.70084115|0.154068618|0.00364345|0|0.841400327|-0.110819329|0.403524276|0.036600739|-41.29775265|103.8062879|88.02694557|-0.026500274|-34.13832456|11.27499976|56.30310755|0.448664402|85.26222186|-14.70834175|61.6121151|0.396557391|466.9990754|1624.468817|0.551335598|6.01738192|0.657158418|306.0056033|-375.5215702|1.0|1.0|1.0|1.0|1.0|3.16|-7.19|3.38|4.64|1.74|0.0|99.77|7.0|-4.83|26.0|-5.72|0.0|3.35|-4.49|1.46e-05|0.00516|3.2e-05|3.84|2.26e-05|-0.0284899999999999|2.78|-1184.385377|1000.95|0.3463|499.86|0.64652|0.70497|0.0169|1.1115|-0.18454|-1184.224637|227.0|6644.0
13i_a6|0.0|1|0|3.399318783|7.412764017000001|1|1|1.430639411|0.0|0.0359494989999999|5.351858133|-0.154502515|1|0.042560386|0.0|-0.852681372|-0.011017781|0.034304189|10.95129557|-0.032549318|-0.007703306|0.057038772|-0.045418125|-0.073507141|-0.560601136|1|0.8744720490000001|0.7771558909999999|0.145878803|-0.054229558|0|0.624046118|-0.129526268|0.221116773|0.031178586|-80.75190740000001|181.1128483|252.0312146|-0.046433945|-58.20996912|14.01186473|116.5456632|0.783597763|100.2320567|-31.12829557|101.6533459|0.429711323|418.3467934|2880.134143|0.216402237|8.294136887|0.753497905|145.07130039999998|-1105.989413|1.0|1.0|1.0|1.0|3.0|3.59|-8.5|4.16|3.54|1.18|0.0|120.17|6.0|-5.03|32.0|-6.81|0.0|2.91|-4.48|9.32e-06|0.00398|3.28e-05|2.95|1.36e-06|-0.0481399999999999|4.94|-1426.549926|1196.21|0.2903|553.67|0.7004600000000001|0.70517|19.0|7.8342|-0.19454|-1426.332492|21.0|7.6778
1e_a5|0.0|1|0|2.953259375|6.605297921|0|0|1.427503886|0.0|-0.260066152|4.59511985|-0.009075016|2|0.027873016|0.0|-0.084933308|0.008031558|-0.1197834419999999|10.94440038|-0.040441176|0.007357977|-0.133677441|0.034752304|0.0578378779999999|-0.201027861|2|0.71274658|0.771487328|0.045376705|-0.075239398|0|0.8805795|-0.069725333|0.373935381|0.008587563|-35.30075748|159.537038|62.03846573|-0.0278901329999999|-18.81719677|2.317577542|0.0|0.7473936259999999|44.38364879|-14.48881117|39.76196174|0.482579989|457.4574833|827.4861275000001|0.2526063739999999|6.41473183|0.932665879|131.2279879|-301.0751483|1.0|1.0|0.0|1.0|1.0|2.83|-8.41|4.99|4.51|2.13|0.0|95.45|3.0|-4.25|24.0|-5.77|0.0|3.44|-4.45|5.5700000000000005e-05|0.0174|3.5600000000000005e-05|3.43|1.21e-06|-0.04186|3.17|-990.6320386|935.47|0.5156|427.87|0.56258|0.51802|0.1355|1916.0|-0.22291|-990.522307|191.0|6719.0
12p_a30|0.0|0|0|0.0|7.412764017000001|2|2|0.604984421|0.0|0.038440292|5.351858133|-0.031328052|2|0.040899471|0.0|-0.3550576729999999|0.005613018|0.000321545|10.31162861|-0.128484994|0.005965451|-0.109773594|-0.053644471|-0.09353607|-0.456474815|1|0.8414737059999999|0.7867133140000001|-0.051402518|-0.2210072669999999|0|0.843381594|-0.094870978|0.371591982|0.015107947|-47.54197452|75.21136863|100.1386407|-0.0364888379999999|-38.78387161|6.176226649|0.0|0.8199554720000001|68.98315679|-23.33022469|57.20168999|0.469983155|539.2411292|2326.5244390000003|0.180044528|7.392482526|0.886732486|115.116829|-775.6774321|1.0|0.0|1.0|0.0|1.0|4.76|-7.01|4.35|2.93|3.04|0.0|132.24|5.0|-5.66|30.0|-5.81|0.0|2.91|-5.15|2.21e-06|0.0009119999999999|7.05e-06|4.23|4.02e-05|-0.05169|4.14|-1615.094336|1167.16|0.1768|526.91|0.33929|0.68561|0.1527|4.0456|-0.19992|-1614.890598|17.0|7.7721
9a_a40|0.0|0|0|0.0|7.515889085|0|0|0.604993021|1.865740741|-0.028285975|5.4161004020000005|-0.020455825|0|0.0397333329999999|0.921628874|-0.136162501|0.01310675|0.157704751|10.31197235|-0.1720337089999999|0.011966382|0.291102625|0.009844552|0.016958188|-0.449508498|0|0.624889926|0.690568477|-0.394662853|-0.2990540869999999|1|0.937600185|-0.072887601|0.002467659|0.011033601|-29.02567082|109.9916614|30.17155594|-0.032156295|-17.0405052|2.579562688|51.49564873|0.868476591|39.45618424|-15.54821024|34.36063715|0.493941591|453.3484005|336.39741360000005|0.131523409|6.749223592000001|0.976056482|63.59419322|-255.607578|1.0|0.0|1.0|1.0|0.0|3.26|-6.4|4.58|4.43|3.57|0.0|86.7|2.0|-5.49|21.0|-4.85|0.0|4.08|-5.08|3.24e-06|0.000944|8.33e-06|4.54|0.000117|-0.06495|4.07|-1217.955997|847.69|0.4746|411.01|0.47831|0.69958|0.3483|3.8656|-0.20303|-1217.873686|214.0|6.6696
30_a47|0.0|0|1|0.0|6.842683282|0|0|1.304327883|1.435022468|-0.069449687|4.727387819|-0.184735553|2|0.038387534|1.192095911|-0.415191425|-0.0098410169999999|-0.008774855|10.95005723|0.0467853809999999|-0.008325552|0.029343834|-0.035472095|-0.079370393|-0.4370608039999999|2|0.6850994429999999|0.8485444809999999|-0.1340278869999999|0.074217097|1|0.67896733|-0.107296835|0.384732322|0.022747897|-64.94243028|350.5257774|192.6285289|-0.0383202979999999|-38.63044093|8.190002019|76.90733636|0.679447569|81.25550675|-22.9932445|78.59180109|0.4680850139999999|407.3992771|1558.731067|0.320552431|6.886726437999999|0.879999675|192.3403721|-579.456614|1.0|1.0|1.0|1.0|2.0|3.03|-7.24|2.71|3.93|1.78|0.0|104.25|5.0|-4.22|28.0|-6.95|0.0|2.61|-4.1|6.05e-05|24.0|7.94e-05|2.5|2.28e-05|-0.0564299999999999|3.89|-1696.12008|1032.35|0.3566|478.04|0.6944899999999999|0.6944899999999999|0.3566|2.7493|-0.20813|-1695.9887|13.0|7.9
12aa_a36|0.0|1|0|3.4172704080000003|7.412764017000001|2|2|1.297043479|0.0|0.033952382|5.351858133|-0.135770278|2|0.042560386|0.0|-0.672129428|-0.006653538|0.010538281|10.95446449|-0.013898809|-0.004569485|0.0620143779999999|-0.052743904|-0.090926893|-0.53315493|1|0.892815402|0.833911317|0.156337925|-0.023185884|0|0.688945241|-0.117270578|0.4679233379999999|0.023617545|-72.94175494|132.3194611|212.7097172|-0.04126187|-54.83906299|11.04423694|109.0001157|0.731335741|96.18613736|-28.21625599|89.09222754|0.44829258|471.12395210000005|2418.848273|0.2686642589999999|8.05947774|0.812554922|183.7216658|-1041.942197|0.0|0.0|0.0|0.0|3.0|4.83|-6.14|1.92|0.98|1.28|0.0|131.85|6.0|-3.52|32.0|-7.79|0.0|1.15|-3.45|0.000304|129.0|0.000359|1.55|0.000305|-0.05111|3.88|-1401.662677|1183.76|0.4446|520.19|0.6931|0.6931|0.4446|3.5904|-0.20829|-1401.45065|9.0|8.0458
13m_a6|0.0|1|0|3.415695704|6.842683282|0|0|1.429020166|0.0|0.031719435|4.727387819|-0.135152403|2|0.0446875|1.617900191|-0.628720289|-0.0093684169999999|0.054340057|10.9505335|-0.018628955|-0.00687003|0.037052986|-0.068956229|-0.118693789|-0.568024162|2|0.870730542|0.7767360059999999|0.156982046|-0.031564227|1|0.715612461|-0.107644789|0.429009107|0.01858251|-68.97140339|91.22689385|198.3000783|-0.0378750189999999|-52.33806464|9.035018118|95.67846949|0.7362989999999999|89.65257305|-26.40980394|81.92876874|0.48094941|498.9881336|2574.030011|0.263701|8.435961541000001|0.926594475|183.8755989|-994.4232282|1.0|1.0|1.0|1.0|3.0|3.59|-9.67|4.19|3.76|0.81|0.0|127.2|6.0|-4.64|33.0|-7.23|0.0|2.67|-4.28|2.27e-05|0.00987|5.24e-05|2.43|9.35e-08|-0.07137|4.27|-1423.762467|1231.54|275.0|546.69|0.66475|0.64753|0.1924|4.2913|-0.20954|-1423.511471|0.01|8.0
12k_a36|0.0|1|0|3.483171769|7.412764017000001|2|2|1.297043952|0.0|-0.076124222|5.351858133|-0.063399056|2|0.039061728|0.0|-0.413145744|0.002782748|0.003690005|10.94908765|-0.058284869|0.003724542|0.163804836|-0.095253274|-0.1619981409999999|-0.4373676689999999|1|0.90500247|0.811903388|-0.09344781|-0.102077284|0|0.8427704640000001|-0.101946803|0.367754573|0.018067063|-49.87227128|46.79001927|103.5614526|-0.037758075|-44.22843899|7.838185977999999|0.0|0.7806817009999999|78.24529096|-24.86988906|61.7723974|0.478908312|555.1026569|2294.707886|0.219318299|7.241602627000001|0.919048073|144.457092|-884.5687799000001|1.0|0.0|0.0|0.0|2.0|4.89|-7.01|3.62|2.42|2.38|0.0|133.84|6.0|-4.58|31.0|-6.34|0.0|2.37|-4.55|2.6e-05|0.0106|2.82e-05|3.45|3.94e-05|-0.0497|3.83|-1310.3453949999998|1186.08|0.3116|530.51|0.5249199999999999|0.70031|0.0908|5.7818|-0.20023|-1310.134752|14.0|7.8539
12be_a36|0.0|1|0|3.466734143|7.412764017000001|2|2|1.297042758|0.0|-0.148313814|5.351858133|-0.0419484829999999|2|0.043854875|0.0|-0.580823835|0.000482522|-0.08981965|10.95957887|0.00430921|0.002872872|0.19405344|-0.176729938|-0.289604649|-0.3825349939999999|1|0.884226781|0.812921349|0.132962547|0.00734728|0|0.798015877|-0.108962668|0.330453338|0.033763464|-54.15309606|63.31681179|140.1361326|-0.031937334|-52.44976141|16.25222352|0.0|0.5660743979999999|99.62604537|-22.15805062|77.57811183|0.4564615729999999|553.6616295|2552.721046|0.433925602|8.773114043|0.839796323|301.05661160000005|-891.645944|1.0|0.0|0.0|1.0|2.0|4.96|-6.79|2.83|1.9|1.42|0.0|136.74|7.0|-4.11|33.0|-7.13|0.0|1.75|-4.15|7.75e-05|0.0342|7.13e-05|2.62|7.11e-05|-0.0518799999999999|2.68|-1462.0007349999998|1256.67|0.7034|594.44|0.40844|0.70465|0.0018|7.7861|-0.18969|-1461.747501|44.0|7.3565
18d_a25|0.0|0|0|0.0|6.842683282|0|0|1.193723212|1.918453956|-0.0881447869999999|4.727387819|0.024310576|2|0.042843137|2.029297802|-0.180590503|0.006452854|-0.070413428|10.31285314|0.016982601|0.0062422|-0.055336237|-0.035684977|-0.061965108|-0.292727912|2|0.722349659|0.780221059|-0.03671629|0.029728702|1|0.937813705|-0.076328248|0.278576218|0.011158458|-46.31109519|70.58850837|46.80695276|-0.0281209329999999|-43.24308488|6.3217245360000005|0.389087507|0.75793699|68.15463481|-21.166323|54.70994625|0.476833495|705.8822532|2625.142499|0.24206301|9.479218984|0.911437354|182.1982146|-908.1047824|1.0|1.0|1.0|1.0|1.0|3.66|-10.23|6.33|5.98|2.4|1.0|143.37|7.0|-6.26|35.0|-6.21|1.0|4.5|-5.54|5.47e-07|0.00026|2.86e-06|4.21|2.81e-08|-0.07287|4.56|-1806.848384|1358.25|0.3986|664.72|0.41694|0.6823899999999999|0.0389|3.2353|-0.2201|-1806.582751|232.0|6.6345
14g_a23|0.0|0|1|0.0|7.423568444|0|0|1.197957711|3.0793867980000003|0.180361525|5.351858133|-0.301504331|2|0.0422736629999999|0.653317181|-0.803522236|-0.002390707|-0.031968899|10.3132174|-0.030586527|-0.0004039459999999|0.179219801|-0.0962526|-0.2952674819999999|-0.648987099|2|0.598213287|0.796412133|0.010202051|-0.044895912|1|0.907334473|-0.096288005|0.297855753|0.018341721|-51.82254036|95.64648102|65.94601775|-0.041536002|-48.76552945|9.289253982|1.5679977319999998|0.780315815|83.15907597|-29.55936307|64.87554405|0.461846955|645.7104105000001|2531.8503170000004|0.219684185|8.788027188|0.8582074559999999|156.3396622|-1072.841648|0.0|0.0|1.0|1.0|1.0|3.61|-7.95|3.97|6.18|3.04|1.0|126.97|7.0|-6.89|35.0|-5.94|1.0|4.35|-6.0|1.29e-07|6.38e-05|1e-06|4.76|5.57e-06|-0.08011|5.17|-2042.1835260000005|1233.48|0.3478|583.38|0.56658|0.56658|0.3478|7.2913|-0.23201|-2042.000034|0.01|8.0
14y_a23|0.0|0|1|0.0|7.423568444|0|0|1.197960595|3.3149940630000003|0.0600764409999999|5.351858133|-0.022719307|2|0.046678487|0.731397292|-0.2996475999999999|0.009174505|-0.051539811|10.31321795|-0.031435038|0.007229683|0.07646106|-0.069023218|-0.125978901|-0.4598871539999999|2|0.719722236|0.802520527|0.137426346|-0.049318182|1|0.925252932|-0.080613242|0.2271539169999999|0.018804822|-39.9727336|39.66769923|51.68445972|-0.034303507|-38.54233552|8.990852582999999|82.29531392|0.78322549|67.16839951|-23.71943531|52.97547894|0.486730407|639.7735629|2336.815247|0.21677451|8.213390641|0.948293868|149.890474|-770.8467102999999|0.0|0.0|1.0|1.0|1.0|3.41|-8.57|4.64|5.32|3.99|1.0|130.3|5.0|-6.77|32.0|-5.8|0.0|4.45|-6.13|1.7e-07|8.18e-05|7.37e-07|4.83|1.29e-06|-0.08374|4.73|-2549.104894|1217.48|444.0|585.2|0.61338|0.61338|444.0|4.8799|-0.2331599999999999|-2548.953933|4.0|8.4225
12ab_a36|0.0|1|0|3.458948649|7.412764017000001|2|2|1.297042596|0.0|-0.064515677|5.351858133|0.000258844|2|0.039951691|0.0|-0.408023082|0.000939229|-0.032623802|10.9540584|-0.029080933|0.002112069|0.0618552579999999|-0.096853381|-0.169341326|-0.4186639029999999|1|0.86559137|0.831136366|-0.0852411419999999|-0.051707317|0|0.8410557559999999|-0.095025338|0.452078227|0.024102201|-54.63243106|116.6804416|109.6369437|-0.033434841|-45.21303385|11.46782191|15.55386871|0.679025324|82.3666474|-23.06276515|71.2577056|0.484987413|580.1454645|2390.849902|0.320974676|7.821826146|0.941700118|221.4026852|-859.0476432|1.0|0.0|0.0|0.0|2.0|4.86|-7.05|3.14|1.95|1.59|0.0|133.27|6.0|-3.92|32.0|-7.21|0.0|1.8|-3.91|0.0001199999999999|0.0503|0.000122|2.33|3.76e-05|-0.0523799999999999|3.23|-1364.509957|1201.64|0.4451|564.58|0.69294|0.69294|0.4451|3.6976|-0.2093699999999999|-1364.300531|11.0|7.9586
8m_a46|0.0|0|0|0.0|7.727094485|1|1|1.160371261|2.126524943|-0.044830187|5.533389489|-0.085284636|1|0.047345679|0.0|-0.248590088|0.0063680119999999|-0.120972269|10.94650201|-0.064176245|0.005865049|-0.206020062|0.010184776|0.015631887|-0.380393836|1|0.783187801|0.7699708959999999|-0.084989948|-0.090247845|0|0.876210355|-0.085204935|0.280198209|0.007059399|-48.32436573|166.8508795|65.63194084|-0.032188531|-23.9511632|1.984401749|0.0|0.8854896870000001|48.72163155|-17.06601365|52.0671834|0.425802465|464.5573228999999|1913.813025|0.114510313|5.684332261000001|0.7415609409999999|60.71213839999999|-407.1697745|0.0|1.0|0.0|1.0|1.0|3.24|-6.46|4.16|4.21|2.62|0.0|96.16|2.0|-4.48|24.0|-5.61|0.0|3.53|-4.56|3.3e-05|0.0105|2.78e-05|3.72|0.000112|-0.01818|4.12|-1014.126693|970.82|0.3905|489.57|0.43001|0.6997800000000001|0.1441|2.0174|-0.19715|-1013.962913|229.0|6.6402
13_a10|0.0|0|0|0.0|7.535296702|1|1|1.343837907|2.091672336|-0.059862024|5.4161004020000005|-0.055497169|2|0.038726287|1.794073077|-0.259721373|0.00384732|-0.002128014|10.9296146|-0.001592366|0.003791547|-0.154121136|-0.017015286|-0.02811323|-0.345108701|2|0.761923976|0.78472614|0.00746881|-0.002671425|1|0.818027691|-0.082327045|0.4676169839999999|0.0122005|-47.88975806|174.7319717|91.99711608|-0.030119651|-21.04167667|3.118282386|0.0|0.7144943490000001|51.21590298|-15.22715739|54.05778885|0.449563457|413.5584641|1630.880014|0.285505651|5.069505473|0.816739845|144.338975|-315.62515|1.0|1.0|0.0|1.0|1.0|3.02|-6.6|3.52|3.81|1.88|0.0|97.14|2.0|-3.76|25.0|-6.34|0.0|2.91|-4.1|0.000176|0.0576|7.87e-05|2.76|8.170000000000001e-05|-0.05022|2.48|-1065.874094|926.41|0.3905|376.77|0.34881|0.68386|0.1514|3.6904|-0.20959|-1065.732389|0.16|6.7959
8_a1 (SB-202620)|0.0|1|0|3.296085365|6.86171134|0|0|1.4323973840000002|0.0|0.106916453|4.727387819|-0.226277123|1|0.037578348|0.0|-0.606562911|-0.012672753|-0.1402198369999999|10.94957568|0.037553634|-0.0106277489999999|-0.095271547|-0.019835038|-0.042643966|-0.612004804|1|0.674381582|0.743088715|-0.042789124|0.063001656|0|0.648967503|-0.105271458|0.174628594|0.015526845|-66.76765693|208.2071465|199.1596945|-0.041081545|-33.88588996|4.997944864|64.70432539|0.7742395870000001|70.8721358|-23.30777912|75.57687443|0.4564697679999999|368.1943149|1736.664204|0.225760413|7.432247389|0.839824062|128.0860757|-542.1742393|1.0|1.0|0.0|0.0|2.0|2.74|-8.02|4.86|5.06|2.78|0.0|99.61|4.0|-4.94|27.0|-5.94|0.0|3.7|-4.7|1.14e-05|0.0041|1.98e-05|3.6|3.42e-06|-0.0736899999999999|5.32|-1223.279021|977.87|0.5339|460.4|0.7026600000000001|0.7026600000000001|0.5339|3.4563|-0.2105199999999999|-1223.014114|0.4|6.3979
21_a10|0.0|0|0|0.0|7.535296702|1|1|1.343837211|2.093218896|0.036507898|5.4161004020000005|-0.085463279|2|0.035818182|1.817620533|-0.549176498|0.001533145|-0.023060773|10.92966143|-0.003554514|0.002099681|-0.051564917|-0.0236638829999999|-0.03765494|-0.4636733179999999|2|0.7135035209999999|0.7620337359999999|0.057775125|-0.005970601|1|0.7747854129999999|-0.084654798|0.8663152820000001|0.018892889|-64.32920271|240.7558768|159.11338909999998|-0.03292131|-42.25440548|9.430154402|74.3822498|0.704106635|75.80259699|-23.25880088|77.676969|0.391384102|547.3834282|2701.142106|0.295893365|8.388036625|0.643072426|209.0477207|-887.342515|1.0|1.0|1.0|0.0|1.0|3.5|-8.71|4.47|5.6|2.81|0.0|128.59|5.0|-5.77|34.0|-6.07|0.0|4.04|-5.51|1.69e-06|0.0007599999999999|3.12e-06|4.17|8.68e-07|-0.06082|5.57|-1485.499561|1225.01|0.2574|517.44|0.4226399999999999|0.68165|0.1489|1.5138|-0.2226|-1485.278495|4.8|5.3188
