molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|BCUTs-1|SaasN|MATS2c|AATSC1s|n6HRing|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|MATS1i|AATSC1i|n6aHRing|MATS8s|MATS8d|nFaHRing|FNSA5|PBF|FPSA3|PNSA3|PPSA3|RNCS|FNSA4|WNSA5|WPSA3|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|WNSA4|FPSA1|GeomRadius|GRAV|DPSA4|FPSA5|DPSA1|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w MLOGP|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Molecular Mass|BBB|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
4e_a46|-3.742323661|0|0|0|0.0|0.092094405|1|0.300205548|2.12386814|0.1369980459999999|-0.370202917|2|-0.08224348|0.0|-0.4017151029999999|-0.001404912|-0.058626723|10.31928077|-0.05803828|1|1|0.002688298|-0.030065705|-0.049530834|2|0.075271624|-0.076733489|0|-0.084780904|0.68427144|0.010671173|-63.39469142|8.098142567|105.0139519|-0.030951758|-48.825259|6.145520557|-48.10898007|-23.48867857|71.49283399|0.4753010039999999|3411.457836|571.9794684|-17.82509456|0.204892146|7.906917146|7615.063066|29.54149986|0.0125621839999999|-447.9030518999999|9.533193534|1.0|0.0|0.0|1.0|1.0|2.0|4.5|2.68|23.0|-8.81|3.05|2.06|0.0|137.28|0.0|1.0|488.6|0.0|3.5|8.29e-07|0.000405|0.00191|3.78|7.64e-07|-0.03893|8.03|4.1773|-1884.613031|296.81|292.1|0.5745600000000001|-1884.255802|-0.17112|-0.21005|0.04805633|-1884.324182|3.2466|154.0|6.8125
13c_a6|0.0|1|0|0|3.441255118|0.0|0|1.424213869|0.0|-0.046663393|-0.0122495089999999|1|0.049627353|0.0|-0.605286688|-0.003346018|0.054910284|10.95129637|-0.0942387559999999|1|1|-0.000899678|-0.106686991|-0.174259072|1|0.085414885|-0.167542194|0|-0.111231609|0.22875443|0.030547186|-63.73961873|20.79409503|157.60887419999997|-0.039875482|-51.54254258|14.15496611|-43.38886312|-27.1440571|84.53371376|0.466844407|2880.850692|535.5975578|-18.47751526|0.2279674589999999|8.038175951|6204.855629|35.15921372|0.018354398|-370.3562372|12.49421473|1.0|1.0|1.0|1.0|1.0|2.0|3.61|2.53|23.0|-9.4|5.38|1.5|0.0|121.6|0.0|1.0|423.47|0.0|3.64|1.11e-06|0.000471|0.00229|4.23|1.68e-07|-0.05015|4.5|3.6519|-1389.39897|339.5|206.92|0.48478|-1389.122252|-0.14975|-0.1999|0.0276450999999999|-1389.184603|9.2467|73.0|7.1367
20_a47|0.0|0|1|1|0.0|0.0|1|1.408721455|1.1934608|0.055662511|-0.161476442|2|0.031814023|1.010373001|-0.505699304|-0.009220816|-0.052370531|10.95058273|0.071506228|1|1|-0.006342241|-0.108236785|-0.297094867|2|-0.069674604|0.113432542|1|-0.092005493|0.213977589|0.023587109|-45.68149289|12.85623208|43.63174229999999|-0.032859105|-27.33327788|7.00733184|-24.89884887|-17.90996366|58.53772498|0.4642647929999999|2630.63609|375.4483088|-9.761884958|0.404765791|7.022502229|5896.060936|30.08893541|0.034758191|-103.815441|18.94506718|0.0|1.0|1.0|1.0|1.0|2.0|3.19|2.96|21.0|-7.31|2.56|2.75|0.0|99.68|0.0|1.0|380.35|0.0|3.09|8.72e-05|0.0332|0.0316|2.63|1.86e-05|-0.06357|4.08|3.9808|-1335.742176|311.45|311.45|0.68219|-1335.566785|-0.16377|-0.22734|0.03389691|-1335.620783|4.3277|3.0|8.6
1m_a5|0.0|1|0|0|2.934162514|0.0|0|1.3047206409999998|0.0|-0.252787668|-0.005518104|2|-0.07112464|0.0|-0.096417794|0.006422789|-0.10797859|10.94856032|-0.011848312|1|1|0.00520748|0.042813643|0.07132816|2|0.077347244|-0.022280685|0|-0.071478865|0.429612762|0.009030414|-37.380714700000006|4.7571353730000006|154.6334216|-0.028977918|-19.83596661|2.506013299|-19.69180207|-15.26528941|42.13785007|0.482646195|2183.167528|464.8375158|-8.041608085|0.26152627|6.911100301|4584.808374|20.67140479|0.0172594319999999|-251.2513491|9.092103139|1.0|1.0|0.0|1.0|1.0|1.0|2.69|2.11|23.0|-8.63|5.11|2.4|0.0|95.5|0.0|1.0|332.79|1.0|3.63|2.99e-05|0.00996|0.00607|3.69|7.82e-07|-0.0507699999999999|3.48|4.3983|-1410.912452|281.89|265.61|0.4527899999999999|-1410.783167|-0.1778|-0.22857|0.03223201|-1410.833395|2.4582|43.0|7.3665
12c_a36|0.0|1|0|0|3.447900368|0.0|0|1.29696741|0.0|-0.087096843|-0.04162109|2|0.085843909|0.0|-0.414055975|0.0005016269999999|-0.0621599059999999|10.95982545|-0.056994595|1|1|0.0010871589999999|-0.103922055|-0.177407665|1|-0.033217921|-0.097861598|0|-0.105624703|0.462597812|0.019582215|-47.12722334|12.5779546|60.79111287|-0.038024893|-43.57746274|8.079011794|-30.27053327|-24.42396797|59.70517794|0.473610011|2785.47514|540.0159387|-15.68788659|0.24499026|6.772454418|6256.172329|32.34920911|0.019278991|-327.5932797|12.38318928|1.0|0.0|0.0|1.0|0.0|2.0|4.74|0.0|17.0|-7.18|3.35|2.51|0.0|128.76|0.0|1.0|415.88|1.0|2.34|3.64e-05|0.0151|0.0106|3.31|2.77e-05|-0.04992|3.79|3.8436|-1692.540795|322.58|322.58|0.68913|-1692.312906|-0.15835|-0.2082699999999999|0.02977602|-1692.3713309999998|6.6973|9.0|8.0458
12a_a30|0.0|0|0|0|0.0|0.0|0|0.604984824|0.0|0.033691224|-0.02919335|2|-0.096804291|0.0|-0.3557214489999999|0.005050384|0.009586623|10.31162903|-0.094932667|1|1|0.005458948|-0.053309522|-0.094526372|1|-0.031179517|-0.171895425|0|-0.097138462|0.337975309|0.016292604|-47.73588073|10.10177981|85.47365107|-0.037665934|-37.34272719|6.263330101|-29.59731695|-23.35372432|57.83766054|0.469799116|2722.217443|518.4718832|-14.47983299|0.194809798|7.362386058999999|5936.682602000001|29.00398472|0.014884556|-378.4495438|9.228758655|1.0|0.0|1.0|1.0|0.0|1.0|4.65|0.0|17.0|-6.64|3.84|2.82|0.0|127.28|0.0|1.0|398.48|0.0|2.63|5.23e-06|0.00208|0.0056|3.87|9.21e-05|-0.05184|3.82|3.4885|-1575.7783980000002|355.41|245.76|0.35338|-1575.538241|-0.1481|-0.19994|0.03289568|-1575.597759|4.7368|11.0|7.9469
13n_a6|0.0|1|0|0|3.425442623|0.0|0|1.4290206230000002|0.0|0.030890422|-0.135152403|2|0.058267173|1.628408574|-0.631323273|-0.0093684169999999|-0.06507689|10.95053349|-0.033224059|1|1|-0.00687003|-0.068956229|-0.118693789|2|-0.064779873|-0.056293641|1|-0.109392959|0.307384948|0.017758385|-68.88015714|12.18768927|90.97854097|-0.038490115|-51.52585133|8.36448634|-47.27287681|-26.41600355|81.06784641|0.47066442|2952.259627|486.5239262|-18.12946621|0.251032943|8.872063579|6386.381394|35.2699138|0.019904118|-341.7352549|13.66031867|1.0|1.0|1.0|1.0|1.0|3.0|3.55|1.9|27.0|-9.67|4.19|0.81|0.0|127.2|0.0|1.0|435.48|0.0|2.62|2.27e-05|0.00987|0.0228|2.43|9.35e-08|-0.07131|4.27|3.3510000000000004|-1423.765005|369.99|257.31|0.55028|-1423.451366|-0.13863|-0.20994|0.05026727|-1423.514154|10.1967|75.0|7.1249
19d_a38|0.0|1|0|0|3.314284769|0.0|0|1.297043205|0.0|0.013465335|-0.17467835|2|0.019858574|0.0|-0.6999264340000001|-0.011156837|-0.0555594909999999|10.95446448|-0.024688524|1|1|-0.00835812|-0.060668296|-0.128079012|1|0.111104525|-0.039361255|0|-0.1248815919999999|0.3509455999999999|0.024158903|-74.84120843|15.53007152|158.6487879|-0.04393982|-51.60489663|9.98319831|-48.11018574|-28.24584108|90.37127996|0.478151237|3055.168373|406.0626253|-18.15727844|0.250518301|7.056031803|6934.7619620000005|37.68716585|0.022660131|-320.7487188|14.56661536|0.0|0.0|0.0|1.0|0.0|4.0|4.91|2.38|17.0|-6.41|2.34|1.65|0.0|133.79|0.0|1.0|444.46|0.0|1.94|0.000134|0.0594|107.0|1.65|0.000175|-0.05091|4.13|3.6586|-1500.898316|338.89|230.58|0.3356699999999999|-1500.621723|-0.15054|-0.20145|0.04735828|-1500.683599|10.6621|11.0|7.9586
6b_a40|0.0|0|0|0|0.0|0.0|1|0.604892326|1.710647518|0.135693438|-0.069975812|0|-0.137534783|0.6899826|-0.698480566|-0.003851208|0.0986825569999999|10.30179924|-0.226457281|2|2|-0.004728928|-0.018582337|-0.033583055|0|0.003163118|-0.307881994|1|-0.118488624|0.417254814|0.014588568|-72.13527644|9.771129787|176.8246355|-0.049599889|-53.15460718|6.544506614|-48.31476032|-33.22101012|81.90640622|0.442509019|3214.047452|504.6333458|-22.2507658|0.1218592019999999|6.976123351|8482.600495|37.83107469|0.011838681|-506.5422338|7.929311055|1.0|0.0|1.0|0.0|1.0|1.0|4.02|3.36|14.0|-5.21|5.67|2.61|2.0|130.16|1.0|2.0|511.42|0.0|4.21|3.86e-09|1.98e-06|0.000335|5.03|0.00318|-0.09533|8.98|3.1026|-3290.775349|399.62|399.62|0.69429|-3290.583786|-0.1237099999999999|-0.21904|0.03026498|-3290.648012|11.3203|0.03|7.5229
9_a47|0.0|0|0|0|0.0|0.0|0|1.3818994059999998|0.0|0.00410268|-0.1789147139999999|2|-0.043270202|1.323246814|-0.382556052|-0.009607222|0.022031244|10.93671087|0.045804989|0|0|-0.007880155|-0.021556658|-0.045757939|2|0.046690958|0.075092937|1|-0.0969292319999999|0.492394184|0.009540986|-44.13640712|4.991260197|107.3271659|-0.036925422|-26.52703503|2.611122094|-23.08946904|-19.3171225|49.12766732|0.482896681|2292.652212|421.2052248|-10.10553715|0.209348023|5.653392499|5212.504394|24.43189048|0.015793737|-304.1026787|8.262317504|1.0|1.0|0.0|1.0|1.0|2.0|2.87|2.78|22.0|-8.47|4.61|2.99|0.0|101.46|0.0|1.0|345.37|0.0|4.09|4.29e-06|0.00148|0.00218|4.43|1.17e-06|-0.05037|4.06|3.7183|-1149.090086|333.44|215.89|0.3885099999999999|-1148.896866|-0.1545099999999999|-0.20488|0.03463008|-1148.949486|3.4815|25.0|7.6
12g_a36|0.0|1|0|0|3.5202147110000004|0.0|0|1.2678464|0.0|-0.063344124|-0.039008054|2|0.078990142|0.0|-0.409214521|0.0042553209999999|0.078155467|10.95259306|-0.0521750109999999|1|1|0.005035022|-0.099596099|-0.163978382|1|-0.19532883|-0.088251318|0|-0.097067302|0.374686587|0.017738779|-47.63457647|12.19441007|24.29006276|-0.034549379|-45.87193951|8.382969151000001|-32.74608471|-23.75074918|59.82898654|0.473274545|2829.45056|587.240781|-16.3273005|0.2202546819999999|7.285010602000001|6223.658545|30.45962398|0.015152386|-384.6182564|10.41641087|1.0|0.0|1.0|1.0|1.0|2.0|5.06|0.0|17.0|-7.38|3.85|2.66|0.0|138.33|0.0|1.0|423.51|1.0|2.66|1.13e-05|0.0047799999999999|0.00589|3.8|1.7800000000000002e-05|-0.0505199999999999|4.21|3714.0|-1350.887005|333.83|238.01|0.38165|-1350.571683|-0.15236|-0.20288|0.0255597|-1350.633209|7.8537|14.0|7.8539
6_a4|0.0|0|0|0|0.0|0.0|1|1.271761557|2.170234316|-0.19701009|0.010164572|2|0.042096749|2.186806868|-0.064723237|0.011457667|0.0032928379999999|10.92992785|-0.208689928|1|1|0.01098094|-0.046166422|-0.073630392|2|-0.169533683|-0.340860215|1|-0.0670158929999999|0.417868437|0.0077624059999999|-29.18838891|4.324187697|14.1731579|-0.024618083|-20.7966895|2.408866521|-16.25991695|-13.71394596|33.5125766|0.423084148|2342.371538|526.7333132|-7.639600225|0.1855291969999999|5.758624844|5256.215815|16.83786074|0.008863911|-350.36323230000005|4.937800786|0.0|1.0|1.0|1.0|1.0|0.0|3.38|3.45|21.0|-7.99|5.1|3.09|0.0|109.7|0.0|1.0|354.45|1.0|4.23|1.24e-05|0.0043799999999999|0.00274|4.28|3.67e-06|-0.04867|4.11|4.0354|-1108.585859|307.24|254.51|0.60542|-1108.338577|-0.16959|-0.2182599999999999|0.02244097|-1108.392115|3.2192|1.3|5.8861
12k_a30|0.0|0|0|0|0.0|0.0|0|0.604984231|0.0|-0.001755273|-0.029595542|2|-0.13882907|0.0|-0.44562817|0.0043261129999999|0.067265077|10.31162844|-0.038714845|1|1|0.0053380919999999|-0.089279071|-0.154412059|1|0.001281277|-0.067714819|0|-0.098188266|0.340031035|0.024177669|-52.35426525|16.01752015|106.8195439|-0.035199567|-43.09444587|10.61148425|-34.68429919|-23.31944323|68.37178540000001|0.47195436|2920.279667|539.9866061|-15.44895229|0.291863802|8.416930701|6393.133321|32.93073182|0.0226150579999999|-275.77726980000006|14.9823028|1.0|0.0|1.0|1.0|1.0|1.0|4.72|0.0|17.0|-6.74|3.89|2.51|0.0|133.77|0.0|1.0|428.51|0.0|2.57|3.59e-06|0.00154|0.0050799999999999|3.84|7.87e-05|-0.05055|3.58|3.4715|-1690.302721|357.15|238.62|0.39318|-1690.031103|-0.14743|-0.19798|0.03357755|-1690.094082|5.0736|24.0|7.6144
19_a3|0.0|1|0|0|2.917217813|0.0|0|1.4316666480000002|0.0|-0.206312209|-0.030657|3|-0.008897473|1.744747103|-0.129865138|0.006821053|0.156485495|10.96959256|0.036226415|1|1|0.006731579|-0.037291767|-0.066245471|3|-0.0150769919999999|0.064690027|1|-0.087730634|0.225451546|0.0116401719999999|-31.50932639|5.419662458|161.5312186|-0.032585664|-19.01853079|2.523394126|-14.67073822|-15.17188084|36.92898885|0.476813896|2000.66399|397.1650228|-7.064025721|0.24201815|5.342307798999999|4138.413977|20.01615321|0.016552404|-240.2326308|7.706796952|1.0|1.0|0.0|1.0|1.0|1.0|2.81|1.6|21.0|-7.21|3.9|1.18|0.0|85.32|0.0|1.0|287.32|1.0|2.45|0.000578|166.0|0.0764|2.19|1.7800000000000002e-05|-0.05757|2.43|3945.0|-929.2818523|314.28|314.28|0.67351|-929.14689|-0.16303|-0.2206|0.020989746|-929.193831|2.8758|23.0|7.6383
14h_a23|0.0|0|1|1|0.0|0.0|2|1.197963488|3.309480899|0.043538466|0.006191846|2|0.0316908439999999|0.7290938920000001|-0.307907256|0.009895793|-0.024318144|10.31321773|-0.034313725|2|2|0.009266617|-0.0686282459999999|-0.131709531|2|0.143102066|-0.05745554|1|-0.081058742|0.223157991|0.021982565|-43.02851162|14.81983413|41.34207782|-0.033774476|-36.84086528|9.990985411|-29.00823506|-22.76950546|57.84834575|0.48032488|3010.418229|622.5428245|-15.35036053|0.246899416|7.833334036|6722.809649|30.23434844|0.018981866|-341.2621515|12.79687369|0.0|0.0|1.0|1.0|1.0|1.0|3.47|3.2|26.0|-7.47|3.4|2.39|1.0|125.0|0.0|1.0|436.49|0.0|3.23|2.09e-06|0.0009109999999999|0.00554|3.3|1.4800000000000002e-05|-0.08532|3.29|3.6689|-1722.1762399999998|337.93|306.09|0.67365|-1721.9314420000003|-0.15209|-0.2374099999999999|0.02796857|-1721.99264|13.4823|5.0|8.3468
8b_a31|0.0|1|0|0|3.37710223|0.0|0|0.610137861|0.0|-0.01883655|-0.12841288|0|-0.130371116|0.0|-0.57242407|-0.010300564|-0.211457443|10.31170011|-0.069423138|2|2|-0.006785954|-0.05421947|-0.092604362|0|-0.058494079|-0.1155280009999999|0|-0.132574249|0.281200674|0.03234629|-63.04219151|16.89414614|129.8921115|-0.040792077|-36.1645207|8.823644775|-32.92631065|-21.30529654|79.93633765|0.479278|2189.617009|317.3534883|-11.12754483|0.296530645|6.142377144|4696.728592|30.28603362|0.02483711|-212.5400476|12.97217579|0.0|1.0|1.0|1.0|1.0|2.0|3.4|2.71|16.0|-5.73|4.52|0.61|0.0|88.64|0.0|2.0|328.39|0.0|2.52|8.97e-05|0.0294|131.0|2.02|0.00061|-0.0325|1.77|3.8582|-1386.852117|321.36|321.36|0.70036|-1386.681003|-0.16015|-0.19265|0.03659821|-1386.734257|5.6001|2.2|5.6576
1a_a5|0.0|0|0|0|0.0|0.0|0|1.189701889|0.0|-0.271170445|0.009305578|2|-0.075791863|0.0|-0.078562954|0.005921049|-0.132197351|10.9502215|-0.004213083|0|0|0.00549829|0.069867374|0.114184614|2|0.11504495|-0.008431181|0|-0.075618812|0.3602068089999999|0.008036994|-36.19957997|4.047117885|83.60943679|-0.027665419|-19.17495143|2.037971304|-18.22870183|-13.93123008|40.24669785|0.455258786|1940.139869|419.7878208000001|-7.015226132|0.274345323|6.199179484|4005.068642|19.19815378|0.016493595|-227.2618539|8.305533524|0.0|1.0|0.0|1.0|1.0|1.0|3.54|0.0|18.0|-7.15|3.08|2.09|0.0|93.49|0.0|1.0|298.34|1.0|1.75|0.00253|755.0|109.0|2.17|2.13e-05|-0.1040099999999999|2.85|2.8332|-951.1394906|437.61|265.45|0.44868|-951.178584|-0.12226|-0.2262699999999999|0.028664612|-951.226623|6.7017|107.0|6.9706
18a_a30|0.0|0|0|0|0.0|0.0|0|0.604987543|0.0|0.045071414|-0.02919335|2|-0.041327798|0.0|-0.353677943|0.005050384|-0.01286191|10.31163887|-0.094932667|1|1|0.005458948|-0.053309522|-0.094526372|1|0.003991162|-0.171895425|0|-0.095397479|0.294303776|0.017060045|-45.11907802|10.62073502|79.18861306|-0.036990859|-36.97308547|6.611941026|-28.08889239|-23.02866795|55.73981304|0.445995681|2721.874248|534.88346|-14.33650253|0.209500834|7.050626413|5942.293347|29.1318055|0.016012295|-361.7006453|9.968457988|1.0|0.0|1.0|1.0|0.0|1.0|4.75|0.0|17.0|-6.64|3.84|2.82|0.0|127.28|0.0|1.0|398.48|0.0|2.63|5.23e-06|0.00208|0.0056|3.87|9.21e-05|-0.05605|3.82|3.4712|-1575.786909|357.18|357.18|0.69033|-1575.54671|-0.1418|-0.19785|0.03180853|-1575.604922|5.2813|25.0|7.6108
18d_a25|0.0|0|0|0|0.0|0.0|1|1.193723212|1.918453956|-0.0881447869999999|0.024310576|2|-0.031867489|2.029297802|-0.180590503|0.006452854|-0.070413428|10.31285314|0.016982601|1|1|0.0062422|-0.035684977|-0.061965108|2|-0.03671629|0.029728702|1|-0.076328248|0.278576218|0.011158458|-46.31109519|8.39885106|70.58850837|-0.0281209329999999|-43.24308488|6.3217245360000005|-34.85786147|-21.166323|54.70994625|0.476833495|3113.122552|705.8822532|-15.93166285|0.24206301|9.479218984|6876.316137000001|27.92623037|0.014219928|-388.2927768|10.70318668|1.0|1.0|1.0|1.0|1.0|1.0|3.66|3.57|27.0|-10.23|6.33|2.4|1.0|143.37|0.0|0.0|474.58|0.0|4.5|5.47e-07|0.00026|0.0013599999999999|4.21|2.81e-08|-0.07287|4.56|3.6392|-1806.848384|340.69|219.39|0.41694|-1806.514606|-0.14723|-0.2201|0.03560672|-1806.582751|4.3658|232.0|6.6345
5_a15|0.0|0|0|0|0.0|0.0|0|1.419941043|0.0|-0.222657379|-0.044921287|2|0.0729170329999999|0.0|-0.54157893|0.000420839|-0.0156037999999999|10.95880662|0.0118220069999999|0|0|0.003194793|-0.187421793|-0.28098676|2|0.092692253|0.020920163|0|-0.0989946469999999|0.743577162|0.032616864|-45.57134103|24.25353664|119.95308020000002|-0.0273088679999999|-54.73655332|18.03465935|-33.88634094|-20.30656983|69.82487767|0.486150431|2940.77098|649.9369163|-15.09973885|0.491010028|7.795174584|6656.720346|39.89581513|0.036380071|-13.36968593|27.05181494|1.0|1.0|1.0|1.0|1.0|1.0|3.79|3.68|24.0|-9.65|4.92|2.0|0.0|127.97|0.0|1.0|443.49|0.0|4.29|6.86e-07|0.000304|0.000967|4.86|9.970000000000001e-08|-0.03714|4.36|3.6257|-1470.816175|341.96|286.35|0.62664|-1470.487858|-0.14839|-0.18553|0.03640044|-1470.55517|6.35|13.0|7.8861
2_a49|0.0|0|0|0|0.0|0.0|1|1.3438506419999998|2.12788659|-0.084499704|-0.03981057|2|-0.100166139|1.999073077|-0.189189114|0.004524556|-0.041202373|10.92973199|0.005918367|1|1|0.004580676|0.032521855|0.055400364|2|0.084099874|0.00991453|1|-0.079176085|0.41397907|0.01105681|-44.066695|5.634353797999999|226.4450566|-0.028277173|-20.55997527|2.871166625|-22.45560511|-14.409545199999998|49.7010488|0.454163307|2244.518609|414.5350312|-7.34284831|0.284594011|5.667936413|4874.364109|20.14177325|0.017498253|-219.534132|8.91679918|0.0|1.0|0.0|1.0|1.0|1.0|3.09|2.5|21.0|-6.82|3.28|1.88|1.0|99.52|0.0|1.0|327.38|1.0|2.76|0.000292|0.0955|0.0421|2.43|4.94e-05|-0.04372|1.79|3743.0|-1046.018455|331.24|227.02|0.34449|-1045.810794|-0.1555099999999999|-0.19923|0.0366366999999999|-1045.8595810000002|6.7117|59.0|7.2291
8e_a46|0.0|0|0|0|0.0|0.252655541|1|1.160371308|2.161814059|-0.205882192|0.000950213|2|-0.126773923|0.0|-0.046696417|0.012911107|-0.184317354|10.96411233|-0.016857659|1|1|0.0123581919999999|-0.08488645|-0.135984209|2|-0.241393458|-0.024620704|0|-0.065982313|0.281227001|0.009576086|-27.16690715|4.876083942|7.389496216|-0.023017086|-17.10778729|2.482871976|-13.83322216|-11.72015869|32.04299109|0.444693313|1982.950764|469.146955|-5.967832774|0.2507580889999999|5.504080656|4239.252176|15.64268965|0.011830243|-253.8248986|6.023886838999999|0.0|1.0|0.0|1.0|1.0|0.0|3.21|2.93|17.0|-6.67|4.09|2.13|0.0|91.93|0.0|1.0|304.39|1.0|3.21|0.0002569999999999|0.0782|0.0279|3.01|6.57e-05|-0.03175|3.0|4.5092|-954.9296396|274.96|274.96|0.6967|-954.743261|-0.18835|-0.2201|0.024010215|-954.793305|3.7755|406.0|6.3915
14q_a23|0.0|0|1|1|0.0|0.0|2|1.19796338|3.292130907|0.141057047|-0.130330047|2|0.064903564|0.720966302|-0.5608967029999999|0.002243702|-0.058543701|10.31321757|-0.056324491|2|2|0.002496501|-0.017918675|-0.033435987|2|0.067394607|-0.089657283|1|-0.096370719|0.227948491|0.02158178|-61.51997721|14.81701129|350.836102|-0.039682061|-45.42467289|10.17264683|-42.23665548|-27.24379301|76.3369885|0.472004985|3097.399651|530.8381985000001|-18.70427707|0.222659101|8.732265278|6982.066379000001|35.04742005|0.01932289|-380.8178266000001|13.26616596|0.0|0.0|1.0|1.0|0.0|2.0|3.52|2.66|26.0|-6.96|2.57|2.28|1.0|128.38|1.0|1.0|454.51|0.0|2.62|6.11e-06|0.00278|0.0183|2.46|5.03e-05|-0.08159|4.19|3.6431|-1798.645459|340.33|340.33|0.5949|-1798.3704079999998|-0.14854|-0.23013|0.03458552|-1798.433122|12.0503|16.0|7.8069
14y_a23|0.0|0|1|1|0.0|0.0|2|1.197960595|3.3149940630000003|0.0600764409999999|-0.022719307|2|0.041892637|0.731397292|-0.2996475999999999|0.009174505|-0.051539811|10.31321795|-0.031435038|2|2|0.007229683|-0.069023218|-0.125978901|2|0.137426346|-0.049318182|1|-0.080613242|0.2271539169999999|0.018804822|-39.9727336|13.00274534|39.66769923|-0.034303507|-38.54233552|8.990852582999999|-27.63946733|-23.71943531|52.97547894|0.486730407|3096.562257|639.7735629|-16.40099384|0.21677451|8.213390641|7320.809595999999|30.28429949|0.016527|-391.6770747|11.42772654|0.0|0.0|1.0|0.0|1.0|1.0|3.41|3.49|26.0|-8.57|4.64|3.99|1.0|130.3|0.0|1.0|480.37|0.0|4.45|1.7e-07|8.18e-05|0.000354|4.83|1.29e-06|-0.08374|4.73|3.6413|-2549.104894|340.49|340.49|0.61338|-2548.8917260000003|-0.14942|-0.2331599999999999|0.01307741|-2548.953933|6.5205|4.0|8.4225
8a_a8|0.0|1|0|0|3.150966553|0.0|1|1.400027874|1.4114120369999998|-0.021925912|-0.1950388569999999|1|0.027531877|0.0|-0.732911106|-0.0075336219999999|0.010118884|10.94671414|-0.0298924089999999|1|1|-0.005306541|0.055198015|0.089375589|1|0.089031731|-0.048064085|0|-0.118763303|0.22299265|0.034374791|-78.93428863|20.58762475|170.9592896|-0.049054408|-42.60049244|12.33026525|-47.27503672|-29.37948733|99.52191337|0.481294455|2802.374154|329.9007832|-17.59585557|0.23579367|7.533378788999999|6193.891189|38.44444383|0.025786572|-316.4749864|15.44399996|0.0|0.0|1.0|1.0|0.0|2.0|3.37|2.64|23.0|-6.76|3.13|1.9|0.0|109.21|0.0|1.0|400.39|0.0|2.56|3.99e-05|16.0|0.0292|2.4|6.96e-05|-0.06922|6.1|3.1039|-1367.776863|399.45|269.43|0.4927399999999999|-1367.539526|-0.13015|-0.19937|0.03213899|-1367.595683|6.8427|11.34|4.9454
1k_a5|0.0|1|0|0|2.9020229360000003|0.0|0|1.427567903|0.0|-0.216088148|-0.064652321|2|-0.095857885|0.0|-0.120771321|0.003886035|-0.145151027|10.9489659|-0.011848312|1|1|0.003708988|0.019611905|0.045204303|2|-0.011552666|-0.022280685|0|-0.074297856|0.425724957|0.010892351|-40.40908188|5.571869083999999|165.11680719999998|-0.0301207529999999|-19.44172742|2.850231839|-20.67084672|-15.40795854|45.98095096|0.48165588|2171.394196|400.8898627|-7.881781385|0.275045542|6.710535795|4479.484358|21.25369168|0.019219352|-230.14624|9.83146028|1.0|1.0|0.0|1.0|1.0|1.0|2.71|2.02|23.0|-8.3|4.88|2.29|0.0|90.44|0.0|1.0|316.33|1.0|3.42|0.000106|0.0336|0.0157|3.16|1.58e-06|-0.04516|3.1|4.4063|-1050.548505|281.38|262.56|0.53086|-1050.418953|-0.1798799999999999|-0.22504|0.03133456|-1050.468159|2.3036|48.0|7.3188
4g_a46|0.0|0|0|0|0.0|0.171759574|1|1.134637064|2.156712018|-0.153373738|-0.010706405|2|-0.093447672|0.0|-0.088529411|0.011488768|-0.055084605|10.96333695|-0.138341481|1|1|0.010608122|-0.078780402|-0.121452903|2|-0.200628401|-0.193115055|0|-0.070153728|0.318162858|0.00801562|-32.64186634|4.598866947|7.38470955|-0.024339048|-23.0928866|2.638545451|-18.72788427|-13.96424081|37.24073329|0.448462961|2242.010126|543.2323468999999|-8.0118178|0.1731389069999999|5.8466355000000005|5176.321714|16.88825479|0.007803902|-375.0653627|4.477396402|1.0|0.0|1.0|1.0|1.0|0.0|3.9|3.61|17.0|-7.8|5.19|3.06|1.0|106.55|0.0|1.0|366.89|1.0|4.39|4.22e-06|0.00155|0.00153|4.73|5.75e-06|-0.03985|4.65|4.4163|-1493.154666|280.74|280.74|0.6983199999999999|-1492.923098|-0.18602|-0.22587|0.02266493|-1492.979142|3.7113|2745.0|5.5615
