molecula|SddssS|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nARing|BCUTs-1|AATSC1s|JGI4|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1c|GATS1are|BIC2|MATS8s|MATS8d|nFaHRing|FNSA3|FNSA5|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|TPSA_x|FNSA4|WNSA5|WPSA3|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|PNSA2|FPSA1|GeomDiameter|GeomShapeIndex|GRAV|DPSA4|FPSA5|DPSA1|Mor01p|CYP2D6 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|TPSA_y|Log Po/w MLOGP|Leadlikeness|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (ESOL)] (mol/l)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Area (grid)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
17f_a50|0.0|1|0.0|0.0|2|7.934155233999999|1|1.349854916|0.022892513|0.03135101|-0.125733326|0.012475826|-0.028989535|10.94501702|2|2|0.0129274519999999|-0.275290802|-0.204651539|0.758335704|0.7851209440000001|-0.132153434|-0.2257632789999999|1|-0.047333916|-0.074859564|0.333180181|0.016414675|-29.10566644|-46.03121141|10.09339793|6.382846132999999|54.44410182|-0.026836447|-28.30463221|6.206439227000001|-1.422331714|-17.89709978|55.9791334|-16.50175503|39.19906437|0.472769049|-874.5930167000001|0.278877895|13.65716648|0.896702|5579.97966|22.88344084|0.01617809|-271.9363523|652.6793116|1.0|1.0|0.0|0.26|20.0|-6.38|51.77|2.09|1.0|1.0|-3.58|29.0|0.0|1.0|1.0|2.92|7.57e-05|0.0|0.0|4.15e-07|0.00016|-0.0336399999999999|4.0664|2.5|-1219.2481369999998|653.63|304.9|0.6573899999999999|0.6573899999999999|-1218.966516|0.1708|-0.16784|6.1931|0.0276719|-1219.02507|8.312999999999999|398.0|6.4001
14d_a23|0.0|1|0.0|0.0|2|7.423568444|0|1.197963465|-0.026530366|0.043538647|-0.288522152|0.01269616|-0.019307114|10.313217800000002|2|2|0.01180744|0.059486662|-0.4483522929999999|0.725800261|0.772008792|0.006563565|-0.088996384|1|-0.053736319|-0.078282292|0.213597535|0.018596017|-35.40917327|-51.58357156|12.25371621|39.26987634|51.59888942|-0.032878563|-33.99063559|8.074501042|-1.6439281280000002|-23.33262837|61.49227899|-21.66510006|47.66288948|0.454495683|-1083.255003|0.209653392|14.358677900000002|0.833166062|6459.554383|27.41215037|0.015037275|-382.6437544|666.0036144999999|0.0|1.0|1.0|0.09|26.0|-7.78|105.02|3.24|2.0|1.0|-5.85|31.0|0.0|0.0|0.0|3.8|5.61e-06|0.0|0.0|1.65e-08|7.03e-06|-0.0725799999999999|3688.0|3.79|-1669.24571|696.21|336.18|8.1555|8.1555|-1668.983743|336.18|-0.14894|5.6156|0.02083626|-1669.045136|8.1555|4.0|8.4001
14a_a10|0.0|0|0.0|0.0|1|7.535296702|2|1.3438495730000002|0.0437538159999999|0.035660377|-0.147427016|0.011509975|-0.045759336|10.92970798|1|1|0.012272222|0.042968756|-0.168193178|0.76857495|0.7348225290000001|-0.011977878|-0.007680215|1|-0.044416218|-0.070610745|0.43555903|0.0135610389999999|-32.23041637|-51.23835032|9.840503082|67.52851799|64.18371923|-0.018970051|-37.18086445|7.140714112|-1.270993412|-23.38784787|67.14248252|-13.76552695|42.07091945|0.469029865|-922.2903058|0.457984122|18.88856367|0.8833450959999999|6754.660977|25.39690722|0.0219172279999999|-60.97724212|1003.968547|1.0|1.0|0.0|0.39|21.0|-8.18|59.31|1.94|1.0|1.0|-4.21|35.0|0.0|1.0|0.0|3.43|1.58e-05|0.0|0.0|6.55e-09|3.07e-06|-46.0|5.5808|2.25|-1489.655581|800.01|222.16|0.34245|0.7047100000000001|-1489.42155|0.0005|0.2422099999999999|3.1205|-0.14757681|-1489.487381|4.8004|74.0|7.1308
14_a4|0.0|0|0.0|0.0|1|7.535296702|1|1.399909181|-0.04986736|0.0409444439999999|-0.069682036|0.009588001|-0.08389836|10.94612798|1|1|0.008943549|-0.031578333|-0.199315317|0.507307223|0.77505994|0.158051825|0.204594017|0|-0.065776751|-0.071074269|0.218112446|0.013047382|-29.91067393|-32.31961528|5.933038407000001|12.12963775|67.73740575|-0.03015272|-14.69670456|2.697931638|-0.995039765|-13.60128622|39.49511556|-13.71135194|35.84371234|0.40126838|-452.4746139|0.231542789|8.859498364|0.6701974079999999|3944.638539|17.84270058|0.015779688|-244.1511936|280.2639278|0.0|1.0|0.0|0.06|17.0|-5.71|30.71|2.82|0.0|2.0|-3.4|21.0|0.0|1.0|1.0|3.2|0.000106|0.0|0.0|1.95e-06|0.000539|-0.03639|4.5233|3.22|-918.9507745|475.32|274.1|0.53298|0.55975|-918.851356|0.1067|-0.17381|2.3797|0.020300099|-918.896242|3.3312|1.32|5.8794
12i_a36|0.0|0|3.27619957|-4.787087299|0|7.412764017000001|2|1.2401347459999998|-0.29543904|0.0438779959999999|-0.929568494|-0.011700732|0.128325344|10.96020192|1|1|-0.007897954|0.135587069|-0.608318386|0.647732719|0.820041835|0.141564781|-0.01509434|0|-0.0850745409999999|-0.117424873|0.332782117|0.01973953|-54.81607619|-75.66036485|12.71877085|108.3973956|108.9148111|-0.045665229|-48.75024044|8.195085212|-2.46592234|-35.3196406|90.11282843|-29.42347522|67.53484704|0.460246812|-1588.867662|0.230870141|13.98728916|0.8526986440000001|7707.634338|38.2555363|0.022430221|-346.8168661|672.4630346|0.0|1.0|2.0|0.17|17.0|-7.14|78.43|2.04|2.0|1.0|-5.2|34.0|0.0|0.0|0.0|2.65|8.6e-06|0.0|0.0|7.24e-08|3.37e-05|-0.05065|5.2297|4.86|-1645.2030949999998|666.79|237.08|0.34255|0.70134|-1644.954647|0.1516|-0.1541|5.1836|0.03165678|-1645.017702|6.6124|12.0|7.9208
3c_a32|0.0|1|3.452148526|0.0|0|7.765993078999999|0|0.6094207970000001|-0.048337951|0.043817204|-0.270034997|-0.00017094|-0.113334836|10.31100278|3|3|0.00124359|-0.097512832|-0.5427297289999999|0.831186295|0.839409251|-0.003205869|-0.019130435|1|-0.0679200029999999|-0.0943910459999999|0.216289509|0.015118975|-34.91603827|-48.52416391|7.772301225|59.72163595|57.18235134|-0.0288417079999999|-24.94510426|3.995552912|-1.038301506|-17.94949454|57.94025396|-14.82682786|42.68833949|0.423167668|-533.7658031000001|0.306047878|9.717148607|0.733606015|4598.027604999999|21.36577928|0.018316536|-199.4122311|370.5811396|1.0|1.0|1.0|0.19|19.0|-6.89|110.94|1.7|1.0|1.0|-6.18|22.0|0.0|0.0|1.0|4.02|1.22e-05|0.0|0.0|1.28e-07|4.18e-05|-0.05487|3.5169|3.02|-1633.443791|544.22|352.54|0.7034600000000001|0.7034600000000001|-1633.297494|0.5017|-0.14219|3123.0|0.02415856|-1633.348356|5.0659|9.0|8.0458
8m_a46|0.0|0|0.0|0.2148468989999999|1|7.727094485|1|1.160371261|-0.085284636|0.047345679|-0.248590088|0.0063680119999999|-0.120972269|10.94650201|1|1|0.005865049|-0.206020062|-0.380393836|0.783187801|0.7699708959999999|-0.084989948|-0.090247845|0|-0.0911455|-0.085204935|0.280198209|0.007059399|-48.32436573|-45.17474201|3.742817678|166.8508795|65.63194084|-0.032188531|-23.9511632|1.984401749|-1.448483903|-25.62105988|48.72163155|-17.06601365|52.0671834|0.425802465|-767.9706141|0.114510313|9.899611044|0.7415609409999999|4439.758321|19.27296714|0.006689855|-408.7649869|463.1469765|1.0|1.0|1.0|0.3|17.0|-6.46|50.94|2.62|1.0|1.0|-4.48|24.0|0.0|1.0|1.0|3.53|2.78e-05|0.0|0.0|3.5e-07|0.000112|-0.01818|5.3062|4.12|-1014.126693|570.72|233.66|0.43001|0.6997800000000001|-1013.91158|0.1441|-0.17897|2.0174|0.03472717|-1013.962913|3.1675|229.0|6.6402
14s_a23|0.0|1|0.0|0.0|2|7.423568444|0|1.197958333|-0.022580082|0.045277778|-0.298573309|0.010682694|-0.044305947|10.31321812|2|2|0.009263715|0.0909774219999999|-0.457212212|0.722187957|0.7837821840000001|0.096014944|-0.1050445769999999|1|-0.055037441|-0.080500435|0.2387634619999999|0.019970955|-35.30692476|-51.64162341|12.81151517|30.34480575|46.42188642|-0.034255504|-33.12848261|8.218681552|-1.610008704|-22.64965286|62.75905983|-21.9751589|48.11843993|0.470919749|-1032.832468|0.2251838339999999|14.26730044|0.890072438|6938.271179|28.36177131|0.017330177|-352.5931977|633.3278634|0.0|0.0|1.0|0.05|26.0|-7.99|105.02|3.51|2.0|1.0|-6.13|31.0|0.0|0.0|0.0|4.01|2.83e-06|0.0|0.0|1.02e-08|4.55e-06|-0.07783|3.6828|4.1|-2089.521231|668.66|336.66|0.60323|0.60323|-2089.2914530000003|0.3669|-0.1515|4.7032|0.02112956|-2089.352478|6.4428|3.0|8.5482
3d_a32|0.0|1|3.503398526|0.0|0|7.765993078999999|0|0.609420786|-0.034290847|0.041161616|-0.269655316|0.000655875|-0.113314811|10.31100276|3|3|0.002004382|-0.1131110759999999|-0.539652902|0.8315372|0.8444218509999999|-0.069007775|-0.100251236|1|-0.06869526|-0.093187219|0.2214902789999999|0.014419776|-37.19367587|-50.45435743|7.807299836|62.43434632|58.01666174|-0.02867299|-27.31750365|4.22710649|-1.118246623|-20.13777259|59.15151032|-15.52441767|45.000975700000005|0.427813496|-605.4522892000001|0.2794597139999999|10.75032687|0.747681906|4752.534658|21.54552351|0.0160633|-238.8142619|421.3548777|1.0|1.0|1.0|0.24|19.0|-7.29|110.94|1.94|1.0|1.0|-6.55|23.0|0.0|0.0|1.0|4.32|7.36e-06|0.0|0.0|5.13e-08|1.75e-05|-0.05482|3.5105|3.42|-1672.758552|569.29|353.18|0.7035100000000001|0.7035100000000001|-1672.585902|0.5031|-0.14189|3.2094|0.02457348|-1672.638515|5.1728|8.0|8.0915
12j_a36|0.0|0|3.502198129|0.0|0|7.412764017000001|2|0.6293514410000001|-0.0446165029999999|0.039061728|-0.41101009|0.00285431|0.039869055|10.33556498|1|1|0.003710345|0.161289379|-0.436310965|0.906423012|0.820041835|-0.1241793309999999|-0.089459459|0|-0.069970795|-0.105480639|0.362692602|0.018160631|-46.2113679|-69.66341599|11.99396966|26.39145693|97.35760604|-0.037113558|-46.00836307|7.921272637|-2.004132137|-30.5197407|80.59149538|-24.51120192|58.20533756|0.457280037|-1323.6049039999998|0.224187058|13.78874575|0.8425708820000001|6352.018345|31.59421634|0.016546717|-364.314663|725.9470896|0.0|1.0|2.0|0.17|17.0|-7.05|94.5|2.51|1.0|1.0|-4.85|31.0|0.0|0.0|0.0|2.33|3.09e-05|0.0|0.0|8.95e-08|3.83e-05|-0.05098|5.2072|3.37|-1670.448063|694.28|238.1|0.37116|0.69967|-1670.184251|98.0|-0.15495|6.4451|0.02793415|-1670.245584|8.5953|0.01|8.0
17_a20|0.0|0|3.445659565|0.0|0|6.842683282|0|1.4012598180000002|0.00038506|0.0388043479999999|-0.28924577|-0.000495713|0.038629586|10.94884838|1|1|0.000922796|0.1134578219999999|-0.456415963|0.760575852|0.7494736590000001|-0.131511077|-0.127696675|1|-0.063665681|-0.081404237|0.3874475579999999|0.015032258|-41.75129828|-53.38406095|9.857999796|66.47074027|57.67438055|-0.0315649079999999|-35.00871763|6.4647747870000005|-1.5466805119999998|-27.38007162|64.39681425|-20.699942|51.60929807|0.455285305|-1014.297158|0.24569612|15.05121151|0.83582343|6012.640572|27.44244402|0.016793117|-333.5397332|637.7803874|1.0|1.0|1.0|0.08|27.0|-10.14|91.14|1.45|2.0|0.0|-5.36|31.0|0.0|0.0|1.0|3.74|8.35e-06|0.0|0.0|7.19e-11|2.9e-08|-0.0706799999999999|3.3926|4.11|-1291.949041|673.68|365.45|0.69839|0.69839|-1291.692325|0.2977|-0.14021|3.9703|0.03030655|-1291.752049|5.3075|2.25|5.6478
11_a4|0.0|0|0.0|0.0|1|7.535296702|1|0.626711769|0.032861655|0.03617284|-0.056016567|0.011277653|-0.073554945|10.33765061|1|1|0.010782511|-0.030003079|-0.145254541|0.6575743310000001|0.820318166|-0.163623353|-0.007574475|1|-0.054262142|-0.06530408|0.4523305489999999|0.009336075|-31.35942689|-37.74083422|5.395547437|12.88007087|40.38918044|-0.023620625|-21.81135655|3.118219598|-1.110169356|-18.12338426|44.63993001|-13.65094004|36.75497433|0.480360734|-641.5941818|0.243908684|13.18281017|0.924411925|5425.1341090000005|18.0546182|0.011937709|-296.0029432|575.2252237|1.0|1.0|0.0|0.23|21.0|-8.05|68.9|3.15|2.0|1.0|-5.14|27.0|0.0|0.0|1.0|4.16|1.06e-05|0.0|0.0|8.89e-09|3.31e-06|-0.05582|4907.0|3.2|-1467.463842|630.04|252.67|0.4444|0.65942|-1467.20045|0.0403|-0.15885|4187.0|0.02336674|-1467.255521|5.3012|0.11|6.9586
4e_a49|0.0|0|0.0|0.0|1|7.535296702|1|1.343847746|-0.074495823|0.036555556|-0.3631108529999999|-1.8100000000000003e-05|-0.053787795|10.92777282|1|1|0.000660956|-0.130491035|-0.403194204|0.7541604690000001|0.803344301|0.0063958109999999|0.032396301|1|-0.09422276|-0.087866673|0.433385455|0.017142176|-57.79309816|-53.89448633|10.51443916|313.22432680000003|149.0098632|-0.029288891|-33.05708028|6.449206277999999|-1.493733437|-35.44835874|68.38360061|-17.96482878|68.30753733|0.471635821|-916.2062675|0.349671525|15.01788083|0.892633982|5950.361470000001|27.6242383|0.023622273|-184.4129453|620.5697596|1.0|1.0|2.0|0.22|21.0|-7.36|92.93|1.25|1.0|1.0|-3.28|30.0|0.0|0.0|1.0|2.42|0.000305|0.0|0.0|4.35e-08|1.74e-05|-0.06461|5.7301|3.34|-1313.199448|660.22|216.37|0.4078199999999999|0.68043|-1312.924353|0.0789|-0.1585099999999999|3.9718|0.04133034|-1312.98289|4.8707|34.0|7.4685
4g_a49|0.0|0|0.0|0.0|2|8.228176896|2|1.343847279|-0.008414823|0.036761229|-0.328081947|0.007953069|0.003456679|10.92777048|2|2|0.007845545|-0.146265064|-0.311927917|0.651833607|0.7559263270000001|-0.027032199|0.144740607|2|-0.061465364|-0.0666753309999999|0.736530693|0.018944337|-61.24875669|-66.44036383|18.87757641|151.0705543|139.3194688|-0.0250032489999999|-66.20622488|18.81105094|-2.000259924|-61.03291321|90.11923831|-24.91513644|80.12633309|0.48934952|-1993.210915|0.372642776|18.19125978|0.958286615|11516.07629|39.71443299|0.023762615|-253.8168226|1714.878736|0.0|1.0|1.0|0.1|42.0|-13.67|116.3|2.87|2.0|0.0|-7.47|51.0|1.0|0.0|0.0|5.23|3.72e-08|0.0|1.0|2.13e-14|1.4199999999999998e-11|-0.06458|4.3116|6.35|-2147.721319|985.89|287.56|0.33449|0.69238|-2147.217543|0.0265|-0.15087|3.4099|0.05838924|-2147.295787|4.5147|106.0|6.9747
14n_a23|0.0|1|0.0|0.0|2|7.423568444|0|1.197963531|-0.027380305|0.045165485|-0.376950283|0.010561248|-0.049694913|10.3132176|2|2|0.010508236|0.144230149|-0.404569286|0.756252127|0.802854174|0.219354173|-0.099694124|1|-0.058928845|-0.082430028|0.209387766|0.027028617|-39.82324087|-55.70499288|18.26553926|97.93357279|72.12361433|-0.032325501|-37.64460956|12.34358104|-1.648600566|-26.91195666|72.09248208|-21.84509525|58.08878013|0.469606631|-1114.099858|0.313179459|16.33144958|0.885393105|6740.54932|31.80611809|0.0242495529999999|-252.5011125|683.7405759|0.0|1.0|1.0|0.09|26.0|-7.51|114.25|2.72|2.0|1.0|-5.63|32.0|0.0|0.0|0.0|3.48|9.57e-06|0.0|0.0|3.11e-08|1.3699999999999998e-05|-0.06951|3.4217|3.23|-1744.450916|710.48|362.35|0.6955|0.6955|-1744.1828670000002|0.4229|-0.1382|5.2196|0.02300614|-1744.244532|7.2975|1.0|9.2441
28_a47|0.0|1|0.0|0.0|1|6.842683282|0|1.4201653580000002|-0.23494583|0.038387534|-0.436042548|-0.013020816|-0.00496711|10.95058275|1|1|-0.010153352|0.06536499|-0.435485503|0.635684951|0.832144916|-0.175007067|0.074217097|1|-0.1132830309999999|-0.106779291|0.310094808|0.026080156|-67.33744077|-63.47150284|15.50250691|365.2310214|234.5873429|-0.038135461|-37.72858603|9.214964819|-1.601689367|-40.02656804|82.27079846|-22.66839387|82.83994768|0.472690874|-952.0725426|0.34774073|14.91533234|0.8964208090000001|5633.990508|34.75365534|0.031626405|-181.0112167|428.5826478|1.0|1.0|2.0|0.05|21.0|-6.92|98.72|1.67|1.0|1.0|-3.67|28.0|0.0|0.0|1.0|2.4|0.000217|0.0|0.0|1.2099999999999998e-07|4.59e-05|-0.05471|3675.0|3.51|-1335.759232|599.88|337.37|0.69002|0.69002|-1335.571655|0.2996|-0.15049|6.0847|0.03698465|-1335.6279869999998|8.17|25.0|7.6
7_a3|0.0|0|0.0|0.0|0|6.823286122000001|0|0.60501656|-0.106234254|0.03757716|-0.327648836|-0.007540435|0.054347129|10.3116226|1|1|-0.006696449|-0.084462575|-0.592753801|0.881253042|0.790667152|-0.224253635|0.0507482109999999|1|-0.1034274319999999|-0.096448591|0.5999725029999999|0.009708941|-51.18177092|-47.72824381|4.804535747|230.9407974|107.7330046|-0.036877402|-23.61864737|2.377557323|-1.253831681|-25.32764885|55.15105143|-18.2490344|55.98630667|0.3987206729999999|-620.4671695000001|0.2007853889999999|8.644978051|0.663120542|5055.700186|22.83370969|0.0149999089999999|-296.13678660000005|353.7528308|1.0|1.0|1.0|0.0|21.0|-7.48|92.93|2.11|1.0|1.0|-5.44|23.0|0.0|0.0|1.0|3.63|1.34e-05|0.0|0.0|3.28e-08|1.11e-05|-0.0640299999999999|5.8849|3.09|-1731.7341420000002|522.73|210.68|0.3456|0.69224|-1731.602893|0.1262|-0.14816|3.1299|0.03103579|-1731.651178|3.9813|1023.0|5.9901
AKLKII_a46|0.0|0|2.917217813|0.0|0|6.605297921|0|1.4316666480000002|-0.030657|0.0386379929999999|-0.129865138|0.006821053|0.156485495|10.96959256|1|1|0.006731579|-0.015805561|-0.270506095|0.718266758|0.758995484|-0.0150769919999999|0.064690027|1|-0.071827497|-0.089369278|0.271156366|0.010384859|-34.061229|-42.37969553|4.924591245|160.85204040000002|76.99187522|-0.033194303|-20.09682339|2.335284369|-1.161800612|-16.15213359|49.76981906|-15.74102977|38.98582025|0.47999819|-550.9360419|0.2278604669999999|11.22955511|0.92307023|4110.764451|20.38625028|0.015584114|-258.10190780000005|314.0966684|1.0|1.0|1.0|0.06|21.0|-7.21|67.35|1.18|0.0|1.0|-3.24|22.0|0.0|1.0|1.0|2.45|0.000266|0.0|0.0|6.18e-08|1.7800000000000002e-05||||||||||||||||181.0|6.7423
LY580276_a4|0.0|0|0.0|0.0|1|7.535296702|1|1.344599701|-0.020236527|0.044357639|-0.063298854|0.010217376|-0.172607392|10.94681614|1|1|0.009622161|0.064209689|-0.191806286|0.5162208110000001|0.7921620090000001|0.035666446|0.019144144|0|-0.057317455|-0.071023484|0.243350596|0.008729943|-27.6229776|-34.22831819|4.207217677|11.22286434|63.36073061|-0.028035586|-16.49563923|2.027582675|-1.065352257|-13.31233017|38.23432817|-13.51117823|31.83019528|0.437093506|-513.4247728|0.152153004|9.693623538|0.7764939829999999|4098.640927|15.93586849|0.008312438|-335.2755182|345.4102548|1.0|1.0|0.0|0.22|17.0|-6.56|30.71|3.13|0.0|1.0|-3.67|22.0|0.0|1.0|1.0|3.69|6.18e-05|0.0|0.0|2.75e-07|8.08e-05|-0.0225|5.2983|3.64|-959.4958788|519.23|234.01|0.36903|0.68002|-959.356125|0.1842|-0.18746|2.5355|0.023546627|-959.404416|3.2891|175.0|6757.0
12w_a36|0.0|0|3.3131307480000003|-4.750262163|0|7.412764017000001|2|1.24014105|-0.297354748|0.041555556|-0.917874106|-0.011700732|-0.041402825|10.96020797|1|1|-0.007897954|0.115646674|-0.604676196|0.647732719|0.828393514|-0.098657593|-0.016393443|0|-0.086826396|-0.111267166|0.532980165|0.021104445|-62.34080876|-79.88912835|15.15285952|112.947763|123.23411609999998|-0.041210062|-57.35989379|10.87965823|-2.225343322|-44.76031023|99.51883498|-29.58856606|77.49366829|0.4672300679999999|-1597.782567|0.29463721|15.701847400000002|0.8769828040000001|7418.252264|41.94801097|0.0273396629999999|-294.8983941|672.4630346|0.0|1.0|2.0|0.17|17.0|-7.14|78.43|2.04|2.0|1.0|-5.2|34.0|0.0|0.0|0.0|2.65|8.6e-06|0.0|0.0|7.24e-08|3.37e-05|-0.05326|3.8881|4.86|-1645.202839|712.88|318.88|0.69466|0.69466|-1644.953222|0.4508|-0.15708|5043.0|0.0328886|-1645.017691|7.0746|23.0|7.6383
9i_a40|0.0|0|0.0|0.0|1|7.515889085|0|0.604992808|-0.105556952|0.045555556|-0.279092262|0.004532692|0.201624407|10.31197226|2|2|0.004019925|0.333430103|-0.542471361|0.831946443|0.762774506|-0.154977678|-0.28972973|1|-0.092881258|-0.088485615|0.006324687|0.011010661|-46.80087537|-44.58600513|5.548036224|213.7117392|85.16517222|-0.036869006|-22.46593254|2.795536563|-1.327284222|-23.58195819|49.81256531|-18.57750214|52.34891159|0.477626156|-668.7900768999999|0.140977546|14.74203307|0.91433781|4201.058793|21.62632891|0.010372658|-361.8074422|351.4600612|1.0|1.0|1.0|0.06|20.0|-6.03|84.45|2.99|1.0|1.0|-5.32|22.0|0.0|0.0|1.0|3.52|1.97e-05|0.0|0.0|9.31e-07|0.000285|-0.05989|4.3611|3.2|-1273.334714|534.44|284.3|0.56118|0.70339|-1273.167389|0.3362|-0.11967|2.0895|0.02072395|-1273.217301|2.7887|1.25|5.9031
16h_a32|0.0|1|3.340888605|0.0|0|7.765993078999999|0|0.609420754|-0.098975084|0.039958333|-0.7828009570000001|-0.0048042729999999|0.061727488|10.31100268|3|3|-0.002310082|-0.1234671109999999|-0.71364354|0.804503712|0.832040698|-0.003188883|-0.03617945|1|-0.081151869|-0.121464999|0.44308098|0.02096013|-51.56009529|-77.17316899|13.31708433|70.02855767|127.5843068|-0.038765425|-49.03221545|8.461051377999999|-1.821974989|-32.75886858|90.15529448|-24.62973479|64.87717961|0.459750275|-1157.597535|0.2640948939999999|12.42028916|0.850995852|6151.056721|33.46862873|0.020432929|-299.7661014|573.3529948|0.0|1.0|2.0|0.26|19.0|-7.0|149.27|1.12|2.0|1.0|-6.48|28.0|1.0|0.0|1.0|3.74|1.7800000000000002e-05|0.0|0.0|9.89e-08|4.09e-05|-0.05028|3.6182|4.54|-1955.99895|679.82|342.67|0.70219|0.70219|-1955.772465|0.2914|-0.14972|3516.0|0.02818755|-1955.832545|4.2275|9.0|8.0655
13n_a6|0.0|0|3.425442623|0.0|0|6.842683282|0|1.4290206230000002|-0.135152403|0.04393617|-0.631323273|-0.0093684169999999|-0.06507689|10.95053349|1|1|-0.00687003|0.100294804|-0.57091314|0.870730542|0.7767360059999999|-0.064779873|-0.056293641|1|-0.100363599|-0.109392959|0.307384948|0.017758385|-68.88015714|-75.07706271|12.18768927|90.97854097|199.7822434|-0.038490115|-51.52585133|8.36448634|-2.078466222|-47.27287681|88.73738138|-26.41600355|81.06784641|0.47066442|-1426.464192|0.251032943|16.76075427|0.889160748|6386.381394|35.2699138|0.019904118|-341.7352549|724.3873672999999|1.0|1.0|3.0|0.08|27.0|-9.67|122.47|0.81|1.0|1.0|-4.64|33.0|0.0|0.0|1.0|2.62|5.24e-05|0.0|0.0|2.1499999999999998e-10|9.35e-08|-0.07131|4.8185|4.27|-1423.765005|727.69|257.31|0.55028|0.64027|-1423.451366|0.1945|-0.13863|7.1946|0.05026727|-1423.514154|10.1967|75.0|7.1249
19_a34|0.0|0|0.0|0.0|1|7.412764017000001|1|1.438829424|-0.169170251|0.044107744|-0.5357267960000001|-0.00802652|-0.143343425|10.95957634|1|1|-0.0042364759999999|-0.29861864|-0.469568766|0.866604574|0.8022000659999999|0.08178394|-0.0235903339999999|0|-0.112877411|-0.1255804019999999|0.308793959|0.039589023|-56.30608209|-62.64265252|19.74799697|131.5318459|179.6256831|-0.039656969|-31.24772528|9.850795895|-1.506964829|-28.08688512|77.38527508|-19.78189027|76.05407906|0.467358389|-751.7118302|0.3377105079999999|10.31797048|0.877434994|4496.516479|29.86894781|0.029554695|-161.90813300000002|337.9440349|1.0|1.0|1.0|0.18|17.0|-5.03|69.4|1.08|0.0|2.0|-2.73|23.0|0.0|1.0|1.0|2.1|0.000704|0.0|0.0|9.42e-06|0.00291|-0.02901|4.1721|2.7|-1046.606458|538.96|297.18|0.6897300000000001|0.6897300000000001|-1046.458335|0.2189|-0.1735|3.4272|0.03168624|-1046.509891|5.0441|0.99|6.0044
47s_a18|0.0|0|0.0|0.0|0|7.03438793|1|1.251176205|-0.045792331|0.035632184|-0.394481152|0.002573931|0.0134295589999999|10.94702059|0|0|0.003686393|-0.040169986|-0.46304239|0.724028067|0.712629555|0.0109557919999999|-0.0540701129999999|0|-0.070258863|-0.08106112|0.306379663|0.008446541|-53.18668656|-61.36410696|6.394119331000001|10.92659868|117.0051929|-0.030108416|-46.45326408|4.840414512|-2.107589125|-40.26287221|69.29837549|-22.79238258|59.58080589|0.4740142|-1595.466781|0.179529145|18.65422248|0.901192009|6968.705069|27.77963709|0.010481057|-485.1995077|1093.725912|1.0|1.0|2.0|0.3|18.0|-9.42|76.5|3.33|3.0|1.0|-5.95|36.0|0.0|1.0|0.0|3.19|3.53e-06|0.0|0.0|3.8199999999999997e-10|1.84e-07|-0.0491399999999999|3218.0|8.41|-1534.196027|809.4|385.29|0.6926800000000001|0.6926800000000001|-1533.737579|0.5203|-0.13195|2.3134|0.02195039|-1533.809351|2.9991|616.0|6.2104
4_a38 (LY-2157299)|0.0|0|0.0|0.0|1|7.535296702|1|1.343847059|-0.080432741|0.041252955|-0.325515636|0.002865697|-0.159241692|10.9277672|1|1|0.003107816|-0.083399128|-0.463575124|0.702976795|0.8099394329999999|-0.041794304|-0.032369326|1|-0.092570349|-0.089446059|0.459041332|0.01243241|-52.90108631|-51.11565158|7.104736984|260.7739337|140.40206619999998|-0.03235283|-29.21101111|4.060137052|-1.520583011|-30.23133173|58.99645489|-18.48863993|60.00582329|0.487041509|-868.9660769|0.213882939|12.76426621|0.949475478|5566.495502000001|23.51893991|0.01379043|-327.0140711|542.7276591|1.0|1.0|1.0|0.18|21.0|-7.13|86.69|1.84|1.0|1.0|-3.85|28.0|0.0|0.0|1.0|2.81|0.000102|0.0|0.0|7.45e-08|2.75e-05|-0.06|4.65|3.95|-1198.683473|617.61|266.68|0.4|0.68|-1198.442536|0.06|-0.16|5.9043|0.03652312|-1198.49738|7.6529|69.0|7.1586
