molecula|SddssS|NaaNH|n9FaHRing|SRW09|nAHRing|nARing|SaasN|AATSC1c|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|AATSC1are|MATS8i|AATSC8d|n5aRing|n5aHRing|AATSC7i|MATS1i|MATS1c|n6aHRing|GATS1are|BIC2|SIC2|nFaHRing|FNSA3|PBF|FPSA3|PNSA3|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|WPSA3|RPCS|FNSA1|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|PNSA2|MOMI-Z|WNSA4|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Brenk|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Total Energy (water) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Dipole (gas phase)|E solv. Water  (Hartree)|IC50|pIC50
28_a20|0.0|0|0|6.842683282|0|0|1.837209467|-0.006492092|-0.114439513|3|0.0396875|0.091462964|1.650185059|0.002234763|0.0313932529999999|-0.039965901|1|1|0.155263557|-0.016955137|-0.447096101|3|0.715067047|0.755701837|0.812553182|1|-0.086299346|0.3962228229999999|0.014682607|-57.59898971|9.799649234|318.7453661|0.218249263|145.66665480000003|-0.035068957|6.540604536|88.39175809|0.773641727|-38.44343857|71.98460956|-23.40616218|67.39863895|0.468838001|-1217.120433|2449.815677|-15.62203369|14.28413212|0.8826648009999999|6348.941881000001|-812.3457521|0.016673728|-365.2747728|1573.2352460000002|684.5377542|11.12858789|1.0|1.0|3.45|2.86|0.08|27.0|-8.8|3.93|4.01|1.73|0.0|1.0|5.0|5.0|-6.96|1.0|-4.43|0.0159|3.72e-05|0.0156|0.0|0.0|6.590000000000001e-07|-0.06242|4.7905|-1368.363151|1198.32|346.35|0.2354|531.85|0.50352|0.4701899999999999|3.5284|0.03534166|255.0|6.5935
21_a47|0.0|0|1|6.86171134|0|0|1.2247108|-0.010650348|-0.13650463|2|0.037801932|-0.034419528|1.028199909|-0.006808306|-0.004063946|0.057225853|1|1|-0.090969103|-0.1049885469999999|-0.5406500129999999|2|0.612295986|0.826796636|0.8856299320000001|1|-0.082614966|0.3188717339999999|0.022739546|-46.63227351|12.83540744|34.75044485|0.29417845|166.049938|-0.033866638|7.244985517000001|47.95893876|0.6448452960000001|-26.32173133|70.10126935|-19.11612865|59.46768095|0.463113582|-860.2257893999999|1402.202743|-10.79015808|13.17102891|0.862591353|6103.311635|-485.55711339999993|0.028943339|-163.5167523|1334.003357|482.9384172|16.33715751|1.0|1.0|3.29|3.32|0.1|21.0|-7.7|2.94|4.93|2.97|0.0|1.0|6.0|6.0|-6.58|1.0|-4.32|0.0142|4.84e-05|0.0191|0.0|0.0|7.8e-06|-0.06339|3917.0|-1375.061089|1014.33|316.53|0.2249|441.93|0.68296|0.68296|3.6767|0.03299607|5.0|8.3
8a_a8|0.0|1|0|7.535296702|1|1|1.4114120369999998|-0.014658222|-0.1950388569999999|1|0.040243056|0.027531877|0.0|-0.0075336219999999|0.010118884|-0.0298924089999999|1|1|0.044579097|0.055198015|-0.5028388229999999|1|0.76592324|0.762577159|0.8220300859999999|0|-0.131795179|0.22299265|0.034374791|-78.93428863|20.58762475|170.9592896|0.449170525|269.0155755|-0.049054408|12.33026525|84.91322996|0.76420633|-47.27503672|86.57328508|-29.37948733|99.52191337|0.481294455|-1351.456417|1746.6927010000002|-17.59585557|14.52342059|0.927876056|6193.891189|-809.4093564|0.025786572|-316.4749864|1768.444416|529.053307|15.44399996|0.0|1.0|3.37|2.64|0.05|23.0|-6.76|3.13|2.72|1.9|0.0|1.0|4.0|5.0|-7.04|0.0|-4.14|16.0|7.28e-05|0.0292|0.0|0.0|6.96e-05|-0.06922|4.6017|-1367.776863|1061.5|399.45|0.2035|476.69|0.4927399999999999|0.7036899999999999|5.4201|0.03213899|11.34|4.9454
22_a4|0.0|0|0|7.535296702|1|1|1.987636054|-0.006436201|-0.115883451|1|0.044357639|0.004808337|0.0|0.004765062|-0.2078428719999999|-0.023072107|1|1|0.00771584|0.021636871|-0.3877007|1|0.774689758|0.7797803109999999|0.8404413829999999|0|-0.09491995|0.242642229|0.010702353|-45.61565825|5.1432274630000006|162.9809584|0.138796849|66.70156956|-0.036468635|2.47167963|0.0|0.8444670409999999|-21.92150631|48.65880447|-17.52572365|50.75888571|0.4359219589999999|-648.451775|1477.437886|-8.422332951|9.742413394|0.772804341|4074.564287|-311.62631919999995|0.011296354|-331.080892|767.88287|338.71903330000004|5.428686137000001|1.0|0.0|3.3|2.2|0.11|17.0|-5.24|3.19|3.54|2.09|0.0|2.0|2.0|3.0|-5.91|1.0|-3.98|0.0497|0.000104|0.0301|0.0|0.0|0.0016699999999999|-0.03046|4.468999999999999|-934.2706743999998|860.77|305.85|0.1675|400.29|628.0|0.65771|3.5548|0.030263407|47.0|7.3279
5g_a40|0.0|0|0|8.149890544|0|1|1.534673091|-0.016033575|-0.190406197|0|0.044946237|-0.0602779129999999|0.64025463|-0.012794054|0.122088541|-0.091116241|2|2|-0.104356485|0.07917206|-0.4748772539999999|0|0.795454476|0.818555255|0.882781953|1|-0.153687065|0.245639795|0.024937196|-72.93994279|11.83520323|216.425542|0.32227256|152.9506864|-0.049288357|5.616992201|0.0|0.745349319|-34.61732609|80.22859145|-23.39227384|84.77514603|0.488538966|-748.5527627|593.8133184|-11.10198254|12.10939827|0.955183157|4358.890754999999|-355.2634413|0.025660198|-232.8857705|1004.297909|266.8102663|12.1783403|0.0|0.0|3.13|1.96|0.21|14.0|-2.89|2.69|2.5|0.74|1.0|3.0|3.0|5.0|-6.6|1.0|-3.37|0.0174|0.000426|128.0|0.0|0.0|391.0|-0.0540299999999999|3.48|-1328.055803|800.98|356.27|261.0|367.19|0.6563|0.6563|4.9132|0.04070345|123.0|6.9101
9i_a40|0.0|0|0|7.515889085|0|0|1.841293462|-0.0071562119999999|-0.105556952|0|0.045555556|0.187127708|0.891973262|0.004532692|0.201624407|-0.1788455119999999|2|2|0.333430103|0.105172175|-0.542471361|0|0.831946443|0.762774506|0.824009442|1|-0.092881258|0.006324687|0.011010661|-46.80087537|5.548036224|213.7117392|0.169019238|85.16517222|-0.036869006|2.795536563|62.68854553|0.8590224540000001|-23.58195819|49.81256531|-18.57750214|52.34891159|0.477626156|-668.7900768999999|335.9672843|-9.360805225|14.74203307|0.91433781|4201.058793|-336.98898810000003|0.010372658|-361.8074422|778.5478408|351.4600612|5.226560183|1.0|1.0|3.25|2.9|0.06|20.0|-6.03|3.84|4.02|2.99|1.0|1.0|2.0|2.0|-5.44|1.0|-4.71|0.00147|1.97e-05|0.00603|0.0|0.0|0.000285|-0.05989|4.3611|-1273.334714|883.84|428.48|0.5012|417.75|0.56118|0.70339|2.0895|0.02072395|1.25|5.9031
17_a12|0.0|0|0|6.823286122000001|1|1|0.0|-0.00864055|-0.058347964|3|0.035816993|-0.210594127|0.0|-0.002523977|-0.072956553|-0.070249784|1|1|-0.3748198379999999|-0.113649923|-0.559137213|2|0.918713011|0.8198617429999999|0.87653892|0|-0.069570363|0.318309599|0.011226177|-36.25249721|5.849860887999999|69.36398419|0.141880635|73.93273708|-0.035198739|3.048310481|0.0|0.786701219|-18.89085387|57.97616997|-18.34174978|42.10235809|0.466056241|-752.0117408|1470.257187|-9.557722681|10.61752641|0.8728564259999999|4866.339908|-391.8666299|0.015049295|-298.7949107|955.9051425|431.5987143|7.842053909|1.0|1.0|4.13|2.97|0.17|17.0|-7.16|4.51|2.56|2.47|0.0|1.0|3.0|4.0|-6.07|1.0|-4.24|0.0103|5.7100000000000006e-05|0.0191|0.0|0.0|2.32e-05|-0.06322|4.4014|-1366.804178|933.62|328.67|0.2213|419.49|0.39539|0.62783|2128.0|0.02800938|16.0|7.7959
18d_a25|0.0|0|0|6.842683282|0|0|1.918453956|-0.0029605|0.024310576|2|0.042843137|-0.031867489|2.029297802|0.006452854|-0.070413428|0.016982601|1|1|-0.055336237|-0.035684977|-0.292727912|2|0.722349659|0.780221059|0.838260077|1|-0.061527513|0.278576218|0.011158458|-46.31109519|8.39885106|70.58850837|0.062186295|46.80695276|-0.0281209329999999|6.3217245360000005|0.389087507|0.75793699|-34.85786147|68.15463481|-21.166323|54.70994625|0.476833495|-1206.480411|2625.142499|-15.93166285|18.11893325|0.911437354|6876.316137000001|-908.1047824|0.014219928|-388.2927768|1591.795131|883.4030667999999|10.70318668|1.0|1.0|3.66|3.57|0.11|27.0|-10.23|6.33|5.98|2.4|1.0|0.0|7.0|4.0|-6.21|1.0|-5.54|0.00026|2.86e-06|0.0013599999999999|0.0|0.0|2.81e-08|-0.07287|5.6512|-1806.848384|1358.25|340.69|0.3986|664.72|0.41694|0.6823899999999999|3.2353|0.03560672|232.0|6.6345
19e_a38|0.0|1|0|7.412764017000001|2|2|0.0|-0.007550899|-0.10490608|2|0.04508642|0.021678225|0.0|-0.001197042|-0.104569193|-0.038386106|1|1|0.045449529|-0.091460175|-0.436305701|1|0.723755855|0.839953955|0.89459881|0|-0.083623427|0.552393659|0.02118651|-56.34606212|14.27562164|118.734325|0.223437407|150.553721|-0.03783113|9.619015829|16.39385667|0.749190974|-37.96637911|82.37885703|-25.49088538|70.62168376|0.4655978389999999|-1376.50781|3426.997928|-17.17594064|12.34352977|0.871249918|6531.762734|-927.5007945|0.020114756|-335.8133169|1837.325672|696.3887025|13.55346651|0.0|1.0|4.96|3.08|0.12|17.0|-7.28|4.03|3.09|2.75|0.0|1.0|6.0|4.0|-6.39|1.0|-4.72|0.0049|1.89e-05|0.00807|0.0|0.0|2.25e-05|-0.05139|5.2322|-1409.582478|1183.12|321.31|0.3948|532.67|0.41961|0.58509|5.8426|0.03483011|0.01|8.0083
11d_a31|0.0|1|0|7.765993078999999|1|1|0.0|-0.017317263|-0.116385886|0|0.0388738739999999|0.016799834|0.0|-0.009496378|-0.092360393|-0.078235092|2|2|0.026806221|-0.096447723|-0.574318121|0|0.819298311|0.822077662|0.868115289|0|-0.134031221|0.197166451|0.034417775|-82.05480081|21.07078977|296.2476128|0.414787184|253.9354598|-0.040797245|12.89967697|91.25756269|0.6817705409999999|-50.23449218|98.8237718|-24.97634343|103.1255906|0.4816588089999999|-1148.911798|2039.207676|-15.29068277|15.21323794|0.929231204|5420.356537|-703.3714074|0.027374162|-222.5622569|1685.188386|505.4234462|16.75864338|1.0|1.0|3.6|2.83|0.32|16.0|-6.23|5.43|4.03|1.26|0.0|1.0|7.0|6.0|-6.4|1.0|-4.2|0.00128|6.26e-05|0.0241|0.0|0.0|0.000225|-0.03404|3.8009|-1598.7152199999998|1077.69|326.2|0.2642|551.86|703.0|703.0|3.1919|0.04390452|0.03|7.5229
4S4k_a46|0.0|0|0|7.825245291|1|1|2.145043462|-0.0049602|-0.088084767|1|0.0510113959999999|-0.104665424|0.0|0.006550513|-0.1149361969999999|-0.1032662209999999|1|1|-0.158788415|0.008544799|-0.3860697829999999|1|0.78837943|0.7477594870000001|0.787615341|0|-0.089589915|0.199356973|0.007749296|-47.49082053|4.1078333030000005|172.7607401|0.1082655419999999|57.39060501|-0.030477338|2.177526049|0.0|0.8679099640000001|-25.17446332|49.42345536|-16.15576699|51.59865384|0.461984953|-775.4768155|1729.18312|-8.564028983|10.26616763|0.858684076|4719.2906570000005|-411.0733912|0.007182108|-390.0516264|893.4991504000001|519.5743695|3.807172093|1.0|0.0|3.8|3.03|0.33|17.0|-6.61|4.26|4.77|2.84|0.0|1.0|2.0|3.0|-5.46|1.0|-4.83|5.0|1.4800000000000002e-05|0.0049299999999999|0.0|0.0|8.28e-05|-0.02074|5.2854|-1053.441953|997.07|304.07|0.2623|487.43|0.5716|0.67893|2.2655|0.02628818|197.0|6.7055
34_a20|0.0|0|0|6.842683282|0|0|1.877209467|-0.0057643419999999|-0.104520106|2|0.0396875|0.199191385|1.991704333|0.003085806|-0.046356705|-0.054458882|1|1|0.327535029|0.0346782989999999|-0.4478820739999999|2|0.7071284179999999|0.74801464|0.80310139|1|-0.0851907119999999|0.408491116|0.0130295999999999|-57.31821177|8.766605631000001|297.5548445|0.203342854|136.81360859999998|-0.032248904|5.898367836|80.66541842|0.776414086|-38.56497154|67.53437417|-21.69778179|66.0848174|0.462785432|-1149.982435|2319.742032|-14.59875162|14.7802149|0.8614536140000001|6211.26199|-773.7338361000001|0.01491516|-371.9551262|1481.145765|712.1606951|10.03525243|1.0|1.0|3.43|2.92|0.08|27.0|-9.18|4.5|4.62|2.47|0.0|1.0|5.0|4.0|-6.28|1.0|-5.02|0.00305|9.51e-06|0.00399|0.0|0.0|2.780000000000001e-07|-0.05181|5.4132|-1352.31921|1205.64|320.38|0.4388|544.93|0.38519|0.68845|3.8519|0.03558836|61.0|7.2147
12o_a36|0.0|1|0|7.412764017000001|2|2|0.0|-0.0100574069999999|-0.079716275|2|0.040770975|0.03842353|0.0|-0.00233752|-0.059733192|-0.010904454|1|1|0.065221584|-0.126068378|-0.5110239679999999|1|0.859938421|0.799869816|0.848816593|0|-0.082048664|0.514457955|0.023402195|-59.0895896|16.85373064|55.47133795|0.2407887189999999|173.4105814|-0.03541591|12.13767506|112.1259723|0.666462845|-42.554984000000005|95.66406176|-25.50573629|75.94332024|0.469699889|-1453.826968|2778.220342|-18.36865355|13.80895167|0.885724665|6622.134304|-1047.013252|0.026586303|-239.7655413|2181.407379|757.7532208|19.1468529|0.0|0.0|4.97|0.0|0.17|17.0|-6.93|2.38|1.65|1.49|0.0|1.0|7.0|5.0|-7.66|0.0|-3.64|128.0|0.000227|0.0997|0.0|0.0|5.18e-05|-0.05456|5.1927|-1440.969954|1240.51|320.16|0.4075|560.88|0.36719|0.67273|4.9237|0.04371335|0.04|7.3979
15_a10|0.0|0|0|7.535296702|1|1|2.124460476|-0.0027892409999999|0.035396617|2|0.0353864729999999|-0.0729795729999999|1.981569297|0.009882584|-0.055918786|-0.05940848|1|1|-0.1157120169999999|-0.085979341|-0.208590561|2|0.682616223|0.808676284|0.863438637|1|-0.059234364|0.710970489|0.018614889|-35.30133759|11.09373722|33.67392858|0.084473199|50.34268476|-0.025240716|6.61142847|108.7226878|0.646412648|-21.03820054|56.66229609|-15.04246823|46.39507481|0.434181679|-706.9960069|2288.954984|-8.964715924|11.23924661|0.767351752|5769.347123|-421.3416484|0.020932674|-174.5122907|1093.722422|563.875765|12.47504566|1.0|1.0|3.29|3.31|0.23|21.0|-8.3|4.91|4.72|2.53|1.0|1.0|5.0|4.0|-6.07|1.0|-4.81|13.0|1.56e-05|0.0061|0.0|0.0|1.96e-06|-0.05243|5.7922|-1604.08794|1086.19|326.3|0.4553|484.05|0.41458|0.68543|4.5192|0.03039798|33.0|7.4815
8b_a8|0.0|1|0|7.535296702|1|1|1.42474537|-0.013834266|-0.182065125|1|0.040054466|0.019958073|0.0|-0.0055544409999999|-0.0422693659999999|-0.03443232|1|1|0.031896755|0.049587543|-0.5058761820000001|1|0.758899977|0.778853499|0.8354024290000001|0|-0.130159955|0.28604765|0.032440348|-79.74587194|19.87542051|172.84152849999998|0.441645347|270.5854753|-0.047457424|12.1771918|89.09854311|0.781454722|-48.85837649|84.97574547|-29.07602182|99.62129245|0.4835310479999999|-1424.7250689999998|1821.324722|-17.8141788|14.53652808|0.936224813|6471.7604200000005|-872.8947609999999|0.022425382|-344.8810688|1823.170337|589.263087|13.73949201|0.0|1.0|3.52|2.93|0.09|23.0|-7.13|3.65|3.03|2.12|0.0|1.0|4.0|5.0|-6.87|0.0|-4.43|7.0|3.69e-05|0.0153|0.0|0.0|3.04e-05|-0.06114|4.5819|-1407.0843|1098.17|375.8|0.2618|488.56|0.57234|0.70195|5.8389|0.03204403|5.08|5.2941
4e_a49|0.0|0|0|7.535296702|1|1|2.085628989|-0.006602016|-0.074495823|2|0.036555556|-0.080255074|1.713107022|-1.8100000000000003e-05|-0.053787795|0.018857363|1|1|-0.130491035|-0.037142108|-0.403194204|2|0.7541604690000001|0.803344301|0.856023531|1|-0.09422276|0.433385455|0.017142176|-57.79309816|10.51443916|313.22432680000003|0.242937669|149.0098632|-0.029288891|6.449206277999999|60.11195021|0.650328475|-35.44835874|68.38360061|-17.96482878|68.30753733|0.471635821|-916.2062675|1647.641653|-11.01902676|15.01788083|0.892633982|5950.361470000001|-561.9703647000001|0.023622273|-184.4129453|1408.836153|620.5697596|14.48911428|1.0|1.0|3.35|2.89|0.22|21.0|-7.36|3.4|2.83|1.25|0.0|1.0|6.0|5.0|-7.52|1.0|-3.52|211.0|0.000305|122.0|0.0|0.0|1.74e-05|-0.06461|5.7301|-1313.199448|1128.64|327.34|0.2273|504.63|0.4078199999999999|0.68043|3.9718|0.04133034|34.0|7.4685
14z_a23|0.0|0|1|7.423568444|0|0|3.305974434|-0.005892861|-0.024897956|2|0.04314059|0.038811869|0.729326158|0.009174505|-0.0438568409999999|-0.0229244|2|2|0.0708381429999999|-0.069023218|-0.46459002|2|0.719722236|0.802520527|0.8668730109999999|1|-0.0582387179999999|0.228957475|0.018337664|-40.56245532|12.77192721|40.18308023|0.074698898|52.02674091|-0.03393829|8.895469235|79.960755|0.785604449|-28.25118461|66.77741935|-23.63754572|53.33438253|0.474697407|-1110.964649|2692.627452|-16.46322104|14.91419434|0.903664694|7285.13008|-773.7713888999999|0.01612263|-397.8390333|1414.152695|665.6233736|11.22918692|0.0|1.0|3.42|3.67|0.05|26.0|-8.57|4.64|5.32|3.99|1.0|1.0|5.0|4.0|-5.8|0.0|-6.13|8.18e-05|7.37e-07|0.000354|0.0|0.0|1.29e-06|-0.08503|4032.0|-2549.107748|1221.92|338.46|0.3201|586.28|0.66217|0.69913|5.9301|0.01238131|5.0|8.2941
1h_a5|0.0|1|0|6.605297921|0|0|0.0|-0.001978474|-0.009075016|2|0.026339869|-0.02598568|0.0|0.008031558|-0.1197834419999999|-0.044117647|1|1|-0.043247682|0.034752304|-0.20140246|2|0.71274658|0.780175595|0.8436458929999999|0|-0.067599619|0.39793593|0.008798715|-35.25675213|4.588992214|160.0744187|0.119359774|62.25239147|-0.027798699|2.393400474|0.484419999|0.7450549759999999|-18.38824808|44.51475742|-14.49848188|39.84574434|0.489507204|-579.9392753|819.6979313999999|-7.561719827|13.14687756|0.958891501|4334.547353|-302.4687931|0.01585373|-255.618083|778.3845404|409.0289917|8.268552715|1.0|0.0|2.8|2.07|0.05|23.0|-8.41|4.99|4.51|2.13|0.0|1.0|3.0|3.0|-5.77|1.0|-4.45|0.0174|3.5600000000000005e-05|0.0111|0.0|0.0|1.21e-06|-0.04124|4652.0|-990.6346565|934.7|284.03|0.3333|430.83|0.4112699999999999|0.57155|2.2396|0.031392033|28.0|7.5528
12u_a30|0.0|0|0|7.412764017000001|2|2|0.0|-0.006935447|-0.027452346|2|0.043383838|-0.091507428|0.0|0.002431329|0.028815747|-0.0646674999999999|1|1|-0.15896471|-0.0493878409999999|-0.467189145|1|0.8149999040000001|0.83236194|0.889479916|0|-0.0773921259999999|0.477056017|0.015562896|-51.83732031|10.42404292|78.15130994|0.15055905|100.8445957|-0.03794847|6.982033926000001|0.0|0.810462868|-34.72068676|75.26051582|-25.41792137|62.26136323|0.443167712|-1245.478147|2608.6452440000003|-17.02494806|14.01586754|0.7958728709999999|7133.515802|-834.2224549|0.014495402|-415.8966522|1536.749179|685.6665849999999|9.709034401|0.0|1.0|4.63|0.0|0.14|17.0|-7.8|5.11|3.92|3.79|0.0|1.0|5.0|4.0|-5.52|1.0|-6.04|0.000123|9.14e-07|0.0004269999999999|0.0|0.0|7.39e-06|-0.0528299999999999|3.5003|-2494.962309|1202.06|354.21|0.1502|559.16|0.6847|0.6847|5.3020000000000005|0.03472994|34.0|7.4647
15b_a10|0.0|0|0|7.535296702|1|1|2.145379897|-0.002413027|0.024214591|2|0.033219955|-0.111812184|2.0455289690000003|0.011484257|-0.082365722|-0.058911857|1|1|-0.175869992|-0.174170642|-0.195505087|2|0.744213612|0.791078367|0.83320417|1|-0.046334564|0.697099355|0.015973068|-31.76194123|10.94939968|43.96642219|0.078081026|53.52386591|-0.024105015|7.505718446|118.6253241|0.670236374|-21.77253505|62.53159836|-16.52377848|42.7113409|0.414077981|-958.3791518|2603.829652|-11.32690674|11.42472965|0.706711759|6105.426726|-656.9605906|0.017637846|-233.3911134|1429.912176|766.4127559|12.09059037|1.0|1.0|3.61|3.89|0.32|21.0|-8.18|4.34|4.44|2.14|0.0|1.0|7.0|5.0|-6.34|0.0|-4.64|0.0185|2.28e-05|0.00943|0.0|0.0|2.73e-06|-0.04734|5.7620000000000005|-1317.766641|1231.3|329.52|0.3575|587.53|0.46711|0.68906|4.7752|0.02977516|85.0|7.0706
3b_a12|0.0|0|0|0.0|1|1|0.0|-0.007916598|-0.043495794|2|0.0375|-0.1215705419999999|0.0|-0.004028952|-0.065558712|-0.003968827|0|0|-0.19952566|-0.071149325|-0.547002361|1|0.914614654|0.768772928|0.82914101|0|-0.064393592|0.073824142|0.0103611969999999|-33.57216667|5.401901357000001|41.13468455|0.096795301|50.46508298|-0.034016616|2.816328871|0.0|0.7688221909999999|-17.50314491|54.77629766|-17.73486237|38.97406803|0.390744506|-691.6596323|1935.211747|-9.246226764|10.88757628|0.64134753|4665.346939|-360.6028438|0.0166212889999999|-280.3056362|899.6353646|406.0361621|8.665655511|1.0|1.0|3.82|2.98|0.05|18.0|-8.1|4.05|3.14|3.99|0.0|1.0|3.0|3.0|-5.65|1.0|-4.64|0.0184|2.28e-05|0.00759|0.0|0.0|2.63e-06|-0.07091|4.2092|-1410.971864|915.37|328.51|0.5013|426.66|0.53738|0.6654800000000001|5.9551|0.02444371|49.0|7.3098
27a_a34|-3.727789|0|0|7.412764017000001|1|1|1.963136117|-0.012620846|-0.456594848|1|0.0408037829999999|-0.082271189|0.0|-0.012495918|-0.026428049|-0.008138446|1|1|-0.13716603|-0.158932197|-0.53047808|1|0.8186389829999999|0.779284547|0.832753533|0|-0.106669294|0.4305370679999999|0.026573385|-74.78290605|18.62986903|176.4623026|0.3990357329999999|279.75296960000003|-0.043345322|13.06088842|22.69787432|0.764921711|-52.42823715|100.7752505|-30.38821209|93.41277507|0.436895447|-1640.9634529999998|2252.433058|-21.30433911|15.91204178|0.7758691440000001|7104.26596|-1150.434312|0.020552444|-371.4586403|2145.269808|718.5861133999999|14.40875302|1.0|1.0|3.66|2.58|0.13|23.0|-7.61|2.01|3.97|1.06|0.0|1.0|6.0|7.0|-7.29|0.0|-4.47|0.00504|3.43e-05|0.0159|0.0|0.0|1.13e-05|-0.03924|5.0012|-1861.741982|1247.85|300.73|0.2896|598.18|0.40378|0.69818|10.8591|0.04629882|0.24|6.6198
37_a18|0.0|0|0|7.03438793|2|2|0.0|-0.005351023|-0.018808538|1|0.036746032|-0.018268775|0.0|0.002300582|-0.034593342|-0.011713125|0|0|-0.0276034839999999|-0.1483628609999999|-0.44541772|0|0.7100921609999999|0.725028151|0.761336899|0|-0.068500679|0.385121249|0.009098426|-50.09028298|6.653112344|12.63119843|0.168216253|123.0060763|-0.0286221589999999|4.865006968|60.1335413|0.7648766029999999|-36.62790634|65.15554136|-20.92960342|56.74339533|0.488368082|-1423.213033|1571.7484060000002|-15.30451633|18.49074823|0.954530133|7035.839448000001|-1040.70711|0.0142451319999999|-387.3755475|1860.709332|1056.535856|10.41657856|1.0|0.0|4.31|0.0|0.3|18.0|-8.82|3.68|3.3|3.33|1.0|1.0|7.0|3.0|-6.14|0.0|-5.47|0.000999|3.35e-06|0.00161|0.0|0.0|7.27e-07|-0.04925|3.2127|-1532.997117|1395.35|385.91|499.0|673.45|0.69305|0.69305|2.2872|0.02274574|35.0|7.4559
4b_a46|0.0|0|0|7.825245291|1|1|2.189591837|-0.00113356|-0.022119857|2|0.047736111|-0.082722572|0.0|0.012332859|-0.135121207|-0.111103941|1|1|-0.128843936|-0.079238184|-0.16915334|2|0.6901151990000001|0.7306307590000001|0.768651645|0|-0.0524080009999999|0.27128814|0.007568202|-28.58477842|4.127907383|7.986637869|0.064754938|35.31914031|-0.0229342729999999|2.251475261|56.7922535|0.8104680259999999|-15.59093155|42.65239101|-12.50898928|32.7126858|0.428987199|-612.9404746|1750.333702|-6.822749952000001|10.09436488|0.751274223|4681.895329999999|-334.31474760000003|0.007963679|-338.6757579|756.2796491|538.4165208|4.343611349|0.0|0.0|3.9|3.03|0.38|17.0|-7.2|4.69|4.77|2.58|0.0|1.0|2.0|3.0|-5.67|1.0|-4.63|0.0149|2.35e-05|0.00782|0.0|0.0|2.12e-05|-0.02729|4.5515|-1033.556797|1020.9|272.4|0.1784|508.79|0.68682|0.68682|3127.0|0.02176759|548.0|6.2612
9r_a24|0.0|1|0|6.605297921|0|0|0.0|-0.004640179|0.013567512|3|0.024179894|-0.17821765|0.0|0.007861194|0.064425793|-0.043274854|1|1|-0.29065818|-0.179075526|-0.3018627239999999|3|0.786430472|0.7958149290000001|0.841805128|0|-0.0618978309999999|0.32720212|0.015557618|-41.49802275|10.4302588|71.31566881|0.158284162|106.1180928|-0.025821921|6.992734796000001|89.36724924|0.6152148279999999|-27.82142546|70.79264457|-17.31173182|51.92828155|0.473403843|-934.8335183|958.7578093|-11.60626518|18.36822555|0.898988412|5501.824326|-626.7383196000001|0.02357068|-154.486433|1519.52371|670.2247423|15.80243761|1.0|1.0|3.53|3.04|0.22|23.0|-8.66|4.23|3.93|1.02|0.0|1.0|8.0|6.0|-6.83|0.0|-4.06|0.0383|8.77e-05|0.0351|0.0|0.0|8.84e-07|-0.04313|4.4722|-1294.486221|1199.71|289.16|0.3398|616.11|0.3398|0.6204|1.9698|0.03426339|11.0|7.9586
17a_a25|0.0|0|0|6.842683282|0|0|1.826085128|-0.004137083|-0.036457743|2|0.043274232|-0.017081614|2.008884939|0.0063846319999999|-0.0688716509999999|0.006360768|1|1|-0.02776212|-0.047099434|-0.362222339|2|0.6741827509999999|0.748718056|0.8005589320000001|1|-0.06234901|0.348821736|0.012665055|-44.46905084|9.033070252|93.75234138|0.125413071|89.44809639|-0.0297670279999999|6.442637379|80.30332825|0.755980502|-31.71656603|67.57985355|-21.2306737|53.50212109|0.468791604|-1188.917727|2432.071525|-15.142307999999998|16.93624014|0.882500365|6250.571217000001|-847.969248|0.015373381|-365.1448527|1572.683056|781.7487682|10.96472369|1.0|1.0|3.48|3.47|0.11|27.0|-9.98|4.83|5.31|2.67|0.0|1.0|7.0|4.0|-6.18|1.0|-5.13|0.00325|7.44e-06|0.00323|0.0|0.0|4.54e-08|-0.05255|5.2683|-1391.625102|1271.9|315.11|0.4076|598.67|0.35172|0.6722|3.4677|0.0362293|25.0|7.6021
