molecula|n9FaHRing|n9FaRing|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|SRW07|AATSC1s|n6HRing|ATSC1c|AATSC1are|BCUTi-1|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|n6aHRing|BIC2|MATS8d|SIC2|nFaHRing|FNSA3|FNSA5|PBF|FPSA3|PNSA3|PPSA3|RPSA|WNSA5|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|GRAVp|TASA|PNSA2|WNSA4|FPSA1|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
14b_a25|0|0|6.842683282|0|0|1.420015222|1.616664856|-0.091382738|4.727387819|-0.0166120069999999|2|-0.273813082|0.004725325|10.93106299|0.0009956189999999|1|0.004892038|0.0028569959999999|-0.074541111|-0.3691494039999999|2|0.7723870909999999|0.001715854|0.8333962429999999|1|-0.076156512|-0.084160084|0.329662946|0.016003559|-52.75064158|11.08504021|0.140371985|-40.37825712|57.85340824|0.772789587|-1.767361771|-36.53830946|69.2012501|-22.67004596|3038.600508|595.4307570000001|-1224.182482|-15.70265555|0.227210413|17.06102567|0.963240883|6760.594953|157.3797801|-847.9433995999999|29.33534086|0.015746299|1584.108407|760.3735147000001|10.90684621|1.0|1.0|1.0|1.0|1.0|0.07|27.0|4.48|4.79|96.49|1.8|2.0|130.97|1.0|6.0|5.0|-6.26|0.0|0.0|1.0|-5.23|2.49e-06|0.0011099999999999|5.86e-06|3.88|0.0|2.23e-10|9.93e-08|-0.0584|5.61|4069.0|-1444.544749|-1444.505985|304.7|0.3614|-1444.266358|0.0006|-0.22149|0.03876374|-1444.330251|3.2784|22.0|7.6576
6b_a31|0|0|7.773594467000001|1|1|0.610136262|0.0|0.052690797|5.733341277|-0.178758575|0|-0.787472195|-0.011483229|10.31169819|-0.053655833|2|-0.008439437|0.1978523089999999|-0.004825446|-0.57983695|0|0.78240875|-0.084489161|0.841537966|0|-0.12081047|-0.1284626569999999|0.146652651|0.032992761|-73.70779766|20.12924648|0.372146926|-47.81835367|101.4993391|0.7459204140000001|-2.055402513|-44.96993859|93.1058799|-27.86719323|2776.92804|383.0600707|-1254.023695|-17.0020813|0.254079586|14.46878435|0.925676135|6099.567787|155.0167518|-765.0936586|37.35947255|0.024142162|1681.1762649999998|536.6368656000001|14.72939894|1.0|1.0|1.0|1.0|2.0|0.1|22.0|5.19|4.0|131.36|1.36|1.0|109.69|1.0|4.0|5.0|-6.5|0.0|0.0|1.0|-4.66|2.34e-06|0.000947|2.18e-05|3.2|0.0|4.67e-08|1.89e-05|-0.05835|4.61|3.2949|-1652.671944|-1652.635711|376.29|0.4967|-1652.44739|0.4967|-0.1918|0.03623358|-1652.505041|8.8379|54.0|7.2676
47i_a18|0|0|7.03438793|1|1|1.251177255|0.0|0.053794607|4.844187086|-0.066917145|0|-0.440488042|-0.000919158|10.94702091|-0.040514277|0|0.000427479|-0.057689282|-0.162274487|-0.499939719|0|0.744472118|-0.068524374|0.7842882870000001|0|-0.0780255879999999|-0.089609068|0.279553995|0.009745543|-54.34379065|6.787641686000001|0.196924826|-43.46880696|82.81385171|0.8608685909999999|-2.150617629|-37.84973202|68.954317|-24.55535669|2795.907966|559.3312455|-1497.876758|-17.10248143|0.139131409|18.67881257|0.951017454|6353.6617320000005|96.90318745|-1043.251367|28.52393145|0.009393984|1739.959818|855.7438937000001|6.542785417999999|1.0|1.0|1.0|1.0|3.0|0.22|18.0|3.28|2.8|85.29|2.74|3.0|134.83|1.0|8.0|3.0|-6.36|0.0|0.0|1.0|-4.78|6.58e-06|0.0029|1.67e-05|3.7|0.0|1.04e-09|4.6e-07|-0.05062|7.37|3.2321|-1416.260696|-1416.233978|383.61|0.5085|-1415.875678|0.5085|-0.18299|0.02671774|-1415.944522|3.5235|19.0|7.7212
15_a47|1|1|6.605297921|0|0|1.304329657|0.0|-0.164258919|4.59511985|-0.072588375|2|-0.21194909|-0.0026314909999999|10.9497222|0.0506476009999999|1|-0.002377481|-0.299654464|-0.017562097|-0.332654104|2|0.830688568|0.081171071|0.897881853|1|-0.084413593|-0.0904066519999999|0.429825305|0.016669157|-45.1562696|8.917011222000001|0.208246323|-25.87091101|0.0|0.711630105|-1.265693121|-24.15592798|59.79410145|-17.81765281|2327.320914|423.5412927|-677.0708068|-9.531388265|0.288369895|13.37174753|0.914412511|5075.773767000001|154.260803|-362.1927541|25.03780079|0.021370407|951.4364299|383.4213189|11.43190096|1.0|1.0|1.0|1.0|2.0|0.06|21.0|4.69|5.28|66.49|2.83|2.0|96.6|1.0|3.0|4.0|-5.76|0.0|0.0|1.0|-4.85|1.29e-05|0.00455|1.41e-05|3.8|0.0|3.22e-09|1.14e-06|-0.0591799999999999|3.33|4.0594|-1527.4104|-1527.376145|305.43|0.2828|-1527.265523|0.0759|-0.2268|0.03425526|-1527.316555|3.7709|16.0|7.8
14ae_a23|1|1|7.423568444|0|0|1.1979624290000002|3.338149829|-0.033049777|5.351858133|-0.029948314|2|-0.4448081789999999|0.008996289|10.31321689|0.0289586779999999|2|0.009675528|0.047563299|-0.253318853|-0.363230717|2|0.7830067820000001|0.0469453379999999|0.8356326820000001|1|-0.065169397|-0.087074783|0.202342743|0.03467374|-46.69131269|24.84237243|0.127637949|-44.69687612|110.5716332|0.53040766|-1.480271319|-33.45249142|87.09501229|-19.28284095|3212.850883|625.0131414|-1060.556252|-13.81539807|0.46959234|15.59484379|0.919603093|7308.981869|336.444465|-759.846894|36.35475577|0.034488074|1999.511567|770.8206617000001|24.70935041|0.0|0.0|1.0|1.0|1.0|0.12|26.0|3.48|4.03|123.48|2.42|2.0|133.27|1.0|7.0|6.0|-6.68|0.0|0.0|0.0|-5.08|1.6e-06|0.000753|8.22e-06|3.52|0.0|2.49e-08|1.17e-05|-0.07122|2.99|3.6036|-1858.967022|-1858.952529|344.06|0.3205|-1858.675325|0.3205|-0.21659|0.01449323|-1858.7404850000005|9.5944|2.0|8.6038
5f_a40|0|0|8.149890544|0|1|0.60491326|1.656591081|-0.004886759|6.167516491000001|-0.0468504759999999|0|-0.293556526|0.000663516|10.31198329|0.062183277|2|0.000706205|-0.155235986|0.18254908|-0.4644854879999999|0|0.811339477|0.095322868|875.0|1|-0.113521559|-0.10969397|0.0528268609999999|0.020236763|-52.44868801|9.349692674|0.258528569|-23.41506245|63.48466425|0.814393685|-1.316327637|-24.23209217|57.61052946|-19.00510637|1932.388838|342.5710869|-608.163404|-8.780648419|0.185606315|11.20493646|0.938359946|3963.475837|85.75294257|-280.9807494|23.33651|0.015000038|746.7683199|269.0442248|6.930245797|1.0|0.0|1.0|1.0|1.0|0.21|14.0|2.94|2.68|101.52|1.29|0.0|78.56|3.0|3.0|3.0|-6.47|0.0|0.0|1.0|-3.31|0.000108|0.0307|0.000491|2.2|0.0|0.000207|0.0587|-0.06227|3.5|3.0611|-1232.983157|-1232.959261|405.03|0.2747|-1232.851443|0.0415|-0.19284|0.02389588|-1232.898044|7.6183|112.0|6.9508
9i_a40|0|0|7.515889085|0|0|0.604992808|1.841293462|0.074116257|5.4161004020000005|-0.105556952|0|-0.279092262|0.004532692|10.31197226|-0.1788455119999999|2|0.004019925|0.333430103|0.187399127|-0.542471361|0|0.762774506|-0.28972973|0.824009442|1|-0.092881258|-0.088485615|0.006324687|0.011010661|-46.80087537|5.548036224|0.169019238|-22.46593254|62.68854553|0.8590224540000001|-1.327284222|-23.58195819|49.81256531|-18.57750214|2056.370683|418.7133986|-668.7900768999999|-9.360805225|0.140977546|14.74203307|0.91433781|4201.058793|71.03556427|-336.98898810000003|21.62632891|0.010372658|778.5478408|351.4600612|5.226560183|1.0|1.0|1.0|1.0|1.0|0.06|20.0|3.84|4.02|84.45|2.99|1.0|91.11|1.0|2.0|2.0|-5.44|0.0|0.0|1.0|-4.71|4.79e-06|0.00147|1.97e-05|3.85|0.0|9.31e-07|0.000285|-0.05989|3.2|2.8936|-1273.334714|-1273.31399|428.48|0.5012|-1273.167389|0.3362|-0.17956|0.02072395|-1273.217301|2.7887|1.25|5.9031
19g_a38|0|0|7.412764017000001|2|2|1.297044182|0.0|-0.077355838|5.351858133|-0.117921811|2|-0.458841138|-0.006877664|10.96052467|-0.046735135|1|-0.004358975|-0.096139701|-0.250781298|-0.438254637|1|0.836170906|-0.076414544|0.892249657|0|-0.086314802|-0.114243258|0.5322242429999999|0.022953686|-54.62049927|14.52522351|0.279993731|-45.74791999|18.41027014|0.719941993|-1.942135378|-34.56416368|86.78105144|-24.57988703|2897.384301|455.6240763999999|-1228.994351|-15.5542928|0.280058007|11.62016299|0.836356715|6631.17356|177.2223055|-777.7146399000001|34.14148263|0.0228937029999999|1707.074131|593.6088758|14.48726605|1.0|1.0|1.0|1.0|3.0|0.14|17.0|3.55|3.11|81.23|2.78|1.0|125.65|1.0|5.0|5.0|-6.81|0.0|0.0|1.0|-4.33|5.68e-05|0.0238|4.67e-05|2.88|0.0|7.599999999999999e-08|3.19e-05|-0.05479|3.66|3.6887|-1431.419426|-1431.386981|336.12|0.2285|-1431.186566|0.0962|-0.20748|0.03244515|-1431.244906|6.1765|42.0|7.3778
7_a47|0|0|0.0|0|0|1.304326965|0.0|0.00763426|0.0|-0.143650735|2|-0.3939082339999999|-0.0091074509999999|10.93671034|-0.0781924059999999|0|-0.00794321|-0.262805289|-0.04311702|-0.46105149|2|0.817389583|-0.124285418|0.8755534909999999|1|-0.081264417|-0.095957591|0.427432212|0.008915606|-45.82735481|5.027768049|0.152677268|-30.51603217|0.0|0.816979353|-1.631279045|-25.84337052|61.47335819|-20.44278719|2491.885862|477.8297898|-919.9254234|-11.52827882|0.1830206469999999|10.90440708|0.681423344|5958.904826|103.2106353|-518.7725468|25.02240371|0.0130514639999999|1126.008167|526.6144628999999|7.36009799|1.0|1.0|1.0|1.0|2.0|0.09|22.0|5.63|6.52|58.04|3.69|2.0|111.28|1.0|4.0|4.0|-4.8|1.0|0.0|1.0|-6.06|3.41e-07|0.000134|8.75e-07|5.49|0.0|3.52e-10|1.3900000000000001e-07|-0.05297|5.08|3.7203|-1647.996662|-1647.963177|333.26|0.2144|-1647.7863539999998|0.2144|-0.2073699999999999|0.03348545|-1647.841533|4.4255|25.0|7.6
SB431542_a8|0|0|7.535296702|1|1|1.401734117|1.4114120369999998|-0.007805495|5.4161004020000005|-0.1950388569999999|1|-0.721718925|-0.0075336219999999|10.94951956|-0.0453332859999999|1|-0.005306541|0.156874293|0.089375589|-0.494976661|1|0.762577159|-0.072891515|0.8220300859999999|0|-0.128342313|-0.124595991|0.274152231|0.034730361|-76.82006387|20.78806656|0.434670151|-44.6389196|89.26670319|0.7608280590000001|-2.242727845|-45.98111161|89.64885355|-29.18257067|2801.428659|338.38158389999995|-1342.398251|-17.46740332|0.239171941|14.04829994|0.908729075|6203.505123|143.157805|-803.5005528|38.35632812|0.025179219|1764.391093|529.053307|15.07117296|0.0|0.0|1.0|0.0|2.0|0.05|23.0|3.13|2.72|112.23|1.9|1.0|109.21|1.0|4.0|5.0|-7.04|0.0|0.0|0.0|-4.14|3.99e-05|16.0|7.28e-05|2.4|0.0|1.74e-07|6.96e-05||||||||||||||79.08|4.1019
14f_a23|1|1|7.423568444|0|0|1.197963246|3.366063739|-0.002304087|5.351858133|-0.027380305|2|-0.373510774|0.010561248|10.3132176|-0.041351617|2|0.010508236|0.101910723|-0.199540201|-0.399688849|2|0.796412133|-0.06885759|0.854683662|1|-0.059927056|-0.084419703|0.2096108239999999|0.027134452|-40.51498423|18.34483401|0.105837608|-38.58595734|96.60179161|0.665778294|-1.603974359|-27.39103254|74.08536976|-21.26277654|3014.916135|604.5178506|-1084.401604|-14.37516058|0.334221706|15.58565565|0.918402793|6768.918745|225.9578225|-733.1331894|31.93672236|0.025162423|1628.77284|683.7405759|17.01160115|0.0|0.0|1.0|1.0|1.0|0.09|26.0|3.42|4.03|114.25|2.72|2.0|126.78|1.0|6.0|5.0|-6.47|0.0|0.0|0.0|-5.02|2.32e-06|0.0010199999999999|9.57e-06|3.55|0.0|3.11e-08|1.3699999999999998e-05|-0.07163|3.23|3.5753|-1744.452086|-1744.429532|346.78|0.2462|-1744.182678|0.1699|-0.21743|0.02255331|-1744.2443850000002|9.1089|2.0|8.6459
16b_a23|1|1|7.423568444|1|1|1.197960988|3.418247774|0.031073244|5.351858133|-0.013240238|3|-0.3237716519999999|0.0116350769999999|10.31321583|-0.05237763|2|0.011266252|0.099244509|-0.224300431|-0.401493392|2|0.7740962779999999|-0.09063701|0.830577373|1|-0.050637391|-0.07920267|0.2256448969999999|0.018614978|-37.52431601|13.79443768|0.071420236|-43.49333918|100.0262487|0.738977|-1.821661419|-27.80700713|72.31582904|-23.2745413|3370.826124|688.1144512|-1349.923395|-17.24735864|0.261023|18.46592377|0.949345397|7575.784511|193.4284005|-1000.346801|31.49562341|0.018384316|1826.746158|896.9989312000001|13.6235075|1.0|0.0|1.0|0.0|1.0|0.07|26.0|3.02|4.1|108.26|3.14|2.0|146.03|1.0|6.0|4.0|-6.3|0.0|0.0|0.0|-5.67|6.41e-07|0.000314|2.16e-06|4.21|0.0|4.6200000000000003e-08|2.26e-05|-0.07352|4.24|1.6041|-1877.655481|-1877.615701|772.92|0.3456|-1877.270284|0.3456|-0.21093|0.03978022|-1877.335869|14.8849|96.0|7.0191
16e_a32|1|1|7.765993078999999|0|0|0.609420752|0.0|0.180914799|5.733341277|-0.06951854|0|-0.772021601|-0.0048042729999999|10.31100268|-0.01320745|3|-0.002310082|-0.079817994|-0.219947482|-0.698621582|0|0.86370575|-0.022651598|0.91471624|1|-0.087117996|-0.117338144|0.504569498|0.024145309|-55.957388|15.50894749|0.209694841|-48.41036206|39.27920316|0.702226562|-1.760072163|-35.94239328|90.34923861|-24.05371573|2710.157931|507.6266039|-1130.524639|-15.45011555|0.297773438|12.15001203|0.848279482|6142.277629|191.2650034|-726.1554308999999|34.2534974|0.023323257|1609.914378|573.3529948|14.98092934|1.0|0.0|1.0|1.0|2.0|0.26|19.0|6.03|4.6|149.27|1.12|3.0|111.95|1.0|8.0|5.0|-6.15|1.0|0.0|1.0|-4.75|2.58e-07|0.000107|1.7899999999999998e-05|3.76|0.0|4.18e-08|1.73e-05|-0.0505899999999999|4.59|3.6214|-1955.993572|-1955.965644|342.37|0.2858|-1955.766505|0.2858|-0.2005|0.02792775|-1955.827194|3.9389|7.0|8.1367
4c_a46|0|0|7.825245291|1|1|1.134637091|2.137504882|-0.068543882|5.587248657999999|-0.048990529|1|-0.300069396|0.010177371|10.94298307|-0.068256579|1|0.010040825|-0.165951544|-0.083788154|-0.421467037|1|0.726862617|-0.0976963169999999|0.761921603|0|-0.063644365|-0.087503927|0.305199509|0.013924723|-40.22007179|8.799732282999999|0.109222605|-34.9456654|53.13410852|0.840753785|-1.662574604|-25.41708422|60.67664538|-18.76186479|2455.604167|562.9269925|-1050.664428|-11.85656505|0.159246215|13.06174141|0.8211086059999999|5571.088357|100.6356847|-663.9676426|22.31552819|0.008510983|1249.669579|696.2528933|5.378517586|1.0|0.0|1.0|1.0|0.0|0.38|17.0|5.11|5.24|57.01|3.4|2.0|115.03|1.0|5.0|4.0|-5.39|0.0|1.0|0.0|-5.28|2.8e-06|0.00109|5.3e-06|4.63|0.0|2.39e-08|9.32e-06|-0.04381|6.38|4.1026|-1245.4159619999998|-1245.392965|302.21|0.2296|-1245.114575|0.2083|-0.21466|0.02299741|-1245.176359|5.4491|2008.0|5.6972
17_a3|0|0|6.823286122000001|0|0|0.605019885|0.0|0.188373421|4.727387819|-0.118246266|2|-0.349676046|-0.007540435|10.31163036|-0.0510707059999999|1|-0.006696449|-0.027542873|0.036673175|-0.633373061|2|0.767641592|-0.085686119|0.838125715|1|-0.098658557|-0.096067661|0.225087454|0.010321361|-50.20132919|5.251911643|0.1969243769999999|-24.87357062|76.17242478|0.840062179|-1.344947254|-25.54439812|55.39769571|-20.12828595|2196.728425|408.6362608|-684.3617224|-10.24205849|0.159937821|11.12358659|0.780420408|4839.543958|81.38261354|-348.2299886|23.96047156|0.012803096|814.6560331000001|353.7528308|6.514715538|1.0|1.0|1.0|1.0|1.0|0.0|21.0|4.96|4.66|92.93|2.37|1.0|95.5|1.0|2.0|3.0|-5.61|0.0|0.0|1.0|-4.93|2.96e-06|1.0|1.18e-05|3.88|0.0|3.28e-08|1.11e-05|-0.0720399999999999|3.57|3.2102|-1731.75233|-1731.72355|386.22|0.4062|-1731.6147670000005|0.4062|-0.20359|0.02878063|-1731.663157|4.8815|23.0|7.6383
1j_a5|0|0|6.605297921|0|0|1.427567371|0.0|-0.2031633169999999|4.59511985|-0.010620031|2|-0.175183967|0.00683534|10.9487794|-0.032333695|1|0.006957291|-0.190920568|-0.0178558139999999|-0.2470489089999999|2|0.7862755770000001|-0.0614852279999999|0.848473695|0|-0.073803258|-0.074505844|0.35883584|0.019690225|-39.64241895|10.57633738|0.152836128|-21.49609451|1.471030887|0.616489567|-1.117587665|-21.29338752|54.3827755|-14.64139152|2242.805131|455.0425806|-600.2970524|-7.86442482|0.383510433|13.80288876|0.883543443|4618.562904|205.997426|-322.4414176|23.74961767|0.026739895|973.7343247|422.96706330000006|14.36297201|1.0|1.0|1.0|1.0|1.0|0.05|23.0|4.5|4.21|63.69|1.57|0.0|96.98|1.0|4.0|4.0|-6.15|0.0|1.0|1.0|-4.2|9.27e-05|0.0304|6.29e-05|3.03|0.0|7.190000000000001e-09|2.36e-06|-0.03832|2.61|4.1205|-1065.849941|-1065.817476|300.89|0.5115|-1065.671975|0.1644|-0.20645|0.03246499|-1065.723417|3.0364|24.0|7.6198
18_a4|0|0|7.535296702|1|1|1.3998285519999998|1.904090136|-0.181683336|5.4161004020000005|-0.164169913|1|-0.181355303|0.000379379|10.94611841|-0.063708832|1|0.00042|0.108754635|0.015390457|-0.319213511|1|0.793041267|-0.105846349|0.8547339420000001|0|-0.094231531|-0.085817825|0.269470313|0.017694182|-46.48874223|8.729352711|0.224403961|-20.88721799|0.0|0.769438308|-1.287267373|-22.93503169|50.98777224|-17.16400317|2069.649003|382.6371479|-635.0681172000001|-8.467791078|0.2305616919999999|10.31843368|0.682329162|4381.693113|113.7466718|-313.3082699|22.30718562|0.0175331289999999|825.3658678999999|337.0066459|8.649897756|0.0|1.0|1.0|0.0|1.0|0.11|17.0|3.46|3.43|50.94|2.2|0.0|86.22|2.0|3.0|4.0|-6.58|0.0|1.0|1.0|-3.51|0.00113|349.0|0.000312|2.24|0.0|2.96e-06|0.0009109999999999|-0.03538|3.02|4.2045|-1033.480025|-1033.454769|294.88|0.2083|-1033.349218|0.1|-0.20883|0.02525528|-1033.398285|3498.0|2.62|5.5817
10_a4|0|0|7.535296702|1|1|1.343863662|2.146166934|-0.180140166|5.4161004020000005|0.005483539|2|-0.159792527|0.01107733|10.92992762|-0.090413559|1|0.011142889|0.014917047|-0.132895939|-0.241683916|2|0.810105167|-0.150288496|0.861225169|1|-0.051015897|-0.079432495|0.43000216|0.014582852|-29.52653193|8.440134933|0.078346981|-26.60798798|64.26218096|0.744529685|-1.350352423|-17.08910641|54.09964719|-15.63090193|2480.063587|533.4262268|-781.5450965|-9.046715915|0.255470315|11.20225306|0.945033425|5598.949417|147.85886159999998|-452.3357957|20.99433004|0.014040792|1049.716502|594.7358385|8.126406226|1.0|1.0|1.0|1.0|0.0|0.26|21.0|4.93|4.81|52.83|2.53|2.0|111.38|1.0|4.0|4.0|-5.83|0.0|1.0|1.0|-4.85|2.21e-05|0.00818|1.4e-05|3.85|0.0|8.51e-09|3.15e-06|-0.04689|3.34|3.6465|-1183.812875|-1183.790554|340.01|0.1792|-1183.54701|0.0176|-0.2025|0.02232068|-1183.602045|2.2386|88.0|7.0555
12_a47|1|1|6.605297921|0|0|1.304330736|0.0|-0.155854903|4.59511985|-0.078935336|2|-0.209845277|-0.0047488359999999|10.95005729|0.0295267039999999|1|-0.004332024|0.003417588|-0.015039637|-0.326846977|2|0.8288334490000001|0.050943962|0.90246604|1|-0.084846808|-0.091853238|0.266995634|0.018014416|-44.18983348|9.382250925|0.2159289589999999|-24.91541818|0.0|0.680723821|-1.1940921|-23.01490672|61.09751253|-17.76874008|2266.78114|408.3591283|-621.9059029|-9.25429818|0.319276179|13.52358352|0.920341815|4816.005822|166.28511369999998|-323.9004363|26.10271529|0.025457205|913.5950352|335.1175012|13.25859692|1.0|1.0|1.0|1.0|2.0|0.0|21.0|4.19|4.98|66.49|2.6|0.0|91.63|1.0|3.0|4.0|-5.94|0.0|1.0|1.0|-4.56|3.11e-05|0.0106|2.77e-05|3.43|0.0|7.69e-09|2.61e-06|-0.0623|3.01|3.9538|-1488.101254|-1488.064043|313.58|0.2306|-1487.974738|0.2241|-0.2256|0.03721125|-1488.024564|3.5884|6.0|8.2
17c_a50|1|1|7.934155233999999|2|2|1.347835869|4.349159921|-0.212075666|5.82008293|0.024219848|2|-0.1766179239999999|0.01130519|10.94500663|-0.120904775|2|0.012222674|0.034485992|-0.373205592|-0.2256811219999999|1|0.774994313|-0.212611846|0.816442883|1|-0.051905615|-0.073693343|0.446454378|0.021675174|-35.70979598|14.91199042|0.10280106|-34.87982686|94.15397246|0.569750429|-1.32648017|-24.567468100000003|66.7258111|-14.96042594|2951.495914|617.2509739|-912.5859825|-10.29240792|0.430249571|16.45688922|0.98033276|6438.380804|296.00120400000003|-627.8368834|26.25785813|0.0232952879999999|1601.729346|849.1345426000001|16.02658985|0.0|1.0|1.0|1.0|0.0|0.35|20.0|3.59|3.53|61.0|1.91|1.0|134.28|1.0|6.0|5.0|-6.96|0.0|1.0|0.0|-4.43|0.000158|0.0698|3.75e-05|2.86|0.0|1.6100000000000005e-07|7.08e-05|-0.03121|2.74|4.0432|-1411.187392|-1411.157813|306.65|0.1814|-1410.838844|0.1801|-0.19818|0.02957871|-1410.902767|8.5146|69.0|7.1612
3o_a32|1|1|7.773594467000001|1|1|0.609420753|0.0|-0.022603806|5.733341277|-0.014299905|1|-0.306416317|-0.001411347|10.3110027|-0.090297882|3|0.000243592|-0.117744493|-0.11221537|-0.483580522|0|0.8214857240000001|-0.154436834|0.872498916|1|-0.073742105|-0.095457829|0.252703854|0.012519666|-42.51640563|7.218280399|0.162219176|-31.73171751|0.0|0.7850948190000001|-1.4318674340000002|-24.51306152|62.56936516|-18.34557429|2488.133192|483.0270239|-825.5508427999999|-10.57723917|0.214905181|11.73098001|0.835165165|5488.777096|123.9047338|-475.9757626|23.36733582|0.0130649069999999|1051.530112|541.0877621000001|7.532642302|1.0|1.0|1.0|1.0|2.0|0.32|19.0|6.39|4.2|122.97|1.58|1.0|112.07|1.0|3.0|4.0|-6.17|0.0|0.0|1.0|-4.73|1.89e-06|0.00072|1.87e-05|3.46|0.0|5.35e-08|2.04e-05|-0.05413|2.35|3.5333|-1805.504508|-1805.473626|350.9|0.2851|-1805.277864|0.2851|-0.20065|0.03088166|-1805.333039|5.8476|0.24|6.6198
4b_a46|0|0|7.825245291|1|1|1.1346370890000002|2.189591837|-0.155670183|5.587248657999999|-0.022119857|2|-0.058945144|0.012332859|10.96200942|-0.111103941|1|0.011806162|-0.128843936|-0.123416853|-0.16915334|2|0.7306307590000001|-0.153841155|0.768651645|0|-0.0524080009999999|-0.070236212|0.27128814|0.007568202|-28.58477842|4.127907383|0.064754938|-20.89467173|56.7922535|0.8104680259999999|-1.123779397|-15.59093155|42.65239101|-12.50898928|2105.172229|510.1086157|-612.9404746|-6.822749952000001|0.189531974|10.09436488|0.751274223|4681.895329999999|103.3759991|-334.31474760000003|15.43427855|0.007963679|756.2796491|538.4165208|4.343611349|1.0|0.0|1.0|1.0|0.0|0.38|17.0|4.69|4.77|43.6|2.58|1.0|101.7|1.0|2.0|3.0|-5.67|0.0|1.0|1.0|-4.63|4.49e-05|0.0149|2.35e-05|3.74|0.0|6.38e-08|2.12e-05|-0.02729|3.98|4.5515|-1033.556797|-1033.535029|272.4|0.1784|-1033.3243619999998|0.1784|-0.21811|0.02176759|-1033.378455|3.7571|548.0|6.2612
12ae_a36|0|0|7.412764017000001|2|2|0.299253957|0.0|0.069118289|5.351858133|-0.351827031|2|-0.611759277|-0.006862238|10.31810353|0.006615826|1|-0.001160331|0.151620635|-0.261631709|-0.513686975|1|0.831101086|0.010209009|0.8837136859999999|0|-0.085851235|-0.105648609|0.439268891|0.023873046|-63.96145017|17.78605328|0.2837586789999999|-58.64180087|19.97715962|0.6849975640000001|-2.11297219|-47.65297933|97.76153993|-27.14173115|3486.122819|533.6188092|-1574.220407|-20.22131065|0.315002436|16.22570287|0.870019385|7331.209763|234.6851816|-1172.836017|39.62310606|0.025570256|2298.140152|805.2286932|19.05051961|0.0|0.0|1.0|0.0|3.0|0.17|17.0|1.28|2.15|123.75|0.84|1.0|142.02|1.0|7.0|6.0|-8.03|0.0|0.0|0.0|-3.72|0.0001409999999999|0.0668|0.0001889999999999|1.64|0.0|1.36e-07|6.45e-05|-0.0548899999999999|6.24|3.8664|-1876.203168|-1876.152311|320.67|0.4832|-1875.897072|0.3366|-0.21149|0.0508577|-1875.963244|8.9297|15.0|7.8239
19_a15|0|0|0.0|0|0|0.300209223|0.0|0.156105985|0.0|-0.558905888|1|-0.4621216379999999|-0.012350591|10.31928434|-0.032407407|0|-0.00534669|0.060683674|-0.045543362|-0.571686169|1|0.722297906|-0.048611111|0.770451673|0|-0.0946599869999999|-0.112106433|0.355677322|0.00527267|-54.70558911|3.04716388|0.308930877|-37.44217335|15.76831619|0.922135562|-1.905809364|-31.61527447|68.10965742|-24.47553536|2625.952212|399.3803987|-1101.399091|-14.14482104|0.077864438|10.26331993|0.681885245|5417.777463|44.99916039|-636.516947|26.54223128|0.005747326|1194.400408|490.1808545|3.321475588|1.0|1.0|0.0|1.0|2.0|0.11|18.0|2.36|4.96|102.69|1.64|1.0|101.22|1.0|5.0|5.0|-6.22|0.0|0.0|1.0|-4.39|7.56e-06|0.00279|4.1200000000000005e-05|3.29|0.0|7.28e-08|2.69e-05|-0.0372399999999999|7.53|4.1742|-1523.404372|-1523.361214|297.03|0.4895|-1523.196562|0.4895|-0.20742|0.04315771|-1523.254714|9326.0|72.0|7.1427
