molecula|NaaNH|n9FaHRing|SssssC|SRW09|nAHRing|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|MATS8i|BCUTi-1|n5aHRing|AATSC7i|MATS1i|BIC2|MATS8d|nFaHRing|RASA|FNSA3|FNSA5|PBF|PNSA3|PPSA3|RNCS|RPSA|TPSA_x|WNSA5|WPSA3|RPCS|FNSA2|WNSA3|DPSA3|GeomPetitjeanIndex|GRAVp|PNSA2|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GRAV|PPSA1|WNSA2|FPSA5|DPSA1|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|IC50|pIC50
16d_a32|1|1|0.0|7.765993078999999|0|-0.087123461|0|0.0421759259999999|0.0115077539999999|2.07416189|-0.134892903|10.31100273|3|0.021406827|-0.128753933|0.8575664540000001|-0.0847953219999999|1|0.7554930740000001|-0.091212351|-0.11491796|0.41654798|-53.23914436|18.67986534|115.2070109|0.244506926|142.7146582|-39.15098916|10.90312918|48.61700321|-1.493933474|-31.07481011|71.91900971|0.4429631189999999|2588.214866|-871.9843187999999|3152.666302|-12.41372827|6.221435089|11.16880283|5768.495166|224.2805611|-508.962859|0.0332953229999999|-135.1223777|457.7130665|1.0|0.0|1.0|1.0|2.0|3.35|3.01|0.18|19.0|5.26|3.82|149.27|0.65|1.0|0.0|102.33|6.0|-5.65|26.0|5.0|-6.62|385.46|1.0|0.0|3.12|-4.18|0.000856|6.659999999999999e-05|2.55e-07|-0.05068|3.6271|3.78|-1877.360551|-1877.332369|489.97|0.70217|0.70217|0.2915|-0.15009|-0.20077|0.02818209|8.0|8.1135
13a_a6|1|0|0.0|7.412764017000001|1|-0.0265090529999999|1|0.041767677|0.031837397|0.0|0.0015242189999999|10.95129557|1|0.05269025|-0.10896749|0.7722228729999999|-0.091892803|0|0.77450544|-0.094081761|-0.113446379|0.22670695|-61.52313164|20.83876732|154.9639272|0.22549456|147.4582473|-48.51283287|13.62714959|554.4922449|-2.042034827|-40.23198232|82.36189896|0.467070451|2820.31296|-1335.353173|2626.396685|-17.46461983|8.038453162|15.08351934|6019.922535|157.0011174|-873.2309916000002|0.02016134|-339.9303794|627.4287311|1.0|1.0|1.0|1.0|2.0|3.53|3.2|0.12|23.0|4.98|4.32|95.85|1.29|2.0|0.0|116.79|5.0|-5.51|31.0|5.0|-6.1|409.44|0.0|0.0|3.52|-4.99|0.0012699999999999|1.02e-05|9.77e-10|-0.05018|5.9934|4.04|-1350.085889|-1350.057702|571.9|0.4816|0.70072|0.2697|-0.14969|-0.19987|0.02818646|46.0|7.3372
17a_a25|0|0|0.0|6.842683282|0|-0.036457743|2|0.043274232|-0.017081614|2.008884939|-0.0688716509999999|10.93106298|1|-0.02776212|-0.047099434|0.748718056|0.0114970419999999|1|0.874586929|-0.06234901|-0.079378741|0.348821736|-44.46905084|9.033070252|93.75234138|0.125413071|89.44809639|-40.379488|6.442637379|80.30332825|-1.666953566|-31.71656603|53.50212109|0.468791604|2907.309477|-1188.917727|2432.071525|-15.142307999999998|8.996672966|16.93624014|6250.571217000001|174.0415044|-847.969248|0.015373381|-365.1448527|781.7487682|1.0|1.0|1.0|1.0|1.0|3.48|3.47|0.11|27.0|4.83|5.31|72.7|2.67|2.0|0.0|131.06|7.0|-5.12|33.0|4.0|-6.18|433.5|0.0|0.0|4.04|-5.13|0.00325|7.44e-06|1.05e-10|-0.05255|5.2683|6.04|-1391.625102|-1391.588873|598.67|0.35172|0.6722|0.1735|-0.16304|-0.21559|0.0362293|25.0|7.6021
9s_a24|1|0|0.0|6.605297921|1|-0.00570386|4|0.023585859|-0.050919714|0.0|-0.060407836|10.96129902|1|-0.0897306019999999|-0.204128966|0.773544454|0.0256742079999999|0|0.8833498320000001|-0.049825449|-0.063587778|0.483170382|-30.93968263|10.42725806|33.24649431|0.116650168|72.43525688|-24.51900941|6.474925237000001|0.695462853|-0.953816666|-19.21235005|41.36694069|0.47085169|2747.809842|-592.2833757999999|969.5210193|-7.505819207999999|9.124394347|17.24354813|5767.9102490000005|344.5337711|-367.7851412|0.03496522|68.10609672|604.8829955|0.0|1.0|1.0|1.0|1.0|3.43|2.78|0.04|29.0|3.15|4.29|77.21|0.81|1.0|0.0|115.67|4.0|-3.36|30.0|4.0|-7.2|393.44|0.0|0.0|2.63|-4.06|171.0|8.71e-05|7.73e-09|-0.03597|3.0726|1.82|-1271.031372|-1270.994965|521.4|0.69475|0.6907300000000001|0.0839|-0.10865|-0.14462|0.03640642|32.0|7.4949
4p_a46|0|0|0.122217892|7.825245291|1|-0.038295755|0|0.046533816|-0.164311513|0.0|-0.205494852|10.93681929|1|-0.251219946|0.066453878|0.747019097|-0.1623103719999999|0|0.905966489|-0.0997229069999999|-0.083274013|0.3352802039999999|-56.55658053|4.195717966|175.10295019999998|0.094033511|53.32991189|-26.78464688|2.379548177|0.0|-1.498932241|-32.07534663|60.7522985|0.423511708|2257.769185|-850.1003902999998|2219.4587530000003|-9.642472876|5.828038618|10.10955243|5167.091582|71.34266847|-482.1236438|0.006740305|-424.4519674|585.8536976|1.0|0.0|1.0|0.0|1.0|3.89|3.2|0.3|17.0|4.85|5.25|61.84|3.2|2.0|0.0|107.89|2.0|-5.8|27.0|3.0|-5.09|357.45|0.0|1.0|4.25|-5.4|0.000567|4.03e-06|8.95e-08|-0.0393|5.4796|4.89|-1129.65844|-1129.618646|537.47|0.43709|0.70138|0.0763|-0.16819|-0.20749|0.03979459|341.0|6.4672
4n_a46|0|0|0.126268818|7.825245291|1|-0.036492128|0|0.045335917|-0.2264394139999999|0.0|-0.144852516|10.94021058|1|-0.349865095|0.070558373|0.722331115|-0.088858764|0|0.903145407|-0.103381106|-0.085838139|0.371438024|-56.80797266|4.629240193|172.8490949|0.096854593|53.22165035|-25.91889741|2.543769935|0.0|-1.459248362|-31.21601103|61.43721285|0.428896538|2195.786424|-801.8577467|2116.313581|-9.374920341|5.666371466|9.921794991|4955.374473|75.1696593|-440.621256|0.0077084869999999|-399.1612105|525.8291956999999|1.0|0.0|1.0|1.0|1.0|3.75|2.84|0.27|17.0|4.33|4.94|61.84|2.99|1.0|0.0|102.92|2.0|-5.43|26.0|3.0|-5.26|343.42|0.0|1.0|3.9|-5.1|0.00129|7.95e-06|2.14e-07|-0.04044|5.7448|4.57|-1090.343872|-1090.302556|502.02|0.41625|0.7025|0.0711|-0.16641|-0.20685|0.04131598|5194.0|5.2845
11e_a5|1|0|0.0|7.139660336|1|0.038643235|2|0.020943152|-0.07965|0.0|-0.16669151|10.9487795|1|-0.127225457|-0.0924814769999999|0.775794895|-0.02059071|0|0.876758791|-0.062865536|-0.0790189759999999|0.372098505|-41.64560703|7.986070113999999|62.84782002|0.123241209|81.64179149|-34.67724171|5.290414418|0.0|-1.580379517|-27.58835281|49.63167715|0.483563144|2721.416353|-1046.930776|960.0428704|-12.38472918|9.387474824|18.17739133|5675.693973|184.4042616|-693.5448342|0.016933845|-293.6467698|735.3048881|0.0|1.0|1.0|1.0|1.0|3.22|3.43|0.24|23.0|5.03|4.29|66.93|1.83|2.0|0.0|125.71|7.0|-4.65|31.0|5.0|-6.28|411.5|0.0|1.0|3.63|-4.72|0.00919|1.9e-05|1.13e-09|-0.03808|4.4179|2.91|-1316.547103|-1316.512503|571.06|0.66478|0.6505|0.2125|-0.16751|-0.20559|0.03460011|0.04|7.3979
14d_a23|0|1|0.0|7.423568444|0|-0.026530366|2|0.043538647|0.03253552|0.758207139|-0.019307114|10.313217800000002|2|0.059486662|-0.074441567|0.772008792|-0.088996384|1|0.921694462|-0.053736319|-0.078282292|0.213597535|-35.40917327|12.25371621|39.26987634|0.078305538|51.59888942|-33.99063559|8.074501042|83.40396369|-1.6439281280000002|-23.33262837|47.66288948|0.454495683|2878.955374|-1083.255003|2261.37838|-14.27606695|7.832720777|14.358677900000002|6459.554383|138.1496441|-713.8033475|0.015037275|-382.6437544|666.0036144999999|0.0|0.0|1.0|1.0|1.0|3.52|3.62|0.09|26.0|3.88|4.33|105.02|3.24|2.0|1.0|125.25|5.0|-5.85|31.0|4.0|-6.1|425.51|0.0|0.0|3.8|-5.25|0.000608|5.61e-06|1.65e-08|-0.0725799999999999|3688.0|3.79|-1669.24571|-1669.224874|554.84|8.1555|8.1555|336.18|-0.14894|-0.22152|0.02083626|4.0|8.4001
47u_a18|0|0|0.0|7.03438793|1|-0.0872206669999999|0|0.035393939|0.008108241|0.0|0.031337464|10.94702032|0|0.0121925089999999|-0.126628013|0.7517870059999999|-0.053126304|0|0.741066474|-0.090364489|-0.092271172|0.33777918|-62.99873374|14.42377665|86.37253771|0.258933526|180.5187465|-44.84707106|10.0557163|77.59162925|-2.029965788|-43.92035521|77.42251040000001|0.483819806|2965.254516|-1415.216039|1415.590236|-16.72263667|9.18142206|17.78724206|6837.350959|193.9244919|-986.6355633|0.021142007|-309.31352410000005|818.9389171|0.0|0.0|1.0|0.0|2.0|3.98|0.0|0.19|18.0|3.15|3.02|99.56|2.95|3.0|1.0|133.53|8.0|-5.69|34.0|4.0|-6.31|455.51|0.0|0.0|2.6|-4.98|0.000932|1.04e-05|6.34e-09|-0.06392|3.1186|9.34|-1510.182477|-1510.153552|646.45|0.69143|0.69143|0.5849|-0.12717|-0.19109|0.02892505|1.97|5.7055
12w_a36|1|0|-4.750262163|7.412764017000001|2|-0.297354748|2|0.041555556|0.041058884|0.0|-0.041402825|10.96020797|1|0.115646674|-0.1187503719999999|0.828393514|-0.016393443|0|0.828363244|-0.086826396|-0.111267166|0.532980165|-62.34080876|15.15285952|112.947763|0.171636756|123.23411609999998|-57.35989379|10.87965823|0.780959767|-2.225343322|-44.76031023|77.49366829|0.4672300679999999|3230.870697|-1597.782567|2602.5207|-21.24440511|8.365472166|15.701847400000002|7418.252264|211.5476713|-1147.197876|0.0273396629999999|-294.8983941|672.4630346|1.0|0.0|1.0|0.0|2.0|4.82|0.0|0.17|17.0|3.31|4.04|78.43|2.04|2.0|0.0|130.43|7.0|-5.2|34.0|8.0|-6.4|465.43|0.0|0.0|2.65|-5.07|0.00291|8.6e-06|7.24e-08|-0.05326|3.8881|4.86|-1645.202839|-1645.169951|552.55|0.69466|0.69466|0.4508|-0.15708|-0.21034|0.0328886|23.0|7.6383
12au_a36|1|0|0.0|7.412764017000001|2|-0.351827031|2|0.044036281|0.075815782|0.0|-0.023640632|10.31810353|1|0.1320241419999999|-0.15024383|0.825565083|-0.058671909|0|0.698996981|-0.090166553|-0.110305773|0.284342092|-64.86748076|15.51748637|102.3999102|0.301003019|216.5471227|-57.09017539|11.16356587|26.04051569|-2.206115469|-46.66686194|80.38496714|0.492871181|3484.987058|-1587.1201529999998|2384.109036|-19.68626738|8.963940512999999|17.67586495|7239.100414|204.2726719|-1141.803508|0.023021031|-310.873098|805.2286932|0.0|0.0|1.0|0.0|3.0|5.0|0.0|0.17|17.0|1.28|2.15|123.75|0.84|1.0|0.0|142.02|7.0|-3.85|34.0|6.0|-8.03|474.54|0.0|0.0|1.18|-3.72|0.0668|0.0001889999999999|1.36e-07|-0.0570899999999999|5.1307|6.24|-1876.207937|-1876.156196|618.65|0.58518|0.70395|0.0158|-0.15162|-0.2087099999999999|0.05174058|47.0|7.3279
1l_a5|1|0|0.0|6.605297921|0|-0.0052651969999999|2|0.025672515|-0.111303801|0.0|-0.019865028|10.94421389|1|-0.179824092|0.0271820189999999|0.7656671279999999|-0.091849662|0|0.890289002|-0.068685233|-0.067755283|0.357062421|-38.79937717|4.43679678|167.86839980000002|0.109710998|61.974288|-21.62050954|2.506287665|0.0|-1.219595099|-21.91725365|43.23617395|0.47265823|2227.730859|-688.9330988|903.1631908|-8.460199385|7.401206343999999|14.03493287|4665.793689|130.25942849999998|-389.1691717|0.013054186|-304.3678822|518.5792364|1.0|1.0|1.0|1.0|1.0|2.98|2.67|0.14|23.0|5.56|5.32|54.46|2.57|1.0|0.0|105.07|4.0|-5.04|26.0|3.0|-5.4|340.42|0.0|1.0|4.06|-4.98|0.00308|1.04e-05|1.4800000000000003e-09|-0.04149|4.6403|3.89|-1069.261615|-1069.229786|486.81|0.45892|0.57392|187.0|-0.1779|-0.21939|0.03182983|32.0|7.4949
14o_a23|0|1|-4.758526534|7.423568444|0|-0.301504331|2|0.046090147|0.135737344|0.6669152279999999|-0.029012777|10.3132174|2|0.416392114|-0.0962526|0.802854174|-0.072078004|1|0.904077943|-0.072435569|-0.094138958|0.328340215|-51.49843925|12.835973699999998|110.3941788|0.0959220569999999|68.19627862|-47.58321438|9.125801389|0.8929505459999999|-2.165196042|-36.61307972|64.33441296|0.48945652|3399.6213840000005|-1539.35724|2297.392496|-21.45909668|9.016411722|17.66041891|7967.617129|141.97663490000002|-1094.413931|0.019295686|-427.001863|676.4530574|0.0|0.0|0.0|1.0|1.0|3.55|3.62|0.09|26.0|3.97|6.18|114.25|3.04|2.0|1.0|126.97|7.0|-6.89|35.0|8.0|-5.94|495.48|1.0|0.0|4.31|-6.0|6.38e-05|1e-06|1.12e-08|-0.08059|3.6989|5.17|-2042.184285|-2042.161288|582.89|0.58581|0.58581|385.0|-0.1517|-0.23229|0.02299729|3.0|8.4815
16e_a32|1|1|0.0|7.765993078999999|0|-0.06951854|0|0.040982906|-0.04474426|2.080236877|-0.070351839|10.31100268|3|-0.079817994|-0.123297852|0.86370575|-0.022651598|1|0.7903051590000001|-0.087117996|-0.117338144|0.504569498|-55.957388|15.50894749|105.4021155|0.209694841|134.6906051|-48.41036206|9.961663868|39.27920316|-1.760072163|-35.94239328|71.46633549|0.458956284|2710.157931|-1130.524639|3376.1299740000004|-15.45011555|6.573687662|12.15001203|6142.277629|191.2650034|-726.1554308999999|0.023323257|-259.78720209999994|573.3529948|1.0|0.0|1.0|1.0|2.0|3.64|3.36|0.26|19.0|6.03|4.6|149.27|1.12|3.0|0.0|111.95|8.0|-6.59|28.0|5.0|-6.15|413.52|1.0|0.0|3.77|-4.75|0.000107|1.7899999999999998e-05|4.18e-08|-0.0505899999999999|3.6214|4.59|-1955.993572|-1955.965644|552.79|0.7022|0.7022|0.2858|-0.14991|-0.2005|0.02792775|7.0|8.1367
11_a4|0|0|0.0|7.535296702|1|0.032861655|2|0.03617284|-0.017835936|2.216390726|-0.073554945|10.33765061|1|-0.030003079|-0.0278843589999999|0.820318166|-0.007574475|1|0.930113409|-0.054262142|-0.06530408|0.4523305489999999|-31.35942689|5.395547437|12.88007087|0.069886591|40.38918044|-21.81135655|3.118219598|59.55648883|-1.110169356|-18.12338426|36.75497433|0.480360734|2452.527871|-641.5941818|1640.559148|-7.889214068999999|6.850305797000001|13.18281017|5425.1341090000005|140.96082869999998|-370.7930613|0.011937709|-296.0029432|575.2252237|1.0|1.0|1.0|1.0|0.0|3.31|3.49|0.23|21.0|4.97|5.22|68.9|3.15|2.0|0.0|111.64|4.0|-5.14|27.0|3.0|-5.74|372.49|0.0|0.0|4.16|-4.97|0.00271|1.06e-05|8.89e-09|-0.05582|4907.0|3.2|-1467.463842|-1467.440475|479.99|0.4444|0.65942|0.0403|-0.15885|-0.2146699999999999|0.02336674|0.11|6.9586
12ay_a36|1|0|0.0|7.412764017000001|2|-0.043778345|2|0.043383838|0.1012005419999999|0.0|0.012286423|10.9463292|1|0.1689021819999999|-0.101854847|0.78699829|-0.111814717|0|0.829406408|-0.074251203|-0.098945129|0.419950383|-48.12939044|11.67851857|126.7858133|0.170593592|110.578217|-41.57269314|7.569978132|8.677627506|-1.978902589|-31.1973159|59.80790901|0.4530143439999999|2766.899844|-1282.718286|3238.138932|-14.84739041|6.466730436000001|11.82248632|6204.216872999999|143.79285900000002|-831.4538627999999|0.015670425|-360.6110621|729.1873176|1.0|0.0|1.0|0.0|2.0|4.96|0.0|0.21|17.0|3.76|2.5|69.2|2.45|1.0|0.0|133.68|5.0|-4.54|31.0|4.0|-6.38|409.49|0.0|1.0|2.42|-4.6|0.0117|2.5e-05|4.55e-08|-0.0526|3.9348|3.79|-1311.576473|-1311.547668|532.22|0.6727|0.6914|0.1464|-0.15056|-0.2031599999999999|0.02880431|18.0|7.7447
14e_a25|0|0|0.0|6.842683282|0|-0.138693649|2|0.0389622639999999|0.0065927719999999|1.906869097|0.002856489|10.93106299|1|0.010976703|0.015497482|0.776960216|0.018432983|1|0.7240504329999999|-0.1011107469999999|-0.1004553119999999|0.448918026|-73.99302943|10.99497534|372.1805977|0.275949567|201.94039730000003|-53.79722636|8.046143033|97.78313402|-2.2100168680000003|-54.14823405|84.98800478|0.491527882|3126.080106|-1617.294379|2620.6698690000003|-20.76384175|8.459867391|16.63781964|6952.485076999999|141.642515|-1183.53898|0.015154859|-448.516796|811.3237836|1.0|1.0|1.0|1.0|2.0|3.62|2.72|0.07|27.0|3.65|4.02|115.79|1.69|1.0|0.0|134.35|7.0|-5.14|35.0|5.0|-6.96|462.5|0.0|0.0|3.02|-4.73|0.00337|1.86e-05|7.31e-10|-0.0538|5.8431|6.51|-1521.012915|-1520.964156|596.96|0.31019|0.69958|0.0007|-0.15787|-0.2116699999999999|0.04875868|75.0|7.1249
12a_a36|1|0|0.0|7.412764017000001|2|-0.0427777779999999|2|0.040166667|0.078063311|0.0|-0.070252245|10.96083376|1|0.134423193|-0.1063550619999999|0.7934042040000001|-0.119322074|0|0.820684627|-0.076154312|-0.104828755|0.436020272|-46.76212019|12.03249549|109.9069212|0.179315373|110.1075804|-39.52572284|7.388485123|5.277117996|-1.886917597|-28.71401279|58.79461567|0.470444928|2647.835699|-1158.650972|2258.5909920000004|-14.22926022|6.600635115|12.464492300000002|5710.355735|150.24716030000002|-711.4630111|0.019102103|-313.5499672|598.1535763999999|1.0|0.0|1.0|0.0|2.0|4.75|0.0|0.14|17.0|2.72|1.88|69.2|2.02|1.0|0.0|123.75|5.0|-3.79|29.0|4.0|-6.72|381.43|0.0|1.0|1.86|-4.0|0.0625|0.000101|2.56e-07|-0.04946|3.8343|3.16|-1232.951968|-1232.916523|481.98|0.67869|0.6997|0.0012|-0.1519299999999999|-0.20139|0.03544528|13.0|7.8861
4f_a49|0|0|0.0|7.535296702|1|-0.087045007|2|0.038839506|-0.087861524|1.5830545580000002|-0.064058097|10.92775957|1|-0.14414265|-0.015845165|0.7927086309999999|0.114367229|1|0.7370618040000001|-0.102926696|-0.089955514|0.480786546|-55.88123394|9.007637695|193.615884|0.262938196|142.7551002|-26.51573683|4.89045046|59.72286429999999|-1.439288231|-30.33918719|64.88887164|0.437355335|2458.261097|-781.4221699|1629.651745|-9.866320682|6.302023735|11.20071713|5422.650822|152.9378926|-424.2517893|0.020905063|-237.0468572|467.1194103|0.0|1.0|1.0|0.0|1.0|3.07|2.35|0.14|21.0|3.42|3.8|80.9|2.03|1.0|0.0|102.08|3.0|-3.99|27.0|5.0|-6.6|356.38|0.0|0.0|2.85|-4.09|0.0365|8.120000000000001e-05|2.92e-07|-0.06954|4.6249|4.07|-1179.23587|-1179.201105|411.94|0.39584|0.68474|0.0579999999999999|-0.15517|-0.22471|0.03476467|0.04|7.3979
18a_a22|0|0|0.0|6.842683282|0|-0.018344659|2|0.038167849|0.033735832|1.6891461019999998|-0.021976395|10.31286146|1|0.059645624|-0.0835538409999999|0.7329701259999999|-0.027029438|1|0.926535704|-0.050645213|-0.076119803|0.573315195|-34.36220678|11.62443251|29.59800426|0.073464296|49.84469832|-35.04152115|7.887046626|18.5219848|-1.5223960559999998|-23.31437056|45.98663929|0.487405342|2898.068989|-1032.92859|2213.859172|-13.47750813|7.037677899|13.72951861|6630.646100999999|196.4447473|-700.830423|0.0193879289999999|-285.5992506|730.9420477000001|1.0|1.0|1.0|1.0|1.0|3.49|3.17|0.08|27.0|5.32|5.11|100.61|2.13|2.0|1.0|131.64|6.0|-5.59|32.0|4.0|-6.28|436.53|0.0|0.0|3.9|-5.16|0.00113|6.98e-06|3.95e-10|-0.0706799999999999|5.0214|3.69|-1691.3151059999998|-1691.2957760000002|531.16|0.35107|0.68577|0.0354|-0.1408|-0.21148|0.01932946|13.0|7.8861
18_a4|0|0|0.0|7.535296702|1|-0.164169913|1|0.042924837|0.049240675|0.0|-0.200683549|10.94611841|1|0.108754635|0.006968314|0.793041267|-0.105846349|0|0.7755960390000001|-0.094231531|-0.085817825|0.269470313|-46.48874223|8.729352711|203.5264327|0.224403961|110.7087804|-20.88721799|4.306590617|0.0|-1.287267373|-22.93503169|55.21809494|0.405586004|2069.649003|-635.0681172000001|1573.744396|-8.467791078|6.133421395|10.31843368|4381.693113|113.7466718|-313.3082699|0.0175331289999999|-265.85258480000005|337.0066459|0.0|1.0|1.0|0.0|1.0|3.32|2.56|0.11|17.0|3.46|3.43|50.94|2.2|0.0|0.0|86.22|3.0|-2.95|23.0|4.0|-6.58|307.32|0.0|1.0|2.78|-3.51|349.0|0.000312|2.96e-06|-0.03538|4.5152|3.02|-1033.480025|-1033.454769|404.27|0.52475|0.57777|0.1|-0.17345|-0.20883|0.02525528|2.62|5.5817
16_a3|0|0|0.0|6.823286122000001|0|-0.186717242|2|0.045993266|0.027762972|1.614080058|-0.013328983|10.31163046|1|0.069124437|0.0032314229999999|0.767641592|-0.031683873|1|0.6974791290000001|-0.108919585|-0.100138414|0.252612735|-53.7971544|6.027544549|248.6415425|0.302520871|149.4199775|-24.42909382|2.977102266|82.16042286|-1.401937796|-26.57128935|59.82469895|0.484889078|2184.788331|-692.4398741|1290.305313|-10.05903863|5.780331402000001|11.22152755|4733.033232|84.12292796|-342.00731349999995|0.0143895839999999|-325.670405|328.71459869999995|1.0|1.0|1.0|1.0|1.0|3.13|2.59|0.0|21.0|4.74|4.57|92.93|2.26|0.0|0.0|90.44|2.0|-4.98|23.0|4.0|-5.89|322.36|0.0|0.0|3.5|-4.49|0.0033799999999999|3.2200000000000003e-05|6.97e-08|-0.07095|3.2208|3.19|-1371.388717|-1371.360243|368.22|0.6944100000000001|0.6944100000000001|0.3866|-0.13195|-0.2029|0.02847445|42.0|7.3768
13e_a6|1|0|0.0|6.842683282|0|-0.008507023|2|0.044021739|0.018376555|1.643912856|0.0266218529999999|10.95053349|1|0.032420935|-0.126749697|0.765593573|-0.067328767|1|0.861676601|-0.074242826|-0.093298845|0.175643236|-49.62570093|12.28502792|66.59852278|0.138323399|92.4587065|-41.68507499|8.211609879|0.0|-1.679379203|-33.17101912|61.91072885|0.4442079679999999|2868.489025|-1122.537689|3457.565879|-14.71237941|7.973429837999999|14.346067199999998|6147.8097210000005|185.4673146|-750.3313497|0.019543118|-297.4895642|676.2770877|1.0|1.0|1.0|1.0|2.0|3.51|2.79|0.08|27.0|5.01|4.53|103.17|0.92|1.0|0.0|123.82|5.0|-5.11|32.0|5.0|-6.52|417.47|0.0|0.0|3.31|-4.78|0.00323|1.65e-05|6.59e-11|-0.07534|5.9885|3.36|-1347.297639|-1347.25954|567.24|0.38609|0.7034199999999999|0.0104|-0.1327|-0.20804|0.03809808|12.0|7.9208
12_a47|1|1|0.0|6.605297921|0|-0.078935336|2|0.036632997|0.001435849|1.555521837|-0.018573056|10.95005729|1|0.003417588|-0.006318684|0.8288334490000001|0.050943962|1|0.7840710409999999|-0.084846808|-0.091853238|0.266995634|-44.18983348|9.382250925|63.89392714|0.2159289589999999|112.4599133|-24.91541818|4.886454935|0.0|-1.1940921|-23.01490672|53.5720844|0.4792593739999999|2266.78114|-621.9059029|702.3796319|-9.25429818|7.042279354|13.52358352|4816.005822|166.28511369999998|-323.9004363|0.025457205|-188.2488142|335.1175012|1.0|1.0|1.0|1.0|2.0|2.73|1.67|0.0|21.0|4.19|4.98|66.49|2.6|0.0|0.0|91.63|3.0|-4.51|24.0|4.0|-5.94|339.75|0.0|1.0|3.37|-4.56|0.0106|2.77e-05|7.69e-09|-0.0623|4.2907|3.01|-1488.101254|-1488.064043|400.09|0.66387|0.68557|0.2241|-0.1633|-0.2256|0.03721125|6.0|8.2
15c_a22|0|0|0.0|6.842683282|0|-0.018518519|2|0.038137255|-0.026986769|1.568396937|-0.023927419|10.9464374|1|-0.047249795|-0.0917078119999999|0.773044788|0.010828071|1|0.8665852140000001|-0.067475429|-0.080088202|0.615901609|-48.58045253|17.68362419|36.22825261|0.133414786|96.05497587|-41.51455167|12.731723|78.22334636|-1.60176404|-34.97658951|66.26407672|0.462157867|3079.491787|-1153.226049|2092.620825|-15.66586856|8.626398368|16.03890406|6882.442370999999|243.5126145|-830.2910335|0.0248073129999999|-232.9472639|731.8178649|0.0|1.0|1.0|1.0|1.0|3.49|2.85|0.08|27.0|3.9|4.18|109.38|1.08|1.0|0.0|128.77|6.0|-4.86|34.0|6.0|-6.96|445.48|0.0|0.0|2.98|-4.62|0.00618|2.4e-05|5.269999999999997e-10|-0.07399|5.7361|4.79|-1460.602657|-1460.571156|575.8|0.30831|0.69113|0.0694|-0.15408|-0.22807|0.03150096|737.0|6.1325
14a_a5|1|0|0.0|6.605297921|1|-0.005002101|3|0.027375887|-0.132625457|0.0|-0.086229994|10.9488747|1|-0.213526163|-0.010147323|0.79661948|0.047169811|0|0.7909255559999999|-0.080875277|-0.078681402|0.4398855029999999|-54.69145586|11.74431806|134.62273080000003|0.209074444|141.38542919999998|-35.98151967|7.942029745|55.04914434|-1.494946644|-36.98479273|66.43577392|0.470085022|2836.468636|-1010.949351|1315.573182|-12.42997952|8.424031251|15.89694877|6177.303329|250.3569601|-683.6488737000001|0.024411136|-175.53051609999997|723.0631751|0.0|1.0|1.0|1.0|2.0|3.24|2.41|0.2|23.0|4.56|4.38|92.79|1.37|1.0|0.0|123.0|6.0|-4.15|32.0|5.0|-7.08|425.48|0.0|0.0|3.05|-4.22|0.0304|6.02e-05|1.45e-09|-0.0507699999999999|4.1501|4.3|-1390.592722|-1390.546425|508.64|0.65789|0.65789|0.5853|-0.1676|-0.2183699999999999|0.04629687|112.0|6.9508
