molecula|NaaNH|SaaNH|SssssC|SRW09|nAHRing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|ATSC1c|MATS8i|BCUTi-1|n5aRing|AATSC1pe|MATS1i|AATSC1i|MATS1c|GATS1are|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA3|PNSA5|RNCS|RPSA|TPSA_x|FNSA4|WNSA5|RPCS|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|PNSA2|FPSA1|GeomRadius|PPSA1|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribution (HOMO-LUMO transition)|E solv. Water  (Hartree)|pIC50
5a_a49|0|0.0|0.0|7.853604813|2|1.343848751|2.111324504|0.079751437|-0.009147269|5.777652323|0.007039248|-0.493952547|-0.046327135|10.92976459|1|0.008623164|-0.158356406|-0.26176436|-0.51958118|0.66494289|0.7979412790000001|0.001251171|0.127914587|0.855876084|0.632463498|1|0.800090055|-0.072109357|-0.0787216|0.6254267029999999|0.028578361|-42.1802818|-46.04810561|124.92862240000002|0.199909945|116.9370825|-0.027311576|-26.93578408|54.35929907|-1.338267206|-24.67330519|-15.97587337|58.89715956|0.490453006|-782.8177953|0.393071247|6.0732145310000005|229.9265537|0.0270848489999999|-125.09569170000002|1289.801795|592.5885712|15.84324998|1.0|0.0|3.37|21.0|-6.92|73.14|2.07|1.0|0.0|0.0|1.0|3.0|-3.84|397.43|0.0|1.0|1.0|2.93|-4.29|0.000146|0.0578|5.09e-05|2.65|0.0|0.0|1.1900000000000001e-07|4.72e-05|-0.05062|5.2443|3.9219|-1311.960542|625.06|1082.25|316.13|795.0|236.42|0.66225|0.03478454|7.3665
14b_a3|0|0.0|0.0|6.823286122000001|0|0.605016869|0.0|0.143500839|-0.009130444|4.727387819|-0.1160619169999999|-0.356087317|-0.008040839|10.31162234|1|-0.004161699|-0.050943323|-0.094863591|-0.575695827|0.882394075|0.7809478329999999|-0.133815639|-0.170297225|0.848135222|0.8255789570000001|1|0.786476513|-0.090994113|-0.100993354|0.379746504|0.012828558|-44.49789848|-49.38772279|252.49572540000003|0.2135234869999999|104.4171556|-0.036469822|-24.15156108|82.79166784|-1.312913604|-21.76034149|-17.83445545|50.77131401|0.487615651|-642.0403962|0.233084567|4.989782639|113.9829058|0.017348996|-261.0537205|837.1723509999999|358.3503513|8.483998032|1.0|1.0|3.18|21.0|-6.89|105.82|1.04|0.0|0.0|0.0|1.0|2.0|-4.45|319.38|0.0|0.0|1.0|2.82|-3.99|3.54e-05|0.0113|0.000103|2.58|0.0|0.0|1.28e-07|4.08e-05|-0.06676|3.0724|3.0724|-1327.4859310000002|524.27|879.19|403.54|0.2276|403.54|0.70123|0.02844675|6.4202
13b_a30|0|0.0|0.0|7.412764017000001|2|0.604984129|0.0|0.112353041|-0.011016128|5.351858133|-0.118776867|-0.627919307|0.042845487|10.31162842|1|-0.002215642|0.003429114|0.006103754|-0.564815317|0.841060094|0.836520136|-0.045844862|-0.0771674659999999|0.892104517|0.802578397|0|0.694101802|-0.109962789|-0.113554975|0.3529073379999999|0.018555474|-74.24619275|-76.67161447|385.2420923|0.305898198|206.54056530000005|-0.042850934|-51.76819834|105.341977|-2.271099499|-50.13056864|-28.93268471|86.77473353|0.454574838|-1533.432289|0.1997091339999999|8.804739699999999|134.8423681|0.017174033|-405.5090587|1916.093704|713.7769663|11.59580043|0.0|2.0|4.76|17.0|-6.19|124.74|2.06|1.0|0.0|0.0|1.0|6.0|-5.01|441.51|0.0|0.0|0.0|1.91|-4.3|9.68e-06|0.00427|5e-05|2.74|0.0|0.0|6.520000000000001e-07|0.000288|-0.05434|5.0501|3.5056|-1744.446479|721.48|1210.94|353.68|0.2783|245.51|0.6862699999999999|0.0455651|7.5901
24_a20|0|0.0|0.0|6.842683282|0|1.40648755|1.959359883|-0.217098257|-0.001547029|4.727387819|0.029711934|-0.083539572|-0.060940703|10.93106245|1|0.008780074|-0.036258691|-0.060582944|-0.188335708|0.616352201|0.74131936|0.070857143|-0.07179846|0.802353442|0.607038752|1|0.952027295|-0.061437722|-0.067869875|0.531656762|0.012814211|-38.76683848|-42.82548904|12.83518119|0.047972705|30.27049276|-0.02714795|-27.02262995|406.1522673|-1.357397496|-24.46164548|-17.13019562|46.85253003|0.457794721|-856.5097809|0.228967757|6.852820269|144.47729840000002|0.013436544|-342.0394805|1110.861171|664.4562602999999|8.478379683|1.0|0.0|3.4|27.0|-9.32|80.28|1.86|2.0|0.0|0.0|1.0|4.0|-4.89|402.45|0.0|0.0|1.0|3.63|-4.93|1.29e-05|0.00519|1.17e-05|3.52|0.0|0.0|4.82e-10|1.94e-07|-0.06748|5.3396|3.5876|-1291.867578|685.66|1169.35|345.59|0.2495|232.2|0.44916|0.02922392|6.4976
SB431542_a8|1|3.172627551|0.0|7.535296702|1|1.401734117|1.4114120369999998|-0.007805495|-0.014434378|5.4161004020000005|-0.1950388569999999|-0.721718925|-0.029382296|10.94951956|1|-0.005306541|0.055198015|0.089375589|-0.494976661|0.76592324|0.762577159|0.229470029|-0.072891515|0.8220300859999999|0.7318727540000001|0|0.5653298489999999|-0.128342313|-0.124595991|0.274152231|0.034730361|-76.82006387|-74.57768059|170.1252996|0.434670151|260.1744351|-0.048754953|-44.6389196|89.26670319|-2.242727845|-45.98111161|-29.18257067|97.60813043|0.476091179|-1342.398251|0.239171941|7.360028263999999|143.157805|0.025179219|-312.2404091|1764.391093|529.053307|15.07117296|0.0|2.0|3.35|23.0|-6.76|112.23|1.9|1.0|0.0|0.0|1.0|4.0|-4.4|400.39|0.0|0.0|0.0|2.58|-4.14|3.99e-05|16.0|7.28e-05|2.4|0.0|0.0|1.74e-07|6.96e-05||||||||||||4.1019
9r_a24|1|2.950959457|0.0|6.605297921|0|1.353642494|0.0|-0.134192489|-0.004640179|4.59511985|0.013567512|-0.264490176|0.064425793|10.96129392|1|0.008722018|-0.179075526|-0.2920573039999999|-0.3018627239999999|0.786430472|0.7958149290000001|-0.120617935|-0.083458647|0.841805128|0.7526889940000001|0|0.8417158379999999|-0.0618978309999999|-0.082022572|0.32720212|0.015557618|-41.49802275|-54.99020696|71.31566881|0.158284162|106.1180928|-0.025821921|-36.86695997|89.36724924|-1.394383716|-27.82142546|-17.31173182|51.92828155|0.473403843|-934.8335183|0.384785172|9.672636984|257.9706516|0.02357068|-154.486433|1519.52371|670.2247423|15.80243761|1.0|1.0|3.53|23.0|-8.66|79.82|1.02|2.0|0.0|0.0|1.0|8.0|-4.02|400.48|0.0|0.0|0.0|2.98|-4.06|9.58e-05|0.0383|8.77e-05|2.69|0.0|0.0|2.21e-09|8.84e-07|-0.04313|4.4722|4.2877|-1294.451958|713.25|1199.71|289.16|0.3398|277.23|0.6204|0.03426339|7.9586
25b_a34|0|0.0|0.0|7.412764017000001|1|1.290860233|1.94553288|0.133975789|-0.015658012|5.351858133|-0.0929479709999999|-0.861190687|-0.112970844|10.95957635|1|-0.000223677|-0.278635968|-0.435821207|-0.623853334|0.832166825|0.7969500890000001|0.08214612|-0.101529052|0.83883012|0.787858064|0|0.656573108|-0.1030760719999999|-0.137924163|0.5020264870000001|0.030138301|-64.37123451|-86.13394472|165.2408865|0.343426892|214.470853|-0.042438204|-53.79083879|49.2835599|-2.206786613|-40.19997818|-26.50275222|83.19266998|0.419904835|-1378.143115|0.23725451|6.383564979|148.1659658|0.019067452|-328.1702779|1806.819095|595.8522372|11.90766609|1.0|2.0|3.53|17.0|-6.42|90.3|1.56|1.0|0.0|0.0|1.0|7.0|-3.82|393.44|0.0|0.0|0.0|2.58|-3.69|0.00015|59.0|0.000202|2.29|0.0|0.0|3.8100000000000004e-07|0.00015|-0.03539|4.2253|4.2253|-1313.361559|668.48|1136.16|293.43|0.2259|293.43|0.6925600000000001|0.02655501|5.6819
1i_a5|1|2.843224727|-4.358943904|6.605297921|0|1.219028472|0.0|-0.145964178|-0.006494891|4.59511985|-0.31059482|-0.279280326|-0.174016111|10.94550053|1|-0.000700145|0.001493879|0.004923698|-0.403861432|0.525406088|0.780175595|-0.058385936|-0.00496377|0.8436458929999999|0.513260607|0|0.8876055620000001|-0.091178745|-0.084018635|0.4729402929999999|0.008291428|-50.81756452|-46.82694838|201.1526326|0.112394438|62.64191946|-0.03570792|-26.09853285|0.213644964|-1.428316788|-28.32266298|-19.90145306|55.43870932|0.4697279689999999|-796.0581225|0.240540403|7.314842247|134.0627959|0.0196689|-289.21443910000005|1048.190221|403.396385|10.96226516|1.0|1.0|2.83|23.0|-8.88|54.46|2.73|2.0|0.0|0.0|1.0|4.0|-4.79|366.34|1.0|0.0|1.0|4.12|-4.97|1.6100000000000002e-05|0.00589|1.0800000000000002e-05|3.95|0.0|0.0|1.3300000000000002e-09|4.86e-07|-0.05729|4.7243|4.3799|-1288.322373|569.42|957.58|283.08|0.7585|262.44|0.50107|0.03383899|7.6198
1l_a5|1|2.964063799|0.0|6.605297921|0|1.270375394|0.0|-0.244609612|-0.00183668|4.59511985|-0.0052651969999999|-0.089997343|-0.019865028|10.94421389|1|0.007613233|0.0271820189999999|0.043915678|-0.21108114|0.7245669790000001|0.7656671279999999|-0.174469948|-0.091849662|0.818803517|0.71872376|0|0.890289002|-0.068685233|-0.067755283|0.357062421|0.0078543119999999|-38.79937717|-38.27406105|167.86839980000002|0.109710998|61.974288|-0.026512937|-21.62050954|0.0|-1.219595099|-21.91725365|-14.9768065|43.23617395|0.47265823|-688.9330988|0.230593886|7.401206343999999|130.25942849999998|0.013054186|-304.3678822|895.4089219|518.5792364|7.374136537999999|1.0|1.0|2.98|23.0|-8.83|54.46|2.57|1.0|0.0|0.0|1.0|4.0|-5.04|340.42|0.0|1.0|1.0|4.06|-4.98|9.06e-06|0.00308|1.04e-05|4.19|0.0|0.0|1.4800000000000003e-09|5.02e-07|-0.04149|4.6403|4.3664|-1069.229786|609.85|1033.47|283.95|0.4921|267.19|0.57392|0.03182983|7.4949
14m_a23|0|0.0|-4.405643132|7.423568444|0|1.197955072|3.1160758160000004|0.05521348|-0.008929306|5.351858133|-0.272389934|-0.482182526|-0.034213923|10.3132176|2|0.001951778|-0.07256543|-0.226146643|-0.527662006|0.560094237|0.798384929|0.0266555739999999|-0.072906704|0.8581143859999999|0.5415996160000001|1|0.9258118|-0.072795329|-0.089285878|0.268552591|0.017992415|-50.63012925|-62.09952738|47.23604193|0.0741882|51.59888942|-0.039285786|-43.19105542|0.0|-1.964289314|-35.21393496|-27.32379205|63.1440955|0.476833897|-1366.189602|0.204166091|8.595073462|142.0002583|0.017997351|-411.5129154|1716.6767920000002|658.8108151|12.51739962|1.0|1.0|3.51|26.0|-8.23|105.02|3.82|2.0|1.0|0.0|1.0|6.0|-6.38|479.48|1.0|0.0|0.0|4.41|-5.79|4.1200000000000004e-07|0.000198|1.61e-06|4.46|0.0|0.0|5.94e-09|2.85e-06|-0.08347|3.6774|3.6774|-1966.945041|707.56|1209.21|337.15|0.3335|337.15|0.65552|0.02296475|8.5171
21_a47|0|0.0|0.0|6.86171134|0|1.408713027|1.2247108|0.072733799|-0.010650348|4.727387819|-0.13650463|-0.511216716|-0.004063946|10.95058272|1|-0.004332497|-0.1049885469999999|-0.277479519|-0.5406500129999999|0.612295986|0.826796636|-0.080213904|0.0927058819999999|0.8856299320000001|0.591185263|1|0.70582155|-0.082614966|-0.095249919|0.3188717339999999|0.022739546|-46.63227351|-53.76411184|34.75044485|0.29417845|166.049938|-0.033866638|-30.34731959|47.95893876|-1.5239986980000002|-26.32173133|-19.11612865|59.46768095|0.463113582|-860.2257893999999|0.355154704|7.071346534|200.4681737|0.028943339|-163.5167523|1334.003357|482.9384172|16.33715751|1.0|2.0|3.29|21.0|-7.7|84.73|2.97|1.0|0.0|0.0|1.0|6.0|-4.44|394.38|0.0|0.0|1.0|3.43|-4.32|3.6e-05|0.0142|4.84e-05|3.0|0.0|0.0|1.98e-08|7.8e-06|-0.06339|3917.0|3917.0|-1375.028093|583.37|1014.33|316.53|0.2249|316.53|0.68296|0.03299607|8.3
16j_a32|1|3.359912013|-0.082980188|7.765993078999999|0|0.609420735|0.0|0.175152442|-0.0139074189999999|5.733341277|-0.086195934|-0.778815477|-0.135618491|10.31100263|3|-0.00030659|-0.117577419|-0.202656848|-0.704356423|0.79965447|0.798237393|0.168000908|0.032797932|0.839271289|0.762429418|1|0.8259884120000001|-0.07651119|-0.106897203|0.509776381|0.023266265|-54.71915795|-76.45058155|34.66998636|0.174011588|124.4493461|-0.034287782|-54.6758122|45.81893652|-1.817252458|-39.13396528|-24.52188465|71.35869023|0.442735754|-1299.659886|0.3002094919999999|7.357962381|214.7033741|0.021655546|-285.7717513|1857.212797|701.9321161|15.48758085|1.0|2.0|3.86|19.0|-7.77|149.27|1.57|3.0|0.0|1.0|1.0|8.0|-7.45|441.57|1.0|0.0|0.0|4.25|-5.41|3.56e-08|1.57e-05|3.89e-06|4.59|0.0|0.0|1.7e-08|7.5e-06|-0.05016|3629.0|3629.0|-2034.593521|729.78|1225.27|341.65|0.2907|341.65|0.70207|0.0283671|8.0315
11_a15|0|0.0|0.0|0.0|1|1.435688956|0.0|-0.1758968389999999|-0.0064953419999999|0.0|-0.029665252|-0.402711212|-0.0856783419999999|10.95979791|0|0.003766915|-0.173728081|-0.272482143|-0.363940085|0.843715005|0.718800243|0.0234789439999999|0.0432314409999999|0.76664841|0.796300317|0|0.8945381259999999|-0.064429158|-0.0974577669999999|0.632319408|0.018519054|-44.15161868|-66.78526188|143.8088883|0.105461874|72.27026771|-0.033606127|-45.76619542|0.0|-1.949155337|-30.25595097|-23.02940065|56.84224275|0.470042906|-1335.705238|0.260684316|6.233494755|178.640152|0.018086221|-327.9935744|1806.677804|830.7967967000001|12.39401492|0.0|1.0|4.1|24.0|-8.9|59.51|2.52|2.0|0.0|0.0|1.0|6.0|-6.32|448.52|1.0|0.0|0.0|4.62|-6.1|4.77e-07|0.000214|7.970000000000001e-07|5.32|0.0|0.0|1.27e-09|5.7e-07|-0.03877|4.7106|2.9595|-1450.705737|739.57|1284.85|418.94|0.2657|263.2|0.70577|0.03503399|6.1314
2_a27|0|0.0|0.0|6.605297921|0|1.402655014|3.250529415|0.09890645|-0.0065894809999999|4.59511985|-0.0609613559999999|-0.276758209|0.11675125|10.93783218|1|0.00988756|-0.21066171|-0.361571905|-0.475677812|0.639024713|0.796022385|0.137868605|0.027777778|0.8585302370000001|0.60904903|1|0.8468699609999999|-0.058444848|-0.081513931|0.408120957|0.019809599|-29.42169804|-41.03489597|9.194894069|0.153130039|77.08713259|-0.029261411|-20.65736087|53.58106492|-1.141195033|-14.81116546|-14.73047548|39.39404027|0.4424192289999999|-574.4885436000001|0.331537817|5.312170441|166.89932209999998|0.022639983|-169.6109632|859.4181658|373.9912084|11.39718489|1.0|0.0|2.9|21.0|-5.84|65.6|2.42|0.0|0.0|0.0|2.0|2.0|-3.19|317.34|0.0|1.0|1.0|2.52|-3.7|0.000644|204.0|0.0002009999999999|2.18|0.0|0.0|1.45e-06|0.0004599999999999|-0.04933|4.1624|4.1624|-1043.7984|538.57|906.48|297.87|0.3217|297.87|0.55857|0.02268519|7.8861
3p_a32|1|3.456037415|0.0|8.02059915|1|0.609420752|0.0|0.007752757|-0.008735261|6.008813185|-0.028895521|-0.419292538|-0.111150118|10.31100269|3|0.000920756|-0.146606489|-0.26891009|-0.53666614|0.737842269|0.8599558070000001|0.058054833|-0.120768771|0.918782026|0.6956696440000001|1|0.8195708759999999|-0.070907174|-0.098773656|0.366898545|0.021264377|-41.73212799|-58.13283248|40.28175307|0.180429124|106.1908248|-0.029183126|-34.21384146|57.82331968|-1.28405753|-24.56127372|-17.1756096|54.24719019|0.416240891|-755.7268222|0.380032117|6.243062200000001|223.6663527|0.025390655|-141.21321609999998|1218.977375|530.5658569|14.94356622|1.0|1.0|3.38|19.0|-6.79|131.25|1.1|1.0|0.0|0.0|1.0|4.0|-5.11|395.5|0.0|0.0|1.0|3.23|-4.25|7.78e-06|0.00308|5.629999999999999e-05|2.7|0.0|0.0|1.62e-07|6.4e-05|-0.04963|3.6436|3.6436|-1879.527843|626.32|1057.58|340.28|0.3083|340.28|0.7017100000000001|0.02642856|7585.0
1d_a5|1|2.79978458|-4.455320158|6.605297921|0|1.217311475|0.0|-0.133500214|-0.006252818|4.59511985|-0.308010841|-0.2688711589999999|-0.2261588939999999|10.94437658|1|-0.000700145|0.001493879|0.004923698|-0.38633065|0.525406088|0.7595197290000001|-0.058872605|-0.015804188|0.821309592|0.513260607|0|0.8965037640000001|-0.088396743|-0.086213657|0.6271150670000001|0.007937625|-47.76176205|-46.58221594|204.4506579|0.1034962359999999|55.92018945|-0.036640804|-25.16889922|0.0|-1.465632167|-25.80622135|-19.79744178|52.05055075|0.471074204|-791.897671|0.229495885|6.116537519|123.9992274|0.018980039|-292.3128788|1027.76566|403.396385|10.25512997|1.0|1.0|2.92|23.0|-8.88|54.46|2.73|2.0|0.0|0.0|1.0|4.0|-4.79|366.34|1.0|0.0|1.0|4.15|-4.97|1.6100000000000002e-05|0.00589|1.0800000000000002e-05|3.95|0.0|0.0|1.3300000000000002e-09|4.86e-07|-0.04528|4.8725|4.6112|-1288.306458|567.04|951.63|268.88|0.2805|254.46|0.5764600000000001|0.03392008|5.03
8d_a8|1|3.190160226|0.0|7.05012252|0|1.395657339|1.41693287|-0.12349902|-0.0111144189999999|4.844187086|-0.155313194|-0.633521883|-0.077977198|10.94649761|1|-0.001038264|0.016471091|0.025642021|-0.4385133129999999|0.76211539|0.757805416|0.0780635059999999|-0.179357354|0.804372443|0.734212688|0|0.6932924890000001|-0.1072746469999999|-0.103150936|0.377028311|0.028038295|-69.95878302|-67.26951954|57.93693239|0.306707511|200.0182229|-0.03820405|-43.86958028|92.49576602|-2.063018716|-45.62337399|-24.91463687|88.24385833|0.483207744|-1345.390391|0.324640122|7.507839835|211.7129122|0.029166961|-228.7206541|1992.108851|682.0472537|19.02113117|1.0|2.0|3.61|23.0|-7.62|112.23|1.92|1.0|0.0|0.0|1.0|6.0|-4.91|430.46|0.0|0.0|0.0|3.0|-4.47|1.24e-05|0.00533|3.4200000000000005e-05|2.89|0.0|0.0|2.38e-08|1.03e-05|-0.0600299999999999|4.6765|3.2963|-1447.559429|690.78|1185.65|376.13|0.3|265.12|0.70165|0.03604461|4.7303
6_a4|0|0.0|0.0|7.535296702|1|1.271761557|2.170234316|-0.19701009|-0.001221193|5.4161004020000005|0.010164572|-0.064723237|0.0032928379999999|10.92992785|1|0.01098094|-0.046166422|-0.073630392|-0.1738111839999999|0.664591856|0.76089528|-0.169533683|-0.340860215|0.810030118|0.664247086|1|0.945545838|-0.052396457|-0.0670158929999999|0.417868437|0.0077624059999999|-29.18838891|-37.33240845|14.1731579|0.054454162|30.33467048|-0.024618083|-20.7966895|45.93422613|-1.206286076|-16.25991695|-13.71394596|33.5125766|0.423084148|-671.9833521|0.1855291969999999|5.758624844|103.3523757|0.008863911|-350.36323230000005|825.0551765|578.2065561000001|4.937800786|1.0|0.0|3.38|21.0|-7.99|43.6|3.09|2.0|0.0|0.0|1.0|3.0|-4.91|354.45|0.0|1.0|1.0|4.23|-5.11|1.24e-05|0.0043799999999999|7.74e-06|4.28|0.0|0.0|1.04e-08|3.67e-06|-0.04867|4.8714|4.0354|-1108.563418|613.83|1057.7|307.24|0.1235|254.51|0.5877|0.02244097|5.8861
12u_a36|1|3.508898495|0.0|7.412764017000001|2|1.270259304|0.0|-0.054501792|-0.006461999|5.351858133|-0.0407717229999999|-0.407105926|-0.063855309|10.95266014|1|0.005035022|-0.099596099|-0.163978382|-0.438988314|0.901715152|0.8101678720000001|0.080270195|-0.018047007|0.855176759|0.860667615|0|0.842227829|-0.07260571|-0.0969881059999999|0.3765068079999999|0.017639065|-50.53295452|-67.50289394|86.1184622|0.157772171|109.8080843|-0.03452119|-46.98143813|5.944854912|-2.036750221|-35.17050511|-24.02645378|62.80959338|0.486156325|-1417.5607730000002|0.22061252|7.65672775|153.5444314|0.015171583|-388.9026034|1818.813889|799.5563855|10.55929252|1.0|2.0|5.05|17.0|-7.38|69.2|2.66|2.0|0.0|0.0|1.0|6.0|-4.95|423.51|0.0|1.0|1.0|2.66|-4.86|1.13e-05|0.0047799999999999|1.39e-05|3.8|0.0|0.0|4.2e-08|1.7800000000000002e-05|-53.0|3.8847|3675.0|-1350.865506|739.12|1254.5|337.37|0.4267|319.16|0.70272|0.03260752|7.7959
8b_a31|1|3.37710223|0.0|7.765993078999999|1|0.610137861|0.0|-0.01883655|-0.013629145|5.733341277|-0.12841288|-0.57242407|-0.211457443|10.31170011|2|-0.006785954|-0.05421947|-0.092604362|-0.510259793|0.928940547|0.843119174|-0.058494079|-0.1155280009999999|0.8956498159999999|0.8761979520000001|0|0.6076192260000001|-0.120703408|-0.132574249|0.281200674|0.03234629|-63.04219151|-69.24221375|129.8921115|0.392380774|204.9365822|-0.040792077|-36.1645207|472.8995873|-1.590890986|-32.92631065|-21.30529654|79.93633765|0.479278|-830.906565|0.296530645|6.142377144|154.8750114|0.02483711|-212.5400476|1181.155311|372.3224834|12.97217579|1.0|2.0|3.4|16.0|-5.73|114.29|0.61|0.0|0.0|0.0|2.0|4.0|-4.05|328.39|0.0|0.0|1.0|2.52|-3.4|8.97e-05|0.0294|0.000399|2.02|0.0|0.0|1.86e-06|0.00061|-0.0325|3.8582|3.8582|-1386.815519|566.18|927.61|321.36|0.2643|321.36|0.70036|0.03659821|5.6576
17f_a50|0|0.0|0.0|7.934155233999999|1|1.349854916|4.305828452|-0.2208117919999999|-0.002205848|5.82008293|0.022892513|-0.125733326|-0.028989535|10.94501702|2|0.0129274519999999|-0.247590736|-0.407467272|-0.204651539|0.758335704|0.7851209440000001|-0.132153434|-0.2257632789999999|0.8314734309999999|0.7241275009999999|1|0.911458734|-0.047333916|-0.074859564|0.333180181|0.016414675|-29.10566644|-46.03121141|6.382846132999999|0.088541266|54.44410182|-0.026836447|-28.30463221|82.90209608|-1.422331714|-17.89709978|-16.50175503|39.19906437|0.472769049|-874.5930167000001|0.278877895|7.200480876|171.48226169999998|0.01617809|-271.9363523|1212.822364|652.6793116|9.947921993|1.0|0.0|3.81|20.0|-6.38|51.77|2.09|1.0|0.0|0.0|1.0|6.0|-3.58|384.48|0.0|1.0|1.0|2.92|-4.12|0.000266|102.0|7.57e-05|2.83|0.0|0.0|4.15e-07|0.00016|-0.0336399999999999|4.0664|4.0664|-1219.220465|653.63|1146.22|304.9|0.1708|304.9|0.6573899999999999|0.0276719|6.4001
17_a3|0|0.0|0.0|6.823286122000001|0|0.605019885|0.0|0.188373421|-0.009450704|4.727387819|-0.118246266|-0.349676046|-0.041723219|10.31163036|1|-0.006696449|0.020589494|0.036673175|-0.633373061|0.881253042|0.767641592|0.1789147639999999|-0.085686119|0.838125715|0.773152968|1|0.803075623|-0.098658557|-0.096067661|0.225087454|0.010321361|-50.20132919|-48.88298017|234.4907116|0.1969243769999999|100.2028184|-0.039557272|-24.87357062|76.17242478|-1.344947254|-25.54439812|-20.12828595|55.45324083|0.4383349039999999|-684.3617224|0.159937821|6.2477303310000005|81.38261354|0.012803096|-346.0738521|814.6560331000001|353.7528308|6.514715538|1.0|1.0|3.13|21.0|-7.48|92.93|2.37|1.0|0.0|0.0|1.0|2.0|-5.53|338.81|0.0|0.0|1.0|3.71|-4.93|2.96e-06|1.0|1.18e-05|3.88|0.0|0.0|3.28e-08|1.11e-05|-0.0720399999999999|3.2102|3.2102|-1731.72355|537.32|891.3|386.22|0.4062|386.22|0.69481|0.02878063|7.6383
5g_a40|0|0.0|0.0|8.149890544|0|0.604913142|1.534673091|0.0094595959999999|-0.016033575|6.167516491000001|-0.190406197|-0.5611751220000001|0.122088541|10.31198315|2|-0.012008571|0.07917206|0.137067086|-0.4748772539999999|0.795454476|0.818555255|0.006643696|-0.1312278909999999|0.882781953|0.7733200179999999|1|0.67772744|-0.153687065|-0.14338431|0.245639795|0.024937196|-72.93994279|-68.05025116|216.425542|0.32227256|152.9506864|-0.049288357|-32.29667648|0.0|-1.577227413|-34.61732609|-23.39227384|84.77514603|0.488538966|-748.5527627|0.254650681|6.193485364|120.8573152|0.025660198|-232.8857705|1004.297909|266.8102663|12.1783403|0.0|2.0|3.13|14.0|-2.89|115.96|0.74|0.0|1.0|0.0|3.0|3.0|-4.24|301.32|0.0|0.0|1.0|2.01|-3.37|5.78e-05|0.0174|0.000426|2.17|0.0|0.0|0.0013|391.0|-0.0540299999999999|3.48|3.48|-1328.015099|489.04|800.98|356.27|261.0|356.27|0.6563|0.04070345|6.9101
47d_a18|0|0.0|0.0|7.03438793|1|1.251175994|0.0|-0.017398129|-0.006087337|4.844187086|-0.041876322|-0.480899596|-0.07722825|10.94702255|0|0.005144085|-0.272202025|-0.406388629|-0.417659275|0.7640994990000001|0.7430748709999999|-0.002494715|0.027971797|0.773981237|0.741366815|0|0.836999127|-0.06394156|-0.087315963|0.445704576|0.015270278|-52.14267013|-71.20388424|64.92967228|0.163000873|132.9229494|-0.028722356|-58.06490563|58.93717545|-2.182899066|-42.52098397|-23.42233034|64.59518279|0.481311892|-1780.097106|0.30185619|9.940531282|246.1558296|0.018506261|-323.1621908|2549.757058|1255.618298|15.0913716|1.0|2.0|4.73|18.0|-8.83|88.97|2.6|3.0|2.0|1.0|1.0|12.0|-5.74|527.66|0.0|0.0|0.0|2.56|-5.28|1.83e-06|0.000968|5.23e-06|4.16|1.0|1.0|1.4800000000000003e-09|7.790000000000001e-07|-0.04561|3.1079|3.1079|-1704.0327519999998|875.6|1544.09|398.94|0.5820000000000001|398.94|0.69905|0.02826074|8.0969
16h_a32|1|3.340888605|0.0|7.765993078999999|0|0.609420754|0.0|0.217139852|-0.015656019|5.733341277|-0.098975084|-0.7828009570000001|0.061727488|10.31100268|3|-0.002310082|-0.123297852|-0.219947482|-0.71364354|0.804503712|0.832040698|-0.003188883|-0.03617945|0.881181048|0.7619492790000001|1|0.7991915079999999|-0.081151869|-0.121464999|0.44308098|0.02096013|-51.56009529|-77.17316899|70.02855767|0.200808492|127.5843068|-0.038765425|-49.03221545|35.90298920000001|-1.821974989|-32.75886858|-24.62973479|64.87717961|0.459750275|-1157.597535|0.2640948939999999|6.710057805|167.7935207|0.020432929|-299.7661014|1573.02555|573.3529948|12.98212548|1.0|2.0|3.61|19.0|-7.0|149.27|1.12|2.0|0.0|1.0|1.0|7.0|-6.48|413.52|1.0|0.0|1.0|3.74|-4.75|3.28e-07|0.000136|1.7800000000000002e-05|3.66|0.0|0.0|9.89e-08|4.09e-05|-0.05028|3.6182|3.6182|-1955.970762|679.82|1130.4|342.67|0.2914|342.67|0.70219|0.02818755|8.0655
