molecula|SddssS|NaaNH|n9FaRing|SaaNH|SssssC|nAHRing|nARing|MATS2c|SRW07|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|MATS8i|AATSC8d|n5aHRing|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|MATS8d|SIC2|GATS1pe|RASA|FNSA5|FPSA3|PNSA3|PPSA3|RNCS|FNSA4|WPSA3|RPCS|FNSA1|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|WNSA4|FPSA1|GeomRadius|PPSA1|DPSA4|FPSA5|DPSA2|Mor01p|PPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Veber filter|Hydrogen bond acceptors count (using Lipinski’s definition)|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|pIC50
8k_a46|-3.737070812|0|0|0.0|0.1337610719999999|1|1|0.1436554669999999|5.533389489|2|0.038616352|-0.061030265|0.0|-0.397337564|-0.114070359|-0.038125|1|-0.1017929319999999|-0.030019362|-0.050069565|-0.510222233|2|0.73768327|-0.051289238|0.8341090329999999|0.687020939|0.7381768390000001|-0.0863473759999999|0.009441365|-61.98124174|6.774333772|104.0919365|-0.033099828|4.860695117|19.34993627|0.8265691140000001|-44.4725532|70.036452|68.75557551|0.4938768979999999|3351.548891|529.6539372999999|-1424.980013|-17.04077386|0.173430886|8.070811215|124.4394929|28.73282642|0.0112621819999999|1723.969585|865.6610153999999|8.080799245|0.0|1.0|1.0|2.0|3.94|2.82|23.0|-8.66|2.94|5.37|124.17|1.86|1.0|0.0|6.0|0.0|3.29|-5.13|0.000866|7.47e-06|3.45|0.0|0.0|2.17e-09|1.03e-06|-0.0398699999999999|7.63|-1845.304274|-1845.257085|742.04|1302.56|302.15|0.1354|246.1|642.39|0.41618|0.1166|-0.16967|3.4118|-0.20954|-1845.037411|6.8327
15_a3|0.0|0|0|0.0|0.0|1|1|0.079167398|4.727387819|3|0.045993266|-0.182934001|1.809035179|-0.289938297|0.126641951|0.021805556|0|-0.325227172|-0.022386155|-0.039798975|-0.505519936|3|0.968837995|0.036380489|0.866559772|0.911346861|0.7789088340000001|-0.107619999|0.007901554|-47.26593592|4.04445331|315.5421792|-0.037667|2.070175472|0.0|0.850327497|-24.19332693|60.30684851|51.31038923|0.461565365|2116.88728|398.6887321|-771.2023653|-9.868603355|0.149672503|5.371119692000001|76.61068671|22.67368656|0.010200078|906.9474625|402.781061|5.220965278|1.0|0.0|1.0|1.0|4.12|0.0|16.0|-5.78|2.21|1.56|89.99|0.96|0.0|0.0|5.0|0.0|1.2|-3.02|547.0|0.000951|1.28|0.0|0.0|1.66e-06|0.000535|-0.06319|2.33|-1328.688126|-1328.665275|553.81|916.07|334.44|0.4107|206.37|398.12|0.2843199999999999|0.0173|-0.1576|1.9539|-0.22079|-1328.581677|7.6021
5b_a40|0.0|0|0|0.0|0.0|0|1|-0.067567502|6.167516491000001|0|0.044946237|-0.096549823|0.7222376540000001|-0.163148971|0.179058252|0.020344828|2|-0.164084255|0.007986879|0.013573521|-0.389789991|0|0.537115914|0.029485257|0.88618123|0.503365018|0.881264402|-0.091267779|0.019116586|-38.64461938|9.59023102|169.18694230000003|-0.036507111|4.811137897|49.25022097|0.829018186|-19.38687321|52.08187888|48.2348504|0.477304896|2126.9310920000003|442.1045286|-549.4364437|-9.187872156|0.1709818139999999|6.521443259|85.77656597|22.09185326|0.012549086|662.7555978999999|285.9136384|6.2955085660000005|0.0|1.0|0.0|0.0|3.13|2.82|14.0|-5.25|4.93|4.39|75.5|2.89|1.0|0.0|3.0|1.0|3.83|-4.84|0.00125|1.44e-05|4.14|0.0|0.0|5.65e-06|0.00191|-0.07069|5.62|-2096.782087|-2096.767375|515.23|847.01|311.84|0.3005|311.84|411.1|0.59928|0.3005|-0.15999|7.2947|-0.23068|-2096.757832|7.1938
10_a32|0.0|1|1|3.294952523|0.0|0|0|0.153272514|5.733341277|0|0.03995614|-0.020186906|2.067772926|-0.771023817|-0.028431775|-0.047619048|3|-0.03673326|-0.1260956869999999|-0.229450999|-0.690879647|0|0.809370315|-0.079818594|0.915639476|0.764217655|0.7622839570000001|-0.1223816869999999|0.02575778|-54.55170955|15.91131724|57.97512956|-0.038939628|9.828875607|52.24660367|0.6946347429999999|-33.69815077|91.10767604|70.46302679|0.449853016|2649.882742|470.8845962|-1058.381342|-14.85891856|0.305365257|7.079344111|188.6328503|34.62844557|0.025106509|1523.651605|513.9156315|15.50900878|0.0|1.0|1.0|2.0|3.56|3.12|19.0|-6.99|5.64|4.21|149.27|0.88|1.0|1.0|5.0|1.0|3.42|-4.41|0.000366|3.89e-05|3.23|0.0|0.0|1.0300000000000001e-07|4.13e-05|-0.05434|4.12|-1916.668776|-1916.631761|654.7|1086.09|340.24|0.2983|340.24|533.89|0.70228|0.2983|-0.15088|2.4919|-0.2052199999999999|-1916.519894|8.1427
7e_a8|0.0|1|0|3.038052327|0.0|0|0|-0.150447714|4.844187086|0|0.043758865|-0.03633378|0.0|-0.289324602|-0.11032771|-0.0446343779999999|1|-0.075638618|0.034227147|0.07125309|-0.341022848|0|0.5897105770000001|-0.072307692|0.790500031|0.577394732|0.8291560379999999|-0.0886889709999999|0.0215993429999999|-51.4880895|12.91806855|86.03149870000001|-0.037446454|7.725998682999999|63.5628736|0.776001552|-30.79383811|64.23177694|64.40615805|0.4742828629999999|2605.914474|495.8990914|-1007.813711|-13.39444718|0.223998448|7.70387217|133.9683023|28.86058693|0.018708212|1298.726412|519.5762494|11.18895001|0.0|1.0|0.0|1.0|3.2|3.38|23.0|-8.29|5.16|4.94|70.81|3.54|2.0|0.0|4.0|1.0|4.31|-5.41|0.000686|3.87e-06|4.54|0.0|0.0|5.07e-09|1.95e-06|-0.0697|6.32|-1300.495519|-1300.467069|622.23|1060.05|383.1|0.3461|325.06|544.55|0.6998300000000001|0.1522|-0.13577|9.0006|-0.2054699999999999|-1300.327213|4.4547
18_a31|0.0|1|0|3.281949877|0.0|0|0|0.0690370959999999|5.351858133|0|0.0427124179999999|-0.051184519|0.0|-0.640807491|-0.001973566|-0.096301845|2|-0.084218532|-0.065041042|-0.107017926|-0.604728055|0|0.868704545|-0.1647054359999999|0.904870098|0.838968212|0.72588713|-0.129469649|0.014467496|-69.19879619|8.49194438|238.9516432|-0.040279446|4.984491996|0.0|0.7774768320000001|-40.61741697|85.81723707|77.69074057|0.4492048839999999|2241.561812|426.0718665|-1063.9219449999998|-13.87749294|0.222523168|7.076684189|130.6137795|30.40953623|0.01673486|1368.42913|477.1857166|9.822812434|1.0|1.0|1.0|3.0|3.41|2.85|16.0|-6.54|4.9|3.48|119.14|0.75|1.0|0.0|4.0|1.0|2.89|-3.62|0.00862|0.000241|2.47|0.0|0.0|2.9e-07|0.000104|-0.03702|4.81|-1465.528656|-1465.4803960000002|630.26|1041.21|317.05|444.0|247.51|541.33|0.51842|0.2457|-0.16212|3.0607|-0.19914|-1465.359325|6.8861
8d_a12|0.0|1|1|2.976279182|0.0|1|1|0.057525383|4.59511985|2|0.038347953|0.0276482139999999|2.075171777|-0.376778003|-0.065870394|-0.046326855|1|0.0479437859999999|0.00930483|0.016135176|-0.484923957|1|0.8857286320000001|-0.080872311|0.8078610759999999|0.8405406040000001|0.858710112|-0.103548595|0.011348654|-43.27410838|6.309558958999999|90.34024296|-0.039118358|3.507952014|0.0|0.8338637040000001|-24.05928792|64.53435462|49.58366734|0.465113852|2466.513191|477.4206699|-978.6959108|-12.09177064|0.166136296|6.93584319|92.36749461|26.08195789|0.012525773|1173.6881050000002|503.2240425|6.964006932|1.0|1.0|1.0|2.0|4.06|2.23|21.0|-8.37|3.87|2.67|65.96|2.83|2.0|0.0|4.0|1.0|3.02|-4.61|0.0093|2.43e-05|3.51|0.0|0.0|4.23e-09|1.49e-06|-0.05488|3.53|-1138.296407|-1138.256361|600.2|1007.85|331.53|0.2871|292.53|433.32|0.6661|0.0853|-0.15306|2.1281|-0.20794|-1138.139635|7.6021
12r_a30|0.0|0|0|0.0|0.0|2|2|-0.015167821|5.351858133|2|0.043383838|-0.093079817|0.0|-0.400352091|-0.0682882559999999|-0.0646674999999999|1|-0.247439715|-0.0546637159999999|-0.145315868|-0.44083509|1|0.609043558|-0.105767484|0.889479916|0.591758164|0.72072745|-0.109990462|0.019137908|-58.32042638|12.36992712|90.4724548|-0.040404659|7.995393191000001|0.0|0.790065337|-37.69583567|82.06195604|70.6903535|0.464481911|2976.944611|465.8474777|-1279.67656|-16.88017015|0.209934663|7.467190577999999|135.6928105|33.05530181|0.016970201|1619.709789|616.2856203|10.96881384|0.0|1.0|0.0|1.0|4.66|0.0|17.0|-7.16|4.67|3.74|81.65|3.58|2.0|0.0|6.0|0.0|3.21|-5.17|0.00141|6.71e-06|4.07|0.0|0.0|6.900000000000002e-08|3e-05|-0.05244|4.32|-1774.236548|-1774.2026670000002|679.64|1141.54|353.12|0.1908|244.69|516.03|0.32409|0.1522|-0.14894|5.2021|-0.20138|-1774.070699|7.5317
11a_a5|0.0|1|0|2.9781886010000003|0.0|0|1|-0.165418719|4.59511985|2|0.021060606|-0.052944925|0.0|-0.185262487|-0.1301505359999999|-0.02394636|1|-0.081506|0.003975818|0.006120569|-0.254944026|2|0.7505403709999999|-0.0489811909999999|0.773417838|0.7410766209999999|0.89343434|-0.071517578|0.011860803|-46.13206353|8.474559367000001|61.32301293|-0.026223112|6.055083705|14.47576249|0.740865275|-32.96141947|61.4470419|54.60662289|0.466436596|2727.027899|638.3599998999999|-1124.186857|-13.38721623|0.259134725|9.740948724|185.1520983|25.28995251|0.014482324|1517.39715|835.912531|10.34763929|1.0|0.0|1.0|1.0|3.53|3.68|23.0|-9.93|6.38|6.55|63.69|3.05|2.0|0.0|4.0|1.0|5.16|-6.4|2.39e-05|3.95e-07|6.13|0.0|0.0|1.18e-10|5.019999999999999e-08|-0.03694|4.83|-1339.8362619999998|-1339.802852|739.79|1272.7|302.86|0.5473|281.57|578.8|0.6735|0.1838|-0.16735|2.8611|-0.20429|-1339.555805|7.0915
14a_a25|0.0|0|0|0.0|0.0|0|0|-0.092005241|4.727387819|2|0.038167849|0.051906412|1.975771616|-0.255585831|-0.046802062|-0.019985937|1|0.085350921|-0.0469914379999999|-0.077269115|-0.365062041|2|0.6716839040000001|-0.035531959|0.792935475|0.653818362|0.850426305|-0.084207356|0.012870836|-45.72658614|8.449104086|107.22698590000002|-0.033365179|5.546443318|58.18995584|0.8067529940000001|-30.017374100000005|63.96772039|54.17569023|0.492236681|2844.993903|558.2652611000001|-1160.842349|-14.37809314|0.193247006|7.39139255|126.8576588|27.14918443|0.01323706|1438.906775|712.1606951|8.689513304|1.0|1.0|1.0|1.0|3.43|3.06|27.0|-9.59|4.44|4.92|72.7|2.47|2.0|0.0|4.0|1.0|3.81|-5.29|0.0016899999999999|5.13e-06|4.16|0.0|0.0|2.58e-10|1.08e-07|-0.05083|5.79|-1352.298438|-1352.265931|689.55|1202.13|314.05|0.3529|231.18|548.29|0.42461|0.1756|-0.16347|3.0824|-0.2143|-1352.086073|6684.0
2_a3|0.0|0|0|0.0|0.0|0|0|0.176032668|4.727387819|2|0.034166667|-0.103423993|2.058239271|-0.311617665|0.09933632|0.036301827|1|-0.18746945|0.017902469|0.032450556|-0.568019422|2|0.899733837|0.065162907|0.8401405609999999|0.841871246|0.750206578|-0.09392632|0.011938463|-49.07072207|5.601853871|228.178656|-0.033150466|2.628543258|74.89956423|0.727984269|-23.02532673|53.05538527|54.67257594|0.458202525|2056.399995|352.0174726|-528.8736235|-7.298882022000001|0.272015731|4.88513521|127.637231|21.36736636|0.019143348|726.4904564|330.4083896|8.982583312000001|1.0|1.0|1.0|1.0|2.97|2.22|21.0|-6.89|4.34|4.01|92.93|1.6|0.0|0.0|3.0|1.0|3.06|-4.27|0.0054|5.33e-05|3.13|0.0|0.0|1.3e-07|3.9500000000000005e-05|-0.06423|1.97|-1272.143337|-1272.114086|503.34|841.85|371.73|0.1824|227.92|340.69|0.37284|0.0962|-0.14605|4.0121|-0.21028|-1272.04778|5.4
17a_a22|0.0|0|0|0.0|0.0|0|0|-0.0422459529999999|4.727387819|2|0.043274232|-0.054347074|1.67348685|-0.314134834|-0.094996254|-0.005724389|1|-0.089641194|-0.076790454|-0.126659773|-0.3626566539999999|2|0.830653242|-0.010355535|0.805071997|0.7994946709999999|0.8594770140000001|-0.08790445|0.0140462319999999|-49.30541729|9.597299109|286.3611391|-0.030843667|6.55749888|0.0|0.710958975|-33.68866751|73.26110471|58.9027164|0.485943988|2910.035347|587.2505892999999|-1201.24073|-14.39939974|0.289041025|8.549622191000001|197.4916253|29.64221498|0.01931764|1689.6062539999998|784.2697099|13.19906822|1.0|0.0|1.0|1.0|4.02|-3.24|27.0|-9.13|3.93|4.93|68.52|2.01|2.0|0.0|5.0|0.0|2.25|-4.96|0.0078099999999999|1.09e-05|3.62|0.0|0.0|7.41e-10|3.23e-07|-0.15124|5.13|-1408.300966|-1408.279257|731.19|1253.39|887.46|185.0|255.63|577.52|0.46268|0.0085|-0.06214|3.0156|-0.21338|-1407.935792|7.0862
46_a18|0.0|0|0|0.0|0.0|2|2|-0.001181461|4.844187086|1|0.03531746|-0.046124025|0.0|-0.3872848129999999|-0.0669031009999999|-0.052591109|0|-0.069691797|-0.1483628609999999|-0.224171123|-0.448177615|0|0.7100921609999999|-0.090469229|0.76616843|0.699483099|0.8265445990000001|-0.076485888|0.008975181|-49.54738918|6.376289807000001|0.946462387|-0.029244604|4.5299444310000005|58.66827342|0.782232748|-35.20023815|63.70285871|55.92367899|0.4548138479999999|3052.94234|587.2068577|-1412.796104|-14.76030741|0.217767252|8.980343774|154.7096476|26.56039822|0.013181412|1806.107079|1056.535856|9.36454702|1.0|0.0|1.0|2.0|4.27|0.0|18.0|-8.82|3.68|3.3|76.5|3.33|2.0|0.0|3.0|0.0|2.93|-5.47|0.000999|3.35e-06|4.36|0.0|0.0|1.51e-09|7.27e-07|-0.04995|8.11|-1532.992457|-1532.968527|765.33|1380.79|384.45|0.4249|384.45|635.89|0.69181|0.4249|-0.13224|2656.0|-0.18219|-1532.562476|6.7305
14b_a50|0.0|0|1|0.0|0.0|2|2|-0.092558007|5.82008293|2|0.030219907|-0.068176984|2.115127752|-0.255822608|0.037777505|-0.041169251|2|-0.106938404|-0.1786649189999999|-0.280243276|-0.306633966|1|0.74726683|-0.076752616|0.831689551|0.71456262|0.904076348|-0.076674952|0.022423099|-33.02344264|14.70317076|25.31245624|-0.025558317|9.64109526|192.8987555|0.637281054|-21.65397937|64.58491917|47.72661339|0.445384689|2967.872393|592.81677|-1005.538915|-10.98912227|0.362718946|6.3538844910000005|237.8403928|26.29763086|0.021820402|1577.857852|825.4425942|14.30797341|1.0|1.0|1.0|0.0|4.64|3.64|20.0|-6.86|3.72|4.81|66.99|2.32|2.0|0.0|5.0|0.0|3.6|-4.78|0.0111|1.6800000000000002e-05|3.51|0.0|0.0|1.3900000000000001e-07|6.12e-05|-0.02486|3.05|-1431.068494|-1431.037684|718.64|1253.87|304.07|0.1637|234.67|533.25|0.55594|0.1373|-0.16874|5.3711|-0.1936|-1430.7933859999998|5.1818
14ab_a23|0.0|0|1|0.0|0.0|0|0|0.065530542|5.351858133|2|0.04314059|0.021287386|0.7586471459999999|-0.287365522|0.010803172|-0.03821899|2|0.038241896|-0.074579388|-0.13397874|-0.449699921|2|0.725358161|-0.05990912|0.8072028240000001|0.693959193|0.92422233|-0.076243539|0.017974612|-35.59605095|12.31039874|40.23721489|-0.031648261|8.431109267|82.79560776|0.797837067|-24.37891748|61.60741239|47.90644969|0.4695727329999999|2941.47118|632.9786397|-1148.783854|-14.84482393|0.202162933|7.83369055|138.4567483|27.16741043|0.013710439|1439.872753|733.3886349999999|9.389964491|0.0|1.0|1.0|1.0|3.63|3.82|26.0|-8.16|4.4|4.63|105.02|3.45|2.0|0.0|4.0|0.0|4.12|-5.55|0.000259|2.81e-06|4.31|0.0|0.0|6.9799999999999995e-09|3.07e-06|-0.07146|4.1|-1708.563399|-1708.543268|719.66|1238.27|338.88|0.3893|338.88|595.23|0.66532|0.3893|-0.14778|5.9624|-0.21924|-1708.3414239999995|8.4012
12f_a36|0.0|1|0|3.50900085|0.0|2|2|-0.066269699|5.351858133|2|0.039061728|0.10938259|0.0|-0.40641518|0.012286423|-0.06756661|1|0.182557897|-0.101854847|-0.169994208|-0.438198895|1|0.902377067|-0.1188384119999999|0.8700396090000001|0.857993338|0.8435569079999999|-0.100276611|0.01784834|-46.86832019|11.77610852|43.53853176|-0.035813075|7.769727312|0.835268043|0.7803018709999999|-30.92312428|76.51015325|58.64442871|0.464240353|2770.818472|556.5681681|-1323.224761|-15.59012402|0.219698129|7.416874811|144.9540437|30.28188764|0.015685228|1695.785708|729.1873176|10.34891518|0.0|0.0|0.0|2.0|4.94|0.0|17.0|-7.36|3.62|2.45|69.2|2.45|1.0|0.0|4.0|0.0|2.4|-4.57|0.0102|2.6600000000000003e-05|3.47|0.0|0.0|4.38e-08|1.7899999999999998e-05|-0.05035|3.87|-1311.57896|-1311.550167|699.88|1195.77|339.27|0.4374|237.95|545.55|0.37095|0.0231|-0.15011|5.9228|-0.20046|-1311.345557|7.9586
12aa_a36|0.0|1|0|3.4172704080000003|0.0|2|2|0.033952382|5.351858133|2|0.042560386|0.03597264|0.0|-0.672129428|0.010538281|-0.013898809|1|0.0620143779999999|-0.052743904|-0.090926893|-0.53315493|1|0.892815402|-0.023185884|0.888163057|0.849217847|0.688945241|-0.117270578|0.023617545|-72.94175494|16.1504726|132.3194611|-0.04126187|11.04423694|109.0001157|0.731335741|-49.88002793|96.18613736|89.09222754|0.44829258|2928.7759760000004|471.12395210000005|-1523.677823|-19.29522587|0.2686642589999999|8.05947774|183.7216658|38.58180913|0.023386634|2083.417693|689.2886595|15.99256772|0.0|0.0|0.0|3.0|4.83|0.0|17.0|-6.14|1.92|0.98|112.29|1.28|1.0|0.0|5.0|0.0|1.15|-3.45|129.0|0.000359|1.55|0.0|0.0|7.19e-07|0.000305|-0.05111|3.88|-1401.662677|-1401.617177|701.99|1183.76|318.73|0.4446|318.73|520.19|0.6931|0.4446|-0.15718|3.5904|-0.20829|-1401.45065|8.0458
16b_a23|0.0|0|1|0.0|0.0|1|1|0.031073244|5.351858133|3|0.037664609|0.054655144|0.754232958|-0.3237716519999999|-0.068280331|-0.05237763|2|0.099244509|-0.123524943|-0.224300431|-0.401493392|2|0.75524548|-0.09063701|0.830577373|0.711576167|0.928579764|-0.07920267|0.018614978|-37.52431601|13.79443768|7.971529518|-0.031407956|10.22222569|100.0262487|0.738977|-27.80700713|72.31582904|51.31875369|0.4870072789999999|3370.826124|688.1144512|-1349.923395|-17.24735864|0.261023|9.472884487|193.4284005|31.49562341|0.018384316|1826.746158|896.9989312000001|13.6235075|0.0|1.0|0.0|1.0|4.19|0.0|26.0|-7.33|3.02|4.1|108.26|3.14|2.0|0.0|4.0|0.0|2.9|-5.67|0.000314|2.16e-06|4.21|0.0|0.0|4.6200000000000003e-08|2.26e-05|-0.07352|4.24|-1877.655481|-1877.615701|772.84|1340.35|772.92|0.3456|772.92|607.92|0.95419|0.3456|-0.13741|9.2317|-0.21093|-1877.335869|7.0191
12m_a30|0.0|0|0|0.0|0.0|2|2|0.096631895|5.351858133|2|0.040839506|-0.1305457069999999|0.0|-0.57615692|0.0488832779999999|-0.0547272029999999|1|-0.236661357|-0.084317059|-0.152855196|-0.5409445629999999|1|0.817497287|-0.0974968869999999|0.893689741|0.770326886|0.783260049|-0.103359773|0.027352277|-57.96147772|18.55926485|133.774348|-0.0405332439999999|12.59296644|237.0982213|0.773732767|-39.32844052|83.3641853|76.52074257|0.44976016|3058.3084710000003|531.4632661|-1402.648392|-18.66147291|0.226267233|9.025816604|153.52847759999997|35.54574762|0.019500715|1812.833129|683.7405759|13.2317657|0.0|1.0|0.0|1.0|4.66|0.0|17.0|-6.42|3.4|2.48|114.67|2.06|2.0|0.0|6.0|0.0|2.36|-5.01|0.000444|9.71e-06|3.89|0.0|0.0|3.7600000000000003e-07|0.000165|-57.0|3.88|-1743.215323|-1743.174906|714.92|1204.39|349.29|255.0|244.95|578.87|0.33392|0.1615|-0.15042|3.6891|-0.20742|-1743.030004|7.5114
9r_a24|0.0|1|0|2.950959457|0.0|0|0|-0.134192489|4.59511985|3|0.024179894|-0.17821765|0.0|-0.264490176|0.064425793|-0.043274854|1|-0.29065818|-0.179075526|-0.2920573039999999|-0.3018627239999999|3|0.786430472|-0.083458647|0.841805128|0.7526889940000001|0.8417158379999999|-0.082022572|0.015557618|-41.49802275|10.4302588|71.31566881|-0.025821921|6.992734796000001|89.36724924|0.6152148279999999|-27.82142546|70.79264457|51.92828155|0.473403843|2644.462265|564.3096436000001|-934.8335183|-11.60626518|0.384785172|9.672636984|257.9706516|28.13932796|0.02357068|1519.52371|670.2247423|15.80243761|1.0|1.0|1.0|1.0|3.53|3.04|23.0|-8.66|4.23|3.93|79.82|1.02|2.0|0.0|6.0|0.0|2.98|-4.06|0.0383|8.77e-05|2.69|0.0|0.0|2.21e-09|8.84e-07|-0.04313|1.82|-1294.486221|-1294.451958|713.25|1199.71|289.16|0.3398|277.23|616.11|0.3398|0.0029|-0.1676099999999999|1.9698|-0.21074|-1294.263358|7.9586
4r_a46|0.0|0|0|0.0|-0.03033057|1|1|-0.173617329|5.587248657999999|2|0.044728682|-0.15196733|0.0|-0.141309389|-0.1129698999999999|-0.048758575|1|-0.237647432|-0.055572881|-0.086905208|-0.246070691|2|0.7794598220000001|-0.070397185|0.8549242340000001|0.76719475|0.8478197820000001|-0.081339886|0.011446215|-42.06465252|6.071841742999999|176.18445569999997|-0.0259595379999999|3.220912917|0.0|0.7146312779999999|-22.31391864|51.22472631|48.13649426|0.456487948|2137.47734|449.7405899|-647.2221302999999|-7.304896049|0.285368722|5.81085807|151.3787482|19.26963463|0.015225417|905.6728276|496.0386301|8.076584289|1.0|0.0|1.0|1.0|3.82|2.89|17.0|-6.25|3.56|3.43|63.83|1.52|0.0|0.0|4.0|0.0|2.7|-3.55|271.0|0.000279|2.12|0.0|0.0|5.64e-07|0.000188|-0.03073|2.3|-1069.447946|-1069.419677|571.75|986.04|274.25|0.1404|274.25|467.85|0.69085|0.1404|-0.18999|2.6630000000000003|-0.2207199999999999|-1069.284137|5.8499
4i_a46|0.0|0|0|0.0|0.19654443|1|1|-0.167244168|5.587248657999999|1|0.049498645|-0.088884176|0.0|-0.127450387|-0.160741899|-0.125773054|1|-0.133434195|-0.060809732|-0.091288438|-0.22302552|1|0.7204791309999999|-0.17856753|0.786754478|0.7172344890000001|0.940780437|-0.075208437|0.015663081|-33.08099617|8.847405392999999|67.51603424|-0.025069479|4.997521397|70.55661087|0.763831778|-18.68604171|49.04951810000001|41.92840157|0.406629719|2200.19132|531.4066842|-722.1945751000001|-7.998762108999999|0.2361682219999999|6.218233741000001|133.40134070000002|18.53900079|0.011626803|945.4890404|579.2365607|6.567484272000001|0.0|1.0|1.0|0.0|3.88|3.5|17.0|-7.3|4.79|5.07|39.94|3.06|1.0|0.0|3.0|1.0|4.16|-5.04|0.00403|9.13e-06|4.38|0.0|0.0|5.04e-08|1.75e-05|-0.01646|4.46|-1092.730494|-1092.70435|611.74|1058.5|280.31|0.2805|229.66|546.24|0.41877|0.1421|-0.18438|2.8538|-0.20084|-1092.528145|6.2132
12h_a30|0.0|0|0|0.0|0.0|2|2|0.046965756|5.351858133|2|0.043848238|-0.074988669|0.0|-0.391119352|0.001698966|-0.072247675|1|-0.166613751|-0.0541804029999999|-0.120380857|-0.4708582289999999|1|0.669561738|-0.1240820219999999|0.888213143|0.64876559|0.763568404|-0.09907575|0.017389133|-52.88851758|11.06352871|89.66095835|-0.038417127|7.038974807000001|0.0|0.7979748729999999|-33.64938551|73.14241438|63.95204629|0.468446216|2848.98238|485.8069155|-1197.668733|-15.55093031|0.202025127|8.066818026|128.5349203|30.63031164|0.015886049|1500.88527|618.6004214|10.10721793|0.0|1.0|0.0|1.0|4.63|0.0|17.0|-6.9|4.25|3.18|81.65|3.2|2.0|0.0|5.0|0.0|2.92|-5.01|0.00171|9.71e-06|3.97|0.0|0.0|1.26e-07|5.260000000000001e-05|-0.05347|4.07|-1675.011389|-1674.977665|672.54|1132.06|353.22|0.1878|246.54|518.06|-0.26697|155.0|-0.14889|2.9684|-0.2023599999999999|-1674.838376|8065.0
14a_a10|0.0|0|0|0.0|0.0|2|2|-0.2090476269999999|5.4161004020000005|3|0.035660377|0.027446544|2.070512208|-0.147427016|-0.045759336|-0.00421565|1|0.042968756|-0.220250238|-0.344811314|-0.168193178|2|0.76857495|-0.007680215|0.770129205|0.740051323|0.911549451|-0.070610745|0.0135610389999999|-32.23041637|9.840503082|67.52851799|-0.018970051|7.140714112|134.15514270000003|0.542015878|-23.38784787|67.14248252|42.07091945|0.469029865|3075.550631|661.4615097|-922.2903058|-9.988888957|0.457984122|10.0292632|332.3339934|25.39690722|0.0219172279999999|1701.592784|1003.968547|15.9041322|1.0|1.0|1.0|0.0|3.98|4.4|21.0|-8.18|4.16|3.36|59.31|1.94|1.0|0.0|6.0|0.0|3.43|-4.8|0.0288|1.58e-05|3.29|0.0|0.0|6.55e-09|3.07e-06|-46.0|2.25|-1489.655581|-1489.803158|800.01|1380.89|326.1|0.2835|222.16|645.26|0.34245|0.0005|0.2422099999999999|3.1205|0.19621|-1489.487381|7.1308
4_a4|0.0|0|0|0.0|0.0|1|1|-0.183963421|5.4161004020000005|2|0.036775068|-0.0214610589999999|2.183056868|-0.058013858|-0.110597574|-0.037623601|1|-0.035166634|-0.048056862|-0.078747188|-0.157959343|2|0.646069495|-0.063012715|0.8306695270000001|0.636572383|0.933276024|-0.06873731|0.008570112|-25.64211031|4.4155367960000005|13.70182982|-0.0255766729999999|2.274995377|42.42341622|0.793717973|-13.21145879|40.86951119|30.05764711|0.398500394|2221.6122010000004|480.8472306|-566.6429946000001|-6.78950447|0.2062820269999999|5.326452915|106.2816773|16.60255217|0.010586293|713.9097433|462.1867149|5.454324025|1.0|0.0|1.0|0.0|3.15|3.09|21.0|-7.57|4.52|4.41|43.6|2.66|1.0|0.0|3.0|1.0|3.64|-4.57|0.0248|2.69e-05|3.52|0.0|0.0|2.71e-08|8.85e-06|-0.04865|3.24|-1029.960398|-1029.93716|566.84|960.45|307.95|0.1106|230.37|394.06|0.55032|67.0|-0.1696599999999999|2.6814|-0.21831|-1029.813844|7.1079
